date,SPG-PJ_Open,SPG-PJ_High,SPG-PJ_Low,SPG-PJ_Close,SPG-PJ_Volume,SPG-PJ_Dividends,SPG-PJ_Stock Splits
2004-12-16 00:00:00+00:00,51.0,51.5,51.0,14.797390937805176,800,0.0,
2004-12-17 00:00:00+00:00,51.900001525878906,54.5,51.900001525878906,15.659377098083496,1900,0.0,
2004-12-20 00:00:00+00:00,54.5,55.0099983215332,54.5,15.80591106414795,500,0.0,
2004-12-21 00:00:00+00:00,55.29999923706055,55.650001525878906,55.04999923706055,15.817401885986328,600,0.0,
2004-12-22 00:00:00+00:00,55.04999923706055,55.04999923706055,55.04999923706055,15.817401885986328,0,0.0,
2004-12-23 00:00:00+00:00,55.20000076293945,55.29999923706055,55.20000076293945,15.889235496520996,200,0.0,
2004-12-27 00:00:00+00:00,55.70000076293945,55.70000076293945,55.70000076293945,16.004169464111328,200,0.0,
2004-12-28 00:00:00+00:00,55.70000076293945,55.70000076293945,55.70000076293945,16.004169464111328,0,0.0,
2004-12-29 00:00:00+00:00,55.79999923706055,56.04999923706055,55.79999923706055,16.090362548828125,1700,0.0,
2004-12-30 00:00:00+00:00,56.20000076293945,56.400001525878906,56.20000076293945,16.205297470092773,400,0.0,
2004-12-31 00:00:00+00:00,56.34000015258789,57.09999847412109,56.34000015258789,16.406423568725586,600,0.0,
2005-01-03 00:00:00+00:00,57.0099983215332,57.0099983215332,57.0099983215332,16.38056755065918,100,0.0,
2005-01-04 00:00:00+00:00,57.2599983215332,57.2599983215332,57.2599983215332,16.452402114868164,400,0.0,
2005-01-05 00:00:00+00:00,57.400001525878906,57.70000076293945,57.400001525878906,16.578821182250977,1400,0.0,
2005-01-06 00:00:00+00:00,57.5,57.5,57.5,16.521358489990234,300,0.0,
2005-01-07 00:00:00+00:00,57.79999923706055,57.79999923706055,57.5099983215332,16.524232864379883,800,0.0,
2005-01-10 00:00:00+00:00,57.5099983215332,57.5099983215332,57.5,16.521358489990234,500,0.0,
2005-01-11 00:00:00+00:00,57.54999923706055,57.59999847412109,57.54999923706055,16.550090789794922,300,0.0,
2005-01-12 00:00:00+00:00,57.5,57.5,57.5,16.521358489990234,100,0.0,
2005-01-13 00:00:00+00:00,57.59999847412109,58.0,57.59999847412109,16.66502571105957,700,0.0,
2005-01-14 00:00:00+00:00,58.09999847412109,58.34999847412109,58.09999847412109,16.765586853027344,1000,0.0,
2005-01-18 00:00:00+00:00,58.34999847412109,58.95000076293945,58.34999847412109,16.9379825592041,1500,0.0,
2005-01-19 00:00:00+00:00,58.95000076293945,58.95000076293945,58.95000076293945,16.9379825592041,0,0.0,
2005-01-20 00:00:00+00:00,59.0,59.0,59.0,16.952350616455078,800,0.0,
2005-01-21 00:00:00+00:00,60.0,60.0,59.0,17.23968505859375,900,0.0,
2005-01-24 00:00:00+00:00,60.0,60.0,60.0,17.23968505859375,0,0.0,
2005-01-25 00:00:00+00:00,60.0,60.0,60.0,17.23968505859375,200,0.0,
2005-01-26 00:00:00+00:00,60.0,60.0,60.0,17.23968505859375,1400,0.0,
2005-01-27 00:00:00+00:00,60.0,60.0,60.0,17.23968505859375,0,0.0,
2005-01-28 00:00:00+00:00,60.0,60.0,60.0,17.23968505859375,0,0.0,
2005-01-31 00:00:00+00:00,60.0,60.0,60.0,17.23968505859375,0,0.0,
2005-02-01 00:00:00+00:00,60.5,60.5,60.5,17.383344650268555,200,0.0,
2005-02-02 00:00:00+00:00,60.0,60.20000076293945,60.0,17.29714012145996,300,0.0,
2005-02-03 00:00:00+00:00,59.5,59.5,59.5,17.096012115478516,500,0.0,
2005-02-04 00:00:00+00:00,60.0,60.5,60.0,17.383344650268555,300,0.0,
2005-02-07 00:00:00+00:00,60.5,61.0,60.5,17.527000427246094,700,0.0,
2005-02-08 00:00:00+00:00,61.0,61.0,61.0,17.527000427246094,0,0.0,
2005-02-09 00:00:00+00:00,61.0,61.0,61.0,17.527000427246094,0,0.0,
2005-02-10 00:00:00+00:00,62.0,62.0,62.0,17.8143310546875,100,0.0,
2005-02-11 00:00:00+00:00,61.5,62.0,61.04999923706055,17.5844669342041,900,0.0,
2005-02-14 00:00:00+00:00,61.5,63.0,61.5,17.843067169189453,500,0.0,
2005-02-15 00:00:00+00:00,62.09999847412109,62.09999847412109,62.09999847412109,17.843067169189453,100,0.0,
2005-02-16 00:00:00+00:00,62.09999847412109,62.09999847412109,62.09999847412109,17.843067169189453,100,0.0,
2005-02-17 00:00:00+00:00,62.5,62.5,62.5,17.95800018310547,400,0.0,
2005-02-18 00:00:00+00:00,63.0,63.25,63.0,18.17349624633789,400,0.0,
2005-02-22 00:00:00+00:00,63.25,63.25,63.25,18.17349624633789,500,0.0,
2005-02-23 00:00:00+00:00,63.25,63.25,63.25,18.17349624633789,0,0.0,
2005-02-24 00:00:00+00:00,64.25,64.25,64.25,18.4608211517334,300,0.0,
2005-02-25 00:00:00+00:00,64.5,65.0,64.5,18.67632102966309,1000,0.0,
2005-02-28 00:00:00+00:00,64.0,64.0,63.0,18.10166931152344,500,0.0,
2005-03-01 00:00:00+00:00,63.0,63.0,63.0,18.10166931152344,0,0.0,
2005-03-02 00:00:00+00:00,63.5,63.5,63.5,18.245325088500977,100,0.0,
2005-03-03 00:00:00+00:00,62.5,62.75,62.0,18.02983283996582,1600,0.0,
2005-03-04 00:00:00+00:00,62.75,62.75,62.75,18.02983283996582,0,0.0,
2005-03-07 00:00:00+00:00,62.75,62.75,62.75,18.02983283996582,0,0.0,
2005-03-08 00:00:00+00:00,62.75,62.75,62.75,18.02983283996582,0,0.0,
2005-03-09 00:00:00+00:00,63.0,63.0,63.0,18.10166931152344,100,0.0,
2005-03-10 00:00:00+00:00,63.0,63.0,63.0,18.10166931152344,400,0.0,
2005-03-11 00:00:00+00:00,62.04999923706055,62.04999923706055,61.29999923706055,17.613201141357422,500,0.0,
2005-03-14 00:00:00+00:00,61.29999923706055,61.29999923706055,61.29999923706055,17.613201141357422,0,0.0,
2005-03-15 00:00:00+00:00,60.25,60.25,60.25,17.61232566833496,100,1.047,
2005-03-16 00:00:00+00:00,60.5,60.5,60.5,17.685407638549805,100,0.0,
2005-03-17 00:00:00+00:00,60.5,60.5,60.5,17.685407638549805,0,0.0,
2005-03-18 00:00:00+00:00,60.5,60.5,60.5,17.685407638549805,0,0.0,
2005-03-21 00:00:00+00:00,60.75,61.0,60.75,17.831565856933594,300,0.0,
2005-03-22 00:00:00+00:00,61.0,61.0,61.0,17.831565856933594,200,0.0,
2005-03-23 00:00:00+00:00,61.25,61.5,61.25,17.977731704711914,600,0.0,
2005-03-24 00:00:00+00:00,62.5,62.5,61.5,17.977731704711914,500,0.0,
2005-03-28 00:00:00+00:00,62.5,62.5,61.5,18.05080986022949,500,0.0,
2005-03-29 00:00:00+00:00,62.75,64.0,62.75,18.70852851867676,1000,0.0,
2005-03-30 00:00:00+00:00,64.5,65.0,64.5,19.0008487701416,3100,0.0,
2005-03-31 00:00:00+00:00,65.0,65.0,65.0,19.0008487701416,400,0.0,
2005-04-01 00:00:00+00:00,65.0,65.0,65.0,19.0008487701416,0,0.0,
2005-04-04 00:00:00+00:00,65.0,65.0,65.0,19.0008487701416,0,0.0,
2005-04-05 00:00:00+00:00,65.0,65.0,65.0,19.0008487701416,0,0.0,
2005-04-06 00:00:00+00:00,65.0,65.0,65.0,19.0008487701416,0,0.0,
2005-04-07 00:00:00+00:00,64.91999816894531,64.91999816894531,64.91999816894531,18.97747230529785,100,0.0,
2005-04-08 00:00:00+00:00,65.9000015258789,67.9000015258789,65.9000015258789,19.84858512878418,500,0.0,
2005-04-11 00:00:00+00:00,67.9000015258789,67.9000015258789,67.9000015258789,19.84858512878418,0,0.0,
2005-04-12 00:00:00+00:00,65.9000015258789,65.9000015258789,64.93000030517578,18.980382919311523,700,0.0,
2005-04-13 00:00:00+00:00,64.0,64.5,63.70000076293945,18.76698875427246,1200,0.0,
2005-04-14 00:00:00+00:00,64.19999694824219,64.19999694824219,64.19999694824219,18.76698875427246,0,0.0,
2005-04-15 00:00:00+00:00,64.19999694824219,64.19999694824219,64.19999694824219,18.76698875427246,0,0.0,
2005-04-18 00:00:00+00:00,64.0,64.0,64.0,18.70852851867676,100,0.0,
2005-04-19 00:00:00+00:00,64.0999984741211,64.0999984741211,64.0999984741211,18.737762451171875,100,0.0,
2005-04-20 00:00:00+00:00,64.0999984741211,64.0999984741211,64.0999984741211,18.737762451171875,0,0.0,
2005-04-21 00:00:00+00:00,64.0999984741211,64.0999984741211,64.0999984741211,18.737762451171875,100,0.0,
2005-04-22 00:00:00+00:00,64.5,64.75,64.5,18.92777442932129,400,0.0,
2005-04-25 00:00:00+00:00,64.8499984741211,64.8499984741211,64.8499984741211,18.957000732421875,200,0.0,
2005-04-26 00:00:00+00:00,64.8499984741211,64.8499984741211,64.8499984741211,18.957000732421875,100,0.0,
2005-04-27 00:00:00+00:00,65.0,65.0,65.0,19.0008487701416,200,0.0,
2005-04-28 00:00:00+00:00,65.5,65.5,65.5,19.147016525268555,100,0.0,
2005-04-29 00:00:00+00:00,65.5,65.5,65.5,19.147016525268555,0,0.0,
2005-05-02 00:00:00+00:00,65.75,65.75,65.75,19.22009658813477,100,0.0,
2005-05-03 00:00:00+00:00,65.75,65.75,65.75,19.22009658813477,0,0.0,
2005-05-04 00:00:00+00:00,66.75,66.75,66.75,19.512413024902344,300,0.0,
2005-05-05 00:00:00+00:00,67.75,67.75,67.75,19.80472755432129,100,0.0,
2005-05-06 00:00:00+00:00,67.75,67.75,67.75,19.80472755432129,0,0.0,
2005-05-09 00:00:00+00:00,67.75,67.75,67.75,19.80472755432129,0,0.0,
2005-05-10 00:00:00+00:00,67.75,67.75,67.75,19.80472755432129,0,0.0,
2005-05-11 00:00:00+00:00,67.80000305175781,67.80000305175781,67.80000305175781,19.81936264038086,100,0.0,
2005-05-12 00:00:00+00:00,68.05000305175781,68.25,68.05000305175781,19.95088577270508,200,0.0,
2005-05-13 00:00:00+00:00,68.02999877929688,68.02999877929688,68.02999877929688,19.886587142944336,200,0.0,
2005-05-16 00:00:00+00:00,69.0,69.0,69.0,20.170135498046875,100,0.0,
2005-05-17 00:00:00+00:00,68.0,68.0,68.0,19.877817153930664,400,0.0,
2005-05-18 00:00:00+00:00,67.7699966430664,67.7699966430664,67.76000213623047,19.80765914916992,600,0.0,
2005-05-19 00:00:00+00:00,67.76000213623047,67.76000213623047,67.76000213623047,19.80765914916992,0,0.0,
2005-05-20 00:00:00+00:00,67.76000213623047,67.76000213623047,67.76000213623047,19.80765914916992,200,0.0,
2005-05-23 00:00:00+00:00,67.76000213623047,67.76000213623047,67.76000213623047,19.80765914916992,0,0.0,
2005-05-24 00:00:00+00:00,68.25,68.25,68.25,19.95088577270508,300,0.0,
2005-05-25 00:00:00+00:00,68.5,68.5,68.5,20.02397727966309,300,0.0,
2005-05-26 00:00:00+00:00,68.5,68.5,68.5,20.02397727966309,0,0.0,
2005-05-27 00:00:00+00:00,68.5,68.5,68.5,20.02397727966309,0,0.0,
2005-05-31 00:00:00+00:00,68.16999816894531,68.16999816894531,68.16999816894531,19.927515029907227,100,0.0,
2005-06-01 00:00:00+00:00,68.4000015258789,68.4000015258789,68.4000015258789,19.994747161865234,100,0.0,
2005-06-02 00:00:00+00:00,68.4000015258789,68.4000015258789,68.4000015258789,19.994747161865234,0,0.0,
2005-06-03 00:00:00+00:00,68.6500015258789,68.6500015258789,68.6500015258789,20.06781578063965,100,0.0,
2005-06-06 00:00:00+00:00,68.6500015258789,68.6500015258789,68.6500015258789,20.06781578063965,0,0.0,
2005-06-07 00:00:00+00:00,68.6500015258789,68.6500015258789,68.6500015258789,20.06781578063965,0,0.0,
2005-06-08 00:00:00+00:00,68.6500015258789,68.6500015258789,68.6500015258789,20.06781578063965,0,0.0,
2005-06-09 00:00:00+00:00,68.6500015258789,68.6500015258789,68.6500015258789,20.06781578063965,0,0.0,
2005-06-10 00:00:00+00:00,69.6500015258789,69.6500015258789,69.6500015258789,20.360143661499023,500,0.0,
2005-06-13 00:00:00+00:00,69.6500015258789,69.6500015258789,69.6500015258789,20.360143661499023,0,0.0,
2005-06-14 00:00:00+00:00,69.6500015258789,69.6500015258789,69.6500015258789,20.670873641967773,0,1.047,
2005-06-15 00:00:00+00:00,68.5,68.5,68.5,20.329578399658203,500,0.0,
2005-06-16 00:00:00+00:00,68.4000015258789,68.4000015258789,68.4000015258789,20.29990005493164,300,0.0,
2005-06-17 00:00:00+00:00,68.4000015258789,68.4000015258789,68.4000015258789,20.29990005493164,0,0.0,
2005-06-20 00:00:00+00:00,68.4000015258789,68.4000015258789,68.4000015258789,20.29990005493164,0,0.0,
2005-06-21 00:00:00+00:00,68.44999694824219,68.44999694824219,68.44999694824219,20.314735412597656,200,0.0,
2005-06-22 00:00:00+00:00,68.44999694824219,68.44999694824219,68.44999694824219,20.314735412597656,0,0.0,
2005-06-23 00:00:00+00:00,68.44999694824219,68.44999694824219,68.44999694824219,20.314735412597656,0,0.0,
2005-06-24 00:00:00+00:00,68.44999694824219,68.44999694824219,68.44999694824219,20.314735412597656,0,0.0,
2005-06-27 00:00:00+00:00,67.44999694824219,67.44999694824219,67.05000305175781,19.91704750061035,1700,0.0,
2005-06-28 00:00:00+00:00,67.11000061035156,67.11000061035156,67.11000061035156,19.91704750061035,300,0.0,
