date,VMI_Open,VMI_High,VMI_Low,VMI_Close,VMI_Volume,VMI_Dividends,VMI_Stock Splits
1973-02-21 00:00:00+00:00,0.5625,0.5625,0.5625,0.3491159677505493,3200,0.0,
1973-02-22 00:00:00+00:00,0.5625,0.5625,0.5625,0.3491159677505493,1600,0.0,
1973-02-23 00:00:00+00:00,0.546875,0.546875,0.546875,0.3394183218479156,9600,0.0,
1973-02-26 00:00:00+00:00,0.546875,0.546875,0.546875,0.3394183218479156,3200,0.0,
1973-02-27 00:00:00+00:00,0.546875,0.546875,0.546875,0.3394183218479156,0,0.0,
1973-02-28 00:00:00+00:00,0.546875,0.546875,0.546875,0.3394183218479156,9600,0.0,
1973-03-01 00:00:00+00:00,0.546875,0.546875,0.546875,0.3394183218479156,11200,0.0,
1973-03-02 00:00:00+00:00,0.546875,0.546875,0.546875,0.3394183218479156,0,0.0,
1973-03-05 00:00:00+00:00,0.5625,0.5625,0.5625,0.3491159677505493,6400,0.0,
1973-03-06 00:00:00+00:00,0.5625,0.5625,0.5625,0.3491159677505493,38400,0.0,
1973-03-07 00:00:00+00:00,0.546875,0.546875,0.546875,0.3394183218479156,35200,0.0,
1973-03-08 00:00:00+00:00,0.546875,0.546875,0.546875,0.3394183218479156,16000,0.0,
1973-03-09 00:00:00+00:00,0.5625,0.5625,0.5625,0.3491159677505493,32000,0.0,
1973-03-12 00:00:00+00:00,0.546875,0.546875,0.546875,0.3394183218479156,8000,0.0,
1973-03-13 00:00:00+00:00,0.53125,0.53125,0.53125,0.3297206461429596,22400,0.0,
1973-03-14 00:00:00+00:00,0.53125,0.53125,0.53125,0.3297206461429596,14400,0.0,
1973-03-15 00:00:00+00:00,0.53125,0.53125,0.53125,0.3297206461429596,0,0.0,
1973-03-16 00:00:00+00:00,0.53125,0.53125,0.53125,0.3297206461429596,1600,0.0,
1973-03-19 00:00:00+00:00,0.53125,0.53125,0.53125,0.3297206461429596,1600,0.0,
1973-03-20 00:00:00+00:00,0.53125,0.53125,0.53125,0.3297206461429596,0,0.0,
1973-03-21 00:00:00+00:00,0.515625,0.515625,0.515625,0.3200230002403259,17600,0.0,
1973-03-22 00:00:00+00:00,0.515625,0.515625,0.515625,0.3200230002403259,43200,0.0,
1973-03-23 00:00:00+00:00,0.515625,0.515625,0.515625,0.3200230002403259,16000,0.0,
1973-03-26 00:00:00+00:00,0.515625,0.515625,0.515625,0.3200230002403259,1600,0.0,
