date,IP_Open,IP_High,IP_Low,IP_Close,IP_Volume,IP_Dividends,IP_Stock Splits
1962-01-02 00:00:00+00:00,0.0,8.583595275878906,8.38331127166748,0.8886763453483582,51552,0.0,
1962-01-03 00:00:00+00:00,0.0,8.440534591674805,8.2688627243042,0.8765440583229065,53736,0.0,
1962-01-04 00:00:00+00:00,0.0,8.38331127166748,8.240250587463379,0.8735116124153137,48494,0.0,
1962-01-05 00:00:00+00:00,0.0,8.4119234085083,8.211639404296875,0.8826106786727905,76891,0.0,
1962-01-08 00:00:00+00:00,0.0,8.29747486114502,7.954132080078125,0.8644121885299683,93929,0.0,
1962-01-09 00:00:00+00:00,0.0,8.240250587463379,8.011356353759766,0.8522802591323853,90871,0.0,
1962-01-10 00:00:00+00:00,0.0,8.09719181060791,7.896907806396484,0.8462144136428833,56794,0.0,
1962-01-11 00:00:00+00:00,0.0,8.011356353759766,7.868296146392822,0.8462144136428833,51552,0.0,
1962-01-12 00:00:00+00:00,0.0,8.09719181060791,7.896907806396484,0.8431810140609741,51552,0.0,
1962-01-15 00:00:00+00:00,0.0,7.982744216918945,7.725235939025879,0.8280163407325745,81260,0.0,
1962-01-16 00:00:00+00:00,0.0,7.868296146392822,7.753848075866699,0.8249829411506653,43251,0.0,
1962-01-17 00:00:00+00:00,0.0,7.839684009552002,7.696623802185059,0.8189171552658081,62037,0.0,
1962-01-18 00:00:00+00:00,0.0,7.839684009552002,7.610787868499756,0.8219503164291382,73833,0.0,
1962-01-19 00:00:00+00:00,0.0,7.811071872711182,7.668012142181396,0.8189171552658081,64221,0.0,
1962-01-22 00:00:00+00:00,0.0,7.811071872711182,7.696623802185059,0.8219503164291382,69901,0.0,
1962-01-23 00:00:00+00:00,0.0,7.811071872711182,7.696623802185059,0.8189171552658081,37572,0.0,
1962-01-24 00:00:00+00:00,0.0,7.725235939025879,7.610787868499756,0.8128506541252136,49804,0.0,
1962-01-25 00:00:00+00:00,0.0,7.753848075866699,7.639400005340576,0.8128506541252136,49367,0.0,
1962-01-26 00:00:00+00:00,0.0,7.725235939025879,7.582176208496094,0.8037516474723816,32329,0.0,
1962-01-29 00:00:00+00:00,0.0,7.639400005340576,7.582176208496094,0.8067851066589355,23592,0.0,
1962-01-30 00:00:00+00:00,0.0,7.753848075866699,7.668012142181396,0.8158841133117676,72522,0.0,
1962-01-31 00:00:00+00:00,0.0,7.782460212707519,7.696623802185059,0.8219503164291382,84318,0.0,
1962-02-01 00:00:00+00:00,0.0,7.782460212707519,7.696623802185059,0.8158841133117676,44562,0.0,
1962-02-02 00:00:00+00:00,0.0,7.811071872711182,7.725235939025879,0.8249829411506653,61600,0.0,
1962-02-05 00:00:00+00:00,0.0,7.868296146392822,7.725235939025879,0.8219503164291382,96987,0.0,
1962-02-06 00:00:00+00:00,0.0,7.839684009552002,7.696623802185059,0.8310485482215881,59416,0.0,
1962-02-07 00:00:00+00:00,0.0,8.03996753692627,7.839684009552002,0.8522802591323853,117521,0.0,
1962-02-08 00:00:00+00:00,0.0,8.011356353759766,7.954132080078125,0.8492473363876343,66406,0.0,
1962-02-09 00:00:00+00:00,0.0,8.09719181060791,7.982744216918945,0.8583459258079529,41504,0.0,
