date,PBW_Open,PBW_High,PBW_Low,PBW_Close,PBW_Volume,PBW_Dividends,PBW_Stock Splits
2005-03-03 00:00:00+00:00,78.0,78.69999694824219,77.4000015258789,57.72096633911133,136500,0.0,
2005-03-04 00:00:00+00:00,78.30000305175781,78.75,77.94999694824219,57.7579345703125,49020,0.0,
2005-03-07 00:00:00+00:00,78.6500015258789,79.0999984741211,78.55000305175781,58.12770080566406,25340,0.0,
2005-03-08 00:00:00+00:00,78.4000015258789,78.5999984741211,77.25,57.24026870727539,18500,0.0,
2005-03-09 00:00:00+00:00,77.5,78.25,77.0,57.09233856201172,117820,0.0,
2005-03-10 00:00:00+00:00,77.69999694824219,77.69999694824219,76.19999694824219,56.4637451171875,18640,0.0,
2005-03-11 00:00:00+00:00,76.1500015258789,76.3499984741211,75.55000305175781,55.9830322265625,67300,0.0,
2005-03-14 00:00:00+00:00,75.9000015258789,76.30000305175781,75.55000305175781,56.20488739013672,29560,0.0,
2005-03-15 00:00:00+00:00,76.5999984741211,76.80000305175781,75.30000305175781,55.68721008300781,47420,0.0,
2005-03-16 00:00:00+00:00,75.5999984741211,75.69999694824219,74.1500015258789,54.87372970581055,9100,0.0,
2005-03-17 00:00:00+00:00,74.30000305175781,75.0,74.1500015258789,55.24349212646485,16420,0.0,
2005-03-18 00:00:00+00:00,75.0999984741211,75.25,73.9000015258789,54.98466110229492,14560,0.0,
2005-03-21 00:00:00+00:00,74.4000015258789,74.4000015258789,73.6500015258789,54.68885040283203,5480,0.0,
2005-03-22 00:00:00+00:00,74.1500015258789,74.25,73.0,53.98628616333008,7880,0.0,
2005-03-23 00:00:00+00:00,72.8499984741211,73.05000305175781,72.30000305175781,53.57954025268555,15920,0.0,
2005-03-24 00:00:00+00:00,72.6500015258789,72.94999694824219,72.4000015258789,53.61652374267578,23340,0.0,
2005-03-28 00:00:00+00:00,72.6500015258789,72.8499984741211,71.9000015258789,53.172813415527344,13080,0.0,
2005-03-29 00:00:00+00:00,71.75,72.0999984741211,69.80000305175781,51.73068618774414,18040,0.0,
2005-03-30 00:00:00+00:00,70.80000305175781,71.5999984741211,70.6500015258789,52.95092391967773,8600,0.0,
2005-03-31 00:00:00+00:00,71.6500015258789,72.30000305175781,71.6500015258789,53.24674987792969,13020,0.0,
2005-04-01 00:00:00+00:00,72.94999694824219,73.0,71.9000015258789,53.24674987792969,11160,0.0,
2005-04-04 00:00:00+00:00,72.25,72.55000305175781,71.80000305175781,53.43163299560547,12620,0.0,
