date,PLG_Open,PLG_High,PLG_Low,PLG_Close,PLG_Volume,PLG_Dividends,PLG_Stock Splits
2006-03-02 00:00:00+00:00,140.0,148.0,139.0,142.0,612,,
2006-03-03 00:00:00+00:00,152.0,159.0,150.0,151.0,253,,
2006-03-06 00:00:00+00:00,155.0,155.0,148.0,152.0,119,,
2006-03-07 00:00:00+00:00,149.0,151.0,143.0,149.0,350,,
2006-03-08 00:00:00+00:00,145.0,147.0,140.0,147.0,219,,
2006-03-09 00:00:00+00:00,154.0,154.0,150.0,150.0,64,,
2006-03-10 00:00:00+00:00,155.0,160.0,155.0,160.0,374,,
2006-03-13 00:00:00+00:00,160.0,160.0,156.0,157.0,334,,
2006-03-14 00:00:00+00:00,164.0,164.0,153.0,155.0,971,,
2006-03-15 00:00:00+00:00,162.0,162.0,156.0,159.0,532,,
2006-03-16 00:00:00+00:00,158.0,158.0,154.0,158.0,422,,
2006-03-17 00:00:00+00:00,161.0,161.0,161.0,161.0,2,,
2006-03-20 00:00:00+00:00,155.0,158.0,155.0,158.0,167,,
2006-03-21 00:00:00+00:00,155.0,156.0,154.0,155.0,149,,
2006-03-22 00:00:00+00:00,154.0,156.0,153.0,156.0,180,,
2006-03-23 00:00:00+00:00,154.0,157.0,153.0,156.0,421,,
2006-03-24 00:00:00+00:00,156.0,156.0,153.0,153.0,60,,
2006-03-27 00:00:00+00:00,153.0,156.0,150.0,156.0,316,,
2006-03-28 00:00:00+00:00,154.0,155.0,154.0,155.0,25,,
2006-03-29 00:00:00+00:00,155.0,158.0,153.0,158.0,300,,
2006-03-30 00:00:00+00:00,159.0,159.0,155.0,157.0,215,,
2006-03-31 00:00:00+00:00,157.0,157.0,154.0,157.0,136,,
2006-04-03 00:00:00+00:00,158.0,171.0,157.0,170.0,529,,
2006-04-04 00:00:00+00:00,175.0,176.0,169.0,176.0,176,,
2006-04-05 00:00:00+00:00,173.0,173.0,170.0,173.0,94,,
2006-04-06 00:00:00+00:00,173.0,175.0,173.0,175.0,102,,
2006-04-07 00:00:00+00:00,175.0,176.0,173.0,173.0,80,,
2006-04-10 00:00:00+00:00,175.0,180.0,170.0,176.0,360,,
2006-04-11 00:00:00+00:00,176.0,178.0,171.0,175.0,276,,
2006-04-12 00:00:00+00:00,176.0,180.0,170.0,172.0,234,,
2006-04-13 00:00:00+00:00,174.0,174.0,153.0,170.0,504,,
2006-04-17 00:00:00+00:00,169.0,176.0,168.0,176.0,211,,
2006-04-18 00:00:00+00:00,176.0,176.0,174.0,175.0,263,,
2006-04-19 00:00:00+00:00,177.0,182.0,177.0,182.0,53,,
2006-04-20 00:00:00+00:00,183.0,185.0,176.0,180.0,720,,
2006-04-21 00:00:00+00:00,180.0,188.0,179.0,188.0,151,,
2006-04-24 00:00:00+00:00,188.0,190.0,185.0,190.0,69,,
2006-04-25 00:00:00+00:00,190.0,191.0,185.0,185.0,97,,
2006-04-26 00:00:00+00:00,191.0,192.0,184.0,188.0,170,,
2006-04-27 00:00:00+00:00,185.0,193.0,181.0,183.0,390,,
2006-04-28 00:00:00+00:00,185.0,188.0,184.0,185.0,142,,
2006-05-01 00:00:00+00:00,184.0,190.0,184.0,185.0,326,,
2006-05-02 00:00:00+00:00,190.0,191.0,184.0,184.0,167,,
2006-05-03 00:00:00+00:00,181.0,186.0,174.0,178.0,387,,
2006-05-04 00:00:00+00:00,175.0,176.0,152.0,167.0,327,,
2006-05-05 00:00:00+00:00,161.0,165.0,160.0,163.0,249,,
2006-05-08 00:00:00+00:00,162.0,163.0,158.0,158.0,218,,
2006-05-09 00:00:00+00:00,172.0,179.0,165.0,179.0,652,,
2006-05-10 00:00:00+00:00,184.0,185.0,184.0,184.0,40,,
2006-05-11 00:00:00+00:00,185.0,189.0,184.0,189.0,316,,
2006-05-12 00:00:00+00:00,191.0,195.0,191.0,193.0,203,,
2006-05-15 00:00:00+00:00,180.0,187.0,180.0,182.0,177,,
2006-05-16 00:00:00+00:00,179.0,190.0,179.0,187.0,258,,
2006-05-17 00:00:00+00:00,195.0,195.0,179.0,179.0,116,,
2006-05-18 00:00:00+00:00,178.0,187.0,177.0,178.0,225,,
2006-05-19 00:00:00+00:00,178.0,184.0,174.0,177.0,204,,
2006-05-22 00:00:00+00:00,190.0,190.0,190.0,190.0,10,,
2006-05-23 00:00:00+00:00,169.0,181.0,169.0,181.0,7,,
2006-05-24 00:00:00+00:00,165.0,165.0,165.0,165.0,95,,
2006-05-25 00:00:00+00:00,167.0,175.0,167.0,175.0,41,,
2006-05-26 00:00:00+00:00,181.0,181.0,172.0,172.0,56,,
2006-05-30 00:00:00+00:00,178.0,179.0,172.0,172.0,6,,
2006-05-31 00:00:00+00:00,179.0,179.0,172.0,172.0,111,,
2006-06-01 00:00:00+00:00,171.0,172.0,166.0,169.0,478,,
2006-06-02 00:00:00+00:00,169.0,170.0,169.0,170.0,78,,
2006-06-05 00:00:00+00:00,174.0,174.0,174.0,174.0,20,,
2006-06-06 00:00:00+00:00,172.0,172.0,160.0,160.0,288,,
2006-06-07 00:00:00+00:00,165.0,168.0,163.0,164.0,81,,
2006-06-08 00:00:00+00:00,160.0,160.0,134.0,155.0,418,,
2006-06-09 00:00:00+00:00,150.0,154.0,149.0,152.0,205,,
2006-06-12 00:00:00+00:00,185.0,185.0,157.0,157.0,168,,
2006-06-13 00:00:00+00:00,180.0,180.0,125.0,138.0,246,,
2006-06-14 00:00:00+00:00,138.0,148.0,138.0,141.0,180,,
2006-06-15 00:00:00+00:00,145.0,149.0,145.0,149.0,25,,
2006-06-16 00:00:00+00:00,149.0,149.0,149.0,149.0,0,,
2006-06-19 00:00:00+00:00,149.0,149.0,149.0,149.0,0,,
2006-06-20 00:00:00+00:00,150.0,155.0,150.0,155.0,20,,
2006-06-21 00:00:00+00:00,168.0,168.0,159.0,159.0,19,,
2006-06-22 00:00:00+00:00,159.0,159.0,159.0,159.0,0,,
2006-06-23 00:00:00+00:00,175.0,175.0,168.0,170.0,369,,
2006-06-26 00:00:00+00:00,169.0,170.0,164.0,164.0,198,,
2006-06-27 00:00:00+00:00,169.0,171.0,168.0,168.0,38,,
2006-06-28 00:00:00+00:00,168.0,170.0,168.0,169.0,37,,
2006-06-29 00:00:00+00:00,168.0,169.0,168.0,169.0,11,,
2006-06-30 00:00:00+00:00,169.0,169.0,169.0,169.0,0,,
2006-07-03 00:00:00+00:00,169.0,169.0,169.0,169.0,0,,
2006-07-05 00:00:00+00:00,169.0,169.0,169.0,169.0,10,,
2006-07-06 00:00:00+00:00,163.0,168.0,163.0,164.0,52,,
2006-07-07 00:00:00+00:00,167.0,167.0,162.0,167.0,62,,
2006-07-10 00:00:00+00:00,165.0,165.0,152.0,161.0,47,,
2006-07-11 00:00:00+00:00,161.0,161.0,161.0,161.0,0,,
2006-07-12 00:00:00+00:00,168.0,168.0,168.0,168.0,20,,
2006-07-13 00:00:00+00:00,160.0,163.0,160.0,160.0,35,,
2006-07-14 00:00:00+00:00,160.0,160.0,152.0,152.0,50,,
2006-07-17 00:00:00+00:00,155.0,157.0,155.0,157.0,16,,
2006-07-18 00:00:00+00:00,153.0,153.0,150.0,151.0,42,,
2006-07-19 00:00:00+00:00,152.0,155.0,152.0,155.0,51,,
2006-07-20 00:00:00+00:00,153.0,153.0,152.0,152.0,15,,
2006-07-21 00:00:00+00:00,150.0,150.0,141.0,145.0,16,,
2006-07-24 00:00:00+00:00,125.0,142.0,125.0,142.0,180,,
2006-07-25 00:00:00+00:00,134.0,139.0,132.0,135.0,285,,
2006-07-26 00:00:00+00:00,134.0,140.0,134.0,140.0,197,,
2006-07-27 00:00:00+00:00,143.0,143.0,135.0,142.0,202,,
2006-07-28 00:00:00+00:00,141.0,141.0,139.0,140.0,45,,
2006-07-31 00:00:00+00:00,140.0,146.0,140.0,143.0,62,,
2006-08-01 00:00:00+00:00,145.0,145.0,138.0,142.0,69,,
2006-08-02 00:00:00+00:00,141.0,148.0,141.0,145.0,150,,
2006-08-03 00:00:00+00:00,150.0,150.0,150.0,150.0,20,,
2006-08-04 00:00:00+00:00,151.0,152.0,147.0,151.0,345,,
2006-08-07 00:00:00+00:00,158.0,162.0,158.0,162.0,19,,
2006-08-08 00:00:00+00:00,152.0,157.0,150.0,157.0,122,,
2006-08-09 00:00:00+00:00,155.0,158.0,155.0,158.0,7,,
2006-08-10 00:00:00+00:00,160.0,160.0,160.0,160.0,10,,
2006-08-11 00:00:00+00:00,159.0,159.0,159.0,159.0,25,,
2006-08-14 00:00:00+00:00,159.0,159.0,159.0,159.0,18,,
2006-08-15 00:00:00+00:00,159.0,159.0,159.0,159.0,20,,
2006-08-16 00:00:00+00:00,158.0,158.0,158.0,158.0,13,,
2006-08-17 00:00:00+00:00,163.0,163.0,163.0,163.0,50,,
2006-08-18 00:00:00+00:00,162.0,162.0,162.0,162.0,5,,
2006-08-21 00:00:00+00:00,162.0,165.0,162.0,163.0,23,,
2006-08-22 00:00:00+00:00,160.0,167.0,160.0,167.0,34,,
2006-08-23 00:00:00+00:00,167.0,167.0,167.0,167.0,15,,
2006-08-24 00:00:00+00:00,163.0,163.0,163.0,163.0,5,,
2006-08-25 00:00:00+00:00,164.0,168.0,164.0,168.0,37,,
2006-08-28 00:00:00+00:00,168.0,168.0,162.0,167.0,40,,
2006-08-29 00:00:00+00:00,162.0,165.0,161.0,165.0,28,,
2006-08-30 00:00:00+00:00,150.0,167.0,150.0,160.0,98,,
2006-08-31 00:00:00+00:00,158.0,160.0,158.0,160.0,45,,
2006-09-01 00:00:00+00:00,155.0,156.0,155.0,156.0,20,,
2006-09-05 00:00:00+00:00,159.0,162.0,159.0,159.0,48,,
2006-09-06 00:00:00+00:00,160.0,160.0,155.0,156.0,205,,
2006-09-07 00:00:00+00:00,155.0,163.0,155.0,163.0,85,,
2006-09-08 00:00:00+00:00,162.0,162.0,155.0,155.0,60,,
2006-09-11 00:00:00+00:00,155.0,157.0,155.0,155.0,29,,
2006-09-12 00:00:00+00:00,155.0,155.0,155.0,155.0,10,,
2006-09-13 00:00:00+00:00,155.0,155.0,155.0,155.0,0,,
2006-09-14 00:00:00+00:00,146.0,158.0,146.0,149.0,195,,
2006-09-15 00:00:00+00:00,145.0,145.0,143.0,145.0,401,,
2006-09-18 00:00:00+00:00,153.0,155.0,141.0,155.0,608,,
2006-09-19 00:00:00+00:00,152.0,152.0,148.0,150.0,77,,
2006-09-20 00:00:00+00:00,151.0,151.0,150.0,150.0,31,,
2006-09-21 00:00:00+00:00,147.0,168.0,146.0,168.0,246,,
2006-09-22 00:00:00+00:00,167.0,167.0,161.0,167.0,174,,
2006-09-25 00:00:00+00:00,164.0,164.0,164.0,164.0,10,,
2006-09-26 00:00:00+00:00,165.0,167.0,164.0,165.0,535,,
2006-09-27 00:00:00+00:00,166.0,166.0,161.0,166.0,119,,
2006-09-28 00:00:00+00:00,165.0,165.0,152.0,159.0,147,,
2006-09-29 00:00:00+00:00,155.0,155.0,148.0,150.0,128,,
2006-10-02 00:00:00+00:00,156.0,156.0,156.0,156.0,14,,
2006-10-03 00:00:00+00:00,152.0,152.0,152.0,152.0,26,,
2006-10-04 00:00:00+00:00,152.0,152.0,143.0,143.0,49,,
2006-10-05 00:00:00+00:00,145.0,150.0,145.0,145.0,130,,
2006-10-06 00:00:00+00:00,145.0,145.0,145.0,145.0,38,,
2006-10-09 00:00:00+00:00,150.0,150.0,150.0,150.0,34,,
2006-10-10 00:00:00+00:00,145.0,145.0,126.0,139.0,230,,
2006-10-11 00:00:00+00:00,137.0,140.0,135.0,138.0,187,,
2006-10-12 00:00:00+00:00,139.0,140.0,136.0,138.0,183,,
2006-10-13 00:00:00+00:00,139.0,150.0,136.0,150.0,82,,
2006-10-16 00:00:00+00:00,149.0,149.0,141.0,141.0,18,,
2006-10-17 00:00:00+00:00,145.0,145.0,135.0,141.0,99,,
2006-10-18 00:00:00+00:00,142.0,142.0,137.0,142.0,159,,
2006-10-19 00:00:00+00:00,144.0,144.0,144.0,144.0,3,,
2006-10-20 00:00:00+00:00,144.0,145.0,142.0,144.0,83,,
2006-10-23 00:00:00+00:00,144.0,144.0,144.0,144.0,0,,
2006-10-24 00:00:00+00:00,140.0,144.0,140.0,144.0,101,,
2006-10-25 00:00:00+00:00,145.0,145.0,145.0,145.0,5,,
2006-10-26 00:00:00+00:00,150.0,155.0,150.0,152.0,302,,
2006-10-27 00:00:00+00:00,155.0,165.0,155.0,165.0,215,,
2006-10-30 00:00:00+00:00,170.0,174.0,164.0,174.0,201,,
2006-10-31 00:00:00+00:00,170.0,175.0,170.0,174.0,189,,
2006-11-01 00:00:00+00:00,171.0,174.0,161.0,163.0,22,,
2006-11-02 00:00:00+00:00,170.0,175.0,165.0,175.0,702,,
2006-11-03 00:00:00+00:00,180.0,180.0,174.0,180.0,672,,
2006-11-06 00:00:00+00:00,184.0,184.0,176.0,180.0,78,,
2006-11-07 00:00:00+00:00,180.0,181.0,178.0,178.0,358,,
2006-11-08 00:00:00+00:00,178.0,178.0,176.0,176.0,27,,
2006-11-09 00:00:00+00:00,176.0,176.0,172.0,172.0,15,,
2006-11-10 00:00:00+00:00,172.0,189.0,172.0,189.0,9,,
2006-11-13 00:00:00+00:00,185.0,189.0,175.0,182.0,88,,
2006-11-14 00:00:00+00:00,182.0,182.0,182.0,182.0,0,,
2006-11-15 00:00:00+00:00,182.0,182.0,182.0,182.0,0,,
2006-11-16 00:00:00+00:00,185.0,186.0,181.0,181.0,111,,
2006-11-17 00:00:00+00:00,175.0,175.0,175.0,175.0,22,,
2006-11-20 00:00:00+00:00,175.0,178.0,172.0,175.0,599,,
2006-11-21 00:00:00+00:00,180.0,209.0,180.0,199.0,579,,
2006-11-22 00:00:00+00:00,198.0,198.0,191.0,198.0,226,,
2006-11-24 00:00:00+00:00,196.0,196.0,192.0,193.0,130,,
2006-11-27 00:00:00+00:00,193.0,194.0,188.0,188.0,104,,
2006-11-28 00:00:00+00:00,203.0,203.0,189.0,190.0,137,,
2006-11-29 00:00:00+00:00,189.0,189.0,180.0,180.0,72,,
2006-11-30 00:00:00+00:00,180.0,189.0,178.0,180.0,139,,
2006-12-01 00:00:00+00:00,186.0,188.0,186.0,188.0,25,,
2006-12-04 00:00:00+00:00,186.0,186.0,185.0,185.0,90,,
2006-12-05 00:00:00+00:00,178.0,180.0,178.0,180.0,379,,
2006-12-06 00:00:00+00:00,180.0,180.0,178.0,179.0,99,,
2006-12-07 00:00:00+00:00,180.0,180.0,173.0,176.0,474,,
2006-12-08 00:00:00+00:00,167.0,175.0,164.0,167.0,980,,
2006-12-11 00:00:00+00:00,174.0,180.0,172.0,180.0,320,,
2006-12-12 00:00:00+00:00,186.0,190.0,172.0,175.0,215,,
2006-12-13 00:00:00+00:00,175.0,182.0,175.0,181.0,257,,
2006-12-14 00:00:00+00:00,178.0,183.0,178.0,181.0,90,,
2006-12-15 00:00:00+00:00,190.0,194.0,178.0,185.0,525,,
2006-12-18 00:00:00+00:00,185.0,187.0,180.0,180.0,68,,
2006-12-19 00:00:00+00:00,180.0,183.0,173.0,174.0,222,,
2006-12-20 00:00:00+00:00,175.0,185.0,175.0,185.0,79,,
2006-12-21 00:00:00+00:00,190.0,198.0,190.0,190.0,92,,
2006-12-22 00:00:00+00:00,180.0,181.0,180.0,181.0,23,,
2006-12-26 00:00:00+00:00,181.0,181.0,181.0,181.0,0,,
2006-12-27 00:00:00+00:00,198.0,198.0,195.0,198.0,50,,
2006-12-28 00:00:00+00:00,195.0,204.0,193.0,196.0,335,,
2006-12-29 00:00:00+00:00,198.0,198.0,198.0,198.0,37,,
2007-01-03 00:00:00+00:00,200.0,204.0,186.0,186.0,265,,
2007-01-04 00:00:00+00:00,184.0,184.0,182.0,182.0,165,,
2007-01-05 00:00:00+00:00,181.0,182.0,175.0,177.0,459,,
2007-01-08 00:00:00+00:00,180.0,182.0,173.0,180.0,670,,
2007-01-09 00:00:00+00:00,175.0,180.0,173.0,176.0,155,,
2007-01-10 00:00:00+00:00,176.0,188.0,176.0,188.0,245,,
2007-01-11 00:00:00+00:00,195.0,201.0,185.0,196.0,394,,
2007-01-12 00:00:00+00:00,195.0,205.0,183.0,205.0,183,,
2007-01-16 00:00:00+00:00,201.0,210.0,201.0,202.0,232,,
2007-01-17 00:00:00+00:00,201.0,210.0,201.0,209.0,44,,
2007-01-18 00:00:00+00:00,206.0,209.0,205.0,205.0,53,,
2007-01-19 00:00:00+00:00,203.0,213.0,203.0,210.0,176,,
2007-01-22 00:00:00+00:00,207.0,208.0,202.0,208.0,247,,
2007-01-23 00:00:00+00:00,194.0,201.0,189.0,193.0,78,,
2007-01-24 00:00:00+00:00,200.0,202.0,195.0,195.0,65,,
2007-01-25 00:00:00+00:00,198.0,198.0,196.0,198.0,53,,
2007-01-26 00:00:00+00:00,198.0,198.0,198.0,198.0,0,,
2007-01-29 00:00:00+00:00,192.0,209.0,192.0,209.0,15,,
2007-01-30 00:00:00+00:00,211.0,211.0,188.0,189.0,468,,
2007-01-31 00:00:00+00:00,194.0,209.0,189.0,201.0,229,,
2007-02-01 00:00:00+00:00,210.0,245.0,202.0,243.0,799,,
2007-02-02 00:00:00+00:00,235.0,243.0,225.0,242.0,1108,,
2007-02-05 00:00:00+00:00,242.0,242.0,220.0,238.0,569,,
2007-02-06 00:00:00+00:00,235.0,239.0,235.0,239.0,220,,
2007-02-07 00:00:00+00:00,235.0,238.0,231.0,238.0,302,,
2007-02-08 00:00:00+00:00,237.0,237.0,228.0,228.0,188,,
2007-02-09 00:00:00+00:00,235.0,235.0,225.0,235.0,144,,
2007-02-12 00:00:00+00:00,232.0,232.0,226.0,227.0,357,,
2007-02-13 00:00:00+00:00,226.0,236.0,223.0,234.0,387,,
2007-02-14 00:00:00+00:00,229.0,229.0,219.0,225.0,114,,
2007-02-15 00:00:00+00:00,224.0,244.0,223.0,244.0,135,,
2007-02-16 00:00:00+00:00,245.0,258.0,245.0,257.0,685,,
2007-02-20 00:00:00+00:00,253.0,253.0,230.0,250.0,553,,
2007-02-21 00:00:00+00:00,256.0,256.0,240.0,244.0,521,,
2007-02-22 00:00:00+00:00,250.0,250.0,227.0,233.0,488,,
2007-02-23 00:00:00+00:00,234.0,235.0,227.0,233.0,400,,
2007-02-26 00:00:00+00:00,229.0,238.0,225.0,238.0,73,,
2007-02-27 00:00:00+00:00,231.0,236.0,230.0,235.0,163,,
2007-02-28 00:00:00+00:00,226.0,238.0,226.0,238.0,999,,
2007-03-01 00:00:00+00:00,229.0,244.0,229.0,241.0,155,,
2007-03-02 00:00:00+00:00,235.0,241.0,230.0,230.0,70,,
2007-03-05 00:00:00+00:00,222.0,223.0,204.0,219.0,196,,
2007-03-06 00:00:00+00:00,216.0,222.0,216.0,220.0,145,,
2007-03-07 00:00:00+00:00,222.0,222.0,215.0,216.0,112,,
2007-03-08 00:00:00+00:00,221.0,230.0,220.0,230.0,140,,
2007-03-09 00:00:00+00:00,230.0,230.0,225.0,225.0,47,,
2007-03-12 00:00:00+00:00,240.0,240.0,215.0,217.0,229,,
2007-03-13 00:00:00+00:00,221.0,221.0,217.0,220.0,54,,
2007-03-14 00:00:00+00:00,220.0,220.0,210.0,211.0,121,,
2007-03-15 00:00:00+00:00,214.0,235.0,214.0,227.0,85,,
2007-03-16 00:00:00+00:00,231.0,231.0,224.0,227.0,152,,
2007-03-19 00:00:00+00:00,240.0,240.0,224.0,234.0,246,,
2007-03-20 00:00:00+00:00,232.0,249.0,232.0,247.0,75,,
2007-03-21 00:00:00+00:00,249.0,256.0,249.0,256.0,314,,
2007-03-22 00:00:00+00:00,258.0,280.0,257.0,280.0,336,,
2007-03-23 00:00:00+00:00,280.0,281.0,264.0,270.0,292,,
2007-03-26 00:00:00+00:00,273.0,275.0,264.0,269.0,554,,
2007-03-27 00:00:00+00:00,275.0,275.0,255.0,259.0,137,,
2007-03-28 00:00:00+00:00,258.0,265.0,255.0,258.0,98,,
2007-03-29 00:00:00+00:00,261.0,264.0,252.0,262.0,359,,
2007-03-30 00:00:00+00:00,262.0,269.0,258.0,262.0,55,,
2007-04-02 00:00:00+00:00,262.0,262.0,250.0,260.0,357,,
2007-04-03 00:00:00+00:00,260.0,265.0,256.0,256.0,272,,
2007-04-04 00:00:00+00:00,261.0,261.0,258.0,258.0,17,,
2007-04-05 00:00:00+00:00,270.0,275.0,257.0,271.0,377,,
2007-04-09 00:00:00+00:00,276.0,319.0,273.0,310.0,824,,
2007-04-10 00:00:00+00:00,320.0,339.0,310.0,311.0,995,,
2007-04-11 00:00:00+00:00,310.0,310.0,303.0,310.0,122,,
2007-04-12 00:00:00+00:00,312.0,335.0,310.0,327.0,573,,
2007-04-13 00:00:00+00:00,329.0,335.0,319.0,319.0,450,,
2007-04-16 00:00:00+00:00,323.0,331.0,321.0,328.0,493,,
2007-04-17 00:00:00+00:00,326.0,329.0,316.0,320.0,351,,
2007-04-18 00:00:00+00:00,319.0,320.0,305.0,319.0,452,,
2007-04-19 00:00:00+00:00,313.0,322.0,309.0,316.0,438,,
2007-04-20 00:00:00+00:00,325.0,330.0,312.0,314.0,400,,
2007-04-23 00:00:00+00:00,311.0,325.0,297.0,305.0,480,,
2007-04-24 00:00:00+00:00,308.0,321.0,295.0,305.0,192,,
2007-04-25 00:00:00+00:00,305.0,332.0,303.0,325.0,1714,,
2007-04-26 00:00:00+00:00,324.0,325.0,315.0,315.0,96,,
2007-04-27 00:00:00+00:00,310.0,322.0,310.0,314.0,963,,
2007-04-30 00:00:00+00:00,307.0,344.0,307.0,331.0,601,,
2007-05-01 00:00:00+00:00,340.0,371.0,330.0,370.0,2613,,
2007-05-02 00:00:00+00:00,364.0,364.0,351.0,359.0,1205,,
2007-05-03 00:00:00+00:00,365.0,365.0,356.0,358.0,1290,,
2007-05-04 00:00:00+00:00,364.0,396.0,360.0,392.0,1681,,
2007-05-07 00:00:00+00:00,400.0,428.0,400.0,419.0,1476,,
2007-05-08 00:00:00+00:00,420.0,420.0,390.0,414.0,932,,
2007-05-09 00:00:00+00:00,414.0,416.0,400.0,415.0,447,,
