date,ARLP_Open,ARLP_High,ARLP_Low,ARLP_Close,ARLP_Volume,ARLP_Dividends,ARLP_Stock Splits
1999-08-17 00:00:00+00:00,4.546875,4.765625,4.46875,0.6638662219047546,13010400,0.0,
1999-08-18 00:00:00+00:00,4.734375,4.734375,4.6875,0.6616607308387756,427600,0.0,
1999-08-19 00:00:00+00:00,4.75,4.75,4.671875,0.6616607308387756,185200,0.0,
1999-08-20 00:00:00+00:00,4.6875,4.71875,4.6875,0.6660715341567993,521200,0.0,
1999-08-23 00:00:00+00:00,4.71875,4.71875,4.65625,0.6572495698928833,470000,0.0,
1999-08-24 00:00:00+00:00,4.65625,4.6875,4.625,0.652838408946991,942000,0.0,
1999-08-25 00:00:00+00:00,4.625,4.640625,4.375,0.6285775303840637,635600,0.0,
1999-08-26 00:00:00+00:00,4.4375,4.453125,4.40625,0.6263721585273743,333600,0.0,
1999-08-27 00:00:00+00:00,4.40625,4.40625,4.3125,0.6087278723716736,330800,0.0,
1999-08-30 00:00:00+00:00,4.3125,4.328125,4.15625,0.5866723656654358,634400,0.0,
1999-08-31 00:00:00+00:00,4.15625,4.21875,4.15625,0.5866723656654358,282400,0.0,
1999-09-01 00:00:00+00:00,4.234375,4.25,4.0,0.5646174550056458,584400,0.0,
1999-09-02 00:00:00+00:00,4.015625,4.015625,3.8125,0.5447671413421631,837200,0.0,
1999-09-03 00:00:00+00:00,3.875,3.953125,3.84375,0.5580003261566162,504000,0.0,
1999-09-07 00:00:00+00:00,3.96875,3.96875,3.75,0.529328465461731,684400,0.0,
1999-09-08 00:00:00+00:00,3.78125,3.921875,3.75,0.5491783022880554,566400,0.0,
1999-09-09 00:00:00+00:00,3.96875,3.96875,3.625,0.5205065608024597,1126800,0.0,
1999-09-10 00:00:00+00:00,3.71875,4.0,3.65625,0.5513837337493896,855200,0.0,
1999-09-13 00:00:00+00:00,3.9375,4.0,3.75,0.529328465461731,858000,0.0,
1999-09-14 00:00:00+00:00,3.789062976837158,3.828125,3.671875,0.5205065608024597,927600,0.0,
1999-09-15 00:00:00+00:00,3.71875,3.75,3.625,0.5160953402519226,954800,0.0,
1999-09-16 00:00:00+00:00,3.625,3.71875,3.5625,0.5205065608024597,636000,0.0,
1999-09-17 00:00:00+00:00,3.71875,3.765625,3.6875,0.529328465461731,596000,0.0,
1999-09-20 00:00:00+00:00,3.734375,3.765625,3.59375,0.5072731971740723,948800,0.0,
1999-09-21 00:00:00+00:00,3.625,3.625,3.5,0.496245265007019,850000,0.0,
1999-09-22 00:00:00+00:00,3.53125,3.5625,3.375,0.4896287620067596,1877600,0.0,
1999-09-23 00:00:00+00:00,3.46875,3.5,3.382812976837158,0.4852177500724792,940000,0.0,
1999-09-24 00:00:00+00:00,3.421875,3.53125,3.40625,0.4940398335456848,386400,0.0,
1999-09-27 00:00:00+00:00,3.53125,3.5625,3.4375,0.4940398335456848,846400,0.0,
1999-09-28 00:00:00+00:00,3.46875,3.515625,3.421875,0.4940398335456848,490400,0.0,
1999-09-29 00:00:00+00:00,3.5,3.625,3.46875,0.4984511137008667,861600,0.0,
1999-09-30 00:00:00+00:00,3.546875,3.625,3.5,0.5072731971740723,465200,0.0,
1999-10-01 00:00:00+00:00,3.59375,3.59375,3.40625,0.4808064997196197,677200,0.0,
1999-10-04 00:00:00+00:00,3.40625,3.46875,3.3125,0.471984714269638,462800,0.0,
1999-10-05 00:00:00+00:00,3.375,3.546875,3.34375,0.4896287620067596,589200,0.0,
1999-10-06 00:00:00+00:00,3.46875,3.53125,3.40625,0.4808064997196197,394000,0.0,
1999-10-07 00:00:00+00:00,3.421875,3.515625,3.390625,0.496245265007019,475600,0.0,
1999-10-08 00:00:00+00:00,3.4375,3.46875,3.40625,0.4852177500724792,206800,0.0,
1999-10-11 00:00:00+00:00,3.4375,3.5,3.4375,0.4940398335456848,393600,0.0,
1999-10-12 00:00:00+00:00,3.4375,3.5,3.40625,0.4918344616889953,397200,0.0,
1999-10-13 00:00:00+00:00,3.453125,3.5,3.453125,0.4896287620067596,357600,0.0,
1999-10-14 00:00:00+00:00,3.5,3.5,3.40625,0.4808064997196197,128800,0.0,
1999-10-15 00:00:00+00:00,3.375,3.414062976837158,3.28125,0.4675735235214233,290000,0.0,
1999-10-18 00:00:00+00:00,3.328125,3.53125,3.3125,0.4940398335456848,414800,0.0,
1999-10-19 00:00:00+00:00,3.5,3.578125,3.421875,0.4940398335456848,252000,0.0,
1999-10-20 00:00:00+00:00,3.5,3.578125,3.5,0.5006566047668457,117600,0.0,
1999-10-21 00:00:00+00:00,3.546875,3.609375,3.515625,0.4984511137008667,190000,0.0,
1999-10-22 00:00:00+00:00,3.515625,3.5625,3.5,0.4984511137008667,454400,0.0,
1999-10-25 00:00:00+00:00,3.640625,3.6875,3.515625,0.5205065608024597,452000,0.0,
1999-10-26 00:00:00+00:00,3.625,3.65625,3.59375,0.511684238910675,545200,0.0,
1999-10-27 00:00:00+00:00,3.53125,3.5625,3.4375,0.5020027160644531,646400,0.0575,
1999-10-28 00:00:00+00:00,3.4375,3.546875,3.375,0.4885560274124145,580000,0.0,
1999-10-29 00:00:00+00:00,3.40625,3.46875,3.375,0.4840739965438843,309200,0.0,
1999-11-01 00:00:00+00:00,3.375,3.40625,3.34375,0.4818331003189087,366000,0.0,
1999-11-02 00:00:00+00:00,3.359375,3.359375,3.296875,0.4728686511516571,495600,0.0,
1999-11-03 00:00:00+00:00,3.34375,3.34375,3.25,0.4661454558372497,642400,0.0,
1999-11-04 00:00:00+00:00,3.28125,3.390625,3.25,0.47062748670578,240000,0.0,
1999-11-05 00:00:00+00:00,3.28125,3.375,3.25,0.4683863222599029,249600,0.0,
1999-11-08 00:00:00+00:00,3.25,3.28125,3.03125,0.4482166767120361,546400,0.0,
1999-11-09 00:00:00+00:00,3.125,3.1875,3.0,0.4392522871494293,560000,0.0,
1999-11-10 00:00:00+00:00,3.03125,3.0625,3.0,0.4347701370716095,592400,0.0,
1999-11-11 00:00:00+00:00,3.03125,3.125,3.0,0.4392522871494293,630400,0.0,
1999-11-12 00:00:00+00:00,3.109375,3.1875,3.0625,0.452699065208435,440000,0.0,
1999-11-15 00:00:00+00:00,3.15625,3.1875,3.0625,0.4414934515953064,805600,0.0,
1999-11-16 00:00:00+00:00,3.078125,3.125,3.0625,0.4482166767120361,508400,0.0,
1999-11-17 00:00:00+00:00,3.140625,3.375,3.125,0.4661454558372497,642000,0.0,
1999-11-18 00:00:00+00:00,3.25,3.375,3.21875,0.4751098155975342,427200,0.0,
1999-11-19 00:00:00+00:00,3.28125,3.6875,3.28125,0.5199313163757324,480000,0.0,
1999-11-22 00:00:00+00:00,3.640625,3.65625,3.46875,0.5154491662979126,279200,0.0,
1999-11-23 00:00:00+00:00,3.640625,3.640625,3.15625,0.4840739965438843,476800,0.0,
1999-11-24 00:00:00+00:00,3.34375,3.5,3.15625,0.4661454558372497,386400,0.0,
1999-11-26 00:00:00+00:00,3.1875,3.28125,3.15625,0.461663156747818,160000,0.0,
1999-11-29 00:00:00+00:00,3.28125,3.3125,3.1875,0.4639042913913727,557200,0.0,
1999-11-30 00:00:00+00:00,3.1875,3.21875,3.09375,0.4482166767120361,597600,0.0,
1999-12-01 00:00:00+00:00,3.09375,3.3125,3.09375,0.4661454558372497,493600,0.0,
1999-12-02 00:00:00+00:00,3.25,3.40625,3.25,0.4795918762683868,506800,0.0,
1999-12-03 00:00:00+00:00,3.34375,3.40625,3.34375,0.4840739965438843,397600,0.0,
1999-12-06 00:00:00+00:00,3.375,3.40625,3.3125,0.4751098155975342,405200,0.0,
1999-12-07 00:00:00+00:00,3.3125,3.34375,3.21875,0.4661454558372497,634400,0.0,
1999-12-08 00:00:00+00:00,3.3125,3.3125,3.1875,0.4571810662746429,377600,0.0,
1999-12-09 00:00:00+00:00,3.15625,3.21875,3.125,0.4571810662746429,500000,0.0,
1999-12-10 00:00:00+00:00,3.25,3.359375,3.15625,0.4773505628108978,287200,0.0,
1999-12-13 00:00:00+00:00,3.28125,3.4375,3.21875,0.461663156747818,297600,0.0,
1999-12-14 00:00:00+00:00,3.203125,3.28125,3.140625,0.4594222009181976,363600,0.0,
1999-12-15 00:00:00+00:00,3.203125,3.21875,3.140625,0.461663156747818,495200,0.0,
1999-12-16 00:00:00+00:00,3.203125,3.234375,3.203125,0.4639042913913727,463600,0.0,
1999-12-17 00:00:00+00:00,3.21875,3.3125,3.203125,0.461663156747818,801200,0.0,
1999-12-20 00:00:00+00:00,3.21875,3.234375,3.125,0.4504579603672027,371600,0.0,
1999-12-21 00:00:00+00:00,3.125,3.1875,3.109375,0.4571810662746429,412800,0.0,
1999-12-22 00:00:00+00:00,3.15625,3.3125,3.15625,0.461663156747818,436000,0.0,
1999-12-23 00:00:00+00:00,3.1875,3.25,3.09375,0.445975661277771,656400,0.0,
1999-12-27 00:00:00+00:00,3.125,3.140625,3.0,0.4482166767120361,760400,0.0,
1999-12-28 00:00:00+00:00,3.125,3.234375,3.09375,0.4571810662746429,402800,0.0,
1999-12-29 00:00:00+00:00,3.09375,3.1875,3.0,0.4392522871494293,428400,0.0,
1999-12-30 00:00:00+00:00,3.03125,3.125,3.03125,0.4392522871494293,674400,0.0,
1999-12-31 00:00:00+00:00,3.03125,3.09375,3.03125,0.4392522871494293,434800,0.0,
2000-01-03 00:00:00+00:00,3.179687976837158,3.390625,3.09375,0.4863152801990509,255200,0.0,
2000-01-04 00:00:00+00:00,3.375,3.40625,3.3125,0.4863152801990509,374400,0.0,
2000-01-05 00:00:00+00:00,3.390625,3.390625,3.1875,0.4840739965438843,208400,0.0,
2000-01-06 00:00:00+00:00,3.351562976837158,3.390625,3.28125,0.47062748670578,145600,0.0,
2000-01-07 00:00:00+00:00,3.3125,3.3125,3.125,0.461663156747818,458000,0.0,
2000-01-10 00:00:00+00:00,3.21875,3.25,3.15625,0.452699065208435,260800,0.0,
2000-01-11 00:00:00+00:00,3.15625,3.21875,3.15625,0.461663156747818,191600,0.0,
2000-01-12 00:00:00+00:00,3.15625,3.21875,3.15625,0.4571810662746429,134000,0.0,
2000-01-13 00:00:00+00:00,3.1875,3.25,3.171875,0.4661454558372497,325600,0.0,
2000-01-14 00:00:00+00:00,3.203125,3.375,3.203125,0.4773505628108978,190000,0.0,
2000-01-18 00:00:00+00:00,3.34375,3.375,3.28125,0.4795918762683868,138400,0.0,
2000-01-19 00:00:00+00:00,3.3125,3.5,3.3125,0.4795918762683868,283200,0.0,
2000-01-20 00:00:00+00:00,3.328125,3.4375,3.328125,0.4818331003189087,86800,0.0,
2000-01-21 00:00:00+00:00,3.375,3.46875,3.359375,0.4885560274124145,363600,0.0,
2000-01-24 00:00:00+00:00,3.40625,3.46875,3.25,0.4975205361843109,303200,0.0,
2000-01-25 00:00:00+00:00,3.484375,3.5,3.375,0.4952797293663025,204400,0.0,
2000-01-26 00:00:00+00:00,3.453125,3.46875,3.40625,0.4930382668972015,142800,0.0,
2000-01-27 00:00:00+00:00,3.46875,3.59375,3.4375,0.5020027160644531,187200,0.0,
2000-01-28 00:00:00+00:00,3.4375,3.5625,3.4375,0.5020027160644531,131600,0.0,
2000-01-31 00:00:00+00:00,3.5,3.5,3.4375,0.4997615218162536,188800,0.0,
2000-02-01 00:00:00+00:00,3.5,3.625,3.4375,0.5064847469329834,182000,0.0,
2000-02-02 00:00:00+00:00,3.59375,3.625,3.421875,0.4930382668972015,334800,0.0,
2000-02-03 00:00:00+00:00,3.375,3.375,3.296875,0.4930382668972015,192800,0.125,
2000-02-04 00:00:00+00:00,3.25,3.375,3.25,0.5023409724235535,131600,0.0,
2000-02-07 00:00:00+00:00,3.375,3.4375,3.375,0.5023409724235535,93600,0.0,
2000-02-08 00:00:00+00:00,3.40625,3.40625,3.3125,0.5023409724235535,182800,0.0,
2000-02-09 00:00:00+00:00,3.320312976837158,3.40625,3.3125,0.5069921016693115,210400,0.0,
2000-02-10 00:00:00+00:00,3.375,3.40625,3.328125,0.497689813375473,116000,0.0,
2000-02-11 00:00:00+00:00,3.375,3.4375,3.34375,0.511643648147583,90800,0.0,
2000-02-14 00:00:00+00:00,3.34375,3.34375,3.3125,0.4953639507293701,124000,0.0,
2000-02-15 00:00:00+00:00,3.34375,3.46875,3.34375,0.5023409724235535,94800,0.0,
2000-02-16 00:00:00+00:00,3.34375,3.375,3.3125,0.4930382668972015,275600,0.0,
2000-02-17 00:00:00+00:00,3.3125,3.3125,3.28125,0.4907126426696777,106000,0.0,
2000-02-18 00:00:00+00:00,3.296875,3.3125,3.25,0.4930382668972015,162000,0.0,
2000-02-22 00:00:00+00:00,3.25,3.28125,3.21875,0.4790844321250915,101200,0.0,
2000-02-23 00:00:00+00:00,3.21875,3.25,3.125,0.4744333326816559,205200,0.0,
2000-02-24 00:00:00+00:00,3.15625,3.3125,3.15625,0.4930382668972015,103200,0.0,
2000-02-25 00:00:00+00:00,3.25,3.3125,3.140625,0.4697818458080292,175600,0.0,
2000-02-28 00:00:00+00:00,3.15625,3.1875,3.03125,0.4697818458080292,241600,0.0,
2000-02-29 00:00:00+00:00,3.125,3.1875,3.0625,0.4651305377483368,181200,0.0,
2000-03-01 00:00:00+00:00,3.1875,3.1875,3.0625,0.4628048241138458,96800,0.0,
2000-03-02 00:00:00+00:00,3.0625,3.21875,3.0625,0.4767589867115021,117200,0.0,
2000-03-03 00:00:00+00:00,3.15625,3.25,3.15625,0.4837357997894287,127200,0.0,
2000-03-06 00:00:00+00:00,3.1875,3.25,3.171875,0.4744333326816559,62800,0.0,
2000-03-07 00:00:00+00:00,3.171875,3.203125,3.125,0.472107470035553,147600,0.0,
2000-03-08 00:00:00+00:00,3.125,3.25,3.125,0.4697818458080292,208400,0.0,
2000-03-09 00:00:00+00:00,3.15625,3.15625,3.140625,0.4674563407897949,35600,0.0,
2000-03-10 00:00:00+00:00,3.15625,3.1875,3.125,0.4744333326816559,52400,0.0,
2000-03-13 00:00:00+00:00,3.15625,3.21875,3.140625,0.4744333326816559,68000,0.0,
2000-03-14 00:00:00+00:00,3.171875,3.21875,3.171875,0.4744333326816559,169200,0.0,
2000-03-15 00:00:00+00:00,3.1875,3.21875,3.15625,0.472107470035553,152000,0.0,
2000-03-16 00:00:00+00:00,3.21875,3.21875,3.15625,0.4744333326816559,94400,0.0,
2000-03-17 00:00:00+00:00,3.171875,3.234375,3.171875,0.481409877538681,147600,0.0,
2000-03-20 00:00:00+00:00,3.234375,3.234375,3.171875,0.4744333326816559,214000,0.0,
2000-03-21 00:00:00+00:00,3.171875,3.1875,3.15625,0.4697818458080292,90000,0.0,
2000-03-22 00:00:00+00:00,3.15625,3.25,3.15625,0.4837357997894287,145600,0.0,
2000-03-23 00:00:00+00:00,3.21875,3.25,3.203125,0.4790844321250915,133200,0.0,
2000-03-24 00:00:00+00:00,3.234375,3.25,3.234375,0.4837357997894287,69600,0.0,
2000-03-27 00:00:00+00:00,3.242187976837158,3.25,3.1875,0.4837357997894287,101200,0.0,
2000-03-28 00:00:00+00:00,3.25,3.25,3.1875,0.4744333326816559,120800,0.0,
2000-03-29 00:00:00+00:00,3.171875,3.21875,3.15625,0.4697818458080292,46000,0.0,
2000-03-30 00:00:00+00:00,3.171875,3.171875,3.171875,0.472107470035553,48800,0.0,
2000-03-31 00:00:00+00:00,3.171875,3.171875,3.171875,0.472107470035553,18000,0.0,
2000-04-03 00:00:00+00:00,3.1875,3.1875,3.171875,0.472107470035553,44000,0.0,
2000-04-04 00:00:00+00:00,3.1875,3.234375,3.1875,0.481409877538681,123200,0.0,
2000-04-05 00:00:00+00:00,3.210937976837158,3.3125,3.210937976837158,0.4883869588375091,76000,0.0,
2000-04-06 00:00:00+00:00,3.34375,3.34375,3.28125,0.4930382668972015,46800,0.0,
2000-04-07 00:00:00+00:00,3.289062976837158,3.328125,3.289062976837158,0.4953639507293701,33600,0.0,
2000-04-10 00:00:00+00:00,3.328125,3.375,3.3125,0.5000154972076416,112000,0.0,
2000-04-11 00:00:00+00:00,3.34375,3.40625,3.3125,0.5069921016693115,167600,0.0,
2000-04-12 00:00:00+00:00,3.3125,3.4375,3.3125,0.5069921016693115,114000,0.0,
2000-04-13 00:00:00+00:00,3.4375,3.4375,3.3125,0.509317934513092,112000,0.0,
2000-04-14 00:00:00+00:00,3.40625,3.40625,3.28125,0.4930382668972015,135600,0.0,
2000-04-17 00:00:00+00:00,3.3125,3.4375,3.25,0.4837357997894287,204000,0.0,
2000-04-18 00:00:00+00:00,3.25,3.375,3.21875,0.4837357997894287,129600,0.0,
2000-04-19 00:00:00+00:00,3.21875,3.28125,3.203125,0.4790844321250915,91200,0.0,
2000-04-20 00:00:00+00:00,3.21875,3.40625,3.15625,0.481409877538681,134800,0.0,
2000-04-24 00:00:00+00:00,3.25,3.46875,3.25,0.5023409724235535,350800,0.0,
2000-04-25 00:00:00+00:00,3.46875,3.46875,3.34375,0.5023409724235535,300800,0.0,
2000-04-26 00:00:00+00:00,3.40625,3.5,3.375,0.511643648147583,318400,0.0,
2000-04-27 00:00:00+00:00,3.40625,3.4375,3.25,0.511643648147583,246800,0.125,
2000-04-28 00:00:00+00:00,3.34375,3.34375,3.25,0.5044034123420715,126800,0.0,
2000-05-01 00:00:00+00:00,3.3125,3.375,3.25,0.5212973356246948,277200,0.0,
2000-05-02 00:00:00+00:00,3.3125,3.34375,3.25,0.5092302560806274,225200,0.0,
2000-05-03 00:00:00+00:00,3.3125,3.34375,3.296875,0.5164706110954285,86400,0.0,
