date,GEF-B_Open,GEF-B_High,GEF-B_Low,GEF-B_Close,GEF-B_Volume,GEF-B_Dividends,GEF-B_Stock Splits
2003-10-07 00:00:00+00:00,15.880000114440918,15.954999923706056,15.880000114440918,6.420861721038818,2400,0.0,
2003-10-08 00:00:00+00:00,16.079999923706055,16.1200008392334,16.0049991607666,6.440983772277832,1400,0.0,
2003-10-09 00:00:00+00:00,16.200000762939453,16.5,16.024999618530273,6.449032306671143,5400,0.0,
2003-10-10 00:00:00+00:00,16.5,17.0,16.5,6.8414082527160645,7400,0.0,
2003-10-13 00:00:00+00:00,17.0,17.0049991607666,16.774999618530273,6.8414082527160645,10000,0.0,
2003-10-14 00:00:00+00:00,17.0,17.0,17.0,6.8414082527160645,28400,0.0,
2003-10-15 00:00:00+00:00,16.9950008392334,17.0,16.9950008392334,6.8414082527160645,18800,0.0,
2003-10-16 00:00:00+00:00,17.0,17.0,17.0,6.8414082527160645,8000,0.0,
2003-10-17 00:00:00+00:00,17.0,17.0,17.0,6.8414082527160645,4600,0.0,
2003-10-20 00:00:00+00:00,16.899999618530273,16.899999618530273,16.899999618530273,6.801161766052246,200,0.0,
2003-10-21 00:00:00+00:00,16.9950008392334,16.9950008392334,16.975000381469727,6.831345081329346,3600,0.0,
2003-10-22 00:00:00+00:00,16.975000381469727,16.975000381469727,16.975000381469727,6.831345081329346,0,0.0,
2003-10-23 00:00:00+00:00,16.975000381469727,16.975000381469727,16.975000381469727,6.831345081329346,0,0.0,
2003-10-24 00:00:00+00:00,16.975000381469727,16.975000381469727,16.975000381469727,6.831345081329346,0,0.0,
2003-10-27 00:00:00+00:00,16.975000381469727,16.975000381469727,16.975000381469727,6.831345081329346,0,0.0,
2003-10-28 00:00:00+00:00,16.5,16.5,16.5,6.640189170837402,7000,0.0,
2003-10-29 00:00:00+00:00,16.5,16.5,16.5,6.640189170837402,0,0.0,
2003-10-30 00:00:00+00:00,16.5,16.5,16.5,6.640189170837402,0,0.0,
2003-10-31 00:00:00+00:00,16.75,16.75,16.75,6.740798473358154,4000,0.0,
2003-11-03 00:00:00+00:00,16.75,16.75,16.75,6.740798473358154,0,0.0,
2003-11-04 00:00:00+00:00,16.75,16.75,16.75,6.740798473358154,0,0.0,
2003-11-05 00:00:00+00:00,16.75,16.75,16.75,6.740798473358154,0,0.0,
2003-11-06 00:00:00+00:00,16.655000686645508,16.655000686645508,16.655000686645508,6.702570915222168,200,0.0,
2003-11-07 00:00:00+00:00,16.704999923706055,16.899999618530273,16.704999923706055,6.801161766052246,3000,0.0,
2003-11-10 00:00:00+00:00,16.625,16.625,16.5,6.640189170837402,2600,0.0,
2003-11-11 00:00:00+00:00,16.25,16.25,16.0,6.4389729499816895,2200,0.0,
2003-11-12 00:00:00+00:00,16.0,16.0,16.0,6.4389729499816895,0,0.0,
2003-11-13 00:00:00+00:00,16.299999237060547,16.5,16.299999237060547,6.640189170837402,6800,0.0,
2003-11-14 00:00:00+00:00,16.5,17.0,16.5,6.8414082527160645,7000,0.0,
2003-11-17 00:00:00+00:00,16.625,16.625,16.350000381469727,6.579822540283203,3400,0.0,
2003-11-18 00:00:00+00:00,16.5,16.5,16.5,6.640189170837402,1000,0.0,
2003-11-19 00:00:00+00:00,16.299999237060547,16.5,16.299999237060547,6.640189170837402,2200,0.0,
2003-11-20 00:00:00+00:00,16.25,16.25,16.25,6.539580345153809,400,0.0,
2003-11-21 00:00:00+00:00,16.204999923706055,16.204999923706055,16.204999923706055,6.52147102355957,600,0.0,
2003-11-24 00:00:00+00:00,16.200000762939453,17.0,16.200000762939453,6.821285247802734,13200,0.0,
2003-11-25 00:00:00+00:00,16.75,16.75,16.4950008392334,6.740798473358154,44600,0.0,
2003-11-26 00:00:00+00:00,17.0,17.200000762939453,17.0,6.919880390167236,1200,0.0,
2003-11-28 00:00:00+00:00,17.190000534057617,17.190000534057617,17.190000534057617,6.917871952056885,400,0.0,
2003-12-01 00:00:00+00:00,17.190000534057617,17.190000534057617,17.190000534057617,6.917871952056885,0,0.0,
2003-12-02 00:00:00+00:00,17.190000534057617,17.5,17.190000534057617,7.042624473571777,9800,0.0,
2003-12-03 00:00:00+00:00,17.3700008392334,17.375,17.3700008392334,6.992320537567139,1000,0.0,
2003-12-04 00:00:00+00:00,17.125,17.125,17.0,6.8414082527160645,54600,0.0,
2003-12-05 00:00:00+00:00,17.125,17.125,17.0,6.8414082527160645,2200,0.0,
2003-12-08 00:00:00+00:00,17.0,17.0,17.0,6.8414082527160645,0,0.0,
2003-12-09 00:00:00+00:00,16.9950008392334,17.0,16.9950008392334,6.8414082527160645,7600,0.0,
2003-12-10 00:00:00+00:00,16.75,17.25,16.75,6.942017555236816,4800,0.0,
2003-12-11 00:00:00+00:00,17.1299991607666,17.290000915527344,17.0,6.9218950271606445,6600,0.0,
2003-12-12 00:00:00+00:00,17.200000762939453,17.200000762939453,17.200000762939453,6.9218950271606445,0,0.0,
2003-12-15 00:00:00+00:00,17.4950008392334,17.5,17.4950008392334,7.042624473571777,4200,0.0,
2003-12-16 00:00:00+00:00,17.68000030517578,18.25,17.68000030517578,7.344451427459717,11600,0.0,
2003-12-17 00:00:00+00:00,17.950000762939453,17.950000762939453,17.0,6.942017555236816,5400,0.0,
2003-12-18 00:00:00+00:00,17.149999618530273,17.149999618530273,17.149999618530273,6.942014217376709,0,0.1,
