date,LGO_Open,LGO_High,LGO_Low,LGO_Close,LGO_Volume,LGO_Dividends,LGO_Stock Splits
2010-07-19 00:00:00+00:00,15.0,15.0,15.0,15.0,0,,
2010-07-20 00:00:00+00:00,15.0,15.0,15.0,15.0,0,,
2010-07-21 00:00:00+00:00,15.0,15.0,15.0,15.0,1,,
2010-07-22 00:00:00+00:00,15.0,15.0,15.0,15.0,0,,
2010-07-23 00:00:00+00:00,18.0,18.0,18.0,18.0,1490,,
2010-07-26 00:00:00+00:00,18.0,18.0,18.0,18.0,6,,
2010-07-27 00:00:00+00:00,18.0,18.0,18.0,18.0,100,,
2010-07-28 00:00:00+00:00,18.0,18.0,18.0,18.0,0,,
2010-07-29 00:00:00+00:00,18.0,18.0,18.0,18.0,0,,
2010-07-30 00:00:00+00:00,17.0,17.0,17.0,17.0,30,,
2010-08-02 00:00:00+00:00,17.0,17.0,17.0,17.0,0,,
2010-08-03 00:00:00+00:00,17.0,17.0,17.0,17.0,230,,
2010-08-04 00:00:00+00:00,18.0,18.0,18.0,18.0,90,,
2010-08-05 00:00:00+00:00,18.0,18.0,18.0,18.0,0,,
2010-08-06 00:00:00+00:00,18.0,18.0,18.0,18.0,0,,
2010-08-09 00:00:00+00:00,19.0,19.0,19.0,19.0,100,,
2010-08-10 00:00:00+00:00,18.0,18.0,18.0,18.0,15,,
2010-08-11 00:00:00+00:00,18.0,18.0,18.0,18.0,0,,
2010-08-12 00:00:00+00:00,18.0,18.0,18.0,18.0,0,,
2010-08-13 00:00:00+00:00,18.0,18.0,17.0,17.0,700,,
2010-08-16 00:00:00+00:00,10.0,10.0,10.0,10.0,3,,
2010-08-17 00:00:00+00:00,16.0,16.0,15.0,15.0,50,,
2010-08-18 00:00:00+00:00,17.0,17.0,17.0,17.0,353,,
2010-08-19 00:00:00+00:00,18.0,19.0,18.0,19.0,1368,,
2010-08-20 00:00:00+00:00,19.0,19.0,19.0,19.0,0,,
2010-08-23 00:00:00+00:00,19.0,19.0,19.0,19.0,0,,
2010-08-24 00:00:00+00:00,16.0,16.0,16.0,16.0,21,,
2010-08-25 00:00:00+00:00,16.0,16.0,16.0,16.0,0,,
2010-08-26 00:00:00+00:00,16.0,16.0,16.0,16.0,5,,
2010-08-27 00:00:00+00:00,16.0,16.0,16.0,16.0,0,,
2010-08-30 00:00:00+00:00,16.0,16.0,16.0,16.0,700,,
2010-08-31 00:00:00+00:00,17.0,17.0,17.0,17.0,500,,
2010-09-01 00:00:00+00:00,16.0,16.0,16.0,16.0,30,,
2010-09-02 00:00:00+00:00,16.0,16.0,16.0,16.0,0,,
2010-09-03 00:00:00+00:00,16.0,16.0,16.0,16.0,0,,
2010-09-07 00:00:00+00:00,16.0,16.0,16.0,16.0,1550,,
2010-09-08 00:00:00+00:00,25.0,25.0,17.0,17.0,2150,,
2010-09-09 00:00:00+00:00,17.0,17.0,16.0,17.0,2426,,
2010-09-10 00:00:00+00:00,16.0,16.0,16.0,16.0,9045,,
2010-09-13 00:00:00+00:00,16.0,16.0,16.0,16.0,220,,
2010-09-14 00:00:00+00:00,17.0,17.0,17.0,17.0,213,,
2010-09-15 00:00:00+00:00,17.0,17.0,16.0,16.0,2950,,
2010-09-16 00:00:00+00:00,17.0,19.0,17.0,19.0,1100,,
2010-09-17 00:00:00+00:00,21.0,23.0,21.0,22.0,2152,,
2010-09-20 00:00:00+00:00,22.0,24.0,22.0,24.0,1490,,
2010-09-21 00:00:00+00:00,23.0,23.0,22.0,22.0,3075,,
2010-09-22 00:00:00+00:00,22.0,23.0,20.0,21.0,3752,,
2010-09-23 00:00:00+00:00,20.0,22.0,20.0,22.0,1250,,
2010-09-24 00:00:00+00:00,24.0,24.0,24.0,24.0,430,,
2010-09-27 00:00:00+00:00,25.0,25.0,23.0,24.0,4760,,
2010-09-28 00:00:00+00:00,24.0,24.0,24.0,24.0,1820,,
2010-09-29 00:00:00+00:00,24.0,24.0,23.0,24.0,2134,,
2010-09-30 00:00:00+00:00,23.0,23.0,23.0,23.0,210,,
2010-10-01 00:00:00+00:00,24.0,24.0,23.0,23.0,1230,,
2010-10-04 00:00:00+00:00,24.0,24.0,23.0,24.0,2810,,
2010-10-05 00:00:00+00:00,24.0,28.0,24.0,27.0,8188,,
2010-10-06 00:00:00+00:00,27.0,28.0,27.0,27.0,4230,,
2010-10-07 00:00:00+00:00,25.0,27.0,25.0,27.0,185,,
2010-10-08 00:00:00+00:00,27.0,27.0,27.0,27.0,595,,
2010-10-11 00:00:00+00:00,27.0,27.0,27.0,27.0,0,,
2010-10-12 00:00:00+00:00,28.0,28.0,27.0,28.0,4370,,
2010-10-13 00:00:00+00:00,29.0,29.0,28.0,29.0,905,,
2010-10-14 00:00:00+00:00,30.0,34.0,29.0,31.0,9710,,
2010-10-15 00:00:00+00:00,30.0,31.0,29.0,29.0,560,,
2010-10-18 00:00:00+00:00,33.0,33.0,32.0,32.0,1895,,
2010-10-19 00:00:00+00:00,32.0,35.0,32.0,33.0,2385,,
2010-10-20 00:00:00+00:00,34.0,35.0,34.0,35.0,470,,
2010-10-21 00:00:00+00:00,37.0,37.0,36.0,36.0,234,,
2010-10-22 00:00:00+00:00,34.0,34.0,32.0,33.0,1942,,
2010-10-25 00:00:00+00:00,35.0,35.0,34.0,35.0,2889,,
2010-10-26 00:00:00+00:00,35.0,35.0,34.0,35.0,517,,
2010-10-27 00:00:00+00:00,36.0,36.0,30.0,30.0,25241,,
2010-10-28 00:00:00+00:00,28.0,29.0,28.0,28.0,6945,,
2010-10-29 00:00:00+00:00,28.0,30.0,28.0,30.0,7663,,
2010-11-01 00:00:00+00:00,29.0,29.0,29.0,29.0,925,,
2010-11-02 00:00:00+00:00,28.0,30.0,28.0,30.0,2772,,
2010-11-03 00:00:00+00:00,30.0,30.0,28.0,30.0,1317,,
2010-11-04 00:00:00+00:00,30.0,30.0,29.0,30.0,1425,,
2010-11-05 00:00:00+00:00,30.0,30.0,29.0,30.0,2455,,
2010-11-08 00:00:00+00:00,30.0,30.0,28.0,28.0,2008,,
2010-11-09 00:00:00+00:00,30.0,30.0,29.0,30.0,14905,,
2010-11-10 00:00:00+00:00,30.0,30.0,30.0,30.0,2718,,
2010-11-11 00:00:00+00:00,29.0,29.0,29.0,29.0,1295,,
2010-11-12 00:00:00+00:00,29.0,29.0,28.0,28.0,750,,
2010-11-15 00:00:00+00:00,28.0,28.0,28.0,28.0,500,,
2010-11-16 00:00:00+00:00,28.0,28.0,26.0,26.0,558,,
2010-11-17 00:00:00+00:00,26.0,26.0,26.0,26.0,100,,
2010-11-18 00:00:00+00:00,26.0,26.0,26.0,26.0,0,,
2010-11-19 00:00:00+00:00,28.0,28.0,27.0,27.0,372,,
2010-11-22 00:00:00+00:00,28.0,28.0,28.0,28.0,800,,
2010-11-23 00:00:00+00:00,28.0,28.0,27.0,28.0,3790,,
2010-11-24 00:00:00+00:00,30.0,30.0,30.0,30.0,5290,,
2010-11-26 00:00:00+00:00,30.0,32.0,30.0,31.0,9731,,
2010-11-29 00:00:00+00:00,32.0,32.0,32.0,32.0,100,,
2010-11-30 00:00:00+00:00,32.0,32.0,32.0,32.0,450,,
2010-12-01 00:00:00+00:00,30.0,32.0,30.0,32.0,1325,,
2010-12-02 00:00:00+00:00,32.0,33.0,32.0,33.0,1500,,
2010-12-03 00:00:00+00:00,33.0,34.0,33.0,33.0,11359,,
2010-12-06 00:00:00+00:00,32.0,34.0,32.0,34.0,4830,,
2010-12-07 00:00:00+00:00,34.0,34.0,34.0,34.0,3500,,
2010-12-08 00:00:00+00:00,34.0,34.0,34.0,34.0,0,,
2010-12-09 00:00:00+00:00,34.0,35.0,34.0,34.0,3750,,
2010-12-10 00:00:00+00:00,34.0,35.0,34.0,35.0,1145,,
2010-12-13 00:00:00+00:00,34.0,35.0,32.0,34.0,3204,,
2010-12-14 00:00:00+00:00,33.0,34.0,32.0,34.0,5272,,
2010-12-15 00:00:00+00:00,33.0,34.0,33.0,33.0,4350,,
2010-12-16 00:00:00+00:00,33.0,33.0,32.0,32.0,1490,,
2010-12-17 00:00:00+00:00,30.0,30.0,29.0,29.0,890,,
2010-12-20 00:00:00+00:00,28.0,28.0,28.0,28.0,53,,
2010-12-21 00:00:00+00:00,29.0,29.0,29.0,29.0,310,,
2010-12-22 00:00:00+00:00,30.0,32.0,30.0,32.0,686,,
2010-12-23 00:00:00+00:00,33.0,33.0,32.0,33.0,4714,,
2010-12-27 00:00:00+00:00,33.0,33.0,33.0,33.0,0,,
2010-12-28 00:00:00+00:00,33.0,33.0,33.0,33.0,0,,
2010-12-29 00:00:00+00:00,33.0,35.0,33.0,34.0,4027,,
2010-12-30 00:00:00+00:00,34.0,36.0,33.0,35.0,1265,,
2010-12-31 00:00:00+00:00,34.0,36.0,33.0,36.0,807,,
2011-01-03 00:00:00+00:00,37.0,40.0,37.0,40.0,105,,
2011-01-04 00:00:00+00:00,36.0,38.0,35.0,37.0,9152,,
2011-01-05 00:00:00+00:00,38.0,39.0,37.0,38.0,1795,,
2011-01-06 00:00:00+00:00,38.0,39.0,37.0,37.0,1925,,
2011-01-07 00:00:00+00:00,37.0,39.0,37.0,39.0,831,,
2011-01-10 00:00:00+00:00,39.0,44.0,39.0,44.0,3797,,
2011-01-11 00:00:00+00:00,43.0,44.0,42.0,44.0,1799,,
2011-01-12 00:00:00+00:00,44.0,47.0,44.0,46.0,7672,,
2011-01-13 00:00:00+00:00,45.0,45.0,42.0,42.0,2862,,
2011-01-14 00:00:00+00:00,42.0,42.0,40.0,42.0,3803,,
2011-01-18 00:00:00+00:00,43.0,44.0,41.0,42.0,3650,,
2011-01-19 00:00:00+00:00,41.0,41.0,39.0,39.0,4223,,
2011-01-20 00:00:00+00:00,39.0,40.0,37.0,40.0,1777,,
2011-01-21 00:00:00+00:00,40.0,43.0,40.0,42.0,2968,,
2011-01-24 00:00:00+00:00,44.0,49.0,43.0,47.0,2444,,
2011-01-25 00:00:00+00:00,47.0,48.0,45.0,48.0,2237,,
2011-01-26 00:00:00+00:00,48.0,50.0,47.0,48.0,3369,,
2011-01-27 00:00:00+00:00,48.0,52.0,47.0,52.0,2375,,
2011-01-28 00:00:00+00:00,51.0,55.0,50.0,54.0,6778,,
2011-01-31 00:00:00+00:00,56.0,59.0,53.0,55.0,2680,,
2011-02-01 00:00:00+00:00,53.0,53.0,49.0,50.0,4845,,
2011-02-02 00:00:00+00:00,49.0,52.0,47.0,50.0,4865,,
2011-02-03 00:00:00+00:00,52.0,53.0,50.0,53.0,1887,,
2011-02-04 00:00:00+00:00,53.0,53.0,51.0,51.0,2566,,
2011-02-07 00:00:00+00:00,52.0,52.0,51.0,52.0,1465,,
2011-02-08 00:00:00+00:00,51.0,51.0,48.0,49.0,2102,,
2011-02-09 00:00:00+00:00,48.0,50.0,48.0,49.0,2821,,
2011-02-10 00:00:00+00:00,47.0,47.0,45.0,46.0,2889,,
2011-02-11 00:00:00+00:00,45.0,47.0,44.0,45.0,1890,,
2011-02-14 00:00:00+00:00,46.0,51.0,46.0,47.0,4290,,
2011-02-15 00:00:00+00:00,49.0,49.0,46.0,46.0,541,,
2011-02-16 00:00:00+00:00,46.0,46.0,44.0,45.0,628,,
2011-02-17 00:00:00+00:00,46.0,46.0,42.0,43.0,4468,,
2011-02-18 00:00:00+00:00,43.0,43.0,42.0,42.0,885,,
2011-02-22 00:00:00+00:00,42.0,43.0,40.0,41.0,3308,,
2011-02-23 00:00:00+00:00,43.0,43.0,42.0,43.0,471,,
2011-02-24 00:00:00+00:00,43.0,43.0,41.0,41.0,717,,
2011-02-25 00:00:00+00:00,42.0,43.0,42.0,42.0,404,,
2011-02-28 00:00:00+00:00,43.0,47.0,43.0,46.0,1108,,
2011-03-01 00:00:00+00:00,48.0,49.0,45.0,45.0,454,,
2011-03-02 00:00:00+00:00,45.0,45.0,42.0,42.0,2032,,
2011-03-03 00:00:00+00:00,43.0,43.0,41.0,42.0,2588,,
2011-03-04 00:00:00+00:00,42.0,44.0,41.0,44.0,653,,
2011-03-07 00:00:00+00:00,44.0,44.0,44.0,44.0,50,,
2011-03-08 00:00:00+00:00,44.0,45.0,44.0,44.0,125,,
2011-03-09 00:00:00+00:00,44.0,44.0,40.0,42.0,410,,
2011-03-10 00:00:00+00:00,41.0,42.0,37.0,40.0,2373,,
2011-03-11 00:00:00+00:00,40.0,43.0,40.0,41.0,2315,,
2011-03-14 00:00:00+00:00,40.0,40.0,38.0,39.0,1240,,
2011-03-15 00:00:00+00:00,37.0,37.0,34.0,35.0,1390,,
2011-03-16 00:00:00+00:00,35.0,36.0,34.0,34.0,1236,,
2011-03-17 00:00:00+00:00,39.0,39.0,38.0,38.0,552,,
2011-03-18 00:00:00+00:00,38.0,39.0,37.0,37.0,229,,
2011-03-21 00:00:00+00:00,39.0,41.0,39.0,41.0,650,,
2011-03-22 00:00:00+00:00,41.0,41.0,39.0,39.0,885,,
2011-03-23 00:00:00+00:00,43.0,43.0,42.0,43.0,1570,,
2011-03-24 00:00:00+00:00,42.0,42.0,42.0,42.0,125,,
2011-03-25 00:00:00+00:00,44.0,45.0,44.0,44.0,945,,
2011-03-28 00:00:00+00:00,42.0,44.0,41.0,43.0,3196,,
2011-03-29 00:00:00+00:00,44.0,44.0,43.0,43.0,1492,,
2011-03-30 00:00:00+00:00,42.0,43.0,42.0,43.0,1360,,
2011-03-31 00:00:00+00:00,43.0,43.0,42.0,43.0,2660,,
2011-04-01 00:00:00+00:00,43.0,43.0,43.0,43.0,235,,
2011-04-04 00:00:00+00:00,43.0,44.0,41.0,41.0,2395,,
2011-04-05 00:00:00+00:00,42.0,44.0,42.0,43.0,2880,,
2011-04-06 00:00:00+00:00,42.0,44.0,42.0,44.0,3755,,
2011-04-07 00:00:00+00:00,44.0,45.0,43.0,44.0,1602,,
2011-04-08 00:00:00+00:00,44.0,44.0,44.0,44.0,0,,
2011-04-11 00:00:00+00:00,46.0,50.0,46.0,49.0,1120,,
2011-04-12 00:00:00+00:00,49.0,49.0,47.0,48.0,1492,,
2011-04-13 00:00:00+00:00,48.0,48.0,45.0,46.0,2015,,
2011-04-14 00:00:00+00:00,44.0,46.0,43.0,44.0,2365,,
2011-04-15 00:00:00+00:00,43.0,46.0,43.0,44.0,1543,,
2011-04-18 00:00:00+00:00,42.0,42.0,40.0,40.0,1845,,
2011-04-19 00:00:00+00:00,42.0,45.0,41.0,44.0,1865,,
2011-04-20 00:00:00+00:00,43.0,46.0,43.0,44.0,1424,,
2011-04-21 00:00:00+00:00,45.0,45.0,44.0,44.0,165,,
2011-04-25 00:00:00+00:00,45.0,45.0,44.0,44.0,904,,
2011-04-26 00:00:00+00:00,44.0,44.0,44.0,44.0,0,,
2011-04-27 00:00:00+00:00,42.0,46.0,42.0,45.0,1710,,
2011-04-28 00:00:00+00:00,44.0,46.0,44.0,46.0,1855,,
2011-04-29 00:00:00+00:00,45.0,50.0,45.0,50.0,1438,,
2011-05-02 00:00:00+00:00,50.0,53.0,50.0,51.0,1890,,
2011-05-03 00:00:00+00:00,50.0,51.0,49.0,50.0,1265,,
2011-05-04 00:00:00+00:00,47.0,47.0,46.0,46.0,370,,
2011-05-05 00:00:00+00:00,48.0,48.0,48.0,48.0,50,,
2011-05-06 00:00:00+00:00,48.0,48.0,46.0,46.0,3927,,
2011-05-09 00:00:00+00:00,47.0,47.0,46.0,46.0,2090,,
2011-05-10 00:00:00+00:00,47.0,47.0,46.0,46.0,1625,,
2011-05-11 00:00:00+00:00,46.0,46.0,46.0,46.0,0,,
2011-05-12 00:00:00+00:00,41.0,41.0,40.0,40.0,731,,
2011-05-13 00:00:00+00:00,42.0,42.0,42.0,42.0,1015,,
2011-05-16 00:00:00+00:00,40.0,40.0,39.0,39.0,2660,,
2011-05-17 00:00:00+00:00,39.0,39.0,37.0,39.0,2462,,
2011-05-18 00:00:00+00:00,39.0,39.0,39.0,39.0,406,,
2011-05-19 00:00:00+00:00,39.0,42.0,39.0,42.0,1942,,
2011-05-20 00:00:00+00:00,42.0,42.0,41.0,41.0,36,,
2011-05-23 00:00:00+00:00,41.0,41.0,39.0,39.0,35,,
2011-05-24 00:00:00+00:00,40.0,43.0,40.0,42.0,487,,
2011-05-25 00:00:00+00:00,41.0,42.0,40.0,40.0,265,,
2011-05-26 00:00:00+00:00,41.0,43.0,40.0,42.0,1262,,
2011-05-27 00:00:00+00:00,43.0,45.0,43.0,45.0,310,,
2011-05-31 00:00:00+00:00,44.0,46.0,44.0,46.0,1562,,
2011-06-01 00:00:00+00:00,46.0,46.0,46.0,46.0,0,,
2011-06-02 00:00:00+00:00,43.0,44.0,42.0,44.0,900,,
2011-06-03 00:00:00+00:00,44.0,44.0,44.0,44.0,5,,
2011-06-06 00:00:00+00:00,44.0,44.0,42.0,42.0,1395,,
2011-06-07 00:00:00+00:00,42.0,43.0,41.0,41.0,1111,,
2011-06-08 00:00:00+00:00,41.0,41.0,41.0,41.0,56,,
2011-06-09 00:00:00+00:00,41.0,41.0,41.0,41.0,0,,
2011-06-10 00:00:00+00:00,41.0,41.0,40.0,40.0,897,,
2011-06-13 00:00:00+00:00,41.0,41.0,39.0,39.0,476,,
2011-06-14 00:00:00+00:00,39.0,39.0,39.0,39.0,0,,
2011-06-15 00:00:00+00:00,42.0,43.0,41.0,42.0,2380,,
2011-06-16 00:00:00+00:00,43.0,43.0,43.0,43.0,162,,
2011-06-17 00:00:00+00:00,44.0,44.0,43.0,44.0,500,,
2011-06-20 00:00:00+00:00,42.0,42.0,41.0,41.0,575,,
2011-06-21 00:00:00+00:00,41.0,42.0,40.0,42.0,1280,,
2011-06-22 00:00:00+00:00,41.0,41.0,40.0,41.0,505,,
2011-06-23 00:00:00+00:00,40.0,41.0,40.0,41.0,720,,
2011-06-24 00:00:00+00:00,39.0,41.0,39.0,40.0,539,,
2011-06-27 00:00:00+00:00,38.0,39.0,38.0,38.0,280,,
2011-06-28 00:00:00+00:00,38.0,38.0,38.0,38.0,0,,
2011-06-29 00:00:00+00:00,40.0,40.0,38.0,39.0,910,,
2011-06-30 00:00:00+00:00,40.0,40.0,39.0,39.0,600,,
2011-07-01 00:00:00+00:00,39.0,39.0,39.0,39.0,0,,
2011-07-05 00:00:00+00:00,42.0,42.0,39.0,39.0,170,,
2011-07-06 00:00:00+00:00,40.0,45.0,40.0,44.0,2863,,
2011-07-07 00:00:00+00:00,45.0,45.0,45.0,45.0,107,,
2011-07-08 00:00:00+00:00,45.0,45.0,44.0,45.0,1500,,
2011-07-11 00:00:00+00:00,43.0,44.0,43.0,44.0,174,,
2011-07-12 00:00:00+00:00,45.0,45.0,44.0,45.0,730,,
2011-07-13 00:00:00+00:00,45.0,45.0,45.0,45.0,480,,
2011-07-14 00:00:00+00:00,44.0,45.0,44.0,45.0,53,,
2011-07-15 00:00:00+00:00,43.0,43.0,43.0,43.0,2,,
2011-07-18 00:00:00+00:00,43.0,45.0,43.0,45.0,211,,
2011-07-19 00:00:00+00:00,44.0,44.0,44.0,44.0,74,,
2011-07-20 00:00:00+00:00,43.0,44.0,43.0,44.0,268,,
2011-07-21 00:00:00+00:00,44.0,44.0,44.0,44.0,380,,
2011-07-22 00:00:00+00:00,45.0,46.0,43.0,43.0,602,,
2011-07-25 00:00:00+00:00,45.0,45.0,44.0,45.0,1910,,
2011-07-26 00:00:00+00:00,44.0,44.0,42.0,42.0,1362,,
2011-07-27 00:00:00+00:00,42.0,43.0,41.0,41.0,2130,,
2011-07-28 00:00:00+00:00,43.0,43.0,41.0,43.0,380,,
2011-07-29 00:00:00+00:00,41.0,42.0,40.0,41.0,2398,,
2011-08-01 00:00:00+00:00,41.0,41.0,41.0,41.0,0,,
2011-08-02 00:00:00+00:00,41.0,41.0,38.0,40.0,707,,
2011-08-03 00:00:00+00:00,38.0,39.0,38.0,39.0,550,,
2011-08-04 00:00:00+00:00,37.0,38.0,35.0,37.0,350,,
2011-08-05 00:00:00+00:00,34.0,36.0,34.0,36.0,428,,
2011-08-08 00:00:00+00:00,32.0,34.0,29.0,30.0,739,,
2011-08-09 00:00:00+00:00,31.0,32.0,31.0,31.0,285,,
2011-08-10 00:00:00+00:00,30.0,30.0,27.0,28.0,304,,
2011-08-11 00:00:00+00:00,30.0,31.0,30.0,31.0,300,,
2011-08-12 00:00:00+00:00,31.0,33.0,31.0,33.0,110,,
2011-08-15 00:00:00+00:00,33.0,35.0,33.0,35.0,42,,
2011-08-16 00:00:00+00:00,34.0,34.0,34.0,34.0,16,,
2011-08-17 00:00:00+00:00,34.0,34.0,33.0,33.0,410,,
2011-08-18 00:00:00+00:00,31.0,32.0,29.0,29.0,2747,,
2011-08-19 00:00:00+00:00,31.0,31.0,31.0,31.0,30,,
2011-08-22 00:00:00+00:00,31.0,33.0,31.0,33.0,200,,
2011-08-23 00:00:00+00:00,32.0,34.0,32.0,34.0,375,,
2011-08-24 00:00:00+00:00,33.0,33.0,31.0,31.0,453,,
2011-08-25 00:00:00+00:00,35.0,35.0,34.0,34.0,912,,
2011-08-26 00:00:00+00:00,34.0,34.0,34.0,34.0,160,,
2011-08-29 00:00:00+00:00,34.0,34.0,34.0,34.0,0,,
2011-08-30 00:00:00+00:00,34.0,34.0,34.0,34.0,0,,
2011-08-31 00:00:00+00:00,34.0,34.0,31.0,34.0,1729,,
2011-09-01 00:00:00+00:00,33.0,33.0,32.0,32.0,660,,
2011-09-02 00:00:00+00:00,32.0,33.0,32.0,33.0,92,,
2011-09-06 00:00:00+00:00,31.0,31.0,31.0,31.0,360,,
2011-09-07 00:00:00+00:00,31.0,33.0,31.0,33.0,1382,,
2011-09-08 00:00:00+00:00,33.0,33.0,32.0,32.0,200,,
2011-09-09 00:00:00+00:00,32.0,32.0,32.0,32.0,0,,
2011-09-12 00:00:00+00:00,30.0,31.0,29.0,29.0,591,,
2011-09-13 00:00:00+00:00,30.0,30.0,30.0,30.0,50,,
2011-09-14 00:00:00+00:00,30.0,31.0,30.0,31.0,344,,
2011-09-15 00:00:00+00:00,31.0,31.0,31.0,31.0,20,,
2011-09-16 00:00:00+00:00,31.0,31.0,31.0,31.0,0,,
2011-09-19 00:00:00+00:00,29.0,30.0,29.0,29.0,130,,
2011-09-20 00:00:00+00:00,29.0,29.0,29.0,29.0,47,,
2011-09-21 00:00:00+00:00,30.0,30.0,29.0,29.0,277,,
2011-09-22 00:00:00+00:00,27.0,27.0,26.0,27.0,397,,
2011-09-23 00:00:00+00:00,26.0,27.0,26.0,27.0,116,,
2011-09-26 00:00:00+00:00,26.0,26.0,24.0,24.0,1520,,
2011-09-27 00:00:00+00:00,26.0,26.0,26.0,26.0,53,,
2011-09-28 00:00:00+00:00,26.0,26.0,26.0,26.0,0,,
2011-09-29 00:00:00+00:00,26.0,26.0,25.0,26.0,1070,,
2011-09-30 00:00:00+00:00,26.0,26.0,26.0,26.0,0,,
2011-10-03 00:00:00+00:00,23.0,24.0,23.0,24.0,1210,,
2011-10-04 00:00:00+00:00,22.0,22.0,21.0,21.0,860,,
2011-10-05 00:00:00+00:00,24.0,24.0,24.0,24.0,155,,
2011-10-06 00:00:00+00:00,25.0,25.0,25.0,25.0,30,,
2011-10-07 00:00:00+00:00,25.0,25.0,25.0,25.0,0,,
2011-10-10 00:00:00+00:00,25.0,25.0,25.0,25.0,0,,
2011-10-11 00:00:00+00:00,25.0,25.0,25.0,25.0,9,,
