date,THG_Open,THG_High,THG_Low,THG_Close,THG_Volume,THG_Dividends,THG_Stock Splits
1995-10-11 00:00:00+00:00,23.5,24.625,23.375,14.791725158691406,6137300,0.0,
1995-10-12 00:00:00+00:00,24.5,24.625,24.125,15.020465850830078,1006900,0.0,
1995-10-13 00:00:00+00:00,25.5,26.0,25.375,15.477941513061523,1152100,0.0,
1995-10-16 00:00:00+00:00,25.25,25.5,24.875,15.477941513061523,436600,0.0,
1995-10-17 00:00:00+00:00,25.375,25.375,25.125,15.401703834533691,342400,0.0,
1995-10-18 00:00:00+00:00,25.125,25.875,25.0,15.78292751312256,805100,0.0,
1995-10-19 00:00:00+00:00,26.0,26.5,25.875,15.935417175292969,599200,0.0,
1995-10-20 00:00:00+00:00,26.0,26.125,26.0,15.935417175292969,265300,0.0,
1995-10-23 00:00:00+00:00,26.0,26.0,25.5,15.55418300628662,151800,0.0,
1995-10-24 00:00:00+00:00,25.625,25.875,25.625,15.63043212890625,165900,0.0,
1995-10-25 00:00:00+00:00,25.625,25.875,25.625,15.78292751312256,256700,0.0,
1995-10-26 00:00:00+00:00,25.625,25.75,25.5,15.63043212890625,508400,0.0,
1995-10-27 00:00:00+00:00,24.875,25.25,24.75,15.249195098876951,238100,0.0,
1995-10-30 00:00:00+00:00,25.0,25.0,24.875,15.172964096069336,140700,0.0,
1995-10-31 00:00:00+00:00,24.875,25.125,24.625,15.325450897216797,254600,0.0,
1995-11-01 00:00:00+00:00,25.0,26.25,25.0,15.706682205200195,179100,0.0,
1995-11-02 00:00:00+00:00,25.75,25.875,25.625,15.78292751312256,406700,0.0,
1995-11-03 00:00:00+00:00,25.875,25.875,25.375,15.477941513061523,259200,0.0,
1995-11-06 00:00:00+00:00,25.25,25.25,23.875,15.020465850830078,809900,0.0,
1995-11-07 00:00:00+00:00,24.25,24.875,24.25,15.09671401977539,351400,0.0,
1995-11-08 00:00:00+00:00,24.75,25.0,24.75,15.172964096069336,420300,0.0,
1995-11-09 00:00:00+00:00,24.875,25.25,24.875,15.172964096069336,387400,0.0,
1995-11-10 00:00:00+00:00,24.75,24.875,24.625,15.09671401977539,216400,0.0,
1995-11-13 00:00:00+00:00,24.625,25.0,24.625,15.09671401977539,330800,0.0,
1995-11-14 00:00:00+00:00,24.75,24.75,24.375,14.944228172302246,293900,0.0,
1995-11-15 00:00:00+00:00,24.5,24.875,24.375,15.172964096069336,254600,0.0,
1995-11-16 00:00:00+00:00,24.875,25.375,24.875,15.401703834533691,265700,0.0,
1995-11-17 00:00:00+00:00,25.125,25.25,25.0,15.401703834533691,213800,0.0,
1995-11-20 00:00:00+00:00,25.25,25.5,25.25,15.401703834533691,187100,0.0,
1995-11-21 00:00:00+00:00,25.25,25.375,24.75,15.172964096069336,264800,0.0,
1995-11-22 00:00:00+00:00,24.75,25.5,24.75,15.249195098876951,168200,0.0,
1995-11-24 00:00:00+00:00,25.125,25.125,24.75,15.09671401977539,38800,0.0,
1995-11-27 00:00:00+00:00,24.75,25.375,24.75,15.477941513061523,144400,0.0,
1995-11-28 00:00:00+00:00,25.5,25.875,25.25,15.55418300628662,165500,0.0,
1995-11-29 00:00:00+00:00,25.375,25.75,25.375,15.706682205200195,120300,0.0,
1995-11-30 00:00:00+00:00,25.625,26.375,25.625,15.859169006347656,195800,0.0,
1995-12-01 00:00:00+00:00,26.0,26.25,25.75,15.935417175292969,125300,0.0,
1995-12-04 00:00:00+00:00,26.0,26.625,26.0,16.240406036376953,108500,0.0,
1995-12-05 00:00:00+00:00,26.625,26.75,26.375,16.316654205322266,172400,0.0,
1995-12-06 00:00:00+00:00,28.5,28.625,28.25,17.307844161987305,547700,0.0,
1995-12-07 00:00:00+00:00,28.375,28.5,27.75,17.00286102294922,164700,0.0,
1995-12-08 00:00:00+00:00,28.0,28.125,27.75,17.00286102294922,312600,0.0,
1995-12-11 00:00:00+00:00,28.125,28.375,27.75,17.00286102294922,223300,0.0,
1995-12-12 00:00:00+00:00,28.0,28.25,27.875,17.23160743713379,152800,0.0,
1995-12-13 00:00:00+00:00,28.25,28.25,27.5,16.85036849975586,165200,0.0,
1995-12-14 00:00:00+00:00,27.75,27.875,27.625,16.926620483398438,113100,0.0,
1995-12-15 00:00:00+00:00,27.75,27.75,26.75,16.774127960205078,135800,0.0,
1995-12-18 00:00:00+00:00,27.25,27.25,26.875,16.46914291381836,177900,0.0,
1995-12-19 00:00:00+00:00,27.0,27.25,26.5,16.621644973754883,110200,0.0,
1995-12-20 00:00:00+00:00,27.25,27.375,26.75,16.316654205322266,116000,0.0,
1995-12-21 00:00:00+00:00,26.5,27.25,26.25,16.54538917541504,157500,0.0,
1995-12-22 00:00:00+00:00,27.25,27.625,26.75,16.54538917541504,221200,0.0,
1995-12-26 00:00:00+00:00,27.375,27.375,27.125,16.621644973754883,69800,0.0,
1995-12-27 00:00:00+00:00,27.25,27.375,27.125,16.54538917541504,50400,0.0,
1995-12-28 00:00:00+00:00,27.0,27.125,26.875,16.46914291381836,187900,0.0,
1995-12-29 00:00:00+00:00,26.75,27.125,26.75,16.46914291381836,84600,0.0,
1996-01-02 00:00:00+00:00,26.75,26.75,25.625,15.935417175292969,152500,0.0,
1996-01-03 00:00:00+00:00,26.25,27.375,26.0,16.392898559570312,213100,0.0,
1996-01-04 00:00:00+00:00,27.0,27.125,26.875,16.46914291381836,112800,0.0,
1996-01-05 00:00:00+00:00,26.75,26.75,26.625,16.316654205322266,86500,0.0,
1996-01-08 00:00:00+00:00,26.75,26.75,26.5,16.240406036376953,128900,0.0,
1996-01-09 00:00:00+00:00,26.75,26.75,26.25,16.087919235229492,151100,0.0,
1996-01-10 00:00:00+00:00,26.125,26.25,25.375,15.706682205200195,278700,0.0,
1996-01-11 00:00:00+00:00,25.75,26.25,25.25,15.859169006347656,319200,0.0,
1996-01-12 00:00:00+00:00,26.0,26.75,26.0,16.316654205322266,60600,0.0,
1996-01-15 00:00:00+00:00,26.75,27.125,26.625,16.392898559570312,100200,0.0,
1996-01-16 00:00:00+00:00,26.875,27.25,26.75,16.392898559570312,100600,0.0,
1996-01-17 00:00:00+00:00,27.0,27.375,26.875,16.697879791259766,220000,0.0,
1996-01-18 00:00:00+00:00,27.5,27.75,27.125,16.774127960205078,73000,0.0,
1996-01-19 00:00:00+00:00,27.375,27.375,26.875,16.392898559570312,142600,0.0,
1996-01-22 00:00:00+00:00,27.0,27.0,26.25,16.011669158935547,93800,0.0,
1996-01-23 00:00:00+00:00,26.375,26.375,25.875,15.78292751312256,87800,0.0,
1996-01-24 00:00:00+00:00,25.625,25.875,24.875,15.477941513061523,313000,0.0,
1996-01-25 00:00:00+00:00,25.625,25.875,25.25,15.63043212890625,192400,0.0,
1996-01-26 00:00:00+00:00,25.875,25.875,25.625,15.706682205200195,33900,0.0,
1996-01-29 00:00:00+00:00,26.0,26.5,25.625,15.859169006347656,196600,0.0,
1996-01-30 00:00:00+00:00,26.0,26.625,25.875,16.271697998046875,169300,0.05,
1996-01-31 00:00:00+00:00,26.5,26.875,26.25,16.271697998046875,147800,0.0,
1996-02-01 00:00:00+00:00,26.75,26.875,26.5,16.19530487060547,140500,0.0,
1996-02-02 00:00:00+00:00,26.625,26.625,26.0,16.118915557861328,83700,0.0,
1996-02-05 00:00:00+00:00,26.125,26.875,26.0,16.348093032836914,124500,0.0,
1996-02-06 00:00:00+00:00,26.875,27.25,26.75,16.424484252929688,174300,0.0,
1996-02-07 00:00:00+00:00,26.875,27.25,26.75,16.653669357299805,50100,0.0,
1996-02-08 00:00:00+00:00,27.25,27.375,26.25,16.577268600463867,360100,0.0,
