date,FANH_Open,FANH_High,FANH_Low,FANH_Close,FANH_Volume,FANH_Dividends,FANH_Stock Splits
2007-11-01 00:00:00+00:00,25.350000381469727,25.5,22.57999992370605,18.470478057861328,3264700,0.0,
2007-11-02 00:00:00+00:00,24.809999465942383,24.809999465942383,23.549999237060547,19.01145362854004,711700,0.0,
2007-11-05 00:00:00+00:00,23.049999237060547,23.450000762939453,20.8799991607666,17.69765281677246,1254000,0.0,
2007-11-06 00:00:00+00:00,22.299999237060547,22.649999618530277,20.149999618530277,16.6466121673584,820300,0.0,
2007-11-07 00:00:00+00:00,19.90999984741211,20.489999771118164,18.51000022888184,15.15506362915039,724400,0.0,
2007-11-08 00:00:00+00:00,18.5,18.979999542236328,18.0,14.52134895324707,654900,0.0,
2007-11-09 00:00:00+00:00,18.0,19.0,16.790000915527344,14.45179271697998,538300,0.0,
2007-11-12 00:00:00+00:00,18.059999465942383,20.32999992370605,17.5,15.255533218383787,458600,0.0,
2007-11-13 00:00:00+00:00,19.780000686645508,20.76000022888184,19.1299991607666,15.74241065979004,406300,0.0,
2007-11-14 00:00:00+00:00,20.420000076293945,22.18000030517578,19.100000381469727,14.876846313476562,245200,0.0,
2007-11-15 00:00:00+00:00,19.0,19.0,18.0,13.910819053649902,293300,0.0,
2007-11-16 00:00:00+00:00,18.0,18.13999938964844,17.0,13.354382514953612,192900,0.0,
2007-11-19 00:00:00+00:00,17.15999984741211,17.15999984741211,15.5,12.28788948059082,614200,0.0,
2007-11-20 00:00:00+00:00,16.0,16.65999984741211,13.979999542236328,10.804068565368652,408900,0.0,
2007-11-21 00:00:00+00:00,13.0,13.279999732971191,12.0,10.04670238494873,735900,0.0,
2007-11-23 00:00:00+00:00,13.279999732971191,16.459999084472656,13.199999809265137,12.272431373596191,214400,0.0,
2007-11-26 00:00:00+00:00,16.200000762939453,17.760000228881836,15.460000038146973,13.663516998291016,261800,0.0,
2007-11-27 00:00:00+00:00,16.639999389648438,17.81999969482422,16.450000762939453,13.601691246032717,132900,0.0,
2007-11-28 00:00:00+00:00,17.139999389648438,18.81999969482422,17.110000610351562,14.297234535217283,200700,0.0,
2007-11-29 00:00:00+00:00,18.25,18.450000762939453,17.469999313354492,14.258588790893556,84800,0.0,
2007-11-30 00:00:00+00:00,18.57999992370605,18.81999969482422,16.360000610351562,13.87217617034912,237500,0.0,
2007-12-03 00:00:00+00:00,17.799999237060547,17.799999237060547,16.799999237060547,13.137996673583984,93400,0.0,
2007-12-04 00:00:00+00:00,17.0,17.0,16.1200008392334,12.751585960388184,134700,0.0,
2007-12-05 00:00:00+00:00,16.799999237060547,17.229999542236328,16.5,12.759312629699709,49000,0.0,
2007-12-06 00:00:00+00:00,16.530000686645508,16.8700008392334,16.3700008392334,12.85205078125,46400,0.0,
2007-12-07 00:00:00+00:00,16.40999984741211,17.860000610351562,16.40999984741211,13.338930130004885,99000,0.0,
2007-12-10 00:00:00+00:00,17.0,18.0,17.0,13.601691246032717,62000,0.0,
2007-12-11 00:00:00+00:00,17.5,19.950000762939453,17.5,14.60636043548584,273500,0.0,
2007-12-12 00:00:00+00:00,19.15999984741211,19.18000030517578,18.40999984741211,14.45179271697998,56400,0.0,
2007-12-13 00:00:00+00:00,18.3700008392334,18.3700008392334,17.239999771118164,13.331202507019045,105100,0.0,
2007-12-14 00:00:00+00:00,18.780000686645508,19.0,15.880000114440918,12.28016185760498,433900,0.0,
2007-12-17 00:00:00+00:00,15.710000038146973,15.989999771118164,13.859999656677246,10.804068565368652,385900,0.0,
2007-12-18 00:00:00+00:00,14.869999885559082,15.0,14.210000038146973,11.205937385559082,304200,0.0,
2007-12-19 00:00:00+00:00,14.1899995803833,15.100000381469728,14.0600004196167,10.88135051727295,55100,0.0,
2007-12-20 00:00:00+00:00,14.0,14.390000343322754,12.890000343322754,10.340376853942873,239800,0.0,
2007-12-21 00:00:00+00:00,13.960000038146973,14.25,13.0,10.278550148010254,319900,0.0,
2007-12-24 00:00:00+00:00,14.0,15.34000015258789,13.649999618530272,11.012731552124023,163200,0.0,
2007-12-26 00:00:00+00:00,14.59000015258789,15.0,14.029999732971191,11.545977592468262,119100,0.0,
2007-12-27 00:00:00+00:00,14.90999984741211,14.90999984741211,14.25,11.128654479980469,107200,0.0,
2007-12-28 00:00:00+00:00,14.739999771118164,14.739999771118164,13.949999809265137,10.81952667236328,160800,0.0,
2007-12-31 00:00:00+00:00,14.329999923706056,16.25,13.920000076293944,12.17196559906006,247800,0.0,
2008-01-02 00:00:00+00:00,15.649999618530272,15.6899995803833,14.25,11.205937385559082,136400,0.0,
2008-01-03 00:00:00+00:00,14.380000114440918,14.56999969482422,13.260000228881836,10.81952667236328,389200,0.0,
2008-01-04 00:00:00+00:00,14.100000381469728,14.100000381469728,13.300000190734863,10.440840721130373,59900,0.0,
2008-01-07 00:00:00+00:00,13.75,14.25,13.5600004196167,10.997273445129396,230700,0.0,
