date,SOWG_Open,SOWG_High,SOWG_Low,SOWG_Close,SOWG_Volume,SOWG_Dividends,SOWG_Stock Splits
2010-09-10 00:00:00+00:00,78.0,78.0,78.0,78.0,87,,
2010-09-13 00:00:00+00:00,78.0,78.0,75.0,75.0,118,,
2010-09-14 00:00:00+00:00,75.0,75.0,75.0,75.0,1,,
2010-09-15 00:00:00+00:00,75.0,75.0,75.0,75.0,12,,
2010-09-16 00:00:00+00:00,75.0,75.0,75.0,75.0,38,,
2010-09-17 00:00:00+00:00,75.0,75.0,72.0,72.0,37,,
2010-09-20 00:00:00+00:00,72.0,72.0,72.0,72.0,99,,
2010-09-21 00:00:00+00:00,72.0,72.0,66.0,66.0,121,,
2010-09-22 00:00:00+00:00,66.0,69.0,66.0,69.0,112,,
2010-09-23 00:00:00+00:00,69.0,72.0,69.0,72.0,34,,
2010-09-24 00:00:00+00:00,72.0,72.0,69.0,69.0,140,,
2010-09-27 00:00:00+00:00,72.0,72.0,72.0,72.0,284,,
2010-09-28 00:00:00+00:00,72.0,72.0,72.0,72.0,1,,
2010-09-29 00:00:00+00:00,72.0,72.0,72.0,72.0,209,,
2010-09-30 00:00:00+00:00,72.0,72.0,72.0,72.0,10,,
2010-10-01 00:00:00+00:00,72.0,72.0,72.0,72.0,87,,
2010-10-04 00:00:00+00:00,72.0,72.0,72.0,72.0,17,,
2010-10-05 00:00:00+00:00,72.0,75.0,72.0,75.0,62,,
2010-10-06 00:00:00+00:00,75.0,75.0,75.0,75.0,55,,
2010-10-07 00:00:00+00:00,75.0,75.0,75.0,75.0,8,,
2010-10-08 00:00:00+00:00,75.0,78.0,75.0,78.0,15,,
2010-10-11 00:00:00+00:00,78.0,78.0,78.0,78.0,26,,
2010-10-12 00:00:00+00:00,78.0,81.0,75.0,75.0,483,,
2010-10-13 00:00:00+00:00,78.0,78.0,78.0,78.0,47,,
2010-10-14 00:00:00+00:00,78.0,189.0,78.0,168.0,778,,
2010-10-15 00:00:00+00:00,165.0,285.0,165.0,186.0,596,,
2010-10-18 00:00:00+00:00,192.0,192.0,159.0,183.0,882,,
2010-10-19 00:00:00+00:00,189.0,201.0,180.0,180.0,453,,
2010-10-20 00:00:00+00:00,180.0,186.0,177.0,186.0,228,,
2010-10-21 00:00:00+00:00,192.0,192.0,180.0,180.0,124,,
2010-10-22 00:00:00+00:00,180.0,186.0,177.0,183.0,190,,
2010-10-25 00:00:00+00:00,180.0,219.0,180.0,219.0,251,,
2010-10-26 00:00:00+00:00,201.0,225.0,201.0,222.0,250,,
2010-10-27 00:00:00+00:00,222.0,246.0,222.0,246.0,508,,
2010-10-28 00:00:00+00:00,255.0,255.0,222.0,240.0,344,,
2010-10-29 00:00:00+00:00,240.0,240.0,240.0,240.0,43,,
2010-11-01 00:00:00+00:00,240.0,249.0,237.0,237.0,303,,
2010-11-02 00:00:00+00:00,237.0,240.0,180.0,204.0,163,,
2010-11-03 00:00:00+00:00,204.0,264.0,204.0,264.0,773,,
2010-11-04 00:00:00+00:00,255.0,261.0,252.0,255.0,414,,
2010-11-05 00:00:00+00:00,264.0,264.0,255.0,261.0,260,,
2010-11-08 00:00:00+00:00,261.0,294.0,258.0,261.0,640,,
2010-11-09 00:00:00+00:00,261.0,264.0,240.0,258.0,311,,
2010-11-10 00:00:00+00:00,246.0,258.0,246.0,246.0,147,,
2010-11-11 00:00:00+00:00,246.0,246.0,246.0,246.0,0,,
2010-11-12 00:00:00+00:00,258.0,267.0,249.0,261.0,740,,
2010-11-15 00:00:00+00:00,261.0,261.0,252.0,252.0,108,,
2010-11-16 00:00:00+00:00,252.0,255.0,243.0,255.0,64,,
2010-11-17 00:00:00+00:00,255.0,255.0,246.0,246.0,33,,
2010-11-18 00:00:00+00:00,249.0,255.0,249.0,249.0,156,,
2010-11-19 00:00:00+00:00,240.0,264.0,240.0,261.0,237,,
2010-11-22 00:00:00+00:00,264.0,264.0,249.0,249.0,168,,
2010-11-23 00:00:00+00:00,249.0,258.0,246.0,255.0,171,,
2010-11-24 00:00:00+00:00,246.0,264.0,246.0,264.0,160,,
2010-11-26 00:00:00+00:00,258.0,264.0,255.0,264.0,63,,
2010-11-29 00:00:00+00:00,264.0,297.0,264.0,267.0,250,,
2010-11-30 00:00:00+00:00,270.0,291.0,270.0,291.0,109,,
2010-12-01 00:00:00+00:00,279.0,297.0,273.0,297.0,138,,
2010-12-02 00:00:00+00:00,300.0,300.0,285.0,300.0,283,,
2010-12-03 00:00:00+00:00,300.0,315.0,297.0,315.0,179,,
2010-12-06 00:00:00+00:00,315.0,360.0,300.0,315.0,556,,
2010-12-07 00:00:00+00:00,318.0,321.0,303.0,306.0,351,,
2010-12-08 00:00:00+00:00,306.0,321.0,300.0,315.0,191,,
2010-12-09 00:00:00+00:00,327.0,342.0,300.0,342.0,101,,
2010-12-10 00:00:00+00:00,315.0,354.0,315.0,345.0,331,,
2010-12-13 00:00:00+00:00,345.0,345.0,345.0,345.0,24,,
2010-12-14 00:00:00+00:00,345.0,345.0,330.0,339.0,70,,
2010-12-15 00:00:00+00:00,330.0,369.0,318.0,336.0,236,,
2010-12-16 00:00:00+00:00,330.0,360.0,330.0,345.0,100,,
2010-12-17 00:00:00+00:00,360.0,369.0,345.0,354.0,163,,
2010-12-20 00:00:00+00:00,351.0,366.0,351.0,360.0,512,,
2010-12-21 00:00:00+00:00,360.0,414.0,357.0,405.0,559,,
2010-12-22 00:00:00+00:00,423.0,444.0,417.0,426.0,665,,
2010-12-23 00:00:00+00:00,435.0,474.0,429.0,450.0,596,,
2010-12-27 00:00:00+00:00,477.0,597.0,456.0,516.0,467,,
2010-12-28 00:00:00+00:00,519.0,519.0,510.0,510.0,441,,
2010-12-29 00:00:00+00:00,510.0,519.0,471.0,471.0,485,,
2010-12-30 00:00:00+00:00,450.0,480.0,426.0,441.0,242,,
2010-12-31 00:00:00+00:00,441.0,525.0,435.0,504.0,167,,
2011-01-03 00:00:00+00:00,510.0,519.0,486.0,495.0,242,,
2011-01-04 00:00:00+00:00,504.0,507.0,468.0,468.0,123,,
2011-01-05 00:00:00+00:00,450.0,507.0,450.0,486.0,67,,
2011-01-06 00:00:00+00:00,501.0,507.0,480.0,501.0,85,,
2011-01-07 00:00:00+00:00,495.0,495.0,450.0,495.0,175,,
2011-01-10 00:00:00+00:00,480.0,480.0,444.0,450.0,230,,
2011-01-11 00:00:00+00:00,450.0,465.0,438.0,441.0,80,,
2011-01-12 00:00:00+00:00,447.0,480.0,441.0,450.0,171,,
2011-01-13 00:00:00+00:00,480.0,480.0,450.0,450.0,100,,
2011-01-14 00:00:00+00:00,450.0,456.0,435.0,441.0,167,,
2011-01-18 00:00:00+00:00,441.0,456.0,375.0,450.0,257,,
2011-01-19 00:00:00+00:00,450.0,456.0,435.0,456.0,18,,
2011-01-20 00:00:00+00:00,435.0,435.0,435.0,435.0,6,,
2011-01-21 00:00:00+00:00,435.0,465.0,420.0,465.0,53,,
2011-01-24 00:00:00+00:00,450.0,453.0,378.0,417.0,241,,
2011-01-25 00:00:00+00:00,402.0,408.0,390.0,393.0,76,,
2011-01-26 00:00:00+00:00,363.0,393.0,363.0,375.0,537,,
2011-01-27 00:00:00+00:00,372.0,390.0,372.0,390.0,43,,
2011-01-28 00:00:00+00:00,390.0,390.0,375.0,387.0,42,,
2011-01-31 00:00:00+00:00,399.0,399.0,390.0,399.0,16,,
2011-02-01 00:00:00+00:00,420.0,465.0,420.0,450.0,160,,
2011-02-02 00:00:00+00:00,462.0,501.0,462.0,480.0,219,,
2011-02-03 00:00:00+00:00,480.0,495.0,450.0,450.0,36,,
2011-02-04 00:00:00+00:00,456.0,495.0,456.0,495.0,2,,
2011-02-07 00:00:00+00:00,486.0,495.0,486.0,495.0,59,,
2011-02-08 00:00:00+00:00,495.0,495.0,465.0,474.0,60,,
2011-02-09 00:00:00+00:00,480.0,480.0,474.0,474.0,42,,
2011-02-10 00:00:00+00:00,474.0,480.0,474.0,480.0,10,,
2011-02-11 00:00:00+00:00,480.0,495.0,465.0,495.0,157,,
2011-02-14 00:00:00+00:00,480.0,495.0,465.0,465.0,131,,
2011-02-15 00:00:00+00:00,480.0,480.0,480.0,480.0,20,,
2011-02-16 00:00:00+00:00,480.0,489.0,465.0,474.0,85,,
2011-02-17 00:00:00+00:00,480.0,480.0,465.0,468.0,18,,
2011-02-18 00:00:00+00:00,480.0,510.0,480.0,510.0,219,,
2011-02-22 00:00:00+00:00,516.0,516.0,495.0,495.0,35,,
2011-02-23 00:00:00+00:00,498.0,504.0,480.0,504.0,64,,
2011-02-24 00:00:00+00:00,504.0,504.0,465.0,495.0,21,,
2011-02-25 00:00:00+00:00,495.0,501.0,465.0,480.0,140,,
2011-02-28 00:00:00+00:00,498.0,498.0,465.0,465.0,35,,
2011-03-01 00:00:00+00:00,465.0,480.0,453.0,465.0,72,,
2011-03-02 00:00:00+00:00,465.0,465.0,456.0,456.0,3,,
2011-03-03 00:00:00+00:00,462.0,465.0,453.0,456.0,81,,
2011-03-04 00:00:00+00:00,465.0,465.0,450.0,465.0,86,,
2011-03-07 00:00:00+00:00,453.0,465.0,450.0,465.0,21,,
2011-03-08 00:00:00+00:00,438.0,456.0,420.0,438.0,48,,
2011-03-09 00:00:00+00:00,438.0,438.0,426.0,435.0,74,,
2011-03-10 00:00:00+00:00,426.0,438.0,423.0,438.0,79,,
2011-03-11 00:00:00+00:00,423.0,429.0,405.0,429.0,58,,
2011-03-14 00:00:00+00:00,432.0,432.0,432.0,432.0,0,,
2011-03-15 00:00:00+00:00,414.0,414.0,405.0,414.0,32,,
2011-03-16 00:00:00+00:00,405.0,414.0,405.0,414.0,27,,
2011-03-17 00:00:00+00:00,405.0,423.0,405.0,423.0,35,,
2011-03-18 00:00:00+00:00,405.0,432.0,405.0,432.0,17,,
2011-03-21 00:00:00+00:00,450.0,450.0,423.0,423.0,14,,
2011-03-22 00:00:00+00:00,423.0,450.0,417.0,450.0,68,,
2011-03-23 00:00:00+00:00,447.0,447.0,405.0,405.0,125,,
2011-03-24 00:00:00+00:00,405.0,405.0,366.0,390.0,236,,
2011-03-25 00:00:00+00:00,390.0,390.0,378.0,384.0,229,,
2011-03-28 00:00:00+00:00,375.0,390.0,375.0,384.0,75,,
2011-03-29 00:00:00+00:00,390.0,390.0,375.0,390.0,81,,
2011-03-30 00:00:00+00:00,360.0,390.0,360.0,384.0,8,,
2011-03-31 00:00:00+00:00,384.0,390.0,384.0,384.0,129,,
2011-04-01 00:00:00+00:00,351.0,390.0,351.0,384.0,31,,
2011-04-04 00:00:00+00:00,390.0,390.0,378.0,387.0,26,,
2011-04-05 00:00:00+00:00,387.0,387.0,378.0,381.0,33,,
2011-04-06 00:00:00+00:00,378.0,378.0,378.0,378.0,14,,
2011-04-07 00:00:00+00:00,381.0,390.0,381.0,381.0,18,,
2011-04-08 00:00:00+00:00,384.0,390.0,384.0,390.0,54,,
2011-04-11 00:00:00+00:00,351.0,387.0,351.0,378.0,77,,
2011-04-12 00:00:00+00:00,375.0,375.0,372.0,372.0,38,,
2011-04-13 00:00:00+00:00,378.0,378.0,354.0,366.0,87,,
2011-04-14 00:00:00+00:00,357.0,357.0,330.0,345.0,142,,
2011-04-15 00:00:00+00:00,330.0,360.0,330.0,348.0,25,,
2011-04-18 00:00:00+00:00,351.0,351.0,330.0,345.0,44,,
2011-04-19 00:00:00+00:00,330.0,351.0,330.0,330.0,57,,
2011-04-20 00:00:00+00:00,318.0,330.0,300.0,315.0,79,,
2011-04-21 00:00:00+00:00,330.0,330.0,273.0,330.0,193,,
2011-04-25 00:00:00+00:00,315.0,330.0,315.0,330.0,11,,
2011-04-26 00:00:00+00:00,315.0,348.0,315.0,348.0,52,,
2011-04-27 00:00:00+00:00,354.0,354.0,318.0,339.0,30,,
2011-04-28 00:00:00+00:00,336.0,336.0,336.0,336.0,2,,
2011-04-29 00:00:00+00:00,315.0,339.0,315.0,330.0,27,,
2011-05-02 00:00:00+00:00,321.0,321.0,315.0,315.0,45,,
2011-05-03 00:00:00+00:00,315.0,324.0,315.0,321.0,64,,
2011-05-04 00:00:00+00:00,327.0,345.0,327.0,327.0,43,,
2011-05-05 00:00:00+00:00,342.0,360.0,333.0,333.0,36,,
2011-05-06 00:00:00+00:00,333.0,336.0,333.0,333.0,10,,
2011-05-09 00:00:00+00:00,333.0,333.0,333.0,333.0,6,,
2011-05-10 00:00:00+00:00,333.0,333.0,333.0,333.0,0,,
2011-05-11 00:00:00+00:00,333.0,357.0,330.0,354.0,10,,
2011-05-12 00:00:00+00:00,330.0,354.0,330.0,354.0,189,,
2011-05-13 00:00:00+00:00,354.0,354.0,330.0,330.0,74,,
2011-05-16 00:00:00+00:00,327.0,327.0,321.0,321.0,97,,
2011-05-17 00:00:00+00:00,321.0,324.0,321.0,324.0,35,,
2011-05-18 00:00:00+00:00,324.0,324.0,321.0,321.0,4,,
2011-05-19 00:00:00+00:00,315.0,375.0,315.0,375.0,38,,
2011-05-20 00:00:00+00:00,375.0,405.0,351.0,360.0,531,,
2011-05-23 00:00:00+00:00,450.0,450.0,408.0,408.0,70,,
2011-05-24 00:00:00+00:00,390.0,420.0,375.0,381.0,77,,
2011-05-25 00:00:00+00:00,420.0,420.0,405.0,405.0,10,,
2011-05-26 00:00:00+00:00,375.0,375.0,375.0,375.0,25,,
2011-05-27 00:00:00+00:00,378.0,405.0,378.0,396.0,36,,
2011-05-31 00:00:00+00:00,375.0,402.0,375.0,378.0,34,,
2011-06-01 00:00:00+00:00,375.0,393.0,375.0,393.0,24,,
2011-06-02 00:00:00+00:00,378.0,378.0,378.0,378.0,1,,
2011-06-03 00:00:00+00:00,378.0,390.0,378.0,378.0,11,,
2011-06-06 00:00:00+00:00,375.0,375.0,375.0,375.0,20,,
2011-06-07 00:00:00+00:00,375.0,375.0,366.0,366.0,6,,
2011-06-08 00:00:00+00:00,360.0,360.0,345.0,345.0,38,,
2011-06-09 00:00:00+00:00,345.0,345.0,330.0,345.0,18,,
2011-06-10 00:00:00+00:00,330.0,330.0,330.0,330.0,34,,
2011-06-13 00:00:00+00:00,330.0,330.0,330.0,330.0,62,,
2011-06-14 00:00:00+00:00,345.0,345.0,315.0,321.0,12,,
2011-06-15 00:00:00+00:00,324.0,324.0,324.0,324.0,10,,
2011-06-16 00:00:00+00:00,321.0,324.0,315.0,315.0,37,,
2011-06-17 00:00:00+00:00,315.0,315.0,315.0,315.0,10,,
2011-06-20 00:00:00+00:00,324.0,324.0,315.0,315.0,29,,
2011-06-21 00:00:00+00:00,315.0,324.0,315.0,324.0,6,,
2011-06-22 00:00:00+00:00,315.0,315.0,315.0,315.0,3,,
2011-06-23 00:00:00+00:00,324.0,405.0,315.0,405.0,35,,
2011-06-24 00:00:00+00:00,390.0,390.0,390.0,390.0,1,,
2011-06-27 00:00:00+00:00,315.0,336.0,315.0,318.0,30,,
2011-06-28 00:00:00+00:00,318.0,318.0,318.0,318.0,2,,
2011-06-29 00:00:00+00:00,336.0,336.0,336.0,336.0,12,,
2011-06-30 00:00:00+00:00,360.0,360.0,318.0,321.0,19,,
2011-07-01 00:00:00+00:00,318.0,345.0,318.0,345.0,45,,
2011-07-05 00:00:00+00:00,315.0,318.0,315.0,318.0,2,,
2011-07-06 00:00:00+00:00,333.0,333.0,315.0,315.0,9,,
2011-07-07 00:00:00+00:00,315.0,315.0,315.0,315.0,7,,
2011-07-08 00:00:00+00:00,300.0,330.0,300.0,330.0,32,,
2011-07-11 00:00:00+00:00,330.0,330.0,330.0,330.0,2,,
2011-07-12 00:00:00+00:00,315.0,345.0,315.0,315.0,14,,
2011-07-13 00:00:00+00:00,300.0,315.0,300.0,315.0,35,,
2011-07-14 00:00:00+00:00,330.0,333.0,300.0,300.0,31,,
2011-07-15 00:00:00+00:00,300.0,300.0,300.0,300.0,2,,
2011-07-18 00:00:00+00:00,300.0,300.0,255.0,255.0,33,,
2011-07-19 00:00:00+00:00,261.0,273.0,261.0,273.0,4,,
2011-07-20 00:00:00+00:00,255.0,327.0,255.0,261.0,12,,
2011-07-21 00:00:00+00:00,300.0,300.0,255.0,300.0,14,,
2011-07-22 00:00:00+00:00,300.0,300.0,255.0,300.0,11,,
2011-07-25 00:00:00+00:00,300.0,300.0,285.0,285.0,16,,
2011-07-26 00:00:00+00:00,285.0,285.0,258.0,261.0,12,,
2011-07-27 00:00:00+00:00,270.0,330.0,270.0,315.0,188,,
2011-07-28 00:00:00+00:00,315.0,345.0,300.0,306.0,239,,
2011-07-29 00:00:00+00:00,300.0,303.0,300.0,303.0,9,,
2011-08-01 00:00:00+00:00,300.0,300.0,297.0,300.0,120,,
2011-08-02 00:00:00+00:00,270.0,300.0,270.0,300.0,34,,
2011-08-03 00:00:00+00:00,285.0,345.0,285.0,315.0,9,,
2011-08-04 00:00:00+00:00,315.0,345.0,270.0,300.0,81,,
2011-08-05 00:00:00+00:00,300.0,351.0,300.0,318.0,88,,
2011-08-08 00:00:00+00:00,315.0,315.0,270.0,285.0,143,,
2011-08-09 00:00:00+00:00,285.0,300.0,240.0,294.0,111,,
2011-08-10 00:00:00+00:00,306.0,306.0,255.0,264.0,109,,
2011-08-11 00:00:00+00:00,285.0,300.0,285.0,300.0,4,,
2011-08-12 00:00:00+00:00,300.0,300.0,297.0,297.0,51,,
2011-08-15 00:00:00+00:00,297.0,297.0,270.0,291.0,28,,
2011-08-16 00:00:00+00:00,258.0,306.0,258.0,306.0,130,,
2011-08-17 00:00:00+00:00,300.0,300.0,300.0,300.0,59,,
2011-08-18 00:00:00+00:00,285.0,306.0,285.0,300.0,40,,
2011-08-19 00:00:00+00:00,297.0,300.0,297.0,300.0,16,,
2011-08-22 00:00:00+00:00,300.0,306.0,294.0,300.0,54,,
2011-08-23 00:00:00+00:00,294.0,306.0,294.0,306.0,15,,
2011-08-24 00:00:00+00:00,306.0,306.0,297.0,297.0,214,,
2011-08-25 00:00:00+00:00,300.0,360.0,300.0,336.0,284,,
2011-08-26 00:00:00+00:00,330.0,381.0,330.0,381.0,210,,
2011-08-29 00:00:00+00:00,381.0,390.0,345.0,351.0,92,,
2011-08-30 00:00:00+00:00,375.0,375.0,375.0,375.0,11,,
2011-08-31 00:00:00+00:00,375.0,375.0,360.0,360.0,25,,
2011-09-01 00:00:00+00:00,375.0,375.0,375.0,375.0,1,,
2011-09-02 00:00:00+00:00,375.0,375.0,351.0,369.0,40,,
2011-09-06 00:00:00+00:00,351.0,372.0,351.0,372.0,7,,
2011-09-07 00:00:00+00:00,351.0,372.0,351.0,369.0,24,,
2011-09-08 00:00:00+00:00,351.0,366.0,351.0,360.0,32,,
2011-09-09 00:00:00+00:00,360.0,360.0,345.0,345.0,118,,
2011-09-12 00:00:00+00:00,345.0,348.0,330.0,345.0,88,,
2011-09-13 00:00:00+00:00,348.0,348.0,348.0,348.0,1,,
2011-09-14 00:00:00+00:00,348.0,348.0,345.0,345.0,7,,
2011-09-15 00:00:00+00:00,336.0,345.0,315.0,345.0,40,,
2011-09-16 00:00:00+00:00,342.0,342.0,330.0,342.0,9,,
2011-09-19 00:00:00+00:00,330.0,330.0,291.0,291.0,183,,
2011-09-20 00:00:00+00:00,273.0,303.0,255.0,285.0,291,,
2011-09-21 00:00:00+00:00,294.0,294.0,294.0,294.0,8,,
2011-09-22 00:00:00+00:00,288.0,312.0,288.0,312.0,27,,
2011-09-23 00:00:00+00:00,315.0,315.0,303.0,303.0,50,,
2011-09-26 00:00:00+00:00,300.0,309.0,285.0,285.0,30,,
2011-09-27 00:00:00+00:00,285.0,300.0,285.0,285.0,39,,
2011-09-28 00:00:00+00:00,282.0,282.0,282.0,282.0,667,,
2011-09-29 00:00:00+00:00,279.0,285.0,279.0,279.0,21,,
2011-09-30 00:00:00+00:00,279.0,285.0,279.0,285.0,216,,
2011-10-03 00:00:00+00:00,288.0,300.0,288.0,300.0,503,,
2011-10-04 00:00:00+00:00,291.0,291.0,282.0,285.0,278,,
2011-10-05 00:00:00+00:00,282.0,282.0,279.0,279.0,42,,
2011-10-06 00:00:00+00:00,273.0,282.0,273.0,282.0,28,,
2011-10-07 00:00:00+00:00,273.0,282.0,273.0,282.0,31,,
2011-10-10 00:00:00+00:00,285.0,285.0,285.0,285.0,13,,
2011-10-11 00:00:00+00:00,273.0,276.0,270.0,276.0,60,,
2011-10-12 00:00:00+00:00,270.0,270.0,270.0,270.0,15,,
2011-10-13 00:00:00+00:00,270.0,270.0,261.0,261.0,167,,
2011-10-14 00:00:00+00:00,240.0,240.0,240.0,240.0,7,,
2011-10-17 00:00:00+00:00,261.0,285.0,261.0,285.0,37,,
2011-10-18 00:00:00+00:00,276.0,294.0,276.0,294.0,29,,
2011-10-19 00:00:00+00:00,300.0,300.0,288.0,294.0,144,,
2011-10-20 00:00:00+00:00,294.0,294.0,294.0,294.0,33,,
2011-10-21 00:00:00+00:00,285.0,294.0,270.0,291.0,11,,
2011-10-24 00:00:00+00:00,300.0,303.0,294.0,303.0,173,,
2011-10-25 00:00:00+00:00,300.0,300.0,285.0,294.0,89,,
2011-10-26 00:00:00+00:00,285.0,297.0,285.0,297.0,16,,
2011-10-27 00:00:00+00:00,270.0,303.0,270.0,285.0,39,,
2011-10-28 00:00:00+00:00,270.0,303.0,270.0,270.0,6,,
2011-10-31 00:00:00+00:00,285.0,285.0,264.0,270.0,75,,
2011-11-01 00:00:00+00:00,285.0,285.0,285.0,285.0,3,,
2011-11-02 00:00:00+00:00,297.0,297.0,297.0,297.0,19,,
2011-11-03 00:00:00+00:00,273.0,285.0,273.0,273.0,65,,
2011-11-04 00:00:00+00:00,270.0,270.0,270.0,270.0,4,,
2011-11-07 00:00:00+00:00,270.0,270.0,270.0,270.0,5,,
2011-11-08 00:00:00+00:00,288.0,291.0,255.0,255.0,72,,
2011-11-09 00:00:00+00:00,231.0,270.0,231.0,270.0,24,,
2011-11-10 00:00:00+00:00,300.0,300.0,297.0,297.0,21,,
2011-11-11 00:00:00+00:00,294.0,294.0,264.0,264.0,6,,
2011-11-14 00:00:00+00:00,261.0,267.0,240.0,240.0,229,,
2011-11-15 00:00:00+00:00,255.0,270.0,243.0,264.0,69,,
2011-11-16 00:00:00+00:00,249.0,261.0,243.0,261.0,29,,
2011-11-17 00:00:00+00:00,249.0,267.0,249.0,255.0,35,,
2011-11-18 00:00:00+00:00,255.0,255.0,255.0,255.0,0,,
2011-11-21 00:00:00+00:00,252.0,255.0,240.0,240.0,38,,
2011-11-22 00:00:00+00:00,246.0,246.0,240.0,246.0,199,,
2011-11-23 00:00:00+00:00,240.0,252.0,240.0,252.0,22,,
2011-11-25 00:00:00+00:00,240.0,240.0,240.0,240.0,10,,
2011-11-28 00:00:00+00:00,240.0,246.0,240.0,246.0,7,,
2011-11-29 00:00:00+00:00,240.0,246.0,240.0,240.0,33,,
2011-11-30 00:00:00+00:00,246.0,255.0,240.0,255.0,105,,
2011-12-01 00:00:00+00:00,240.0,240.0,240.0,240.0,4,,
2011-12-02 00:00:00+00:00,255.0,255.0,240.0,249.0,43,,
2011-12-05 00:00:00+00:00,231.0,249.0,231.0,243.0,20,,
2011-12-06 00:00:00+00:00,240.0,255.0,240.0,240.0,70,,
2011-12-07 00:00:00+00:00,240.0,240.0,240.0,240.0,111,,
2011-12-08 00:00:00+00:00,240.0,243.0,240.0,240.0,347,,
2011-12-09 00:00:00+00:00,270.0,270.0,240.0,240.0,182,,
2011-12-12 00:00:00+00:00,234.0,246.0,234.0,240.0,14,,
2011-12-13 00:00:00+00:00,240.0,240.0,240.0,240.0,7,,
2011-12-14 00:00:00+00:00,234.0,234.0,234.0,234.0,67,,
2011-12-15 00:00:00+00:00,234.0,234.0,234.0,234.0,9,,
2011-12-16 00:00:00+00:00,234.0,240.0,180.0,240.0,194,,
2011-12-19 00:00:00+00:00,210.0,225.0,210.0,225.0,5,,
2011-12-20 00:00:00+00:00,210.0,225.0,201.0,225.0,108,,
2011-12-21 00:00:00+00:00,210.0,225.0,180.0,198.0,101,,
