date,USIO_Open,USIO_High,USIO_Low,USIO_Close,USIO_Volume,USIO_Dividends,USIO_Stock Splits
1999-05-26 00:00:00+00:00,75.9375,76.875,66.5625,69.375,7327,,
1999-05-27 00:00:00+00:00,69.375,75.0,66.5625,75.0,5647,,
1999-05-28 00:00:00+00:00,71.25,78.75,71.25,77.8125,5973,,
1999-06-01 00:00:00+00:00,75.0,78.75,75.0,77.8125,1793,,
1999-06-02 00:00:00+00:00,77.34375,78.75,75.0,76.875,3887,,
1999-06-03 00:00:00+00:00,75.0,77.34375,75.0,75.0,1047,,
1999-06-04 00:00:00+00:00,75.0,76.875,75.0,75.0,1560,,
1999-06-07 00:00:00+00:00,75.0,76.875,75.0,75.0,5093,,
1999-06-08 00:00:00+00:00,75.0,78.75,75.0,75.9375,2200,,
1999-06-09 00:00:00+00:00,78.75,78.75,75.0,75.46875,2847,,
1999-06-10 00:00:00+00:00,75.0,76.875,75.0,76.875,3120,,
1999-06-11 00:00:00+00:00,75.0,78.75,75.0,77.8125,3580,,
1999-06-14 00:00:00+00:00,78.75,78.75,75.9375,76.875,960,,
1999-06-15 00:00:00+00:00,76.875,77.34375,75.0,75.0,3040,,
1999-06-16 00:00:00+00:00,76.40625,76.875,75.0,76.875,1367,,
1999-06-17 00:00:00+00:00,76.875,77.8125,75.0,77.8125,2647,,
1999-06-18 00:00:00+00:00,76.875,76.875,75.0,75.46875,1520,,
1999-06-21 00:00:00+00:00,76.40625,76.40625,73.125,75.46875,6107,,
1999-06-22 00:00:00+00:00,75.46875,75.46875,72.1875,72.1875,2007,,
1999-06-23 00:00:00+00:00,72.1875,73.125,67.5,71.25,4107,,
1999-06-24 00:00:00+00:00,68.4375,71.25,67.5,70.3125,3240,,
1999-06-25 00:00:00+00:00,70.78125,72.1875,68.4375,72.1875,1013,,
1999-06-28 00:00:00+00:00,70.3125,70.3125,63.75,66.5625,2547,,
1999-06-29 00:00:00+00:00,66.5625,70.3125,64.6875,67.5,1307,,
1999-06-30 00:00:00+00:00,70.3125,70.3125,65.625,65.625,1993,,
1999-07-01 00:00:00+00:00,65.625,68.4375,65.625,67.5,1093,,
1999-07-02 00:00:00+00:00,67.5,80.625,67.5,80.625,9160,,
1999-07-06 00:00:00+00:00,77.8125,86.25,77.8125,85.3125,20093,,
1999-07-07 00:00:00+00:00,85.3125,86.25,84.375,86.25,6680,,
1999-07-08 00:00:00+00:00,86.25,86.25,84.375,86.25,993,,
1999-07-09 00:00:00+00:00,86.25,95.15625,85.3125,95.15625,21553,,
1999-07-12 00:00:00+00:00,97.5,105.0,97.03125,103.125,25487,,
1999-07-13 00:00:00+00:00,104.0625,104.0625,97.96875,101.25,7553,,
1999-07-14 00:00:00+00:00,101.71875,107.8125,97.5,107.8125,9593,,
1999-07-15 00:00:00+00:00,105.0,110.625,104.0625,104.0625,9667,,
1999-07-16 00:00:00+00:00,105.9375,116.25,103.125,110.625,12293,,
1999-07-19 00:00:00+00:00,110.625,114.375,103.125,103.125,13833,,
1999-07-20 00:00:00+00:00,104.0625,104.0625,95.15625,95.15625,5880,,
1999-07-21 00:00:00+00:00,95.15625,101.25,94.6875,95.15625,2760,,
1999-07-22 00:00:00+00:00,95.15625,96.5625,86.25,91.875,6107,,
1999-07-23 00:00:00+00:00,86.25,91.875,86.25,88.59375,2880,,
1999-07-26 00:00:00+00:00,87.1875,90.46875,85.3125,90.0,3813,,
1999-07-27 00:00:00+00:00,93.75,103.125,91.875,103.125,6913,,
1999-07-28 00:00:00+00:00,103.125,105.0,99.375,101.25,3427,,
1999-07-29 00:00:00+00:00,101.25,104.0625,91.875,95.625,7987,,
1999-07-30 00:00:00+00:00,96.09375,96.09375,93.75,95.625,2793,,
1999-08-02 00:00:00+00:00,95.625,105.0,91.875,105.0,4660,,
1999-08-03 00:00:00+00:00,105.0,105.0,95.625,103.125,2847,,
1999-08-04 00:00:00+00:00,95.625,101.25,94.6875,95.625,1967,,
1999-08-05 00:00:00+00:00,94.6875,100.3125,90.0,90.9375,3647,,
1999-08-06 00:00:00+00:00,98.4375,98.4375,90.0,96.5625,3080,,
1999-08-09 00:00:00+00:00,96.5625,96.5625,90.0,90.0,2313,,
1999-08-10 00:00:00+00:00,89.0625,90.0,80.625,83.4375,6133,,
1999-08-11 00:00:00+00:00,87.1875,87.1875,80.625,80.625,2160,,
1999-08-12 00:00:00+00:00,80.625,83.4375,78.75,79.6875,3373,,
1999-08-13 00:00:00+00:00,80.625,93.75,78.75,93.75,3227,,
1999-08-16 00:00:00+00:00,93.75,93.75,90.0,93.75,1440,,
1999-08-17 00:00:00+00:00,93.75,93.75,86.25,87.1875,2093,,
1999-08-18 00:00:00+00:00,90.0,93.75,87.1875,88.125,2287,,
1999-08-19 00:00:00+00:00,93.75,93.75,89.0625,90.9375,1180,,
1999-08-20 00:00:00+00:00,90.9375,90.9375,85.3125,88.125,3647,,
1999-08-23 00:00:00+00:00,86.25,89.0625,83.4375,83.4375,3307,,
1999-08-24 00:00:00+00:00,88.125,90.0,83.4375,87.1875,2720,,
1999-08-25 00:00:00+00:00,88.125,88.125,83.4375,85.3125,1073,,
1999-08-26 00:00:00+00:00,85.3125,85.3125,80.625,84.375,3287,,
1999-08-27 00:00:00+00:00,80.625,83.4375,80.625,83.4375,553,,
1999-08-30 00:00:00+00:00,84.375,84.375,79.6875,79.6875,1800,,
1999-08-31 00:00:00+00:00,79.6875,80.625,78.28125,78.28125,1513,,
1999-09-01 00:00:00+00:00,78.28125,82.5,77.8125,78.75,2220,,
1999-09-02 00:00:00+00:00,79.6875,79.6875,77.8125,77.8125,1120,,
1999-09-03 00:00:00+00:00,77.8125,79.6875,76.40625,76.875,1413,,
1999-09-07 00:00:00+00:00,78.75,78.75,74.53125,76.875,2647,,
1999-09-08 00:00:00+00:00,72.65625,75.46875,71.25,73.125,2507,,
1999-09-09 00:00:00+00:00,73.125,77.34375,72.1875,75.0,980,,
1999-09-10 00:00:00+00:00,74.0625,74.0625,54.84375,67.5,17787,,
1999-09-13 00:00:00+00:00,67.5,67.5,58.125,65.625,7027,,
1999-09-14 00:00:00+00:00,65.625,65.625,60.9375,63.75,867,,
1999-09-15 00:00:00+00:00,63.75,63.75,60.9375,63.75,2020,,
1999-09-16 00:00:00+00:00,62.8125,63.75,61.875,61.875,807,,
1999-09-17 00:00:00+00:00,63.75,63.75,61.875,63.75,940,,
1999-09-20 00:00:00+00:00,63.75,63.75,60.9375,62.8125,2433,,
1999-09-21 00:00:00+00:00,60.9375,62.8125,59.0625,59.0625,4033,,
1999-09-22 00:00:00+00:00,59.0625,60.0,57.1875,59.0625,3120,,
1999-09-23 00:00:00+00:00,58.125,60.0,57.1875,57.1875,953,,
1999-09-24 00:00:00+00:00,57.1875,59.53125,57.1875,59.53125,1660,,
1999-09-27 00:00:00+00:00,59.53125,79.6875,57.65625,77.8125,10573,,
1999-09-28 00:00:00+00:00,77.8125,77.8125,69.375,69.375,3840,,
1999-09-29 00:00:00+00:00,71.25,74.0625,67.5,72.1875,1440,,
1999-09-30 00:00:00+00:00,72.1875,72.1875,70.3125,72.1875,1060,,
1999-10-01 00:00:00+00:00,72.1875,72.1875,70.3125,71.25,1407,,
1999-10-04 00:00:00+00:00,73.125,74.0625,70.3125,71.25,1273,,
1999-10-05 00:00:00+00:00,71.25,74.0625,70.3125,73.59375,853,,
1999-10-06 00:00:00+00:00,70.3125,71.25,65.625,65.625,2453,,
1999-10-07 00:00:00+00:00,65.625,67.5,55.3125,56.25,11513,,
1999-10-08 00:00:00+00:00,67.5,67.5,45.0,60.0,4807,,
1999-10-11 00:00:00+00:00,60.0,61.875,51.5625,56.25,1860,,
1999-10-12 00:00:00+00:00,60.0,61.875,52.5,61.875,3220,,
1999-10-13 00:00:00+00:00,60.0,61.875,58.125,58.125,980,,
1999-10-14 00:00:00+00:00,60.0,61.875,58.125,60.0,1780,,
1999-10-15 00:00:00+00:00,58.125,61.875,58.125,58.125,693,,
1999-10-18 00:00:00+00:00,58.125,61.875,52.5,52.5,2127,,
1999-10-19 00:00:00+00:00,54.375,60.0,52.5,60.0,2033,,
1999-10-20 00:00:00+00:00,60.0,60.0,45.0,52.5,720,,
1999-10-21 00:00:00+00:00,54.375,60.0,52.5,56.25,2527,,
1999-10-22 00:00:00+00:00,52.5,60.0,45.0,54.375,1693,,
1999-10-25 00:00:00+00:00,60.0,60.0,45.0,60.0,393,,
1999-10-26 00:00:00+00:00,60.0,61.875,52.5,52.5,1053,,
1999-10-27 00:00:00+00:00,48.75,60.0,48.75,58.125,1240,,
1999-10-28 00:00:00+00:00,60.0,60.0,52.5,56.25,3013,,
1999-10-29 00:00:00+00:00,60.0,60.0,56.25,56.25,1933,,
1999-11-01 00:00:00+00:00,60.0,60.0,52.5,54.375,1560,,
1999-11-02 00:00:00+00:00,54.375,60.0,52.5,53.4375,2040,,
1999-11-03 00:00:00+00:00,56.25,60.0,52.5,52.96875,1653,,
1999-11-04 00:00:00+00:00,60.0,67.5,46.875,56.25,1173,,
1999-11-05 00:00:00+00:00,52.5,60.0,52.5,52.5,1427,,
1999-11-08 00:00:00+00:00,58.125,60.46875,48.75,60.0,1853,,
1999-11-09 00:00:00+00:00,60.0,60.0,56.25,56.25,2007,,
1999-11-10 00:00:00+00:00,56.25,65.625,56.25,65.625,8693,,
1999-11-11 00:00:00+00:00,61.875,71.25,54.375,67.03125,16827,,
1999-11-12 00:00:00+00:00,61.875,73.125,61.875,73.125,11120,,
1999-11-15 00:00:00+00:00,75.0,76.875,71.25,73.125,8407,,
1999-11-16 00:00:00+00:00,76.875,82.5,74.53125,82.5,7000,,
1999-11-17 00:00:00+00:00,78.75,97.5,75.0,93.75,9600,,
1999-11-18 00:00:00+00:00,97.5,97.5,91.875,93.75,7053,,
1999-11-19 00:00:00+00:00,90.0,97.5,90.0,97.5,5993,,
1999-11-22 00:00:00+00:00,91.875,108.75,91.875,108.75,9380,,
1999-11-23 00:00:00+00:00,108.75,114.375,101.25,112.5,13160,,
1999-11-24 00:00:00+00:00,116.25,118.125,105.0,117.1875,7407,,
1999-11-26 00:00:00+00:00,106.875,117.1875,105.0,112.5,4607,,
1999-11-29 00:00:00+00:00,112.5,120.0,105.0,111.5625,9753,,
1999-11-30 00:00:00+00:00,112.5,112.5,105.0,108.75,6180,,
1999-12-01 00:00:00+00:00,108.75,110.625,91.875,97.5,5500,,
1999-12-02 00:00:00+00:00,112.5,112.5,93.75,108.28125,6667,,
1999-12-03 00:00:00+00:00,108.75,112.5,58.125,110.625,13613,,
1999-12-06 00:00:00+00:00,97.5,114.375,97.5,97.5,7347,,
1999-12-07 00:00:00+00:00,104.0625,106.875,97.5,106.875,3720,,
1999-12-08 00:00:00+00:00,105.0,108.75,97.5,106.875,4900,,
1999-12-09 00:00:00+00:00,99.375,126.09375,97.5,108.75,4847,,
1999-12-10 00:00:00+00:00,110.625,110.625,105.0,108.75,5653,,
1999-12-13 00:00:00+00:00,105.0,114.375,105.0,114.375,8487,,
1999-12-14 00:00:00+00:00,105.0,120.0,105.0,116.25,5473,,
1999-12-15 00:00:00+00:00,116.25,116.25,110.625,116.25,6693,,
1999-12-16 00:00:00+00:00,116.25,120.0,110.625,120.0,7333,,
1999-12-17 00:00:00+00:00,110.625,121.875,110.625,111.5625,9880,,
1999-12-20 00:00:00+00:00,108.75,119.0625,91.875,103.125,11307,,
1999-12-21 00:00:00+00:00,100.3125,111.09375,100.3125,111.09375,7133,,
1999-12-22 00:00:00+00:00,111.09375,113.90625,105.0,108.75,3120,,
1999-12-23 00:00:00+00:00,105.0,113.90625,103.125,109.6875,4440,,
1999-12-27 00:00:00+00:00,109.6875,118.59375,108.75,114.375,3533,,
1999-12-28 00:00:00+00:00,114.375,120.0,110.625,114.375,5747,,
1999-12-29 00:00:00+00:00,116.25,120.0,110.625,116.25,2833,,
1999-12-30 00:00:00+00:00,112.5,120.0,110.625,117.1875,7060,,
1999-12-31 00:00:00+00:00,117.1875,120.0,110.625,117.1875,2360,,
2000-01-03 00:00:00+00:00,114.375,120.0,114.375,116.25,3313,,
2000-01-04 00:00:00+00:00,118.125,120.0,115.3125,116.25,3487,,
2000-01-05 00:00:00+00:00,116.25,120.0,113.4375,114.375,2773,,
2000-01-06 00:00:00+00:00,118.125,119.0625,113.4375,117.1875,1407,,
2000-01-07 00:00:00+00:00,113.4375,117.1875,110.625,117.1875,5813,,
2000-01-10 00:00:00+00:00,117.1875,120.0,108.75,120.0,4927,,
2000-01-11 00:00:00+00:00,118.59375,120.46875,118.59375,119.53125,5447,,
2000-01-12 00:00:00+00:00,120.0,120.0,116.25,116.25,3560,,
2000-01-13 00:00:00+00:00,116.25,118.125,116.25,116.25,933,,
2000-01-14 00:00:00+00:00,116.25,118.125,113.90625,116.25,5480,,
2000-01-18 00:00:00+00:00,116.25,117.65625,116.25,117.65625,3700,,
2000-01-19 00:00:00+00:00,117.1875,132.1875,116.71875,132.1875,11220,,
2000-01-20 00:00:00+00:00,134.0625,183.75,120.0,172.5,22673,,
2000-01-21 00:00:00+00:00,176.25,195.0,157.5,168.75,13020,,
2000-01-24 00:00:00+00:00,176.25,191.25,168.75,178.125,15827,,
2000-01-25 00:00:00+00:00,178.125,179.0625,150.0,160.3125,7313,,
2000-01-26 00:00:00+00:00,157.5,165.0,157.5,161.25,6520,,
2000-01-27 00:00:00+00:00,164.0625,165.0,162.1875,165.0,3887,,
2000-01-28 00:00:00+00:00,164.0625,165.9375,158.4375,163.125,5427,,
2000-01-31 00:00:00+00:00,163.59375,163.59375,156.5625,157.96875,7667,,
2000-02-01 00:00:00+00:00,159.84375,159.84375,155.625,157.5,3667,,
2000-02-02 00:00:00+00:00,157.5,157.5,147.65625,148.125,13747,,
2000-02-03 00:00:00+00:00,153.75,153.75,148.125,150.46875,3253,,
2000-02-04 00:00:00+00:00,149.0625,150.0,148.125,148.125,4067,,
2000-02-07 00:00:00+00:00,153.28125,155.625,148.59375,149.0625,5287,,
2000-02-08 00:00:00+00:00,147.1875,147.1875,144.375,145.3125,2587,,
2000-02-09 00:00:00+00:00,144.375,146.25,138.75,142.5,6027,,
2000-02-10 00:00:00+00:00,142.5,144.375,136.875,142.5,4127,,
2000-02-11 00:00:00+00:00,143.4375,144.375,135.0,138.75,6020,,
2000-02-14 00:00:00+00:00,141.5625,143.4375,141.09375,141.5625,2633,,
2000-02-15 00:00:00+00:00,141.5625,143.4375,131.25,137.8125,10767,,
2000-02-16 00:00:00+00:00,142.5,161.25,138.75,157.5,11200,,
2000-02-17 00:00:00+00:00,161.25,195.0,159.375,183.75,15347,,
2000-02-18 00:00:00+00:00,183.75,196.875,174.375,184.453125,13987,,
2000-02-22 00:00:00+00:00,184.6875,211.875,180.0,208.125,10633,,
2000-02-23 00:00:00+00:00,224.0625,279.375,224.0625,251.25,18813,,
2000-02-24 00:00:00+00:00,262.5,271.875,255.0,270.0,10740,,
2000-02-25 00:00:00+00:00,266.25,285.0,266.25,271.875,12280,,
2000-02-28 00:00:00+00:00,273.75,279.375,271.875,276.5625,6827,,
2000-02-29 00:00:00+00:00,278.4375,300.0,276.5625,296.25,8760,,
2000-03-01 00:00:00+00:00,296.25,324.375,295.3125,309.375,12193,,
2000-03-02 00:00:00+00:00,303.75,320.625,285.0,286.875,6453,,
2000-03-03 00:00:00+00:00,300.0,313.125,298.125,311.25,7813,,
2000-03-06 00:00:00+00:00,315.0,360.0,311.25,360.0,13860,,
2000-03-07 00:00:00+00:00,373.125,600.0,373.125,478.125,17660,,
2000-03-08 00:00:00+00:00,675.0,675.0,450.0,465.0,31487,,
2000-03-09 00:00:00+00:00,466.875,480.0,360.0,415.3125,18547,,
2000-03-10 00:00:00+00:00,416.25,476.25,415.3125,435.0,13373,,
2000-03-13 00:00:00+00:00,420.0,420.0,375.0,395.625,7367,,
2000-03-14 00:00:00+00:00,420.0,431.25,339.375,345.0,7673,,
2000-03-15 00:00:00+00:00,345.0,360.0,270.0,296.25,11167,,
2000-03-16 00:00:00+00:00,296.25,300.0,232.5,279.375,15773,,
2000-03-17 00:00:00+00:00,274.21875,284.0625,255.0,283.125,5340,,
2000-03-20 00:00:00+00:00,285.0,311.25,270.0,307.5,5540,,
2000-03-21 00:00:00+00:00,298.125,301.875,255.0,297.1875,5940,,
2000-03-22 00:00:00+00:00,286.40625,299.0625,277.5,285.0,3840,,
2000-03-23 00:00:00+00:00,285.9375,286.875,255.0,270.0,4053,,
2000-03-24 00:00:00+00:00,264.375,267.1875,242.8125,255.0,6507,,
2000-03-27 00:00:00+00:00,249.375,249.375,218.4375,225.0,14053,,
2000-03-28 00:00:00+00:00,225.9375,252.1875,225.0,243.75,10073,,
2000-03-29 00:00:00+00:00,279.375,295.3125,251.25,270.0,11533,,
2000-03-30 00:00:00+00:00,309.375,341.25,288.75,330.9375,19480,,
2000-03-31 00:00:00+00:00,341.25,358.125,320.625,331.875,9373,,
2000-04-03 00:00:00+00:00,337.5,339.375,285.0,292.5,7927,,
2000-04-04 00:00:00+00:00,296.25,333.75,206.25,268.125,13693,,
2000-04-05 00:00:00+00:00,240.0,282.1875,225.0,260.625,8067,,
2000-04-06 00:00:00+00:00,277.5,294.375,262.5,285.0,6093,,
2000-04-07 00:00:00+00:00,300.0,307.5,278.4375,290.625,4280,,
2000-04-10 00:00:00+00:00,278.4375,292.5,271.875,281.25,1640,,
2000-04-11 00:00:00+00:00,277.5,277.5,241.875,247.5,4020,,
2000-04-12 00:00:00+00:00,240.9375,247.5,228.75,231.5625,9827,,
2000-04-13 00:00:00+00:00,230.625,243.75,225.0,240.0,3447,,
2000-04-14 00:00:00+00:00,240.0,240.0,186.5625,209.0625,11720,,
2000-04-17 00:00:00+00:00,199.6875,206.25,157.5,168.75,15273,,
2000-04-18 00:00:00+00:00,168.75,228.75,168.75,195.0,7013,,
2000-04-19 00:00:00+00:00,196.875,199.6875,195.0,196.875,3567,,
2000-04-20 00:00:00+00:00,196.875,220.3125,195.0,197.8125,4500,,
2000-04-24 00:00:00+00:00,191.25,195.9375,157.5,176.25,5500,,
2000-04-25 00:00:00+00:00,200.625,217.5,186.5625,201.5625,6060,,
2000-04-26 00:00:00+00:00,204.375,210.0,201.5625,202.5,2527,,
2000-04-27 00:00:00+00:00,210.0,216.5625,196.875,209.0625,3813,,
2000-04-28 00:00:00+00:00,215.625,243.75,214.6875,232.5,4473,,
2000-05-01 00:00:00+00:00,240.0,262.5,240.0,256.875,3907,,
2000-05-02 00:00:00+00:00,258.75,260.625,247.5,258.75,3420,,
2000-05-03 00:00:00+00:00,256.40625,261.5625,225.9375,241.875,3740,,
2000-05-04 00:00:00+00:00,236.25,241.875,232.5,232.5,2293,,
2000-05-05 00:00:00+00:00,232.5,244.6875,232.5,239.0625,2053,,
2000-05-08 00:00:00+00:00,240.0,242.8125,225.9375,231.5625,2073,,
2000-05-09 00:00:00+00:00,245.625,246.5625,213.75,232.5,6400,,
2000-05-10 00:00:00+00:00,238.125,244.6875,210.0,217.5,3247,,
2000-05-11 00:00:00+00:00,221.25,240.0,221.25,228.75,2200,,
2000-05-12 00:00:00+00:00,231.5625,234.375,216.5625,224.0625,1067,,
2000-05-15 00:00:00+00:00,225.0,228.75,195.0,212.8125,2147,,
2000-05-16 00:00:00+00:00,218.4375,219.375,206.25,207.1875,1993,,
2000-05-17 00:00:00+00:00,195.0,200.625,187.5,194.0625,2847,,
2000-05-18 00:00:00+00:00,191.25,210.0,189.375,189.375,2340,,
2000-05-19 00:00:00+00:00,189.375,191.25,176.25,189.375,2727,,
2000-05-22 00:00:00+00:00,187.5,189.375,168.75,181.875,3013,,
2000-05-23 00:00:00+00:00,180.0,180.0,168.75,173.4375,1113,,
2000-05-24 00:00:00+00:00,169.6875,176.25,165.0,168.75,2180,,
2000-05-25 00:00:00+00:00,174.375,174.375,168.75,169.6875,1567,,
2000-05-26 00:00:00+00:00,170.625,170.625,135.0,141.5625,7127,,
2000-05-30 00:00:00+00:00,143.4375,151.875,142.03125,149.53125,6853,,
2000-05-31 00:00:00+00:00,151.40625,151.40625,146.25,147.1875,1673,,
2000-06-01 00:00:00+00:00,147.1875,150.0,141.5625,144.375,2800,,
2000-06-02 00:00:00+00:00,149.0625,174.375,144.375,170.625,4740,,
2000-06-05 00:00:00+00:00,179.0625,183.75,170.625,176.25,8087,,
2000-06-06 00:00:00+00:00,195.0,210.0,193.125,198.75,16093,,
2000-06-07 00:00:00+00:00,200.625,202.5,176.25,191.25,5047,,
2000-06-08 00:00:00+00:00,195.0,196.875,186.5625,189.375,2500,,
2000-06-09 00:00:00+00:00,191.25,195.0,185.625,189.375,3180,,
2000-06-12 00:00:00+00:00,187.5,188.4375,180.0,180.0,2093,,
2000-06-13 00:00:00+00:00,175.3125,175.3125,150.9375,165.9375,6500,,
2000-06-14 00:00:00+00:00,165.9375,165.9375,157.5,165.0,1780,,
2000-06-15 00:00:00+00:00,160.3125,163.125,157.5,159.375,1093,,
2000-06-16 00:00:00+00:00,157.5,161.25,150.0,156.5625,2100,,
2000-06-19 00:00:00+00:00,156.5625,156.5625,148.125,150.0,1433,,
2000-06-20 00:00:00+00:00,150.0,156.5625,150.0,153.75,727,,
2000-06-21 00:00:00+00:00,152.8125,152.8125,148.125,150.9375,2253,,
2000-06-22 00:00:00+00:00,156.09375,156.09375,146.25,148.125,1793,,
2000-06-23 00:00:00+00:00,150.0,152.8125,144.375,150.0,3640,,
2000-06-26 00:00:00+00:00,150.0,150.0,144.375,150.0,873,,
2000-06-27 00:00:00+00:00,146.25,148.125,144.375,144.375,867,,
2000-06-28 00:00:00+00:00,144.375,146.25,135.0,136.875,4680,,
2000-06-29 00:00:00+00:00,143.4375,144.375,140.625,143.4375,2587,,
2000-06-30 00:00:00+00:00,142.96875,150.0,135.0,137.8125,1707,,
2000-07-03 00:00:00+00:00,135.9375,136.875,124.6875,133.125,2013,,
2000-07-05 00:00:00+00:00,127.5,136.875,113.4375,121.875,3907,,
2000-07-06 00:00:00+00:00,122.8125,125.625,110.625,114.375,3127,,
2000-07-07 00:00:00+00:00,112.5,120.0,105.0,118.125,11113,,
2000-07-10 00:00:00+00:00,120.0,123.75,113.4375,113.4375,3873,,
2000-07-11 00:00:00+00:00,120.0,120.0,113.4375,113.4375,1593,,
2000-07-12 00:00:00+00:00,119.0625,120.0,112.5,116.25,3607,,
2000-07-13 00:00:00+00:00,118.125,122.8125,116.25,117.1875,6487,,
