date,ASMB_Open,ASMB_High,ASMB_Low,ASMB_Close,ASMB_Volume,ASMB_Dividends,ASMB_Stock Splits
2010-12-17 00:00:00+00:00,462.6000061035156,462.6000061035156,375.0,378.0,3257,,
2010-12-20 00:00:00+00:00,405.0,405.0,372.6000061035156,378.0,1147,,
2010-12-21 00:00:00+00:00,375.0,387.0,375.0,375.0,863,,
2010-12-22 00:00:00+00:00,378.0,378.0,360.0,363.0,1928,,
2010-12-23 00:00:00+00:00,366.0,378.0,360.0,378.0,1020,,
2010-12-27 00:00:00+00:00,378.0,381.6000061035156,372.0,377.3999938964844,262,,
2010-12-28 00:00:00+00:00,375.0,384.0,360.0,379.7999877929688,352,,
2010-12-29 00:00:00+00:00,375.0,381.6000061035156,375.0,381.0,42,,
2010-12-30 00:00:00+00:00,387.0,387.0,379.2000122070313,379.2000122070313,38,,
2010-12-31 00:00:00+00:00,382.7999877929688,450.0,379.2000122070313,397.2000122070313,553,,
2011-01-03 00:00:00+00:00,402.0,447.0,402.0,408.0,78,,
2011-01-04 00:00:00+00:00,378.0,420.0,378.0,391.7999877929688,460,,
2011-01-05 00:00:00+00:00,397.7999877929688,435.0,384.0,396.0,195,,
2011-01-06 00:00:00+00:00,402.0,435.0,384.0,420.0,232,,
2011-01-07 00:00:00+00:00,396.6000061035156,412.7999877929688,390.0,412.7999877929688,230,,
2011-01-10 00:00:00+00:00,420.0,420.0,378.0,387.0,358,,
2011-01-11 00:00:00+00:00,379.7999877929688,411.0,379.7999877929688,390.0,75,,
2011-01-12 00:00:00+00:00,378.0,396.0,378.0,388.7999877929688,122,,
2011-01-13 00:00:00+00:00,394.7999877929688,409.2000122070313,378.6000061035156,408.0,25,,
2011-01-14 00:00:00+00:00,395.3999938964844,396.0,384.0,384.0,48,,
2011-01-18 00:00:00+00:00,378.6000061035156,400.7999877929688,378.0,387.0,437,,
2011-01-19 00:00:00+00:00,387.0,393.0,387.0,390.0,43,,
2011-01-20 00:00:00+00:00,389.3999938964844,389.3999938964844,357.0,374.3999938964844,163,,
2011-01-21 00:00:00+00:00,374.3999938964844,374.3999938964844,345.0,360.0,447,,
2011-01-24 00:00:00+00:00,359.3999938964844,390.0,353.3999938964844,385.2000122070313,777,,
2011-01-25 00:00:00+00:00,402.0,405.0,382.2000122070313,385.7999877929688,458,,
2011-01-26 00:00:00+00:00,384.0,390.0,375.0,384.6000061035156,498,,
2011-01-27 00:00:00+00:00,387.0,387.0,378.0,386.3999938964844,52,,
2011-01-28 00:00:00+00:00,378.0,378.6000061035156,378.0,378.6000061035156,48,,
2011-01-31 00:00:00+00:00,384.0,384.0,357.0,367.2000122070313,662,,
2011-02-01 00:00:00+00:00,363.0,369.0,363.0,368.3999938964844,197,,
2011-02-02 00:00:00+00:00,389.3999938964844,390.0,360.0,360.0,373,,
2011-02-03 00:00:00+00:00,384.0,387.0,366.0,372.0,158,,
2011-02-04 00:00:00+00:00,386.3999938964844,387.0,375.6000061035156,378.6000061035156,275,,
2011-02-07 00:00:00+00:00,378.0,385.7999877929688,375.0,385.2000122070313,163,,
2011-02-08 00:00:00+00:00,378.0,387.0,372.0,372.6000061035156,255,,
2011-02-09 00:00:00+00:00,382.2000122070313,382.2000122070313,360.0,370.2000122070313,712,,
2011-02-10 00:00:00+00:00,366.0,381.0,366.0,379.2000122070313,223,,
2011-02-11 00:00:00+00:00,375.0,387.0,372.0,387.0,458,,
2011-02-14 00:00:00+00:00,378.0,393.0,372.6000061035156,380.3999938964844,232,,
2011-02-15 00:00:00+00:00,386.3999938964844,393.0,381.0,393.0,435,,
2011-02-16 00:00:00+00:00,393.0,400.2000122070313,381.0,393.0,507,,
2011-02-17 00:00:00+00:00,394.2000122070313,405.6000061035156,381.0,405.6000061035156,233,,
2011-02-18 00:00:00+00:00,415.2000122070313,434.3999938964844,396.6000061035156,429.0,1063,,
2011-02-22 00:00:00+00:00,433.2000122070313,433.2000122070313,408.0,423.0,1362,,
2011-02-23 00:00:00+00:00,432.0,438.0,428.3999938964844,434.3999938964844,633,,
2011-02-24 00:00:00+00:00,434.3999938964844,447.0,420.6000061035156,447.0,295,,
2011-02-25 00:00:00+00:00,449.3999938964844,464.3999938964844,441.0,459.0,697,,
2011-02-28 00:00:00+00:00,455.3999938964844,474.0,455.3999938964844,474.0,280,,
2011-03-01 00:00:00+00:00,583.7999877929688,599.4000244140625,494.3999938964844,570.0,1397,,
2011-03-02 00:00:00+00:00,599.4000244140625,599.4000244140625,540.5999755859375,564.0,632,,
2011-03-03 00:00:00+00:00,557.4000244140625,562.2000122070312,540.0,552.0,263,,
2011-03-04 00:00:00+00:00,558.0,570.0,540.0,567.0,662,,
2011-03-07 00:00:00+00:00,575.4000244140625,575.4000244140625,532.7999877929688,533.4000244140625,365,,
2011-03-08 00:00:00+00:00,555.0,556.7999877929688,532.7999877929688,556.7999877929688,957,,
2011-03-09 00:00:00+00:00,564.0,584.4000244140625,546.0,582.0,1358,,
2011-03-10 00:00:00+00:00,574.7999877929688,660.0,563.4000244140625,642.0,912,,
2011-03-11 00:00:00+00:00,639.5999755859375,660.0,612.0,630.0,677,,
2011-03-14 00:00:00+00:00,628.7999877929688,658.7999877929688,612.0,648.0,790,,
2011-03-15 00:00:00+00:00,660.0,717.5999755859375,630.0,659.4000244140625,628,,
2011-03-16 00:00:00+00:00,653.4000244140625,660.0,630.0,642.5999755859375,803,,
2011-03-17 00:00:00+00:00,648.0,654.0,636.0,642.0,555,,
2011-03-18 00:00:00+00:00,651.5999755859375,654.5999755859375,627.0,627.0,498,,
2011-03-21 00:00:00+00:00,625.2000122070312,653.4000244140625,569.4000244140625,584.4000244140625,762,,
2011-03-22 00:00:00+00:00,566.4000244140625,627.0,523.2000122070312,600.5999755859375,1470,,
2011-03-23 00:00:00+00:00,570.0,630.0,570.0,630.0,867,,
2011-03-24 00:00:00+00:00,630.0,654.0,630.0,649.7999877929688,443,,
2011-03-25 00:00:00+00:00,658.2000122070312,658.2000122070312,630.0,633.0,825,,
2011-03-28 00:00:00+00:00,628.2000122070312,628.2000122070312,607.2000122070312,621.5999755859375,188,,
2011-03-29 00:00:00+00:00,625.2000122070312,646.7999877929688,612.0,625.2000122070312,395,,
2011-03-30 00:00:00+00:00,617.4000244140625,630.0,613.2000122070312,619.7999877929688,207,,
2011-03-31 00:00:00+00:00,659.4000244140625,718.7999877929688,630.0,711.0,1845,,
2011-04-01 00:00:00+00:00,735.0,762.0,705.0,738.5999755859375,2233,,
2011-04-04 00:00:00+00:00,756.5999755859375,846.0,744.0,840.0,3527,,
2011-04-05 00:00:00+00:00,900.0,900.0,796.7999877929688,841.2000122070312,1162,,
2011-04-06 00:00:00+00:00,819.0,844.2000122070312,780.5999755859375,794.4000244140625,1007,,
2011-04-07 00:00:00+00:00,802.2000122070312,829.7999877929688,801.5999755859375,819.5999755859375,523,,
2011-04-08 00:00:00+00:00,819.5999755859375,820.7999877929688,787.2000122070312,794.4000244140625,455,,
2011-04-11 00:00:00+00:00,781.7999877929688,781.7999877929688,727.2000122070312,754.2000122070312,1218,,
2011-04-12 00:00:00+00:00,736.7999877929688,760.2000122070312,675.0,684.5999755859375,893,,
2011-04-13 00:00:00+00:00,679.7999877929688,755.4000244140625,661.2000122070312,751.7999877929688,1158,,
2011-04-14 00:00:00+00:00,760.2000122070312,774.0,751.7999877929688,774.0,398,,
2011-04-15 00:00:00+00:00,776.4000244140625,894.0,712.2000122070312,870.0,1355,,
2011-04-18 00:00:00+00:00,874.2000122070312,924.0,864.0,883.2000122070312,1777,,
2011-04-19 00:00:00+00:00,903.0,903.0,885.5999755859375,900.0,645,,
2011-04-20 00:00:00+00:00,930.5999755859376,945.0,884.4000244140625,901.2000122070312,608,,
2011-04-21 00:00:00+00:00,900.0,940.7999877929688,900.0,927.0,298,,
2011-04-25 00:00:00+00:00,915.0,960.0,908.4000244140624,946.2000122070312,998,,
2011-04-26 00:00:00+00:00,936.5999755859376,1047.0,936.5999755859376,1020.0,1593,,
2011-04-27 00:00:00+00:00,1020.0,1050.5999755859375,1005.5999755859376,1014.0,942,,
2011-04-28 00:00:00+00:00,1009.2000122070312,1032.0,1001.4000244140624,1011.0,307,,
2011-04-29 00:00:00+00:00,1020.0,1041.5999755859375,1011.0,1029.0,567,,
2011-05-02 00:00:00+00:00,1044.0,1044.0,1020.0,1020.0,787,,
2011-05-03 00:00:00+00:00,1020.0,1198.199951171875,1020.0,1146.0,3682,,
2011-05-04 00:00:00+00:00,1160.4000244140625,1197.0,1050.0,1162.800048828125,1700,,
2011-05-05 00:00:00+00:00,1165.199951171875,1260.0,1162.800048828125,1198.800048828125,1338,,
2011-05-06 00:00:00+00:00,1203.5999755859375,1257.0,1188.0,1209.5999755859375,383,,
2011-05-09 00:00:00+00:00,1224.5999755859375,1260.0,1200.0,1215.0,790,,
2011-05-10 00:00:00+00:00,1216.800048828125,1257.0,1155.5999755859375,1182.0,750,,
2011-05-11 00:00:00+00:00,1197.0,1197.0,1068.5999755859375,1116.0,1187,,
2011-05-12 00:00:00+00:00,1122.5999755859375,1153.800048828125,1113.0,1137.5999755859375,347,,
2011-05-13 00:00:00+00:00,1158.0,1181.4000244140625,1140.0,1150.199951171875,532,,
2011-05-16 00:00:00+00:00,1168.199951171875,1168.199951171875,1035.5999755859375,1047.5999755859375,900,,
