date,VIRC_Open,VIRC_High,VIRC_Low,VIRC_Close,VIRC_Volume,VIRC_Dividends,VIRC_Stock Splits
1980-03-18 00:00:00+00:00,0.0,1.0602439641952517,1.0602439641952517,0.6830152273178101,1945,0.0,
1980-03-19 00:00:00+00:00,1.0602439641952517,1.0602439641952517,1.0602439641952517,0.6830152273178101,0,0.0,
1980-03-20 00:00:00+00:00,1.0602439641952517,1.0602439641952517,1.0602439641952517,0.6830152273178101,0,0.0,
1980-03-21 00:00:00+00:00,0.0,1.0602439641952517,1.0602439641952517,0.6830152273178101,7392,0.0,
1980-03-24 00:00:00+00:00,0.0,1.0281150341033936,1.0281150341033936,0.6623175740242004,1945,0.0,
1980-03-25 00:00:00+00:00,0.0,1.0281150341033936,1.0281150341033936,0.6623175740242004,22955,0.0,
1980-03-26 00:00:00+00:00,0.0,1.0281150341033936,1.0281150341033936,0.6623175740242004,1556,0.0,
1980-03-27 00:00:00+00:00,0.0,1.0281150341033936,0.9638580083847046,0.6209229230880737,1167,0.0,
1980-03-28 00:00:00+00:00,0.0,0.9959869980812072,0.8353440165519714,0.5381335616111755,14006,0.0,
1980-03-31 00:00:00+00:00,0.0,0.8674719929695129,0.8032150268554688,0.5588304400444031,1167,0.0,
1980-04-01 00:00:00+00:00,0.0,0.8353440165519714,0.8032150268554688,0.5381335616111755,3891,0.0,
1980-04-02 00:00:00+00:00,0.0,0.8032150268554688,0.8032150268554688,0.5174357295036316,1945,0.0,
1980-04-03 00:00:00+00:00,0.0,0.8032150268554688,0.7068290114402771,0.4967384040355682,282459,0.0,
1980-04-07 00:00:00+00:00,0.0,0.7389580011367798,0.7389580011367798,0.4760408401489258,2334,0.0,
1980-04-08 00:00:00+00:00,0.0,0.8353440165519714,0.7710869908332825,0.5381335616111755,4280,0.0,
1980-04-09 00:00:00+00:00,0.8353440165519714,0.8353440165519714,0.8353440165519714,0.5381335616111755,0,0.0,
1980-04-10 00:00:00+00:00,0.0,0.8032150268554688,0.8032150268554688,0.5174357295036316,1945,0.0,
1980-04-11 00:00:00+00:00,0.0,0.8032150268554688,0.8032150268554688,0.5174357295036316,1556,0.0,
1980-04-14 00:00:00+00:00,0.8032150268554688,0.8032150268554688,0.8032150268554688,0.5174357295036316,0,0.0,
1980-04-15 00:00:00+00:00,0.0,0.7710869908332825,0.7710869908332825,0.4967384040355682,3891,0.0,
1980-04-16 00:00:00+00:00,0.0,0.8032150268554688,0.8032150268554688,0.5174357295036316,778,0.0,
1980-04-17 00:00:00+00:00,0.0,0.8032150268554688,0.8032150268554688,0.5174357295036316,389,0.0,
1980-04-18 00:00:00+00:00,0.0,0.8032150268554688,0.8032150268554688,0.5174357295036316,3891,0.0,
