date,NEGG_Open,NEGG_High,NEGG_Low,NEGG_Close,NEGG_Volume,NEGG_Dividends,NEGG_Stock Splits
2010-04-22 00:00:00+00:00,82.08000183105469,101.5199966430664,82.0,100.63999938964844,173225,,
2010-04-23 00:00:00+00:00,99.1999969482422,107.76000213623048,96.87999725341795,99.12000274658205,40588,,
2010-04-26 00:00:00+00:00,103.04000091552734,103.04000091552734,88.87999725341797,92.72000122070312,40150,,
2010-04-27 00:00:00+00:00,91.1999969482422,97.5999984741211,86.4000015258789,96.0,24925,,
2010-04-28 00:00:00+00:00,96.0,96.0,90.63999938964844,91.1999969482422,4425,,
2010-04-29 00:00:00+00:00,90.72000122070312,92.0,86.4000015258789,87.27999877929688,4550,,
2010-04-30 00:00:00+00:00,92.0,98.0,83.19999694824219,84.80000305175781,8063,,
2010-05-03 00:00:00+00:00,86.16000366210938,86.4800033569336,80.4800033569336,80.4800033569336,4513,,
2010-05-04 00:00:00+00:00,80.31999969482422,81.5199966430664,65.68000030517578,69.5999984741211,18525,,
2010-05-05 00:00:00+00:00,67.36000061035156,75.83999633789062,67.36000061035156,72.16000366210938,8313,,
2010-05-06 00:00:00+00:00,70.4000015258789,71.19999694824219,66.08000183105469,69.5999984741211,2575,,
2010-05-07 00:00:00+00:00,67.44000244140625,69.5999984741211,64.4800033569336,67.04000091552734,2863,,
2010-05-10 00:00:00+00:00,65.68000030517578,67.5199966430664,64.63999938964844,64.87999725341797,1150,,
2010-05-11 00:00:00+00:00,64.80000305175781,66.0,63.27999877929688,66.0,3075,,
2010-05-12 00:00:00+00:00,66.4000015258789,67.68000030517578,64.16000366210938,67.68000030517578,4200,,
2010-05-13 00:00:00+00:00,67.44000244140625,67.5199966430664,65.04000091552734,66.0,663,,
2010-05-14 00:00:00+00:00,67.76000213623047,72.0,66.4800033569336,69.5999984741211,3825,,
2010-05-17 00:00:00+00:00,69.5199966430664,69.5999984741211,66.4000015258789,67.19999694824219,913,,
