date,IMCV_Open,IMCV_High,IMCV_Low,IMCV_Close,IMCV_Volume,IMCV_Dividends,IMCV_Stock Splits
2004-07-13 00:00:00+00:00,19.803333282470703,19.83666610717773,19.803333282470703,12.312559127807615,11400,0.0,
2004-07-14 00:00:00+00:00,19.76000022888184,19.850000381469727,19.76000022888184,12.306350708007812,8400,0.0,
2004-07-15 00:00:00+00:00,19.83666610717773,19.88333320617676,19.83666610717773,12.347752571105955,600,0.0,
2004-07-16 00:00:00+00:00,19.933332443237305,19.933332443237305,19.88999938964844,12.372588157653809,5100,0.0,
2004-07-19 00:00:00+00:00,19.87666702270508,19.87666702270508,19.850000381469727,12.32705020904541,3300,0.0,
2004-07-20 00:00:00+00:00,19.893333435058597,19.98666763305664,19.88999938964844,12.411924362182615,5400,0.0,
2004-07-21 00:00:00+00:00,20.049999237060547,20.07999992370605,19.88333320617676,12.347752571105955,10200,0.0,
2004-07-22 00:00:00+00:00,19.676666259765625,19.676666259765625,19.49333381652832,12.1655855178833,5100,0.0,
2004-07-23 00:00:00+00:00,19.446666717529297,19.483333587646484,19.440000534057617,12.072434425354004,2400,0.0,
2004-07-26 00:00:00+00:00,19.38333320617676,19.38333320617676,19.38333320617676,12.03724193572998,600,0.0,
2004-07-27 00:00:00+00:00,19.440000534057617,19.479999542236328,19.413333892822266,12.097275733947754,3300,0.0,
2004-07-28 00:00:00+00:00,19.48666763305664,19.59333229064941,19.36666679382324,12.14488697052002,122100,0.0,
2004-07-29 00:00:00+00:00,19.643333435058597,19.703332901000977,19.643333435058597,12.235969543457031,600,0.0,
2004-07-30 00:00:00+00:00,19.683332443237305,19.703332901000977,19.683332443237305,12.235969543457031,5100,0.0,
2004-08-02 00:00:00+00:00,19.700000762939453,19.76000022888184,19.656667709350582,12.271162033081056,3000,0.0,
2004-08-03 00:00:00+00:00,19.780000686645508,19.780000686645508,19.76000022888184,12.271162033081056,1500,0.0,
2004-08-04 00:00:00+00:00,19.733333587646484,19.733333587646484,19.726667404174805,12.250455856323242,1200,0.0,
2004-08-05 00:00:00+00:00,19.56333351135254,19.56333351135254,19.38999938964844,12.043456077575684,2700,0.0,
2004-08-06 00:00:00+00:00,19.296667098999023,19.296667098999023,19.19333267211914,11.9192533493042,4500,0.0,
2004-08-09 00:00:00+00:00,19.21666717529297,19.23666763305664,19.21666717529297,11.933746337890623,2700,0.0,
2004-08-10 00:00:00+00:00,19.31666755676269,19.416667938232425,19.31666755676269,12.057953834533691,5400,0.0,
2004-08-11 00:00:00+00:00,19.350000381469727,19.350000381469727,19.270000457763672,11.989631652832031,21000,0.0,
2004-08-12 00:00:00+00:00,19.296667098999023,19.296667098999023,19.270000457763672,11.96686553955078,2100,0.0,
2004-08-13 00:00:00+00:00,19.206666946411133,19.206666946411133,19.206666946411133,11.92753791809082,5100,0.0,
2004-08-16 00:00:00+00:00,19.5,19.50666618347168,19.48666763305664,12.103487014770508,4500,0.0,
2004-08-17 00:00:00+00:00,19.63999938964844,19.63999938964844,19.56999969482422,12.155241012573242,18600,0.0,
2004-08-18 00:00:00+00:00,19.663333892822266,19.786666870117188,19.663333892822266,12.287714958190918,13500,0.0,
2004-08-19 00:00:00+00:00,19.739999771118164,19.753332138061523,19.739999771118164,12.267022132873535,10200,0.0,
2004-08-20 00:00:00+00:00,19.786666870117188,19.84333229064941,19.780000686645508,12.314626693725586,11700,0.0,
2004-08-23 00:00:00+00:00,19.8799991607666,19.8799991607666,19.773332595825195,12.279437065124512,21900,0.0,
2004-08-24 00:00:00+00:00,19.76666641235352,19.803333282470703,19.76666641235352,12.29807472229004,4200,0.0,
2004-08-25 00:00:00+00:00,19.81333351135254,19.899999618530277,19.81333351135254,12.358098983764648,6000,0.0,
2004-08-26 00:00:00+00:00,19.940000534057617,19.956666946411133,19.933332443237305,12.393292427062988,6900,0.0,
