date,OMAB_Open,OMAB_High,OMAB_Low,OMAB_Close,OMAB_Volume,OMAB_Dividends,OMAB_Stock Splits
2006-11-29 00:00:00+00:00,22.0,22.5,20.809999465942383,8.951603889465332,12208800,0.0,
2006-11-30 00:00:00+00:00,21.280000686645508,21.850000381469727,21.0,9.252132415771484,1883400,0.0,
2006-12-01 00:00:00+00:00,21.850000381469727,22.25,21.290000915527344,9.53120231628418,777800,0.0,
2006-12-04 00:00:00+00:00,22.200000762939453,22.200000762939453,21.559999465942383,9.475388526916504,960800,0.0,
2006-12-05 00:00:00+00:00,21.780000686645508,22.1299991607666,21.780000686645508,9.44533348083496,675000,0.0,
2006-12-06 00:00:00+00:00,21.850000381469727,21.93000030517578,21.520000457763672,9.316534996032717,945600,0.0,
2006-12-07 00:00:00+00:00,21.36000061035156,21.93000030517578,21.36000061035156,9.402403831481934,657200,0.0,
2006-12-08 00:00:00+00:00,21.96999931335449,22.020000457763672,21.75,9.402403831481934,775100,0.0,
2006-12-11 00:00:00+00:00,21.959999084472656,22.0,21.899999618530277,9.44533348083496,357200,0.0,
2006-12-12 00:00:00+00:00,21.75,21.899999618530277,21.690000534057617,9.316534996032717,236100,0.0,
2006-12-13 00:00:00+00:00,21.729999542236328,21.88999938964844,21.18000030517578,9.183439254760742,266300,0.0,
2006-12-14 00:00:00+00:00,21.200000762939453,21.770000457763672,21.200000762939453,9.337998390197754,241200,0.0,
2006-12-15 00:00:00+00:00,21.200000762939453,22.100000381469727,21.200000762939453,9.337998390197754,315300,0.0,
2006-12-18 00:00:00+00:00,21.239999771118164,21.75,21.209999084472656,9.23496150970459,363100,0.0,
2006-12-19 00:00:00+00:00,21.26000022888184,21.399999618530277,20.920000076293945,9.015998840332031,302400,0.0,
2006-12-20 00:00:00+00:00,21.88999938964844,21.88999938964844,21.01000022888184,9.131922721862791,164400,0.0,
2006-12-21 00:00:00+00:00,21.299999237060547,21.309999465942383,20.959999084472656,9.05893611907959,114300,0.0,
2006-12-22 00:00:00+00:00,21.040000915527344,21.06999969482422,20.850000381469727,9.033174514770508,79000,0.0,
2006-12-26 00:00:00+00:00,20.920000076293945,21.6200008392334,20.809999465942383,9.204906463623049,57000,0.0,
2006-12-27 00:00:00+00:00,21.51000022888184,22.43000030517578,21.5,9.475388526916504,453400,0.0,
2006-12-28 00:00:00+00:00,21.700000762939453,22.75,21.700000762939453,9.57843017578125,184200,0.0,
2006-12-29 00:00:00+00:00,22.170000076293945,22.71999931335449,22.170000076293945,9.556962013244627,119100,0.0,
2007-01-03 00:00:00+00:00,22.049999237060547,23.149999618530277,22.049999237060547,9.870372772216797,567600,0.0,
2007-01-04 00:00:00+00:00,22.780000686645508,23.25,22.59000015258789,9.939067840576172,292400,0.0,
2007-01-05 00:00:00+00:00,23.239999771118164,23.420000076293945,22.51000022888184,9.994879722595217,288000,0.0,
2007-01-08 00:00:00+00:00,23.440000534057617,24.790000915527344,23.309999465942383,10.089336395263672,501400,0.0,
2007-01-09 00:00:00+00:00,22.989999771118164,23.61000061035156,22.5,9.702933311462402,571200,0.0,
2007-01-10 00:00:00+00:00,22.65999984741211,22.81999969482422,21.51000022888184,9.38093376159668,542000,0.0,
2007-01-11 00:00:00+00:00,22.26000022888184,23.0,21.6299991607666,9.72439956665039,877800,0.0,
