date,GABC_Open,GABC_High,GABC_Low,GABC_Close,GABC_Volume,GABC_Dividends,GABC_Stock Splits
1993-05-21 00:00:00+00:00,5.013625144958496,5.443364143371582,5.013625144958496,2.145725011825561,50961,0.0,
1993-05-24 00:00:00+00:00,5.228495121002197,5.443364143371582,5.228495121002197,2.211187601089477,9075,0.0,
1993-05-25 00:00:00+00:00,5.586610794067383,5.586610794067383,5.1568708419799805,2.1529979705810547,8377,0.0,
1993-05-26 00:00:00+00:00,5.586610794067383,5.586610794067383,5.586610794067383,2.2693774700164795,698,0.0,
1993-05-27 00:00:00+00:00,5.30011796951294,5.30011796951294,5.30011796951294,2.1529979705810547,698,0.0,
1993-05-28 00:00:00+00:00,5.30011796951294,5.30011796951294,5.30011796951294,2.1529979705810547,0,0.0,
1993-06-01 00:00:00+00:00,5.586610794067383,5.586610794067383,5.586610794067383,2.2693774700164795,8377,0.0,
1993-06-02 00:00:00+00:00,5.729856967926025,5.729856967926025,5.443364143371582,2.211187601089477,36301,0.0,
1993-06-03 00:00:00+00:00,5.873103141784668,6.016349792480469,5.873103141784668,2.4439456462860107,2792,0.0,
1993-06-04 00:00:00+00:00,6.016349792480469,6.016349792480469,6.016349792480469,2.4439456462860107,0,0.0,
1993-06-07 00:00:00+00:00,6.016349792480469,6.016349792480469,6.016349792480469,2.4439456462860107,0,0.0,
1993-06-08 00:00:00+00:00,6.016349792480469,6.016349792480469,6.016349792480469,2.4439456462860107,0,0.0,
1993-06-09 00:00:00+00:00,6.016349792480469,6.016349792480469,6.016349792480469,2.4439456462860107,2094,0.0,
1993-06-10 00:00:00+00:00,6.016349792480469,6.016349792480469,5.729856967926025,2.327566146850586,11868,0.0,
1993-06-11 00:00:00+00:00,6.159595966339111,6.159595966339111,6.159595966339111,2.5021331310272217,698,0.0,
1993-06-14 00:00:00+00:00,6.159595966339111,6.159595966339111,6.159595966339111,2.5021331310272217,0,0.0,
1993-06-15 00:00:00+00:00,6.159595966339111,6.159595966339111,6.159595966339111,2.5021331310272217,2094,0.0,
1993-06-16 00:00:00+00:00,6.159595966339111,6.159595966339111,6.159595966339111,2.5021331310272217,0,0.0,
1993-06-17 00:00:00+00:00,6.159595966339111,6.159595966339111,6.159595966339111,2.5021331310272217,0,0.0,
1993-06-18 00:00:00+00:00,6.159595966339111,6.159595966339111,6.159595966339111,2.5021331310272217,0,0.0,
1993-06-21 00:00:00+00:00,6.159595966339111,6.159595966339111,6.159595966339111,2.5021331310272217,0,0.0,
1993-06-22 00:00:00+00:00,5.729856967926025,5.729856967926025,5.729856967926025,2.327566146850586,698,0.0,
1993-06-23 00:00:00+00:00,5.729856967926025,5.729856967926025,5.729856967926025,2.327566146850586,0,0.0,
1993-06-24 00:00:00+00:00,5.729856967926025,5.729856967926025,5.729856967926025,2.327566146850586,0,0.0,
1993-06-25 00:00:00+00:00,5.729856967926025,5.729856967926025,5.729856967926025,2.327566146850586,698,0.0,
1993-06-28 00:00:00+00:00,5.729856967926025,5.944726943969727,5.729856967926025,2.414850234985352,1396,0.0,
1993-06-29 00:00:00+00:00,5.944726943969727,5.944726943969727,5.944726943969727,2.414850234985352,0,0.0,
1993-06-30 00:00:00+00:00,5.944726943969727,5.944726943969727,5.944726943969727,2.414850234985352,0,0.0,
1993-07-01 00:00:00+00:00,5.944726943969727,5.944726943969727,5.944726943969727,2.414850234985352,0,0.0,
1993-07-02 00:00:00+00:00,5.873103141784668,6.016349792480469,5.873103141784668,2.4439456462860107,1396,0.0,
1993-07-06 00:00:00+00:00,6.016349792480469,6.016349792480469,6.016349792480469,2.4439456462860107,0,0.0,
1993-07-07 00:00:00+00:00,6.016349792480469,6.016349792480469,6.016349792480469,2.4439456462860107,0,0.0,
1993-07-08 00:00:00+00:00,6.016349792480469,6.016349792480469,6.016349792480469,2.4439456462860107,0,0.0,
1993-07-09 00:00:00+00:00,5.873103141784668,6.016349792480469,5.873103141784668,2.4439456462860107,4887,0.0,
1993-07-12 00:00:00+00:00,5.873103141784668,6.159595966339111,5.873103141784668,2.5021331310272217,2792,0.0,
1993-07-13 00:00:00+00:00,6.159595966339111,6.159595966339111,6.159595966339111,2.5021331310272217,698,0.0,
1993-07-14 00:00:00+00:00,6.159595966339111,6.159595966339111,6.159595966339111,2.5021331310272217,698,0.0,
1993-07-15 00:00:00+00:00,6.159595966339111,6.159595966339111,6.159595966339111,2.5021331310272217,0,0.0,
