date,ARE_Open,ARE_High,ARE_Low,ARE_Close,ARE_Volume,ARE_Dividends,ARE_Stock Splits
1997-07-31 00:00:00+00:00,24.625,25.0,24.625,9.321290969848633,83500,0.0,
1997-08-01 00:00:00+00:00,24.75,25.0,24.625,9.36860466003418,18700,0.0,
1997-08-04 00:00:00+00:00,24.625,25.75,24.625,9.747139930725098,25700,0.0,
1997-08-05 00:00:00+00:00,25.625,25.625,24.875,9.652503967285156,393700,0.0,
1997-08-06 00:00:00+00:00,25.5,25.5,25.25,9.605188369750977,59700,0.0,
1997-08-07 00:00:00+00:00,25.625,25.75,25.5,9.652503967285156,23800,0.0,
1997-08-08 00:00:00+00:00,25.5,26.0,25.375,9.84176540374756,25500,0.0,
1997-08-11 00:00:00+00:00,26.125,26.125,25.625,9.699816703796388,9600,0.0,
1997-08-12 00:00:00+00:00,25.75,25.875,25.5,9.652503967285156,44600,0.0,
1997-08-13 00:00:00+00:00,25.5,25.75,25.5,9.652503967285156,47300,0.0,
1997-08-14 00:00:00+00:00,25.5,25.875,25.5,9.699816703796388,8800,0.0,
1997-08-15 00:00:00+00:00,25.5,25.5,25.5,9.652503967285156,2800,0.0,
1997-08-18 00:00:00+00:00,25.5,25.625,25.5,9.652503967285156,4900,0.0,
1997-08-19 00:00:00+00:00,25.5,26.125,25.5,9.84176540374756,22600,0.0,
1997-08-20 00:00:00+00:00,26.0,26.125,26.0,9.84176540374756,68800,0.0,
1997-08-21 00:00:00+00:00,26.125,26.25,26.0,9.84176540374756,43200,0.0,
1997-08-22 00:00:00+00:00,26.0,26.25,25.875,9.889084815979004,22000,0.0,
1997-08-25 00:00:00+00:00,26.25,26.5,26.125,9.936395645141602,16300,0.0,
1997-08-26 00:00:00+00:00,26.0,26.125,25.625,9.699816703796388,19200,0.0,
1997-08-27 00:00:00+00:00,25.75,25.875,25.625,9.747139930725098,3900,0.0,
1997-08-28 00:00:00+00:00,25.75,26.25,25.75,9.889084815979004,8300,0.0,
1997-08-29 00:00:00+00:00,26.125,26.25,26.0,9.889084815979004,4600,0.0,
1997-09-02 00:00:00+00:00,26.125,26.25,25.875,9.889084815979004,14600,0.0,
1997-09-03 00:00:00+00:00,26.125,27.0,26.125,10.220293998718262,19000,0.0,
1997-09-04 00:00:00+00:00,26.875,27.625,26.875,10.456875801086426,31100,0.0,
1997-09-05 00:00:00+00:00,27.375,28.5,27.375,10.788094520568848,51700,0.0,
1997-09-08 00:00:00+00:00,28.25,28.375,27.5,10.409563064575195,90400,0.0,
1997-09-09 00:00:00+00:00,27.0,27.0,27.0,10.220293998718262,0,0.0,
1997-09-10 00:00:00+00:00,26.875,27.0,26.0,9.889084815979004,41300,0.0,
1997-09-11 00:00:00+00:00,26.125,26.375,26.125,9.983720779418944,102800,0.0,
1997-09-12 00:00:00+00:00,26.125,26.375,26.0,9.889084815979004,21500,0.0,
1997-09-15 00:00:00+00:00,26.0,26.875,26.0,10.125666618347168,9500,0.0,
1997-09-16 00:00:00+00:00,26.75,27.375,26.75,10.31492805480957,9700,0.0,
1997-09-17 00:00:00+00:00,27.5,27.625,26.875,10.220293998718262,41100,0.0,
1997-09-18 00:00:00+00:00,27.25,27.25,27.0,10.220293998718262,3400,0.0,
1997-09-19 00:00:00+00:00,26.75,27.0,26.625,10.07835292816162,50600,0.0,
1997-09-22 00:00:00+00:00,26.625,27.0,26.5,10.220293998718262,51900,0.0,
1997-09-23 00:00:00+00:00,27.25,27.25,26.875,10.267614364624023,111200,0.0,
1997-09-24 00:00:00+00:00,27.125,27.25,26.5,10.125666618347168,60700,0.0,
1997-09-25 00:00:00+00:00,26.75,27.375,26.5,10.267614364624023,18700,0.0,
1997-09-26 00:00:00+00:00,27.125,27.375,27.125,10.31492805480957,4200,0.0,
1997-09-29 00:00:00+00:00,27.25,28.0,27.25,10.504199028015137,8000,0.0,
1997-09-30 00:00:00+00:00,27.75,28.5,27.75,10.788094520568848,12100,0.0,
1997-10-01 00:00:00+00:00,28.375,29.0,28.375,10.977361679077148,9900,0.0,
1997-10-02 00:00:00+00:00,29.0,29.0,28.625,10.835406303405762,8100,0.0,
1997-10-03 00:00:00+00:00,28.75,28.875,28.625,10.835406303405762,4200,0.0,
1997-10-06 00:00:00+00:00,28.625,28.75,28.5,10.788094520568848,5400,0.0,
1997-10-07 00:00:00+00:00,28.5,28.75,28.375,10.882722854614258,46900,0.0,
1997-10-08 00:00:00+00:00,28.375,28.375,27.875,10.59882926940918,10900,0.0,
1997-10-09 00:00:00+00:00,28.125,28.125,28.0,10.646146774291992,12500,0.0,
1997-10-10 00:00:00+00:00,28.25,28.5,28.25,10.740779876708984,17600,0.0,
1997-10-13 00:00:00+00:00,28.375,28.5,28.375,10.788094520568848,3600,0.0,
1997-10-14 00:00:00+00:00,28.5,28.5,28.375,10.740779876708984,5600,0.0,
1997-10-15 00:00:00+00:00,28.25,28.375,28.25,10.693459510803224,2300,0.0,
1997-10-16 00:00:00+00:00,28.375,28.5,28.25,10.788094520568848,5400,0.0,
1997-10-17 00:00:00+00:00,28.375,28.5,27.75,10.504199028015137,14100,0.0,
1997-10-20 00:00:00+00:00,27.625,27.625,27.375,10.362244606018066,9800,0.0,
1997-10-21 00:00:00+00:00,27.25,27.375,27.125,10.31492805480957,3100,0.0,
1997-10-22 00:00:00+00:00,27.5,27.625,27.375,10.456875801086426,87700,0.0,
1997-10-23 00:00:00+00:00,27.375,27.375,27.125,10.362244606018066,77700,0.0,
1997-10-24 00:00:00+00:00,27.125,27.625,27.125,10.456875801086426,4400,0.0,
1997-10-27 00:00:00+00:00,27.375,27.375,27.0,10.31492805480957,199500,0.0,
1997-10-28 00:00:00+00:00,27.0,27.0,26.625,10.220293998718262,14300,0.0,
1997-10-29 00:00:00+00:00,27.125,27.875,27.0,10.551509857177734,7900,0.0,
1997-10-30 00:00:00+00:00,27.875,27.875,27.875,10.551509857177734,500,0.0,
1997-10-31 00:00:00+00:00,27.75,28.0,27.375,10.362244606018066,5600,0.0,
1997-11-03 00:00:00+00:00,27.625,27.75,27.5,10.504199028015137,80700,0.0,
1997-11-04 00:00:00+00:00,27.625,28.0,27.375,10.59882926940918,24300,0.0,
1997-11-05 00:00:00+00:00,28.125,29.25,28.125,11.071990966796877,68900,0.0,
1997-11-06 00:00:00+00:00,29.0,29.375,29.0,11.071990966796877,38600,0.0,
1997-11-07 00:00:00+00:00,29.0,29.0,28.875,10.930033683776855,6900,0.0,
1997-11-10 00:00:00+00:00,29.0,29.0,28.25,10.693459510803224,29500,0.0,
1997-11-11 00:00:00+00:00,28.125,28.25,27.875,10.551509857177734,2300,0.0,
1997-11-12 00:00:00+00:00,28.0,28.0,27.625,10.504199028015137,28000,0.0,
1997-11-13 00:00:00+00:00,27.75,27.75,27.5,10.409563064575195,6800,0.0,
1997-11-14 00:00:00+00:00,27.5,27.75,27.375,10.409563064575195,3700,0.0,
1997-11-17 00:00:00+00:00,27.625,27.875,27.625,10.551509857177734,6800,0.0,
1997-11-18 00:00:00+00:00,28.0,28.25,28.0,10.693459510803224,2700,0.0,
1997-11-19 00:00:00+00:00,28.25,28.625,28.25,10.835406303405762,13200,0.0,
1997-11-20 00:00:00+00:00,29.0,30.5,29.0,11.403204917907717,61700,0.0,
1997-11-21 00:00:00+00:00,30.375,30.5,30.125,11.54514980316162,62400,0.0,
1997-11-24 00:00:00+00:00,30.375,30.875,30.25,11.687104225158691,17800,0.0,
1997-11-25 00:00:00+00:00,31.0,31.875,30.875,12.018316268920898,17400,0.0,
1997-11-26 00:00:00+00:00,31.875,31.875,31.375,11.876361846923828,94200,0.0,
1997-11-28 00:00:00+00:00,31.5,31.5,31.125,11.78173542022705,12600,0.0,
1997-12-01 00:00:00+00:00,30.625,30.625,29.875,11.450521469116213,60200,0.0,
1997-12-02 00:00:00+00:00,29.875,30.25,29.875,11.450521469116213,36600,0.0,
1997-12-03 00:00:00+00:00,30.25,30.375,29.0,10.977361679077148,85000,0.0,
1997-12-04 00:00:00+00:00,29.125,29.25,29.0,11.024669647216797,68600,0.0,
1997-12-05 00:00:00+00:00,29.125,29.125,29.0,11.024669647216797,6800,0.0,
1997-12-08 00:00:00+00:00,29.125,29.375,29.125,11.119302749633787,39800,0.0,
1997-12-09 00:00:00+00:00,29.625,30.625,29.625,11.450521469116213,233300,0.0,
1997-12-10 00:00:00+00:00,30.25,30.375,30.0,11.355887413024902,55900,0.0,
1997-12-11 00:00:00+00:00,29.875,30.125,29.875,11.308570861816406,32000,0.0,
1997-12-12 00:00:00+00:00,29.75,30.5,29.625,11.49783706665039,26900,0.0,
1997-12-15 00:00:00+00:00,30.5,30.625,30.0,11.592466354370115,31300,0.0,
1997-12-16 00:00:00+00:00,30.5,30.625,29.875,11.49783706665039,154800,0.0,
1997-12-17 00:00:00+00:00,30.25,30.5,30.0,11.54514980316162,150100,0.0,
1997-12-18 00:00:00+00:00,30.375,30.375,29.75,11.355887413024902,62900,0.0,
1997-12-19 00:00:00+00:00,29.75,29.875,29.625,11.308570861816406,35200,0.0,
1997-12-22 00:00:00+00:00,30.0,30.875,30.0,11.687104225158691,6000,0.0,
1997-12-23 00:00:00+00:00,30.875,30.875,30.625,11.592466354370115,5900,0.0,
1997-12-24 00:00:00+00:00,30.5,30.5,30.25,11.49783706665039,2100,0.0,
1997-12-26 00:00:00+00:00,30.375,30.375,30.25,11.450521469116213,2200,0.0,
1997-12-29 00:00:00+00:00,30.25,30.5,30.125,11.54514980316162,28200,0.0,
1997-12-30 00:00:00+00:00,30.625,31.375,30.625,11.78173542022705,14100,0.0,
1997-12-31 00:00:00+00:00,31.25,31.875,30.75,11.923677444458008,20800,0.0,
1998-01-02 00:00:00+00:00,31.375,31.625,31.375,11.97099781036377,3400,0.0,
1998-01-05 00:00:00+00:00,31.75,32.0,31.625,12.018316268920898,26000,0.0,
1998-01-06 00:00:00+00:00,32.0,32.375,32.0,12.254898071289062,23400,0.0,
1998-01-07 00:00:00+00:00,31.75,32.0,31.75,12.065632820129396,76300,0.0,
1998-01-08 00:00:00+00:00,32.0,32.0,31.5,11.97099781036377,29400,0.0,
1998-01-09 00:00:00+00:00,31.75,31.75,31.5,12.018316268920898,12000,0.0,
1998-01-12 00:00:00+00:00,31.125,31.125,30.75,11.639788627624512,30600,0.0,
1998-01-13 00:00:00+00:00,30.9375,32.125,30.75,12.11294937133789,91600,0.0,
1998-01-14 00:00:00+00:00,31.9375,32.0,31.875,12.11294937133789,58700,0.0,
1998-01-15 00:00:00+00:00,32.0,32.0,31.6875,12.11294937133789,33000,0.0,
1998-01-16 00:00:00+00:00,32.25,32.6875,32.25,12.278546333312988,90400,0.0,
1998-01-20 00:00:00+00:00,32.625,32.625,32.25,12.231234550476074,25400,0.0,
1998-01-21 00:00:00+00:00,32.1875,32.3125,32.0625,12.183919906616213,27200,0.0,
1998-01-22 00:00:00+00:00,32.125,32.25,31.1875,12.089290618896484,14300,0.0,
1998-01-23 00:00:00+00:00,31.9375,32.0,31.625,12.11294937133789,122400,0.0,
1998-01-26 00:00:00+00:00,32.125,32.125,31.6875,12.136604309082031,11300,0.0,
1998-01-27 00:00:00+00:00,31.9375,32.25,31.9375,12.183919906616213,25400,0.0,
1998-01-28 00:00:00+00:00,32.0625,32.3125,31.9375,12.160261154174805,32700,0.0,
1998-01-29 00:00:00+00:00,32.0,32.4375,32.0,12.278546333312988,57500,0.0,
1998-01-30 00:00:00+00:00,32.375,33.5,32.375,12.633429527282717,30000,0.0,
1998-02-02 00:00:00+00:00,33.5625,33.6875,33.1875,12.58610725402832,12700,0.0,
1998-02-03 00:00:00+00:00,33.0,33.0625,32.5625,12.37318229675293,8800,0.0,
1998-02-04 00:00:00+00:00,32.75,33.8125,32.75,12.58610725402832,8200,0.0,
1998-02-05 00:00:00+00:00,33.125,33.375,32.8125,12.515132904052734,13500,0.0,
1998-02-06 00:00:00+00:00,32.9375,33.375,32.9375,12.633429527282717,6800,0.0,
1998-02-09 00:00:00+00:00,33.4375,34.5625,33.4375,12.846346855163574,11500,0.0,
1998-02-10 00:00:00+00:00,33.75,34.0625,33.4375,12.751716613769531,11900,0.0,
1998-02-11 00:00:00+00:00,33.9375,34.125,32.375,12.444162368774414,176500,0.0,
1998-02-12 00:00:00+00:00,33.0625,33.375,32.8125,12.46782112121582,19800,0.0,
1998-02-13 00:00:00+00:00,33.0625,33.0625,32.75,12.396842956542969,4800,0.0,
1998-02-17 00:00:00+00:00,32.8125,32.8125,32.0,12.30221176147461,27900,0.0,
1998-02-18 00:00:00+00:00,32.0625,32.625,31.9375,12.089290618896484,11200,0.0,
1998-02-19 00:00:00+00:00,31.9375,32.0,31.5,11.947338104248049,7400,0.0,
1998-02-20 00:00:00+00:00,31.3125,31.3125,29.875,11.734415054321287,36300,0.0,
1998-02-23 00:00:00+00:00,31.125,31.375,30.8125,11.734415054321287,72900,0.0,
1998-02-24 00:00:00+00:00,31.25,31.875,31.1875,11.994656562805176,25200,0.0,
1998-02-25 00:00:00+00:00,31.8125,32.75,31.8125,12.30221176147461,17600,0.0,
1998-02-26 00:00:00+00:00,32.4375,33.625,32.4375,12.609764099121094,9000,0.0,
1998-02-27 00:00:00+00:00,33.25,34.125,33.1875,12.917317390441896,17000,0.0,
1998-03-02 00:00:00+00:00,33.625,33.6875,31.75,12.42050075531006,97400,0.0,
1998-03-03 00:00:00+00:00,32.6875,32.8125,32.4375,12.396842956542969,67400,0.0,
1998-03-04 00:00:00+00:00,32.625,33.0625,32.625,12.37318229675293,17100,0.0,
1998-03-05 00:00:00+00:00,32.3125,32.5,32.0,12.30221176147461,17100,0.0,
1998-03-06 00:00:00+00:00,32.375,33.5625,32.375,12.46782112121582,11100,0.0,
1998-03-09 00:00:00+00:00,32.9375,33.0,32.0625,12.160261154174805,16200,0.0,
1998-03-10 00:00:00+00:00,32.0625,32.5,32.0625,12.254898071289062,5800,0.0,
1998-03-11 00:00:00+00:00,32.25,32.375,32.0625,12.160261154174805,6600,0.0,
1998-03-12 00:00:00+00:00,32.1875,32.1875,31.8125,12.089290618896484,4200,0.0,
1998-03-13 00:00:00+00:00,31.8125,31.9375,31.125,12.089290618896484,11500,0.0,
1998-03-16 00:00:00+00:00,32.0625,32.25,31.9375,12.207581520080566,10600,0.0,
1998-03-17 00:00:00+00:00,32.125,32.25,32.0,12.11294937133789,8900,0.0,
1998-03-18 00:00:00+00:00,31.8125,31.9375,31.5,11.923677444458008,6800,0.0,
1998-03-19 00:00:00+00:00,31.5625,31.625,31.0,11.805389404296877,12000,0.0,
1998-03-20 00:00:00+00:00,31.4375,31.6875,31.375,11.876361846923828,14200,0.0,
1998-03-23 00:00:00+00:00,31.1875,31.25,31.0,11.78173542022705,2900,0.0,
1998-03-24 00:00:00+00:00,31.0625,31.375,31.0,11.75807762145996,8100,0.0,
1998-03-25 00:00:00+00:00,31.0,31.25,31.0,11.805389404296877,10900,0.0,
1998-03-26 00:00:00+00:00,31.0625,31.1875,30.875,11.75807762145996,23600,0.0,
1998-03-27 00:00:00+00:00,31.6875,32.0625,31.375,11.97099781036377,40300,0.0,
1998-03-30 00:00:00+00:00,31.625,31.625,31.25,11.876361846923828,4500,0.0,
1998-03-31 00:00:00+00:00,31.4375,31.6875,31.4375,11.994656562805176,11000,0.0,
1998-04-01 00:00:00+00:00,31.5625,31.8125,31.5,11.97099781036377,12900,0.0,
1998-04-02 00:00:00+00:00,31.75,31.9375,31.625,11.994656562805176,36800,0.0,
1998-04-03 00:00:00+00:00,31.5,31.6875,31.125,11.956316947937012,19300,0.4,
1998-04-06 00:00:00+00:00,31.25,31.3125,31.0,11.88443374633789,23500,0.0,
1998-04-07 00:00:00+00:00,31.125,31.125,30.9375,11.88443374633789,59900,0.0,
1998-04-08 00:00:00+00:00,30.875,31.0,30.875,11.860481262207031,25100,0.0,
1998-04-09 00:00:00+00:00,30.9375,31.0625,30.75,11.860481262207031,12200,0.0,
1998-04-13 00:00:00+00:00,30.9375,30.9375,30.75,11.860481262207031,3000,0.0,
1998-04-14 00:00:00+00:00,30.9375,31.0,30.9375,11.860481262207031,67300,0.0,
1998-04-15 00:00:00+00:00,30.75,30.9375,30.625,11.740667343139648,15700,0.0,
1998-04-16 00:00:00+00:00,30.625,30.625,30.0,11.50106716156006,10100,0.0,
1998-04-17 00:00:00+00:00,30.0,30.5,29.375,11.596911430358888,61700,0.0,
1998-04-20 00:00:00+00:00,30.25,30.3125,30.25,11.620868682861328,119300,0.0,
1998-04-21 00:00:00+00:00,30.3125,30.875,30.25,11.812556266784668,25400,0.0,
1998-04-22 00:00:00+00:00,30.75,31.6875,30.75,12.14800262451172,13800,0.0,
1998-04-23 00:00:00+00:00,31.5625,31.625,31.5625,12.100082397460938,1400,0.0,
1998-04-24 00:00:00+00:00,31.4375,31.75,31.375,12.100082397460938,10900,0.0,
1998-04-27 00:00:00+00:00,31.75,31.75,31.4375,12.124043464660645,37600,0.0,
1998-04-28 00:00:00+00:00,31.5,31.625,31.3125,12.05215835571289,32900,0.0,
1998-04-29 00:00:00+00:00,31.5625,32.0,31.4375,12.26780891418457,6300,0.0,
1998-04-30 00:00:00+00:00,32.125,33.0625,32.125,12.62722110748291,23500,0.0,
1998-05-01 00:00:00+00:00,33.0,34.5,33.0,13.034539222717283,79800,0.0,
1998-05-04 00:00:00+00:00,34.0,34.0,33.4375,12.986621856689451,16500,0.0,
1998-05-05 00:00:00+00:00,33.75,33.8125,33.375,12.794941902160645,18400,0.0,
1998-05-06 00:00:00+00:00,33.375,33.375,33.0,12.69909381866455,6600,0.0,
1998-05-07 00:00:00+00:00,33.125,33.125,32.25,12.363654136657717,5500,0.0,
1998-05-08 00:00:00+00:00,32.125,32.25,31.875,12.363654136657717,4800,0.0,
1998-05-11 00:00:00+00:00,32.25,32.25,32.0,12.291765213012695,3800,0.0,
1998-05-12 00:00:00+00:00,32.0,32.3125,31.75,12.387608528137209,7000,0.0,
1998-05-13 00:00:00+00:00,32.1875,32.1875,32.0,12.291765213012695,5400,0.0,
1998-05-14 00:00:00+00:00,32.0625,32.25,32.0625,12.363654136657717,14300,0.0,
1998-05-15 00:00:00+00:00,32.1875,32.5,32.0,12.291765213012695,3700,0.0,
1998-05-18 00:00:00+00:00,32.0625,32.4375,31.875,12.435524940490724,43000,0.0,
1998-05-19 00:00:00+00:00,32.3125,32.375,31.9375,12.26780891418457,51700,0.0,
1998-05-20 00:00:00+00:00,32.0,32.0,31.5625,12.100082397460938,6400,0.0,
1998-05-21 00:00:00+00:00,31.625,31.625,31.25,12.004239082336426,9600,0.0,
1998-05-22 00:00:00+00:00,31.1875,31.25,31.0,11.908401489257812,8200,0.0,
1998-05-26 00:00:00+00:00,31.125,31.125,30.875,11.836518287658691,10900,0.0,
1998-05-27 00:00:00+00:00,30.875,30.875,30.5,11.716712951660156,14100,0.0,
1998-05-28 00:00:00+00:00,30.5625,31.3125,30.5,11.980280876159668,22800,0.0,
1998-05-29 00:00:00+00:00,31.25,31.6875,31.25,12.14800262451172,7800,0.0,
1998-06-01 00:00:00+00:00,31.6875,31.875,31.5625,12.14800262451172,55200,0.0,
1998-06-02 00:00:00+00:00,31.75,31.75,31.4375,12.05215835571289,12000,0.0,
1998-06-03 00:00:00+00:00,31.1875,31.1875,31.0,11.908401489257812,6500,0.0,
1998-06-04 00:00:00+00:00,31.125,31.125,31.125,11.932361602783203,600,0.0,
1998-06-05 00:00:00+00:00,31.125,31.125,30.9375,11.860481262207031,3300,0.0,
1998-06-08 00:00:00+00:00,30.9375,31.1875,30.8125,11.956316947937012,19400,0.0,
1998-06-09 00:00:00+00:00,31.1875,31.1875,30.8125,11.88443374633789,2300,0.0,
1998-06-10 00:00:00+00:00,30.875,30.875,29.375,11.429187774658203,54400,0.0,
1998-06-11 00:00:00+00:00,29.8125,29.875,29.4375,11.381265640258787,24900,0.0,
1998-06-12 00:00:00+00:00,29.6875,29.6875,29.6875,11.381265640258787,3300,0.0,
1998-06-15 00:00:00+00:00,29.5625,29.5625,29.0,11.117700576782228,3900,0.0,
1998-06-16 00:00:00+00:00,29.0625,29.125,29.0,11.141657829284668,18300,0.0,
1998-06-17 00:00:00+00:00,29.0625,29.1875,28.75,11.117700576782228,10600,0.0,
1998-06-18 00:00:00+00:00,28.9375,29.375,28.875,11.26146125793457,22200,0.0,
1998-06-19 00:00:00+00:00,29.4375,29.8125,29.3125,11.357304573059082,8700,0.0,
1998-06-22 00:00:00+00:00,29.6875,30.0625,29.625,11.525031089782717,157400,0.0,
1998-06-23 00:00:00+00:00,29.875,30.125,29.875,11.477106094360352,17800,0.0,
1998-06-24 00:00:00+00:00,30.0,30.1875,30.0,11.525031089782717,10500,0.0,
1998-06-25 00:00:00+00:00,30.0625,30.125,30.0625,11.525031089782717,2000,0.0,
1998-06-26 00:00:00+00:00,30.0,30.0,29.625,11.357304573059082,15100,0.0,
1998-06-29 00:00:00+00:00,29.5,29.5,28.5,11.117700576782228,75000,0.0,
1998-06-30 00:00:00+00:00,29.125,29.9375,29.125,11.477106094360352,17900,0.0,
1998-07-01 00:00:00+00:00,29.8125,30.0,29.8125,11.50106716156006,4500,0.0,
1998-07-02 00:00:00+00:00,29.375,29.8125,29.1875,11.559349060058594,38700,0.4,
1998-07-06 00:00:00+00:00,29.6875,30.0,29.5,11.607917785644531,24300,0.0,
1998-07-07 00:00:00+00:00,30.0,31.25,30.0,11.923611640930176,35900,0.0,
1998-07-08 00:00:00+00:00,30.75,31.0,30.5625,12.04503345489502,12600,0.0,
1998-07-09 00:00:00+00:00,30.5625,30.6875,30.4375,11.826473236083984,18500,0.0,
1998-07-10 00:00:00+00:00,30.0,30.125,29.9375,11.70505428314209,9400,0.0,
1998-07-13 00:00:00+00:00,30.3125,30.3125,29.75,11.729341506958008,86400,0.0,
1998-07-14 00:00:00+00:00,30.3125,30.8125,30.3125,11.875044822692873,3600,0.0,
1998-07-15 00:00:00+00:00,30.6875,30.6875,29.9375,11.8507661819458,13300,0.0,
1998-07-16 00:00:00+00:00,30.625,31.6875,30.625,12.312161445617676,40100,0.0,
1998-07-17 00:00:00+00:00,31.6875,31.6875,31.0,12.04503345489502,7800,0.0,
1998-07-20 00:00:00+00:00,31.0625,31.0625,31.0,12.04503345489502,3300,0.0,
1998-07-21 00:00:00+00:00,30.875,30.875,30.375,11.80219268798828,51200,0.0,
1998-07-22 00:00:00+00:00,30.4375,30.4375,29.75,11.559349060058594,32300,0.0,
1998-07-23 00:00:00+00:00,29.875,29.875,29.3125,11.437926292419434,17100,0.0,
1998-07-24 00:00:00+00:00,29.25,29.25,28.5625,11.122230529785156,8000,0.0,
1998-07-27 00:00:00+00:00,28.5,28.5,28.3125,11.049382209777832,11200,0.0,
1998-07-28 00:00:00+00:00,28.375,28.375,27.8125,10.87939167022705,33300,0.0,
1998-07-29 00:00:00+00:00,28.0,28.4375,28.0,10.927955627441406,32300,0.0,
1998-07-30 00:00:00+00:00,28.0625,28.5,28.0625,11.049382209777832,10000,0.0,
1998-07-31 00:00:00+00:00,28.625,29.3125,28.625,11.316509246826172,205300,0.0,
1998-08-03 00:00:00+00:00,29.125,29.4375,29.0,11.437926292419434,191400,0.0,
1998-08-04 00:00:00+00:00,29.3125,29.4375,28.875,11.2679443359375,118300,0.0,
1998-08-05 00:00:00+00:00,29.1875,29.25,28.8125,11.243656158447266,101500,0.0,
1998-08-06 00:00:00+00:00,29.0,29.125,28.875,11.2679443359375,110000,0.0,
1998-08-07 00:00:00+00:00,28.875,29.1875,28.875,11.2679443359375,140300,0.0,
1998-08-10 00:00:00+00:00,29.0,29.5,28.875,11.316509246826172,19100,0.0,
