date,AXS_Open,AXS_High,AXS_Low,AXS_Close,AXS_Volume,AXS_Dividends,AXS_Stock Splits
2003-07-01 00:00:00+00:00,25.5,26.399999618530277,25.0,14.979233741760254,11648400,0.0,
2003-07-02 00:00:00+00:00,25.799999237060547,25.799999237060547,25.200000762939453,14.891290664672852,1789400,0.0,
2003-07-03 00:00:00+00:00,25.299999237060547,25.600000381469727,25.100000381469727,15.008552551269531,415700,0.0,
2003-07-07 00:00:00+00:00,25.479999542236328,26.100000381469727,25.350000381469727,15.125805854797363,821100,0.0,
2003-07-08 00:00:00+00:00,25.75,25.96999931335449,25.530000686645508,15.178566932678224,612400,0.0,
2003-07-09 00:00:00+00:00,25.88999938964844,25.989999771118164,25.6200008392334,15.06717300415039,438500,0.0,
2003-07-10 00:00:00+00:00,25.649999618530277,25.729999542236328,25.0,14.86197566986084,1254400,0.0,
2003-07-11 00:00:00+00:00,25.270000457763672,25.75,25.200000762939453,15.043718338012695,431300,0.0,
2003-07-14 00:00:00+00:00,25.5,26.200000762939453,25.399999618530277,15.301681518554688,769400,0.0,
2003-07-15 00:00:00+00:00,26.0,27.75,25.950000762939453,16.269031524658203,394600,0.0,
2003-07-16 00:00:00+00:00,27.5,27.5,26.100000381469727,15.301681518554688,569100,0.0,
2003-07-17 00:00:00+00:00,26.1200008392334,26.1200008392334,25.200000762939453,14.979233741760254,475500,0.0,
2003-07-18 00:00:00+00:00,25.6200008392334,26.350000381469727,25.450000762939453,15.17269802093506,442600,0.0,
2003-07-21 00:00:00+00:00,25.899999618530277,26.530000686645508,25.899999618530277,15.418938636779783,242900,0.0,
2003-07-22 00:00:00+00:00,26.149999618530277,26.71999931335449,25.989999771118164,15.553783416748049,305000,0.0,
2003-07-23 00:00:00+00:00,26.530000686645508,26.530000686645508,25.489999771118164,14.944052696228027,1427500,0.0,
2003-07-24 00:00:00+00:00,25.690000534057617,25.799999237060547,25.5,15.037859916687012,554400,0.0,
2003-07-25 00:00:00+00:00,25.700000762939453,26.38999938964844,25.6299991607666,15.465839385986328,143300,0.0,
2003-07-28 00:00:00+00:00,26.3799991607666,26.3799991607666,26.0,15.319266319274902,88500,0.0,
2003-07-29 00:00:00+00:00,26.200000762939453,26.209999084472656,25.770000457763672,15.155112266540527,214500,0.0,
2003-07-30 00:00:00+00:00,26.0,26.26000022888184,25.850000381469727,15.366166114807127,207600,0.0,
2003-07-31 00:00:00+00:00,26.18000030517578,26.280000686645508,26.049999237060547,15.348577499389648,343800,0.0,
2003-08-01 00:00:00+00:00,26.100000381469727,26.100000381469727,25.5,14.94991397857666,440700,0.0,
2003-08-04 00:00:00+00:00,25.450000762939453,25.450000762939453,25.149999618530277,14.744725227355955,303900,0.0,
2003-08-05 00:00:00+00:00,25.149999618530277,25.600000381469727,25.100000381469727,14.891290664672852,413000,0.0,
2003-08-06 00:00:00+00:00,25.549999237060547,26.1299991607666,25.5,15.114075660705566,393800,0.0,
2003-08-07 00:00:00+00:00,25.600000381469727,25.649999618530277,25.100000381469727,14.785761833190918,789200,0.0,
2003-08-08 00:00:00+00:00,25.21999931335449,25.229999542236328,24.649999618530277,14.744725227355955,383300,0.0,
2003-08-11 00:00:00+00:00,24.950000762939453,25.030000686645508,24.670000076293945,14.656783103942873,238300,0.0,
2003-08-12 00:00:00+00:00,25.350000381469727,25.350000381469727,24.989999771118164,14.66264820098877,297100,0.0,
2003-08-13 00:00:00+00:00,25.0,25.020000457763672,24.90999984741211,14.62160587310791,160600,0.0,
2003-08-14 00:00:00+00:00,24.940000534057617,24.950000762939453,24.600000381469727,14.4808988571167,167200,0.0,
2003-08-15 00:00:00+00:00,24.700000762939453,24.799999237060547,24.700000762939453,14.4808988571167,43900,0.0,
2003-08-18 00:00:00+00:00,24.700000762939453,24.82999992370605,24.600000381469727,14.4808988571167,126400,0.0,
2003-08-19 00:00:00+00:00,24.850000381469727,24.950000762939453,24.399999618530277,14.4808988571167,386700,0.0,
2003-08-20 00:00:00+00:00,24.770000457763672,24.770000457763672,24.5,14.45158576965332,330900,0.0,
2003-08-21 00:00:00+00:00,24.540000915527344,24.700000762939453,24.25,14.228803634643556,482700,0.0,
2003-08-22 00:00:00+00:00,24.270000457763672,24.270000457763672,23.309999465942383,13.89463233947754,671700,0.0,
2003-08-25 00:00:00+00:00,23.700000762939453,24.38999938964844,23.549999237060547,14.24638843536377,120700,0.0,
2003-08-26 00:00:00+00:00,24.450000762939453,25.0,24.200000762939453,14.492633819580078,129800,0.0,
2003-08-27 00:00:00+00:00,24.76000022888184,25.200000762939453,24.71999931335449,14.66264820098877,187900,0.0,
2003-08-28 00:00:00+00:00,24.940000534057617,25.0,24.43000030517578,14.322608947753906,66900,0.0,
2003-08-29 00:00:00+00:00,24.5,25.100000381469727,24.5,14.39296054840088,117200,0.0,
2003-09-02 00:00:00+00:00,24.5,24.649999618530277,23.75,14.052923202514648,247400,0.0,
2003-09-03 00:00:00+00:00,24.0,24.149999618530277,23.850000381469727,14.070513725280762,216600,0.0,
2003-09-04 00:00:00+00:00,23.899999618530277,24.0,23.25,13.730475425720217,334500,0.0,
2003-09-05 00:00:00+00:00,23.25,23.549999237060547,23.100000381469727,13.748064041137695,675700,0.0,
2003-09-08 00:00:00+00:00,23.530000686645508,23.82999992370605,23.530000686645508,13.953258514404297,232600,0.0,
2003-09-09 00:00:00+00:00,23.799999237060547,23.899999618530277,23.600000381469727,13.877042770385742,101100,0.0,
2003-09-10 00:00:00+00:00,23.670000076293945,24.0,23.649999618530277,13.882902145385742,81900,0.0,
2003-09-11 00:00:00+00:00,23.68000030517578,23.68000030517578,23.40999984741211,13.748064041137695,164100,0.0,
2003-09-12 00:00:00+00:00,23.450000762939453,23.450000762939453,22.5,13.660120964050291,398500,0.0,
2003-09-15 00:00:00+00:00,23.200000762939453,23.200000762939453,22.799999237060547,13.54286766052246,304000,0.0,
2003-09-16 00:00:00+00:00,23.299999237060547,24.049999237060547,23.26000022888184,14.070513725280762,119400,0.0,
2003-09-17 00:00:00+00:00,24.0,24.649999618530277,24.0,14.252256393432615,111400,0.0,
2003-09-18 00:00:00+00:00,24.309999465942383,25.700000762939453,23.899999618530277,14.979233741760254,322600,0.0,
2003-09-19 00:00:00+00:00,25.600000381469727,25.75,25.399999618530277,14.94991397857666,272600,0.0,
2003-09-22 00:00:00+00:00,25.3700008392334,25.700000762939453,25.100000381469727,15.049577713012695,88100,0.0,
2003-09-23 00:00:00+00:00,25.520000457763672,25.520000457763672,24.799999237060547,14.539521217346191,31300,0.0,
2003-09-24 00:00:00+00:00,24.850000381469727,24.850000381469727,24.600000381469727,14.422274589538574,52700,0.0,
2003-09-25 00:00:00+00:00,24.399999618530277,24.71999931335449,24.200000762939453,14.4808988571167,44800,0.0,
2003-09-26 00:00:00+00:00,24.81999969482422,25.43000030517578,24.399999618530277,14.34567642211914,121600,0.07,
2003-09-29 00:00:00+00:00,24.5,24.649999618530277,24.01000022888184,14.286873817443848,64000,0.0,
2003-09-30 00:00:00+00:00,24.25,24.950000762939453,24.200000762939453,14.669036865234377,43000,0.0,
2003-10-01 00:00:00+00:00,24.899999618530277,24.950000762939453,24.450000762939453,14.580848693847656,54300,0.0,
2003-10-02 00:00:00+00:00,24.850000381469727,25.59000015258789,24.71999931335449,14.98652458190918,61200,0.0,
2003-10-03 00:00:00+00:00,25.399999618530277,26.049999237060547,25.299999237060547,14.933612823486328,103400,0.0,
2003-10-06 00:00:00+00:00,25.399999618530277,25.649999618530277,25.399999618530277,15.05119800567627,15500,0.0,
2003-10-07 00:00:00+00:00,25.549999237060547,26.0,25.5,15.198183059692385,84400,0.0,
2003-10-08 00:00:00+00:00,25.850000381469727,25.86000061035156,25.549999237060547,15.039443969726562,30000,0.0,
2003-10-09 00:00:00+00:00,25.649999618530277,26.049999237060547,25.649999618530277,15.227580070495604,116800,0.0,
2003-10-10 00:00:00+00:00,25.899999618530277,26.299999237060547,25.899999618530277,15.286369323730469,92300,0.0,
2003-10-13 00:00:00+00:00,25.770000457763672,25.780000686645508,25.350000381469727,14.904221534729004,31700,0.0,
2003-10-14 00:00:00+00:00,25.299999237060547,25.350000381469727,25.25,14.85130500793457,11700,0.0,
