date,HDV_Open,HDV_High,HDV_Low,HDV_Close,HDV_Volume,HDV_Dividends,HDV_Stock Splits
2011-03-31 00:00:00+00:00,50.7599983215332,50.79999923706055,50.66999816894531,31.76778221130371,31600,0.0,
2011-04-01 00:00:00+00:00,50.869998931884766,50.880001068115234,50.68000030517578,31.7928524017334,41600,0.0,
2011-04-04 00:00:00+00:00,50.9900016784668,51.34000015258789,50.77000045776367,31.861785888671875,88000,0.0,
2011-04-05 00:00:00+00:00,50.79999923706055,51.15999984741211,50.77999877929688,31.87432098388672,69600,0.0,
2011-04-06 00:00:00+00:00,51.0,51.13999938964844,50.959999084472656,32.01219940185547,81400,0.0,
2011-04-07 00:00:00+00:00,51.02999877929688,51.11000061035156,50.75,31.968320846557617,25000,0.0,
2011-04-08 00:00:00+00:00,51.18999862670898,51.2400016784668,50.75,32.01219940185547,125300,0.0,
2011-04-11 00:00:00+00:00,51.2400016784668,51.470001220703125,51.040000915527344,32.02473449707031,25000,0.0,
2011-04-12 00:00:00+00:00,50.84000015258789,50.93000030517578,50.68999862670898,31.81165885925293,28200,0.0,
2011-04-13 00:00:00+00:00,50.810001373291016,50.84999847412109,50.59999847412109,31.742721557617188,14200,0.0,
2011-04-14 00:00:00+00:00,50.52999877929688,51.02000045776367,50.459999084472656,31.91191864013672,28700,0.0,
2011-04-15 00:00:00+00:00,51.18999862670898,51.43000030517578,51.02000045776367,32.18141555786133,50400,0.0,
2011-04-18 00:00:00+00:00,51.209999084472656,51.54999923706055,50.630001068115234,31.855525970458984,53600,0.0,
2011-04-19 00:00:00+00:00,51.15999984741211,51.15999984741211,50.790000915527344,31.93073272705078,38600,0.0,
2011-04-20 00:00:00+00:00,51.54999923706055,51.66999816894531,51.54999923706055,32.31301498413086,24500,0.0,
2011-04-21 00:00:00+00:00,52.040000915527344,52.040000915527344,51.5,32.31929397583008,65300,0.0,
2011-04-25 00:00:00+00:00,51.470001220703125,51.650001525878906,51.43999862670898,32.3631477355957,20800,0.0,
2011-04-26 00:00:00+00:00,51.75,52.27000045776367,51.7400016784668,32.71410369873047,100100,0.0,
2011-04-27 00:00:00+00:00,52.70000076293945,53.619998931884766,52.18999862670898,33.5977668762207,45200,0.0,
2011-04-28 00:00:00+00:00,52.540000915527344,52.79999923706055,52.540000915527344,33.083866119384766,51800,0.0,
2011-04-29 00:00:00+00:00,52.79999923706055,53.04999923706055,52.720001220703125,33.221736907958984,40000,0.0,
2011-05-02 00:00:00+00:00,53.18999862670898,53.630001068115234,52.75,33.15906524658203,76000,0.0,
2011-05-03 00:00:00+00:00,52.900001525878906,53.09999847412109,52.75,33.202938079833984,28000,0.0,
2011-05-04 00:00:00+00:00,53.459999084472656,53.459999084472656,52.70000076293945,33.177860260009766,33000,0.0,
2011-05-05 00:00:00+00:00,52.77000045776367,52.77999877929688,52.20000076293945,32.85824966430664,67900,0.0,
2011-05-06 00:00:00+00:00,53.060001373291016,53.060001373291016,52.4900016784668,32.964786529541016,30100,0.0,
2011-05-09 00:00:00+00:00,52.560001373291016,52.7599983215332,52.4900016784668,33.0650634765625,21000,0.0,
2011-05-10 00:00:00+00:00,52.84999847412109,53.18000030517578,52.84999847412109,33.30949020385742,25500,0.0,
2011-05-11 00:00:00+00:00,53.08000183105469,53.18000030517578,52.75,33.190399169921875,25900,0.0,
