date,CIM_Open,CIM_High,CIM_Low,CIM_Close,CIM_Volume,CIM_Dividends,CIM_Stock Splits
2007-11-29 00:00:00+00:00,221.8500061035156,223.5,217.5,27.11185646057129,23567,0.0,
2007-11-30 00:00:00+00:00,224.25,232.6499938964844,223.9499969482422,28.316818237304688,80727,0.0,
2007-12-03 00:00:00+00:00,228.1499938964844,231.0,226.6499938964844,27.951679229736328,30460,0.0,
2007-12-04 00:00:00+00:00,229.6499938964844,232.5,226.9499969482422,27.67782974243164,31320,0.0,
2007-12-05 00:00:00+00:00,229.5,229.5,223.6499938964844,27.80562400817871,45860,0.0,
2007-12-06 00:00:00+00:00,236.1000061035156,236.1000061035156,226.0500030517578,27.93342399597168,22987,0.0,
2007-12-07 00:00:00+00:00,222.0,229.5,222.0,27.842134475708008,19147,0.0,
2007-12-10 00:00:00+00:00,228.75,231.75,227.3999938964844,27.93342399597168,16893,0.0,
2007-12-11 00:00:00+00:00,229.5,229.6499938964844,221.6999969482422,27.93342399597168,21167,0.0,
2007-12-12 00:00:00+00:00,235.5,235.5,226.8000030517578,27.78734970092773,25873,0.0,
2007-12-13 00:00:00+00:00,225.75,229.5,225.0,27.86038589477539,13447,0.0,
2007-12-14 00:00:00+00:00,228.75,229.0500030517578,226.9499969482422,27.842134475708008,9027,0.0,
2007-12-17 00:00:00+00:00,229.5,230.6999969482422,228.75,27.842134475708008,15047,0.0,
2007-12-18 00:00:00+00:00,229.9499969482422,246.3000030517578,227.6999969482422,28.84627342224121,28460,0.0,
2007-12-19 00:00:00+00:00,247.3500061035156,257.25,242.25,30.745018005371094,103887,0.0,
2007-12-20 00:00:00+00:00,254.8500061035156,258.75,246.75,31.493579864501957,24280,0.0,
2007-12-21 00:00:00+00:00,258.6000061035156,265.95001220703125,248.6999969482422,31.47530746459961,150533,0.0,
2007-12-24 00:00:00+00:00,264.6000061035156,265.95001220703125,255.75,32.3333854675293,22020,0.0,
2007-12-26 00:00:00+00:00,265.6499938964844,266.25,256.04998779296875,31.94998359680176,25260,0.0,
2007-12-27 00:00:00+00:00,263.25,263.25,253.5,31.300933837890625,17593,0.375,
2007-12-28 00:00:00+00:00,266.8500061035156,266.8500061035156,255.0,31.90427589416504,11800,0.0,
2007-12-31 00:00:00+00:00,262.5,268.20001220703125,255.3000030517578,32.690460205078125,19533,0.0,
2008-01-02 00:00:00+00:00,271.95001220703125,271.95001220703125,255.75,32.39793014526367,100047,0.0,
2008-01-03 00:00:00+00:00,265.79998779296875,268.6499938964844,259.6499938964844,32.525901794433594,17880,0.0,
2008-01-04 00:00:00+00:00,263.8500061035156,265.95001220703125,255.8999938964844,31.22780036926269,39007,0.0,
2008-01-07 00:00:00+00:00,257.54998779296875,266.1000061035156,257.25,32.2882194519043,26067,0.0,
2008-01-08 00:00:00+00:00,266.54998779296875,266.54998779296875,256.20001220703125,31.739734649658203,24987,0.0,
2008-01-09 00:00:00+00:00,261.0,263.54998779296875,255.3000030517578,32.08711624145508,15480,0.0,
2008-01-10 00:00:00+00:00,260.70001220703125,264.0,254.8500061035156,31.81287002563477,24760,0.0,
2008-01-11 00:00:00+00:00,259.5,263.1000061035156,256.95001220703125,31.502058029174805,33473,0.0,
2008-01-14 00:00:00+00:00,259.79998779296875,263.54998779296875,256.95001220703125,32.01397705078125,15520,0.0,
2008-01-15 00:00:00+00:00,259.6499938964844,268.20001220703125,259.6499938964844,31.99569320678711,34620,0.0,
2008-01-16 00:00:00+00:00,261.45001220703125,282.45001220703125,258.75,32.78187561035156,39273,0.0,
2008-01-17 00:00:00+00:00,285.1499938964844,285.1499938964844,270.29998779296875,33.36693572998047,37667,0.0,
2008-01-18 00:00:00+00:00,281.3999938964844,281.3999938964844,266.1000061035156,33.40351867675781,26807,0.0,
2008-01-22 00:00:00+00:00,263.70001220703125,296.8500061035156,255.8999938964844,35.81690216064453,36807,0.0,
2008-01-23 00:00:00+00:00,287.70001220703125,293.54998779296875,278.70001220703125,34.921016693115234,47633,0.0,
