date,LXP-PC_Open,LXP-PC_High,LXP-PC_Low,LXP-PC_Close,LXP-PC_Volume,LXP-PC_Dividends,LXP-PC_Stock Splits
2004-12-14 00:00:00+00:00,50.0,50.0,50.0,11.886098861694336,200,0.0,
2004-12-15 00:00:00+00:00,50.0,50.13999938964844,50.0,11.919381141662598,160900,0.0,
2004-12-16 00:00:00+00:00,50.125,50.13999938964844,50.09999847412109,11.90987491607666,8000,0.0,
2004-12-17 00:00:00+00:00,50.02999877929688,50.150001525878906,50.02999877929688,11.921756744384766,48000,0.0,
2004-12-20 00:00:00+00:00,50.150001525878906,50.150001525878906,50.150001525878906,11.921756744384766,5000,0.0,
2004-12-21 00:00:00+00:00,50.29999923706055,50.400001525878906,50.29999923706055,11.981186866760254,1300,0.0,
2004-12-22 00:00:00+00:00,50.5,50.79999923706055,50.5,12.076275825500488,4300,0.0,
2004-12-23 00:00:00+00:00,50.79999923706055,50.79999923706055,50.70000076293945,12.064393043518066,14200,0.0,
2004-12-27 00:00:00+00:00,50.84999847412109,50.84999847412109,50.79999923706055,12.085784912109377,5000,0.0,
2004-12-28 00:00:00+00:00,50.84000015258789,50.900001525878906,50.84000015258789,12.095293045043944,10600,0.0,
2004-12-29 00:00:00+00:00,50.70000076293945,50.70000076293945,50.70000076293945,12.05250644683838,2000,0.0,
2004-12-30 00:00:00+00:00,50.900001525878906,50.900001525878906,50.84999847412109,12.095293045043944,7600,0.0,
2004-12-31 00:00:00+00:00,51.0,51.0,50.810001373291016,12.088157653808594,62700,0.0,
2005-01-03 00:00:00+00:00,50.79999923706055,50.79999923706055,50.790000915527344,12.076275825500488,11000,0.0,
2005-01-04 00:00:00+00:00,50.75,50.75,50.459999084472656,11.995450019836426,507600,0.0,
2005-01-05 00:00:00+00:00,50.5,50.5,49.81999969482422,11.886098861694336,16600,0.0,
2005-01-06 00:00:00+00:00,49.83000183105469,50.15900039672852,49.83000183105469,11.886098861694336,81500,0.0,
2005-01-07 00:00:00+00:00,50.04999923706055,50.04999923706055,49.970001220703125,11.886098861694336,2300,0.0,
2005-01-10 00:00:00+00:00,50.04999923706055,50.04999923706055,50.04999923706055,11.89798069000244,6700,0.0,
2005-01-11 00:00:00+00:00,50.04999923706055,50.04999923706055,49.59999847412109,11.836173057556152,3900,0.0,
2005-01-12 00:00:00+00:00,50.0,50.0,49.37099838256836,11.798139572143556,153900,0.0,
