date,HIO_Open,HIO_High,HIO_Low,HIO_Close,HIO_Volume,HIO_Dividends,HIO_Stock Splits
1993-11-16 00:00:00+00:00,12.375,12.375,12.25,0.7778449058532715,114700,0.0,
1993-11-17 00:00:00+00:00,12.375,12.5,12.375,0.7937189340591431,230100,0.0,
1993-11-18 00:00:00+00:00,12.5,12.5,12.375,0.7857815027236938,69000,0.0,
1993-11-19 00:00:00+00:00,12.375,12.375,12.375,0.7857815027236938,197600,0.0,
1993-11-22 00:00:00+00:00,12.375,12.375,12.375,0.7857815027236938,139000,0.0,
1993-11-23 00:00:00+00:00,12.5,12.5,12.375,0.7857815027236938,93700,0.0,
1993-11-24 00:00:00+00:00,12.375,12.375,12.375,0.7857815027236938,30400,0.0,
1993-11-26 00:00:00+00:00,12.375,12.5,12.375,0.7937189340591431,4100,0.0,
1993-11-29 00:00:00+00:00,12.5,12.5,12.375,0.7857815027236938,51000,0.0,
1993-11-30 00:00:00+00:00,12.5,12.5,12.375,0.7937189340591431,111700,0.0,
1993-12-01 00:00:00+00:00,12.5,12.5,12.375,0.7857815027236938,43800,0.0,
1993-12-02 00:00:00+00:00,12.5,12.5,12.375,0.7857815027236938,29100,0.0,
1993-12-03 00:00:00+00:00,12.375,12.5,12.375,0.7857815027236938,44700,0.0,
1993-12-06 00:00:00+00:00,12.5,12.5,12.25,0.7857815027236938,56800,0.0,
1993-12-07 00:00:00+00:00,12.5,12.5,12.375,0.7937189340591431,39400,0.0,
1993-12-08 00:00:00+00:00,12.5,12.5,12.375,0.7937189340591431,46600,0.0,
1993-12-09 00:00:00+00:00,12.5,12.5,12.375,0.7857815027236938,59200,0.0,
1993-12-10 00:00:00+00:00,12.5,12.5,12.375,0.7937189340591431,56700,0.0,
1993-12-13 00:00:00+00:00,12.5,12.5,12.375,0.7937189340591431,31600,0.0,
1993-12-14 00:00:00+00:00,12.5,12.5,12.375,0.7857815027236938,68500,0.0,
1993-12-15 00:00:00+00:00,12.375,12.5,12.375,0.7937189340591431,107100,0.0,
1993-12-16 00:00:00+00:00,12.5,12.5,12.375,0.7998618483543396,116000,0.096,
1993-12-17 00:00:00+00:00,12.5,12.5,12.375,0.7952988743782043,90300,0.054,
1993-12-20 00:00:00+00:00,12.5,12.5,12.25,0.787265956401825,58200,0.0,
1993-12-21 00:00:00+00:00,12.375,12.375,11.75,0.787265956401825,124600,0.0,
1993-12-22 00:00:00+00:00,12.375,12.375,12.0,0.787265956401825,87800,0.0,
1993-12-23 00:00:00+00:00,12.125,12.375,12.0,0.787265956401825,77700,0.0,
1993-12-27 00:00:00+00:00,12.25,12.5,12.125,0.8033324480056763,81400,0.0,
1993-12-28 00:00:00+00:00,12.5,12.5,12.25,0.7952988743782043,98100,0.0,
1993-12-29 00:00:00+00:00,12.25,12.375,12.25,0.7952988743782043,85400,0.0,
1993-12-30 00:00:00+00:00,12.375,12.625,12.25,0.8033324480056763,402500,0.0,
1993-12-31 00:00:00+00:00,12.5,12.5,12.25,0.7952988743782043,38900,0.0,
1994-01-03 00:00:00+00:00,12.375,12.5,12.25,0.787265956401825,90400,0.0,
1994-01-04 00:00:00+00:00,12.375,12.625,12.25,0.8113649487495422,172700,0.0,
1994-01-05 00:00:00+00:00,12.5,12.625,12.5,0.8113649487495422,222600,0.0,
1994-01-06 00:00:00+00:00,12.5,12.625,12.5,0.8113649487495422,135200,0.0,
1994-01-07 00:00:00+00:00,12.5,12.625,12.5,0.8113649487495422,159600,0.0,
1994-01-10 00:00:00+00:00,12.5,12.75,12.5,0.8113649487495422,144800,0.0,
1994-01-11 00:00:00+00:00,12.5,12.5,12.375,0.8094874024391174,128800,0.096,
1994-01-12 00:00:00+00:00,12.5,12.875,12.375,0.8094874024391174,117500,0.0,
1994-01-13 00:00:00+00:00,12.5,12.5,12.375,0.8094874024391174,91300,0.0,
1994-01-14 00:00:00+00:00,12.5,12.625,12.375,0.8094874024391174,103400,0.0,
1994-01-17 00:00:00+00:00,12.5,12.625,12.375,0.8175824284553528,146100,0.0,
1994-01-18 00:00:00+00:00,12.5,12.625,12.25,0.8094874024391174,150900,0.0,
1994-01-19 00:00:00+00:00,12.5,12.5,12.375,0.8013920187950134,129900,0.0,
1994-01-20 00:00:00+00:00,12.5,12.5,12.125,0.8013920187950134,180600,0.0,
1994-01-21 00:00:00+00:00,12.5,12.5,12.25,0.8094874024391174,205300,0.0,
1994-01-24 00:00:00+00:00,12.375,12.75,12.25,0.8094874024391174,86700,0.0,
1994-01-25 00:00:00+00:00,12.5,12.625,12.375,0.8175824284553528,106300,0.0,
1994-01-26 00:00:00+00:00,12.625,12.625,12.5,0.8094874024391174,97500,0.0,
1994-01-27 00:00:00+00:00,12.625,12.75,12.5,0.8094874024391174,310700,0.0,
1994-01-28 00:00:00+00:00,12.625,12.75,12.5,0.8175824284553528,195100,0.0,
1994-01-31 00:00:00+00:00,12.625,12.625,12.5,0.8175824284553528,227500,0.0,
1994-02-01 00:00:00+00:00,12.625,12.625,12.5,0.8175824284553528,119600,0.0,
1994-02-02 00:00:00+00:00,12.625,12.625,12.375,0.8175824284553528,114300,0.0,
1994-02-03 00:00:00+00:00,12.5,12.625,12.375,0.8094874024391174,101800,0.0,
1994-02-04 00:00:00+00:00,12.625,12.625,12.375,0.8094874024391174,173400,0.0,
1994-02-07 00:00:00+00:00,12.5,12.75,12.375,0.8013920187950134,148700,0.0,
1994-02-08 00:00:00+00:00,12.375,12.625,12.0,0.8013920187950134,142500,0.0,
1994-02-09 00:00:00+00:00,12.375,12.5,12.375,0.815816342830658,84500,0.096,
1994-02-10 00:00:00+00:00,12.5,12.625,12.25,0.8076575398445129,94900,0.0,
1994-02-11 00:00:00+00:00,12.5,12.5,12.375,0.8076575398445129,66700,0.0,
1994-02-14 00:00:00+00:00,12.5,12.5,12.25,0.815816342830658,174300,0.0,
1994-02-15 00:00:00+00:00,12.375,12.5,12.25,0.7995004057884216,165700,0.0,
1994-02-16 00:00:00+00:00,12.25,12.5,12.125,0.7995004057884216,150200,0.0,
1994-02-17 00:00:00+00:00,12.25,12.25,12.0,0.7913415431976318,271400,0.0,
1994-02-18 00:00:00+00:00,12.125,12.25,12.0,0.7831836938858032,133900,0.0,
1994-02-22 00:00:00+00:00,12.25,12.25,12.0,0.7913415431976318,92100,0.0,
1994-02-23 00:00:00+00:00,12.25,12.25,12.0,0.7913415431976318,101900,0.0,
1994-02-24 00:00:00+00:00,12.125,12.5,12.125,0.7995004057884216,478400,0.0,
1994-02-25 00:00:00+00:00,12.375,12.375,12.125,0.7913415431976318,96100,0.0,
1994-02-28 00:00:00+00:00,12.25,12.5,12.125,0.8076575398445129,136500,0.0,
1994-03-01 00:00:00+00:00,12.25,12.375,12.125,0.7995004057884216,104100,0.0,
1994-03-02 00:00:00+00:00,12.125,12.25,12.0,0.7913415431976318,103000,0.0,
1994-03-03 00:00:00+00:00,12.125,12.375,12.125,0.8076575398445129,120100,0.0,
1994-03-04 00:00:00+00:00,12.25,12.375,12.25,0.7995004057884216,105400,0.0,
1994-03-07 00:00:00+00:00,12.25,12.375,12.125,0.7995004057884216,112000,0.0,
1994-03-08 00:00:00+00:00,12.25,12.375,12.125,0.7913415431976318,106700,0.0,
1994-03-09 00:00:00+00:00,12.125,12.25,12.0,0.7894342541694641,110100,0.096,
1994-03-10 00:00:00+00:00,12.0,12.25,12.0,0.7894342541694641,137700,0.0,
1994-03-11 00:00:00+00:00,12.125,12.25,12.0,0.7976571917533875,111500,0.0,
1994-03-14 00:00:00+00:00,12.125,12.125,11.875,0.7812114357948303,100100,0.0,
1994-03-15 00:00:00+00:00,11.875,12.0,11.875,0.7812114357948303,134200,0.0,
1994-03-16 00:00:00+00:00,12.0,12.0,11.875,0.7812114357948303,171400,0.0,
1994-03-17 00:00:00+00:00,11.875,12.0,11.75,0.7729873657226562,91500,0.0,
1994-03-18 00:00:00+00:00,11.875,12.0,11.75,0.7894342541694641,115800,0.0,
1994-03-21 00:00:00+00:00,12.0,12.0,11.875,0.7812114357948303,69600,0.0,
1994-03-22 00:00:00+00:00,11.875,12.0,11.75,0.7729873657226562,79600,0.0,
1994-03-23 00:00:00+00:00,12.0,12.0,11.75,0.7894342541694641,100500,0.0,
1994-03-24 00:00:00+00:00,12.0,12.125,11.75,0.7812114357948303,193000,0.0,
1994-03-25 00:00:00+00:00,11.875,12.0,11.75,0.7812114357948303,92500,0.0,
1994-03-28 00:00:00+00:00,11.875,12.125,11.75,0.7812114357948303,272600,0.0,
1994-03-29 00:00:00+00:00,11.875,11.875,11.5,0.7729873657226562,103800,0.0,
1994-03-30 00:00:00+00:00,11.5,11.625,11.125,0.7400936484336853,165900,0.0,
1994-03-31 00:00:00+00:00,11.25,11.375,10.875,0.7236475944519043,206800,0.0,
1994-04-04 00:00:00+00:00,11.0,11.125,10.625,0.7072016000747681,178000,0.0,
1994-04-05 00:00:00+00:00,10.875,11.125,10.75,0.7318710684776306,210400,0.0,
1994-04-06 00:00:00+00:00,11.25,11.75,11.125,0.7647639513015747,132000,0.0,
1994-04-07 00:00:00+00:00,11.5,11.875,11.25,0.7812114357948303,138300,0.0,
1994-04-08 00:00:00+00:00,11.875,12.0,11.5,0.7565407752990723,93200,0.0,
1994-04-11 00:00:00+00:00,11.5,11.625,11.25,0.7483174204826355,95500,0.0,
1994-04-12 00:00:00+00:00,11.5,11.5,11.125,0.7400936484336853,110400,0.0,
1994-04-13 00:00:00+00:00,11.25,11.375,10.875,0.7215824723243713,133300,0.096,
1994-04-14 00:00:00+00:00,10.75,11.25,10.46875,0.7381703853607178,129300,0.0,
1994-04-15 00:00:00+00:00,11.25,11.5,11.0,0.7630530595779419,98200,0.0,
1994-04-18 00:00:00+00:00,11.375,11.375,10.75,0.7257296442985535,88000,0.0,
1994-04-19 00:00:00+00:00,11.0,11.0,10.75,0.7215824723243713,111000,0.0,
1994-04-20 00:00:00+00:00,10.75,11.0,10.625,0.7049938440322876,157200,0.0,
1994-04-21 00:00:00+00:00,10.625,11.0,10.625,0.7298761010169983,133400,0.0,
1994-04-22 00:00:00+00:00,10.75,11.0,10.75,0.7298761010169983,180000,0.0,
1994-04-25 00:00:00+00:00,11.0,11.125,10.75,0.7257296442985535,134300,0.0,
1994-04-26 00:00:00+00:00,11.0,11.125,10.875,0.7381703853607178,78500,0.0,
1994-04-28 00:00:00+00:00,11.0,11.375,11.0,0.7464641332626343,235500,0.0,
1994-04-29 00:00:00+00:00,11.25,11.375,11.0,0.7381703853607178,125800,0.0,
1994-05-02 00:00:00+00:00,11.125,11.25,11.125,0.7464641332626343,82600,0.0,
1994-05-03 00:00:00+00:00,11.25,11.5,11.125,0.7630530595779419,108100,0.0,
