date,NOG_Open,NOG_High,NOG_Low,NOG_Close,NOG_Volume,NOG_Dividends,NOG_Stock Splits
2007-04-13 00:00:00+00:00,40.0,40.0,40.0,36.10513305664063,40,0.0,
2007-04-16 00:00:00+00:00,40.0,40.0,40.0,36.10513305664063,0,0.0,
2007-04-17 00:00:00+00:00,40.0,40.0,40.0,36.10513305664063,0,0.0,
2007-04-18 00:00:00+00:00,40.0,40.0,40.0,36.10513305664063,0,0.0,
2007-04-19 00:00:00+00:00,40.0,40.0,40.0,36.10513305664063,0,0.0,
2007-04-20 00:00:00+00:00,40.0,40.0,40.0,36.10513305664063,0,0.0,
2007-04-23 00:00:00+00:00,40.0,40.0,40.0,36.10513305664063,0,0.0,
2007-04-24 00:00:00+00:00,40.0,40.0,40.0,36.10513305664063,0,0.0,
2007-04-25 00:00:00+00:00,34.0,34.0,34.0,30.68935775756836,200,0.0,
2007-04-26 00:00:00+00:00,34.0,34.0,34.0,30.68935775756836,0,0.0,
2007-04-27 00:00:00+00:00,34.0,34.0,34.0,30.68935775756836,240,0.0,
2007-04-30 00:00:00+00:00,34.0,34.0,34.0,30.68935775756836,0,0.0,
2007-05-01 00:00:00+00:00,34.0,34.0,34.0,30.68935775756836,0,0.0,
2007-05-02 00:00:00+00:00,37.5,40.0,37.5,36.10513305664063,200,0.0,
2007-05-03 00:00:00+00:00,40.0,50.0,40.0,42.87483978271485,560,0.0,
2007-05-04 00:00:00+00:00,50.0,50.0,41.0,40.61826705932617,310,0.0,
2007-05-07 00:00:00+00:00,45.0,48.0,40.0,43.3261604309082,690,0.0,
2007-05-08 00:00:00+00:00,48.0,48.0,48.0,43.3261604309082,0,0.0,
2007-05-09 00:00:00+00:00,48.0,48.0,48.0,43.3261604309082,0,0.0,
2007-05-10 00:00:00+00:00,49.0,49.0,49.0,44.228790283203125,50,0.0,
2007-05-11 00:00:00+00:00,49.0,49.0,49.0,44.228790283203125,50,0.0,
2007-05-14 00:00:00+00:00,49.0,49.0,49.0,44.228790283203125,50,0.0,
2007-05-15 00:00:00+00:00,49.0,49.0,49.0,44.228790283203125,0,0.0,
2007-05-16 00:00:00+00:00,49.0,49.0,49.0,44.228790283203125,0,0.0,
2007-05-17 00:00:00+00:00,49.0,49.0,49.0,44.228790283203125,0,0.0,
2007-05-18 00:00:00+00:00,48.0,48.0,47.5,42.87483978271485,200,0.0,
2007-05-21 00:00:00+00:00,43.0,45.0,43.0,40.61826705932617,210,0.0,
2007-05-22 00:00:00+00:00,44.0,45.0,44.0,39.71564102172852,400,0.0,
2007-05-23 00:00:00+00:00,44.0,44.0,44.0,39.71564102172852,20,0.0,
2007-05-24 00:00:00+00:00,42.0,44.0,41.0,39.71564102172852,160,0.0,
2007-05-25 00:00:00+00:00,44.0,44.0,44.0,39.71564102172852,100,0.0,
2007-05-29 00:00:00+00:00,44.0,44.0,44.0,39.71564102172852,0,0.0,
2007-05-30 00:00:00+00:00,43.0,43.0,41.5,37.45906829833984,100,0.0,
2007-05-31 00:00:00+00:00,43.0,43.0,43.0,38.813018798828125,100,0.0,
2007-06-01 00:00:00+00:00,42.5,42.5,42.5,38.36170196533203,130,0.0,
2007-06-04 00:00:00+00:00,42.5,43.0,41.5,38.813018798828125,340,0.0,
2007-06-05 00:00:00+00:00,42.5,42.5,40.0,36.10513305664063,350,0.0,
2007-06-06 00:00:00+00:00,44.0,44.0,43.5,39.71564102172852,530,0.0,
2007-06-07 00:00:00+00:00,44.0,44.0,40.0,38.813018798828125,220,0.0,
2007-06-08 00:00:00+00:00,44.0,44.0,42.0,38.813018798828125,350,0.0,
2007-06-11 00:00:00+00:00,43.0,43.0,43.0,38.813018798828125,30,0.0,
2007-06-12 00:00:00+00:00,41.0,43.5,41.0,39.26433181762695,100,0.0,
2007-06-13 00:00:00+00:00,43.5,43.5,43.5,39.26433181762695,0,0.0,
2007-06-14 00:00:00+00:00,43.5,43.5,43.5,39.26433181762695,330,0.0,
2007-06-15 00:00:00+00:00,43.5,43.5,41.0,37.00775909423828,140,0.0,
2007-06-18 00:00:00+00:00,40.0,43.5,40.0,39.26433181762695,60,0.0,
2007-06-19 00:00:00+00:00,43.5,43.5,43.5,39.26433181762695,200,0.0,
2007-06-20 00:00:00+00:00,45.0,45.0,43.0,40.61826705932617,530,0.0,
2007-06-21 00:00:00+00:00,46.0,46.0,45.5,41.069580078125,260,0.0,
2007-06-22 00:00:00+00:00,46.0,55.0,45.5,49.64455795288086,580,0.0,
2007-06-25 00:00:00+00:00,50.0,54.0,50.0,45.13140487670898,440,0.0,
2007-06-26 00:00:00+00:00,43.0,46.5,42.0,38.813018798828125,260,0.0,
2007-06-27 00:00:00+00:00,44.0,52.5,44.0,46.93666458129883,1900,0.0,
2007-06-28 00:00:00+00:00,51.0,52.5,51.0,47.38798141479492,360,0.0,
2007-06-29 00:00:00+00:00,52.5,52.5,52.5,47.38798141479492,200,0.0,
2007-07-02 00:00:00+00:00,54.0,54.0,53.5,48.74192810058594,360,0.0,
2007-07-03 00:00:00+00:00,49.5,55.0,49.5,49.64455795288086,90,0.0,
2007-07-05 00:00:00+00:00,55.0,55.0,55.0,49.64455795288086,0,0.0,
2007-07-06 00:00:00+00:00,55.0,56.0,55.0,50.54718780517578,490,0.0,
2007-07-09 00:00:00+00:00,52.0,57.5,44.0,51.90113067626953,1070,0.0,
2007-07-10 00:00:00+00:00,57.0,60.0,56.0,54.157691955566406,450,0.0,
2007-07-11 00:00:00+00:00,60.0,60.0,60.0,54.157691955566406,0,0.0,
2007-07-12 00:00:00+00:00,55.0,55.0,55.0,49.64455795288086,100,0.0,
2007-07-13 00:00:00+00:00,55.0,55.0,55.0,49.64455795288086,0,0.0,
2007-07-16 00:00:00+00:00,56.5,56.5,56.5,50.99850082397461,50,0.0,
2007-07-17 00:00:00+00:00,56.5,56.5,56.5,50.99850082397461,0,0.0,
2007-07-18 00:00:00+00:00,55.0,55.0,55.0,49.64455795288086,60,0.0,
2007-07-19 00:00:00+00:00,60.0,60.0,52.5,47.38798141479492,240,0.0,
2007-07-20 00:00:00+00:00,50.0,50.0,45.0,45.13140487670898,720,0.0,
2007-07-23 00:00:00+00:00,52.5,53.0,52.5,47.83930206298828,210,0.0,
2007-07-24 00:00:00+00:00,54.0,55.0,54.0,48.74192810058594,200,0.0,
2007-07-25 00:00:00+00:00,54.0,54.0,54.0,48.74192810058594,0,0.0,
2007-07-26 00:00:00+00:00,54.0,54.0,54.0,48.74192810058594,0,0.0,
2007-07-27 00:00:00+00:00,54.0,54.0,54.0,48.74192810058594,0,0.0,
2007-07-30 00:00:00+00:00,51.0,51.0,50.0,45.13140487670898,250,0.0,
2007-07-31 00:00:00+00:00,50.0,50.0,50.0,45.13140487670898,70,0.0,
2007-08-01 00:00:00+00:00,52.5,52.5,52.5,47.38798141479492,20,0.0,
2007-08-02 00:00:00+00:00,52.5,52.5,52.5,47.38798141479492,0,0.0,
2007-08-03 00:00:00+00:00,52.5,52.5,52.5,47.38798141479492,30,0.0,
2007-08-06 00:00:00+00:00,52.5,52.5,52.5,47.38798141479492,0,0.0,
2007-08-07 00:00:00+00:00,52.5,52.5,52.5,47.38798141479492,0,0.0,
2007-08-08 00:00:00+00:00,51.0,52.5,51.0,47.38798141479492,150,0.0,
2007-08-09 00:00:00+00:00,43.0,52.5,43.0,47.38798141479492,20,0.0,
2007-08-10 00:00:00+00:00,46.0,49.900001525878906,43.0,44.228790283203125,190,0.0,
2007-08-13 00:00:00+00:00,48.5,48.5,47.5,42.87483978271485,90,0.0,
2007-08-14 00:00:00+00:00,49.5,52.5,49.5,45.13140487670898,1370,0.0,
2007-08-15 00:00:00+00:00,50.0,50.0,50.0,45.13140487670898,0,0.0,
2007-08-16 00:00:00+00:00,50.0,50.0,50.0,45.13140487670898,0,0.0,
2007-08-17 00:00:00+00:00,50.0,65.0,50.0,49.64455795288086,1680,0.0,
2007-08-20 00:00:00+00:00,50.5,55.0,50.5,49.64455795288086,110,0.0,
2007-08-21 00:00:00+00:00,52.5,55.0,52.5,49.64455795288086,300,0.0,
2007-08-22 00:00:00+00:00,55.0,55.0,55.0,49.64455795288086,0,0.0,
2007-08-23 00:00:00+00:00,55.0,55.0,55.0,49.64455795288086,0,0.0,
2007-08-24 00:00:00+00:00,53.0,53.0,53.0,47.83930206298828,20,0.0,
2007-08-27 00:00:00+00:00,53.0,53.0,53.0,47.83930206298828,0,0.0,
2007-08-28 00:00:00+00:00,53.0,53.0,53.0,47.83930206298828,0,0.0,
2007-08-29 00:00:00+00:00,53.0,53.0,53.0,47.83930206298828,0,0.0,
2007-08-30 00:00:00+00:00,47.0,52.0,47.0,46.93666458129883,470,0.0,
2007-08-31 00:00:00+00:00,52.0,52.0,52.0,46.93666458129883,0,0.0,
2007-09-04 00:00:00+00:00,47.0,52.0,47.0,46.93666458129883,220,0.0,
2007-09-05 00:00:00+00:00,52.0,52.0,52.0,46.93666458129883,0,0.0,
