date,PBHC_Open,PBHC_High,PBHC_Low,PBHC_Close,PBHC_Volume,PBHC_Dividends,PBHC_Stock Splits
1995-11-16 00:00:00+00:00,3.54179310798645,3.642987012863159,3.390002012252808,2.0398402214050293,645295,0.0,
1995-11-17 00:00:00+00:00,3.642987012863159,3.642987012863159,3.440598964691162,2.0398402214050293,56574,0.0,
1995-11-20 00:00:00+00:00,3.642987012863159,3.642987012863159,3.440598964691162,1.9265146255493164,14823,0.0,
1995-11-21 00:00:00+00:00,3.642987012863159,3.642987012863159,3.440598964691162,1.954846262931824,89679,0.0,
1995-11-22 00:00:00+00:00,3.440598964691162,3.642987012863159,3.440598964691162,2.0398402214050293,80044,0.0,
1995-11-24 00:00:00+00:00,3.642987012863159,3.642987012863159,3.642987012863159,2.0398402214050293,0,0.0,
1995-11-27 00:00:00+00:00,3.440598964691162,3.5923900604248047,3.440598964691162,1.954846262931824,205793,0.0,
1995-11-28 00:00:00+00:00,3.440598964691162,3.54179310798645,3.440598964691162,1.9831764698028564,317706,0.0,
1995-11-29 00:00:00+00:00,3.4911959171295166,3.642987012863159,3.440598964691162,1.9831764698028564,70656,0.0,
1995-11-30 00:00:00+00:00,3.642987012863159,3.642987012863159,3.54179310798645,2.0398402214050293,32117,0.0,
1995-12-01 00:00:00+00:00,3.54179310798645,3.6935839653015137,3.4911959171295166,2.0398402214050293,87950,0.0,
1995-12-04 00:00:00+00:00,3.744180917739868,3.845375061035156,3.744180917739868,2.153163433074951,94620,0.0,
1995-12-05 00:00:00+00:00,3.744180917739868,3.7947781085968018,3.744180917739868,2.124833345413208,127478,0.0,
1995-12-06 00:00:00+00:00,3.845375061035156,3.9465699195861816,3.845375061035156,2.153163433074951,13588,0.0,
1995-12-07 00:00:00+00:00,3.845375061035156,3.9465699195861816,3.845375061035156,2.209825277328491,48422,0.0,
1995-12-08 00:00:00+00:00,3.9465699195861816,3.9465699195861816,3.9465699195861816,2.209825277328491,0,0.0,
1995-12-11 00:00:00+00:00,4.148958206176758,4.199554920196533,4.047763824462891,2.351481676101685,63986,0.0,
1995-12-12 00:00:00+00:00,4.047763824462891,4.098361015319824,4.047763824462891,2.266487836837769,53610,0.0,
1995-12-13 00:00:00+00:00,4.148958206176758,4.148958206176758,4.148958206176758,2.323150157928467,14082,0.0,
1995-12-14 00:00:00+00:00,4.098361015319824,4.250152111053467,4.098361015319824,2.323150157928467,185782,0.0,
1995-12-15 00:00:00+00:00,4.047763824462891,4.250152111053467,4.047763824462891,2.379811286926269,2718,0.0,
1995-12-18 00:00:00+00:00,4.351346015930176,4.351346015930176,4.351346015930176,2.436473608016968,2471,0.0,
1995-12-19 00:00:00+00:00,4.161606788635254,4.300748825073242,4.098361015319824,2.330231189727783,209993,0.0,
1995-12-20 00:00:00+00:00,4.300748825073242,4.300748825073242,4.161606788635254,2.330231189727783,9882,0.0,
1995-12-21 00:00:00+00:00,4.250152111053467,4.250152111053467,4.250152111053467,2.379811286926269,6176,0.0,
1995-12-22 00:00:00+00:00,4.250152111053467,4.250152111053467,4.250152111053467,2.379811286926269,0,0.0,
1995-12-26 00:00:00+00:00,4.250152111053467,4.250152111053467,4.250152111053467,2.379811286926269,0,0.0,
1995-12-27 00:00:00+00:00,4.250152111053467,4.250152111053467,4.250152111053467,2.379811286926269,0,0.0,
1995-12-28 00:00:00+00:00,4.174255847930908,4.250152111053467,4.174255847930908,2.379811286926269,16305,0.0,
1995-12-29 00:00:00+00:00,4.250152111053467,4.250152111053467,4.250152111053467,2.379811286926269,0,0.0,
1996-01-02 00:00:00+00:00,4.148958206176758,4.148958206176758,4.148958206176758,2.323150157928467,2471,0.0,
1996-01-03 00:00:00+00:00,4.148958206176758,4.148958206176758,4.148958206176758,2.323150157928467,0,0.0,
1996-01-04 00:00:00+00:00,4.300748825073242,4.300748825073242,4.300748825073242,2.4081435203552246,1235,0.0,
1996-01-05 00:00:00+00:00,4.199554920196533,4.199554920196533,4.148958206176758,2.323150157928467,41751,0.0,
1996-01-08 00:00:00+00:00,4.148958206176758,4.148958206176758,4.148958206176758,2.323150157928467,1976,0.0,
1996-01-09 00:00:00+00:00,4.148958206176758,4.148958206176758,4.148958206176758,2.323150157928467,2471,0.0,
1996-01-10 00:00:00+00:00,4.300748825073242,4.300748825073242,4.148958206176758,2.323150157928467,1729,0.0,
1996-01-11 00:00:00+00:00,4.047763824462891,4.047763824462891,4.047763824462891,2.266487836837769,5435,0.0,
1996-01-12 00:00:00+00:00,4.047763824462891,4.047763824462891,3.9465699195861816,2.209825277328491,6423,0.0,
1996-01-15 00:00:00+00:00,3.9465699195861816,3.9465699195861816,3.9465699195861816,2.209825277328491,0,0.0,
1996-01-16 00:00:00+00:00,4.047763824462891,4.047763824462891,4.047763824462891,2.266487836837769,1235,0.0,
1996-01-17 00:00:00+00:00,4.047763824462891,4.047763824462891,4.047763824462891,2.266487836837769,0,0.0,
1996-01-18 00:00:00+00:00,4.047763824462891,4.047763824462891,4.047763824462891,2.266487836837769,0,0.0,
1996-01-19 00:00:00+00:00,4.047763824462891,4.047763824462891,4.047763824462891,2.266487836837769,0,0.0,
1996-01-22 00:00:00+00:00,3.9465699195861816,3.9465699195861816,3.9465699195861816,2.209825277328491,3706,0.0,
1996-01-23 00:00:00+00:00,3.9465699195861816,3.9465699195861816,3.9465699195861816,2.209825277328491,13094,0.0,
1996-01-24 00:00:00+00:00,3.9465699195861816,3.9465699195861816,3.9465699195861816,2.209825277328491,7412,0.0,
1996-01-25 00:00:00+00:00,3.9465699195861816,3.9465699195861816,3.9465699195861816,2.209825277328491,0,0.0,
1996-01-26 00:00:00+00:00,3.9465699195861816,3.959218978881836,3.9465699195861816,2.216909170150757,35575,0.0,
1996-01-29 00:00:00+00:00,3.9465699195861816,3.9465699195861816,3.9465699195861816,2.209825277328491,741,0.0,
1996-01-30 00:00:00+00:00,3.9465699195861816,3.9465699195861816,3.9465699195861816,2.209825277328491,0,0.0,
1996-01-31 00:00:00+00:00,3.9465699195861816,3.9465699195861816,3.9465699195861816,2.209825277328491,0,0.0,
1996-02-01 00:00:00+00:00,4.148958206176758,4.148958206176758,4.148958206176758,2.323150157928467,2471,0.0,
1996-02-02 00:00:00+00:00,4.148958206176758,4.148958206176758,4.148958206176758,2.323150157928467,0,0.0,
1996-02-05 00:00:00+00:00,4.148958206176758,4.148958206176758,4.148958206176758,2.323150157928467,4941,0.0,
1996-02-06 00:00:00+00:00,4.148958206176758,4.148958206176758,4.148958206176758,2.323150157928467,0,0.0,
1996-02-07 00:00:00+00:00,3.895972013473511,3.9086220264434814,3.845375061035156,2.1885781288146973,33846,0.0,
1996-02-08 00:00:00+00:00,3.895972013473511,4.148958206176758,3.845375061035156,2.323150157928467,69421,0.0,
1996-02-09 00:00:00+00:00,4.148958206176758,4.148958206176758,3.7947781085968018,2.323150157928467,36069,0.0,
