date,TDW_Open,TDW_High,TDW_Low,TDW_Close,TDW_Volume,TDW_Dividends,TDW_Stock Splits
1980-03-17 00:00:00+00:00,0.0,728.49462890625,709.6774291992188,443.4458618164063,563,0.0,
1980-03-18 00:00:00+00:00,0.0,715.0537719726562,704.3010864257812,443.4458618164063,721,0.0,
1980-03-19 00:00:00+00:00,0.0,741.9354858398438,715.0537719726562,460.2430419921875,2167,0.0,
1980-03-20 00:00:00+00:00,0.0,747.3118286132812,741.9354858398438,466.9620971679688,284,0.0,
1980-03-21 00:00:00+00:00,0.0,747.3118286132812,739.247314453125,465.2824401855469,121,0.0,
1980-03-24 00:00:00+00:00,0.0,739.247314453125,720.4301147460938,453.5242004394531,358,0.0,
1980-03-25 00:00:00+00:00,0.0,723.1182861328125,712.3656005859375,446.8052978515625,460,0.0,
1980-03-26 00:00:00+00:00,0.0,725.8064575195312,720.4301147460938,451.8445129394531,191,0.0,
1980-03-27 00:00:00+00:00,0.0,715.0537719726562,618.279541015625,398.0936279296875,1386,0.0,
1980-03-28 00:00:00+00:00,0.0,666.6666870117188,655.9140014648438,409.8514709472656,405,0.0,
1980-03-31 00:00:00+00:00,0.0,674.731201171875,653.225830078125,421.6095581054688,316,0.0,
1980-04-01 00:00:00+00:00,0.0,680.1075439453125,669.3548583984375,424.968994140625,158,0.0,
1980-04-02 00:00:00+00:00,0.0,690.8602294921875,682.7957153320312,431.6879577636719,990,0.0,
1980-04-03 00:00:00+00:00,0.0,696.236572265625,688.1720581054688,433.3677673339844,405,0.0,
1980-04-07 00:00:00+00:00,0.0,690.8602294921875,661.2903442382812,413.2109375,200,0.0,
1980-04-08 00:00:00+00:00,0.0,655.9140014648438,645.1613159179688,406.4920959472656,763,0.0,
1980-04-09 00:00:00+00:00,0.0,677.4193725585938,658.6021728515625,423.2893676757813,474,0.0,
1980-04-10 00:00:00+00:00,0.0,693.5484008789062,682.7957153320312,433.3677673339844,88,0.0,
1980-04-11 00:00:00+00:00,0.0,717.741943359375,706.9892578125,448.4850769042969,260,0.0,
1980-04-14 00:00:00+00:00,0.0,715.0537719726562,704.3010864257812,441.7662048339844,158,0.0,
1980-04-15 00:00:00+00:00,0.0,709.6774291992188,693.5484008789062,433.3677673339844,88,0.0,
1980-04-16 00:00:00+00:00,0.0,688.1720581054688,674.731201171875,421.6095581054688,56,0.0,
1980-04-17 00:00:00+00:00,0.0,674.731201171875,666.6666870117188,421.6095581054688,233,0.0,
1980-04-18 00:00:00+00:00,0.0,685.48388671875,672.0430297851562,428.3284912109375,200,0.0,
1980-04-21 00:00:00+00:00,0.0,685.48388671875,666.6666870117188,416.5703125,563,0.0,
1980-04-22 00:00:00+00:00,0.0,698.9247436523438,672.0430297851562,436.7270812988281,1748,0.0,
1980-04-23 00:00:00+00:00,0.0,706.9892578125,701.6129150390625,438.406982421875,228,0.0,
1980-04-24 00:00:00+00:00,0.0,706.9892578125,696.236572265625,441.7662048339844,265,0.0,
1980-04-25 00:00:00+00:00,0.0,725.8064575195312,709.6774291992188,451.8445129394531,293,0.0,
1980-04-28 00:00:00+00:00,0.0,728.49462890625,723.1182861328125,455.2035827636719,335,0.0,
1980-04-29 00:00:00+00:00,0.0,741.9354858398438,731.1828002929688,463.6025695800781,419,0.0,
1980-04-30 00:00:00+00:00,0.0,747.3118286132812,741.9354858398438,466.9620971679688,149,0.0,
