date,VIS_Open,VIS_High,VIS_Low,VIS_Close,VIS_Volume,VIS_Dividends,VIS_Stock Splits
2004-09-29 00:00:00+00:00,48.88999938964844,49.27000045776367,48.88999938964844,36.49202346801758,25800,0.0,
2004-09-30 00:00:00+00:00,49.27999877929688,49.61000061035156,49.27999877929688,36.79611206054688,400,0.0,
2004-10-01 00:00:00+00:00,49.61000061035156,49.61000061035156,49.61000061035156,36.79611206054688,0,0.0,
2004-10-04 00:00:00+00:00,50.59000015258789,50.59000015258789,50.52999877929688,37.47848892211914,3400,0.0,
2004-10-05 00:00:00+00:00,50.27000045776367,50.29999923706055,50.27000045776367,37.30788040161133,700,0.0,
2004-10-06 00:00:00+00:00,50.33000183105469,50.56999969482422,50.33000183105469,37.50814437866211,1300,0.0,
2004-10-07 00:00:00+00:00,50.33000183105469,50.33000183105469,50.22999954223633,37.33014297485352,2000,0.0,
2004-10-08 00:00:00+00:00,50.09999847412109,50.09999847412109,49.58000183105469,36.77385711669922,2200,0.0,
2004-10-11 00:00:00+00:00,49.68000030517578,49.68000030517578,49.68000030517578,36.8480339050293,100,0.0,
2004-10-12 00:00:00+00:00,49.400001525878906,49.619998931884766,49.400001525878906,36.80353546142578,900,0.0,
2004-10-13 00:00:00+00:00,49.380001068115234,49.43000030517578,49.04999923706055,36.5068473815918,1400,0.0,
2004-10-14 00:00:00+00:00,48.93999862670898,49.02000045776367,48.93999862670898,36.34366607666016,900,0.0,
2004-10-15 00:00:00+00:00,49.22999954223633,49.5099983215332,49.09000015258789,36.60327911376953,1000,0.0,
2004-10-18 00:00:00+00:00,49.06999969482422,49.220001220703125,49.06999969482422,36.5068473815918,400,0.0,
2004-10-19 00:00:00+00:00,49.560001373291016,49.560001373291016,49.060001373291016,36.38817596435547,1100,0.0,
2004-10-20 00:00:00+00:00,48.619998931884766,48.97999954223633,48.58000183105469,36.239837646484375,3800,0.0,
2004-10-21 00:00:00+00:00,48.83000183105469,49.18000030517578,48.83000183105469,36.47718048095703,35400,0.0,
2004-10-22 00:00:00+00:00,49.09999847412109,49.20000076293945,48.77999877929688,36.18791198730469,2300,0.0,
2004-10-25 00:00:00+00:00,48.79999923706055,48.869998931884766,48.79999923706055,36.239837646484375,5500,0.0,
2004-10-26 00:00:00+00:00,48.91999816894531,49.25,48.91999816894531,36.52909851074219,700,0.0,
2004-10-27 00:00:00+00:00,49.84999847412109,49.970001220703125,49.84999847412109,37.06312942504883,600,0.0,
2004-10-28 00:00:00+00:00,49.86000061035156,50.06999969482422,49.86000061035156,37.137298583984375,200,0.0,
2004-10-29 00:00:00+00:00,50.13999938964844,50.13999938964844,50.130001068115234,37.18180084228516,300,0.0,
2004-11-01 00:00:00+00:00,50.02000045776367,50.38999938964844,50.0099983215332,37.3746452331543,13400,0.0,
2004-11-02 00:00:00+00:00,50.810001373291016,50.810001373291016,50.31999969482422,37.32272338867188,12800,0.0,
2004-11-03 00:00:00+00:00,51.0099983215332,51.040000915527344,50.810001373291016,37.78258895874024,2300,0.0,
2004-11-04 00:00:00+00:00,50.97999954223633,51.90999984741211,50.97999954223633,38.45752334594727,13900,0.0,
2004-11-05 00:00:00+00:00,51.84999847412109,51.84999847412109,51.84999847412109,38.45752334594727,0,0.0,
2004-11-08 00:00:00+00:00,52.2400016784668,52.400001525878906,52.2400016784668,38.84323120117188,3400,0.0,
2004-11-09 00:00:00+00:00,52.45000076293945,52.68999862670898,52.45000076293945,39.0138053894043,600,0.0,
2004-11-10 00:00:00+00:00,52.7400016784668,52.77999877929688,52.59000015258789,39.05832290649414,1300,0.0,
2004-11-11 00:00:00+00:00,52.880001068115234,53.29999923706055,52.880001068115234,39.53301239013672,1000,0.0,
2004-11-12 00:00:00+00:00,53.18999862670898,53.34000015258789,53.18999862670898,39.56266784667969,2700,0.0,
2004-11-15 00:00:00+00:00,53.54999923706055,53.54999923706055,53.40999984741211,39.636844635009766,12400,0.0,
2004-11-16 00:00:00+00:00,53.34999847412109,53.34999847412109,53.22999954223633,39.48108673095703,1600,0.0,
2004-11-17 00:00:00+00:00,53.86000061035156,53.88999938964844,53.400001525878906,39.60718536376953,13100,0.0,
2004-11-18 00:00:00+00:00,53.79999923706055,53.83000183105469,53.630001068115234,39.911277770996094,700,0.0,
2004-11-19 00:00:00+00:00,53.45000076293945,53.45000076293945,53.0,39.39949417114258,10800,0.0,
2004-11-22 00:00:00+00:00,53.22999954223633,53.2400016784668,53.0,39.48851776123047,10600,0.0,
2004-11-23 00:00:00+00:00,53.22999954223633,53.43999862670898,53.060001373291016,39.5107536315918,12800,0.0,
2004-11-24 00:00:00+00:00,53.54999923706055,53.65999984741211,53.52000045776367,39.8000373840332,12700,0.0,
2004-11-26 00:00:00+00:00,53.59999847412109,53.72999954223633,53.59999847412109,39.80744552612305,32900,0.0,
2004-11-29 00:00:00+00:00,53.650001525878906,53.650001525878906,53.18999862670898,39.79261016845703,42200,0.0,
2004-11-30 00:00:00+00:00,53.52000045776367,53.7400016784668,53.5099983215332,39.74811935424805,6600,0.0,
2004-12-01 00:00:00+00:00,54.13999938964844,54.13999938964844,54.13999938964844,40.156044006347656,100,0.0,
2004-12-02 00:00:00+00:00,54.13999938964844,54.13999938964844,54.13999938964844,40.156044006347656,100,0.0,
2004-12-03 00:00:00+00:00,54.34000015258789,54.38999938964844,54.25,40.23763656616211,5600,0.0,
2004-12-06 00:00:00+00:00,54.25,54.25,54.04999923706055,40.08929443359375,200,0.0,
2004-12-07 00:00:00+00:00,53.970001220703125,54.08000183105469,53.5,39.68135833740234,2300,0.0,
2004-12-08 00:00:00+00:00,53.66999816894531,53.83000183105469,53.650001525878906,39.91869354248047,1500,0.0,
2004-12-09 00:00:00+00:00,53.41999816894531,53.91999816894531,53.38999938964844,39.99287033081055,1600,0.0,
2004-12-10 00:00:00+00:00,54.0,54.31999969482422,53.9900016784668,40.19313049316406,1500,0.0,
2004-12-13 00:00:00+00:00,54.52999877929688,54.52999877929688,54.380001068115234,40.40822219848633,2100,0.0,
2004-12-14 00:00:00+00:00,55.0,55.02999877929688,54.7400016784668,40.7568359375,8800,0.0,
2004-12-15 00:00:00+00:00,55.0,55.04999923706055,54.790000915527344,40.83098983764648,1900,0.0,
2004-12-16 00:00:00+00:00,54.75,54.84999847412109,54.650001525878906,40.56398010253906,4900,0.0,
2004-12-17 00:00:00+00:00,54.720001220703125,54.810001373291016,54.59000015258789,40.55656814575195,1800,0.0,
2004-12-20 00:00:00+00:00,54.90999984741211,54.959999084472656,54.68999862670898,40.56398010253906,13000,0.0,
2004-12-21 00:00:00+00:00,54.81999969482422,55.09000015258789,54.75,40.838417053222656,36500,0.0,
