date,OXM_Open,OXM_High,OXM_Low,OXM_Close,OXM_Volume,OXM_Dividends,OXM_Stock Splits
1980-03-17 00:00:00+00:00,0.0,1.25,1.25,0.4426205158233642,10400,0.0,
1980-03-18 00:00:00+00:00,0.0,1.21875,1.203125,0.4260217845439911,8000,0.0,
1980-03-19 00:00:00+00:00,0.0,1.171875,1.140625,0.4094236493110657,12800,0.0,
1980-03-20 00:00:00+00:00,0.0,1.1875,1.15625,0.4094236493110657,5600,0.0,
1980-03-21 00:00:00+00:00,1.15625,1.15625,1.15625,0.4094236493110657,0,0.0,
1980-03-24 00:00:00+00:00,0.0,1.15625,1.125,0.4038909077644348,22400,0.0,
1980-03-25 00:00:00+00:00,0.0,1.140625,1.125,0.3983580470085144,14400,0.0,
1980-03-26 00:00:00+00:00,0.0,1.171875,1.140625,0.414956271648407,16800,0.0,
1980-03-27 00:00:00+00:00,0.0,1.140625,1.125,0.3983580470085144,77600,0.0,
1980-03-28 00:00:00+00:00,0.0,1.15625,1.125,0.4094236493110657,8000,0.0,
1980-03-31 00:00:00+00:00,0.0,1.125,1.125,0.3983580470085144,8800,0.0,
1980-04-01 00:00:00+00:00,0.0,1.140625,1.125,0.3983580470085144,6400,0.0,
1980-04-02 00:00:00+00:00,1.125,1.125,1.125,0.3983580470085144,0,0.0,
1980-04-03 00:00:00+00:00,0.0,1.109375,1.0625,0.3762271702289581,26400,0.0,
1980-04-07 00:00:00+00:00,0.0,1.078125,1.078125,0.3817599415779114,2400,0.0,
1980-04-08 00:00:00+00:00,0.0,1.078125,1.078125,0.3817599415779114,3200,0.0,
1980-04-09 00:00:00+00:00,0.0,1.078125,1.078125,0.3817599415779114,3200,0.0,
1980-04-10 00:00:00+00:00,1.078125,1.078125,1.078125,0.3817599415779114,0,0.0,
1980-04-11 00:00:00+00:00,0.0,1.078125,1.078125,0.3817599415779114,800,0.0,
1980-04-14 00:00:00+00:00,0.0,1.078125,1.078125,0.3817599415779114,800,0.0,
1980-04-15 00:00:00+00:00,0.0,1.078125,1.078125,0.3817599415779114,12800,0.0,
1980-04-16 00:00:00+00:00,1.078125,1.078125,1.078125,0.3817599415779114,0,0.0,
1980-04-17 00:00:00+00:00,0.0,1.109375,1.078125,0.3928253352642059,93600,0.0,
1980-04-18 00:00:00+00:00,0.0,1.09375,1.09375,0.3872925043106079,800,0.0,
1980-04-21 00:00:00+00:00,0.0,1.109375,1.109375,0.3928253352642059,4000,0.0,
1980-04-22 00:00:00+00:00,0.0,1.125,1.09375,0.3983580470085144,3200,0.0,
1980-04-23 00:00:00+00:00,0.0,1.15625,1.15625,0.4094236493110657,1600,0.0,
1980-04-24 00:00:00+00:00,0.0,1.125,1.109375,0.3928253352642059,8800,0.0,
1980-04-25 00:00:00+00:00,1.109375,1.109375,1.109375,0.3928253352642059,0,0.0,
1980-04-28 00:00:00+00:00,0.0,1.140625,1.125,0.4038909077644348,3200,0.0,
1980-04-29 00:00:00+00:00,0.0,1.125,1.125,0.3983580470085144,800,0.0,
1980-04-30 00:00:00+00:00,1.125,1.125,1.125,0.3983580470085144,0,0.0,
1980-05-01 00:00:00+00:00,1.125,1.125,1.125,0.3983580470085144,0,0.0,
1980-05-02 00:00:00+00:00,1.125,1.125,1.125,0.3983580470085144,0,0.0,
1980-05-05 00:00:00+00:00,1.125,1.125,1.125,0.3983580470085144,0,0.0,
1980-05-06 00:00:00+00:00,1.125,1.125,1.125,0.3983580470085144,0,0.0,
1980-05-07 00:00:00+00:00,0.0,1.15625,1.125,0.3983580470085144,24000,0.0,
1980-05-08 00:00:00+00:00,0.0,1.140625,1.125,0.4038909077644348,12800,0.0,
1980-05-09 00:00:00+00:00,0.0,1.125,1.109375,0.3928253352642059,4800,0.0,
1980-05-12 00:00:00+00:00,0.0,1.140625,1.09375,0.3872925043106079,4800,0.0,
1980-05-13 00:00:00+00:00,0.0,1.109375,1.09375,0.3928253352642059,2400,0.0,
1980-05-14 00:00:00+00:00,0.0,1.125,1.125,0.3983580470085144,1600,0.0,
1980-05-15 00:00:00+00:00,1.125,1.125,1.125,0.3983580470085144,0,0.0,
1980-05-16 00:00:00+00:00,1.125,1.125,1.125,0.3983580470085144,0,0.0,
1980-05-19 00:00:00+00:00,0.0,1.109375,1.109375,0.3928253352642059,8000,0.0,
1980-05-20 00:00:00+00:00,0.0,1.140625,1.125,0.3983580470085144,2400,0.0,
1980-05-21 00:00:00+00:00,0.0,1.109375,1.109375,0.3928253352642059,1600,0.0,
1980-05-22 00:00:00+00:00,0.0,1.125,1.125,0.3983580470085144,16000,0.0,
1980-05-23 00:00:00+00:00,0.0,1.140625,1.125,0.4038909077644348,13600,0.0,
1980-05-27 00:00:00+00:00,0.0,1.15625,1.140625,0.4038909077644348,4000,0.0,
1980-05-28 00:00:00+00:00,1.140625,1.140625,1.140625,0.4038909077644348,0,0.0,
1980-05-29 00:00:00+00:00,1.140625,1.140625,1.140625,0.4038909077644348,0,0.0,
1980-05-30 00:00:00+00:00,0.0,1.125,1.125,0.3983580470085144,3200,0.0,
1980-06-02 00:00:00+00:00,0.0,1.125,1.109375,0.3983580470085144,4000,0.0,
1980-06-03 00:00:00+00:00,0.0,1.15625,1.15625,0.4094236493110657,1600,0.0,
1980-06-04 00:00:00+00:00,0.0,1.140625,1.140625,0.4038909077644348,3200,0.0,
1980-06-05 00:00:00+00:00,0.0,1.15625,1.15625,0.4094236493110657,12000,0.0,
1980-06-06 00:00:00+00:00,0.0,1.15625,1.15625,0.4094236493110657,8800,0.0,
1980-06-09 00:00:00+00:00,0.0,1.171875,1.140625,0.4094236493110657,9600,0.0,
1980-06-10 00:00:00+00:00,0.0,1.140625,1.140625,0.4038909077644348,4000,0.0,
1980-06-11 00:00:00+00:00,0.0,1.140625,1.125,0.3983580470085144,2400,0.0,
1980-06-12 00:00:00+00:00,0.0,1.15625,1.125,0.4094236493110657,3200,0.0,
1980-06-13 00:00:00+00:00,0.0,1.171875,1.15625,0.4094236493110657,2400,0.0,
1980-06-16 00:00:00+00:00,0.0,1.171875,1.15625,0.4094236493110657,1600,0.0,
1980-06-17 00:00:00+00:00,0.0,1.1875,1.1875,0.4204892516136169,4000,0.0,
1980-06-18 00:00:00+00:00,0.0,1.203125,1.1875,0.4260217845439911,1600,0.0,
1980-06-19 00:00:00+00:00,0.0,1.1875,1.1875,0.4204892516136169,1600,0.0,
1980-06-20 00:00:00+00:00,0.0,1.1875,1.15625,0.4204892516136169,2400,0.0,
1980-06-23 00:00:00+00:00,0.0,1.1875,1.1875,0.4204892516136169,8800,0.0,
1980-06-24 00:00:00+00:00,0.0,1.21875,1.203125,0.4315548837184906,2400,0.0,
1980-06-25 00:00:00+00:00,0.0,1.21875,1.21875,0.4315548837184906,4800,0.0,
1980-06-26 00:00:00+00:00,1.21875,1.21875,1.21875,0.4315548837184906,0,0.0,
1980-06-27 00:00:00+00:00,1.21875,1.21875,1.21875,0.4315548837184906,0,0.0,
1980-06-30 00:00:00+00:00,0.0,1.234375,1.234375,0.4370871186256408,3200,0.0,
1980-07-01 00:00:00+00:00,0.0,1.21875,1.203125,0.4260217845439911,2400,0.0,
1980-07-02 00:00:00+00:00,0.0,1.25,1.21875,0.4426205158233642,16000,0.0,
1980-07-03 00:00:00+00:00,0.0,1.25,1.234375,0.4426205158233642,1600,0.0,
1980-07-07 00:00:00+00:00,0.0,1.265625,1.25,0.4426205158233642,5600,0.0,
1980-07-08 00:00:00+00:00,0.0,1.28125,1.265625,0.4536855220794678,19200,0.0,
1980-07-09 00:00:00+00:00,0.0,1.328125,1.28125,0.4702838063240051,19200,0.0,
1980-07-10 00:00:00+00:00,0.0,1.359375,1.328125,0.4813494980335235,34400,0.0,
1980-07-11 00:00:00+00:00,0.0,1.390625,1.375,0.4924148321151733,16000,0.0,
1980-07-14 00:00:00+00:00,0.0,1.46875,1.390625,0.5200786590576172,42400,0.0,
1980-07-15 00:00:00+00:00,0.0,1.5625,1.453125,0.5366768836975098,84000,0.0,
1980-07-16 00:00:00+00:00,0.0,1.5625,1.515625,0.5532751679420471,34400,0.0,
1980-07-17 00:00:00+00:00,0.0,1.5625,1.53125,0.5532751679420471,37600,0.0,
1980-07-18 00:00:00+00:00,0.0,1.578125,1.546875,0.5588076710700989,6400,0.0,
1980-07-21 00:00:00+00:00,0.0,1.578125,1.546875,0.5532751679420471,9600,0.0,
1980-07-22 00:00:00+00:00,0.0,1.609375,1.546875,0.5698734521865845,20000,0.0,
1980-07-23 00:00:00+00:00,0.0,1.6875,1.625,0.5920045375823975,41600,0.0,
1980-07-24 00:00:00+00:00,0.0,1.671875,1.640625,0.5809389352798462,31200,0.0,
1980-07-25 00:00:00+00:00,0.0,1.65625,1.578125,0.5864716172218323,40800,0.0,
1980-07-28 00:00:00+00:00,0.0,1.625,1.609375,0.5754062533378601,28800,0.0,
1980-07-29 00:00:00+00:00,0.0,1.65625,1.625,0.5864716172218323,18400,0.0,
1980-07-30 00:00:00+00:00,0.0,1.65625,1.625,0.5864716172218323,5600,0.0,
1980-07-31 00:00:00+00:00,0.0,1.671875,1.640625,0.5920045375823975,15200,0.0,
1980-08-01 00:00:00+00:00,0.0,1.65625,1.640625,0.5864716172218323,5600,0.0,
1980-08-04 00:00:00+00:00,0.0,1.671875,1.640625,0.5809389352798462,10400,0.0,
1980-08-05 00:00:00+00:00,0.0,1.71875,1.671875,0.6086027026176453,48000,0.0,
1980-08-06 00:00:00+00:00,0.0,1.6875,1.65625,0.5864716172218323,24800,0.0,
1980-08-07 00:00:00+00:00,0.0,1.671875,1.640625,0.5920045375823975,16800,0.0,
1980-08-08 00:00:00+00:00,0.0,1.6875,1.65625,0.5864716172218323,8000,0.0,
1980-08-11 00:00:00+00:00,0.0,1.640625,1.609375,0.5698734521865845,27200,0.0,
1980-08-12 00:00:00+00:00,0.0,1.625,1.609375,0.5698734521865845,6400,0.0,
1980-08-13 00:00:00+00:00,0.0,1.625,1.609375,0.5698734521865845,4000,0.0,
1980-08-14 00:00:00+00:00,0.0,1.609375,1.609375,0.5698734521865845,28800,0.0,
1980-08-15 00:00:00+00:00,1.609375,1.609375,1.609375,0.5698734521865845,0,0.0,
1980-08-18 00:00:00+00:00,0.0,1.59375,1.546875,0.5477424263954163,32800,0.0,
1980-08-19 00:00:00+00:00,0.0,1.53125,1.515625,0.5422096252441406,2400,0.0,
1980-08-20 00:00:00+00:00,0.0,1.5625,1.53125,0.5477424263954163,4000,0.0,
1980-08-21 00:00:00+00:00,0.0,1.53125,1.53125,0.5422096252441406,1600,0.0,
1980-08-22 00:00:00+00:00,0.0,1.5625,1.53125,0.5532751679420471,2400,0.0,
1980-08-25 00:00:00+00:00,0.0,1.53125,1.53125,0.5422096252441406,10400,0.0,
1980-08-26 00:00:00+00:00,0.0,1.515625,1.515625,0.5366768836975098,3200,0.0,
1980-08-27 00:00:00+00:00,0.0,1.546875,1.53125,0.5477424263954163,2400,0.0,
1980-08-28 00:00:00+00:00,0.0,1.53125,1.515625,0.5366768836975098,7200,0.0,
1980-08-29 00:00:00+00:00,0.0,1.515625,1.515625,0.5366768836975098,1600,0.0,
1980-09-02 00:00:00+00:00,0.0,1.53125,1.515625,0.5422096252441406,10400,0.0,
1980-09-03 00:00:00+00:00,0.0,1.578125,1.5625,0.5588076710700989,8800,0.0,
1980-09-04 00:00:00+00:00,0.0,1.609375,1.5625,0.5698734521865845,46400,0.0,
1980-09-05 00:00:00+00:00,0.0,1.59375,1.5625,0.5643404722213745,12000,0.0,
1980-09-08 00:00:00+00:00,0.0,1.625,1.5625,0.5754062533378601,16000,0.0,
1980-09-09 00:00:00+00:00,0.0,1.625,1.625,0.5754062533378601,10400,0.0,
1980-09-10 00:00:00+00:00,0.0,1.625,1.625,0.5754062533378601,20000,0.0,
1980-09-11 00:00:00+00:00,0.0,1.65625,1.640625,0.5864716172218323,13600,0.0,
1980-09-12 00:00:00+00:00,1.65625,1.65625,1.65625,0.5864716172218323,0,0.0,
1980-09-15 00:00:00+00:00,0.0,1.65625,1.65625,0.5864716172218323,20000,0.0,
1980-09-16 00:00:00+00:00,0.0,1.71875,1.671875,0.5975373983383179,16800,0.0,
1980-09-17 00:00:00+00:00,0.0,1.75,1.703125,0.6141351461410522,42400,0.0,
1980-09-18 00:00:00+00:00,0.0,1.75,1.734375,0.6141351461410522,66400,0.0,
1980-09-19 00:00:00+00:00,0.0,1.75,1.75,0.6196680068969727,44000,0.0,
1980-09-22 00:00:00+00:00,0.0,1.765625,1.75,0.6196680068969727,16000,0.0,
