date,XYL_Open,XYL_High,XYL_Low,XYL_Close,XYL_Volume,XYL_Dividends,XYL_Stock Splits
2011-10-13 00:00:00+00:00,23.5,24.270000457763672,23.0,20.410261154174805,396800,0.0,
2011-10-14 00:00:00+00:00,24.36000061035156,25.489999771118164,24.36000061035156,21.336090087890625,402600,0.0,
2011-10-17 00:00:00+00:00,25.5,25.799999237060547,25.15999984741211,21.176177978515625,583400,0.0,
2011-10-18 00:00:00+00:00,25.059999465942383,25.36000061035156,24.899999618530277,21.243505477905277,423500,0.0,
2011-10-19 00:00:00+00:00,25.25,25.350000381469727,24.75,20.83108901977539,722200,0.0,
2011-10-20 00:00:00+00:00,24.799999237060547,25.030000686645508,24.32999992370605,20.83108901977539,549700,0.0,
2011-10-21 00:00:00+00:00,25.0,25.75,24.950000762939453,21.49600982666016,1764500,0.0,
2011-10-24 00:00:00+00:00,25.5,25.850000381469727,25.5,21.68958854675293,371300,0.0,
2011-10-25 00:00:00+00:00,25.8799991607666,26.07999992370605,25.0,21.672752380371094,546800,0.0,
2011-10-26 00:00:00+00:00,26.09000015258789,26.09000015258789,24.86000061035156,21.058347702026367,657300,0.0,
2011-10-27 00:00:00+00:00,25.25,25.950000762939453,25.25,21.56333923339844,405400,0.0,
2011-10-28 00:00:00+00:00,25.5,25.81999969482422,25.25,21.73167610168457,584700,0.0,
2011-10-31 00:00:00+00:00,26.25,26.739999771118164,25.25,22.506000518798828,15106000,0.0,
2011-11-01 00:00:00+00:00,25.600000381469727,28.280000686645508,25.149999618530277,22.98575210571289,6095200,0.0,
2011-11-02 00:00:00+00:00,27.399999618530277,27.399999618530277,25.790000915527344,22.405000686645508,2476700,0.0,
2011-11-03 00:00:00+00:00,26.940000534057617,27.06999969482422,26.3799991607666,22.21141624450684,1615000,0.0,
2011-11-04 00:00:00+00:00,26.170000076293945,26.59000015258789,24.8799991607666,21.201419830322266,1923300,0.0,
2011-11-07 00:00:00+00:00,24.90999984741211,25.479999542236328,24.3700008392334,20.704843521118164,2703500,0.0,
2011-11-08 00:00:00+00:00,25.100000381469727,25.350000381469727,24.76000022888184,20.991012573242188,2024100,0.0,
2011-11-09 00:00:00+00:00,24.350000381469727,25.0,23.84000015258789,20.10726928710937,1570900,0.0,
2011-11-10 00:00:00+00:00,24.479999542236328,24.709999084472656,23.520000457763672,19.90526390075684,1166000,0.0,
2011-11-11 00:00:00+00:00,23.8799991607666,24.09000015258789,23.6299991607666,20.023099899291992,1266200,0.0,
2011-11-14 00:00:00+00:00,23.57999992370605,24.100000381469727,23.489999771118164,20.226808547973636,1339000,0.101,
