date,OBE_Open,OBE_High,OBE_Low,OBE_Close,OBE_Volume,OBE_Dividends,OBE_Stock Splits
2005-11-15 00:00:00+00:00,190.3300018310547,192.1499938964844,186.69000244140625,77.49208068847656,21400,0.0,
2005-11-16 00:00:00+00:00,192.5,193.5500030517578,188.7899932861328,78.37560272216797,18900,0.0,
2005-11-17 00:00:00+00:00,193.6199951171875,196.27999877929688,192.42999267578125,78.83158874511719,9557,0.0,
2005-11-18 00:00:00+00:00,192.5,193.97000122070312,191.8699951171875,78.37560272216797,7714,0.0,
2005-11-21 00:00:00+00:00,196.6999969482422,198.58999633789065,196.07000732421875,80.08561706542969,13029,0.0,
2005-11-22 00:00:00+00:00,201.7400054931641,203.07000732421875,199.3600006103516,82.13761138916016,13157,0.0,
2005-11-23 00:00:00+00:00,204.47000122070312,204.47000122070312,198.3800048828125,83.2491455078125,10543,0.0,
2005-11-25 00:00:00+00:00,213.8500061035156,215.4600067138672,212.4499969482422,87.06816864013672,7986,0.0,
2005-11-28 00:00:00+00:00,205.5200042724609,212.66000366210935,205.1000061035156,83.67665100097656,8157,0.0,
2005-11-29 00:00:00+00:00,205.8699951171875,206.7100067138672,203.7700042724609,83.8191146850586,6171,0.0,
2005-11-30 00:00:00+00:00,207.41000366210935,208.6000061035156,204.88999938964844,84.44612884521484,6700,0.0,
2005-12-01 00:00:00+00:00,212.02999877929688,213.2899932861328,206.77999877929688,86.3271713256836,11771,0.0,
2005-12-02 00:00:00+00:00,218.6100006103516,219.2400054931641,213.5,89.00617218017578,13386,0.0,
2005-12-05 00:00:00+00:00,224.3500061035156,226.4499969482422,217.91000366210935,91.34320831298828,18443,0.0,
2005-12-06 00:00:00+00:00,223.8600006103516,227.7100067138672,222.6000061035156,91.14370727539062,8471,0.0,
2005-12-07 00:00:00+00:00,224.2100067138672,228.5500030517578,223.7899932861328,91.28620910644533,7014,0.0,
2005-12-08 00:00:00+00:00,228.1300048828125,228.1300048828125,223.22999572753903,92.8821792602539,3529,0.0,
2005-12-09 00:00:00+00:00,225.3300018310547,227.8500061035156,223.92999267578125,91.74219512939452,4743,0.0,
2005-12-12 00:00:00+00:00,231.27999877929688,231.3500061035156,229.17999267578125,94.1646957397461,6729,0.0,
2005-12-13 00:00:00+00:00,233.5200042724609,234.42999267578125,232.5399932861328,95.0767059326172,9257,0.0,
2005-12-14 00:00:00+00:00,231.13999938964844,234.3600006103516,230.44000244140625,94.1076889038086,19057,0.0,
2005-12-15 00:00:00+00:00,232.19000244140625,232.67999267578125,227.42999267578125,94.53520965576172,3171,0.0,
2005-12-16 00:00:00+00:00,229.17999267578125,232.25999450683597,227.5,93.30975341796876,5371,0.0,
2005-12-19 00:00:00+00:00,224.6999969482422,228.8999938964844,223.50999450683597,91.48567962646484,18157,0.0,
2005-12-20 00:00:00+00:00,223.5800018310547,224.91000366210935,222.8800048828125,91.02970123291016,15357,0.0,
2005-12-21 00:00:00+00:00,228.1999969482422,228.1999969482422,224.13999938964844,92.91071319580078,8357,0.0,
2005-12-22 00:00:00+00:00,228.2700042724609,228.47999572753903,227.1499938964844,92.93920135498048,3829,0.0,
2005-12-23 00:00:00+00:00,227.00999450683597,227.1499938964844,224.0,92.42618560791016,9857,0.0,
2005-12-27 00:00:00+00:00,227.00999450683597,227.00999450683597,227.00999450683597,92.42618560791016,9843,0.0,
2005-12-28 00:00:00+00:00,228.47999572753903,228.8999938964844,222.6000061035156,93.02469635009766,21629,0.0,
2005-12-29 00:00:00+00:00,228.47999572753903,229.1100006103516,227.9199981689453,92.7967300415039,13243,0.0,
2005-12-30 00:00:00+00:00,228.8300018310547,229.1100006103516,226.8699951171875,93.16722869873048,5114,0.0,
2006-01-03 00:00:00+00:00,232.75,235.5500030517578,229.8800048828125,94.7632064819336,43614,0.0,
2006-01-04 00:00:00+00:00,239.47000122070312,240.8000030517578,231.55999755859372,97.4992446899414,28014,0.0,
2006-01-05 00:00:00+00:00,233.2400054931641,238.55999755859372,232.67999267578125,94.96271514892578,28357,0.0,
2006-01-06 00:00:00+00:00,239.3999938964844,240.8699951171875,234.3600006103516,97.47073364257812,8729,0.0,
2006-01-09 00:00:00+00:00,239.75,239.75,235.5500030517578,97.61325073242188,11743,0.0,
2006-01-10 00:00:00+00:00,240.4499969482422,241.63999938964844,239.5399932861328,97.8982162475586,7786,0.0,
2006-01-11 00:00:00+00:00,244.0200042724609,244.16000366210935,240.1000061035156,99.35174560546876,10771,0.0,
2006-01-12 00:00:00+00:00,245.6999969482422,245.91000366210935,241.7100067138672,100.03580474853516,10400,0.0,
2006-01-13 00:00:00+00:00,246.47000122070312,247.02999877929688,243.38999938964844,100.34928131103516,8714,0.0,
2006-01-17 00:00:00+00:00,255.3600006103516,256.760009765625,252.0,103.96881103515624,7471,0.0,
2006-01-18 00:00:00+00:00,251.0200042724609,254.30999755859372,247.3800048828125,102.20177459716795,24943,0.0,
2006-01-19 00:00:00+00:00,256.8999938964844,257.4599914550781,250.38999938964844,104.5958480834961,7186,0.0,
2006-01-20 00:00:00+00:00,256.8999938964844,262.989990234375,256.8999938964844,104.5958480834961,5829,0.0,
2006-01-23 00:00:00+00:00,256.8999938964844,259.6300048828125,254.8000030517578,104.5958480834961,5914,0.0,
2006-01-24 00:00:00+00:00,258.29998779296875,258.7200012207031,248.2899932861328,105.16584777832033,7600,0.0,
2006-01-25 00:00:00+00:00,256.6199951171875,260.3299865722656,254.58999633789065,104.48182678222656,6000,0.0,
2006-01-26 00:00:00+00:00,256.4100036621094,258.92999267578125,253.47000122070312,104.3962631225586,7357,0.0,
2006-01-27 00:00:00+00:00,257.1099853515625,260.04998779296875,257.1099853515625,104.6812515258789,6800,0.0,
2006-01-30 00:00:00+00:00,259.6300048828125,260.3999938964844,257.1099853515625,105.7073211669922,9529,0.0,
2006-01-31 00:00:00+00:00,257.4599914550781,257.739990234375,255.63999938964844,104.82376098632812,5471,0.0,
2006-02-01 00:00:00+00:00,257.6000061035156,260.67999267578125,257.17999267578125,104.88076782226562,9271,0.0,
2006-02-02 00:00:00+00:00,256.54998779296875,258.2300109863281,254.2400054931641,104.45330047607422,4429,0.0,
2006-02-03 00:00:00+00:00,265.0899963378906,266.6300048828125,256.4100036621094,107.93030548095705,18400,0.0,
2006-02-06 00:00:00+00:00,269.7099914550781,273.1400146484375,267.1199951171875,109.81135559082033,8743,0.0,
2006-02-07 00:00:00+00:00,262.6400146484375,270.20001220703125,261.8699951171875,106.93285369873048,15329,0.0,
2006-02-08 00:00:00+00:00,255.77999877929688,261.1700134277344,249.5500030517578,104.1397933959961,9657,0.0,
2006-02-09 00:00:00+00:00,249.47999572753903,259.8399963378906,248.9900054931641,101.57477569580078,13957,0.0,
2006-02-10 00:00:00+00:00,243.6000061035156,252.97999572753903,236.0399932861328,99.18077087402344,27671,0.0,
2006-02-13 00:00:00+00:00,237.50999450683597,252.83999633789065,236.25,96.70127868652344,12086,0.0,
2006-02-14 00:00:00+00:00,242.8999938964844,242.97000122070312,229.4600067138672,98.895751953125,23314,0.0,
2006-02-15 00:00:00+00:00,239.0500030517578,246.6100006103516,239.0500030517578,97.3282470703125,9957,0.0,
2006-02-16 00:00:00+00:00,243.17999267578125,243.9499969482422,237.16000366210935,99.00975799560548,15171,0.0,
2006-02-17 00:00:00+00:00,250.4600067138672,251.22999572753903,246.3999938964844,101.9737777709961,10100,0.0,
2006-02-21 00:00:00+00:00,254.1699981689453,270.20001220703125,241.22000122070312,103.48430633544922,12143,0.0,
2006-02-22 00:00:00+00:00,244.50999450683597,252.4900054931641,243.6000061035156,99.55128479003906,4529,0.0,
2006-02-23 00:00:00+00:00,245.4900054931641,246.1199951171875,242.33999633789065,99.9502944946289,10029,0.0,
2006-02-24 00:00:00+00:00,247.8000030517578,247.8000030517578,245.3500061035156,100.89077758789062,3243,0.0,
2006-02-27 00:00:00+00:00,241.5,260.6099853515625,241.5,98.32576751708984,5071,0.0,
2006-02-28 00:00:00+00:00,241.2899932861328,245.97999572753903,237.50999450683597,98.240234375,10614,0.0,
2006-03-01 00:00:00+00:00,251.72000122070312,252.7700042724609,241.00999450683597,102.48676300048828,8229,0.0,
2006-03-02 00:00:00+00:00,256.9700012207031,257.4599914550781,252.0,104.62428283691406,9157,0.0,
2006-03-03 00:00:00+00:00,257.32000732421875,258.29998779296875,255.1499938964844,104.766845703125,4771,0.0,
2006-03-06 00:00:00+00:00,251.8600006103516,257.5299987792969,251.3000030517578,102.54378509521484,11043,0.0,
