date,YHGJ_Open,YHGJ_High,YHGJ_Low,YHGJ_Close,YHGJ_Volume,YHGJ_Dividends,YHGJ_Stock Splits
2003-05-29 00:00:00+00:00,2.470000028610229,2.470000028610229,2.2799999713897705,2.3083202838897705,5700,0.0,
2003-05-30 00:00:00+00:00,2.309999942779541,2.390000104904175,2.299999952316284,2.2596216201782227,6400,0.0,
2003-06-02 00:00:00+00:00,2.319999933242798,2.450000047683716,2.319999933242798,2.3764989376068115,6300,0.0,
2003-06-03 00:00:00+00:00,2.440000057220459,2.440000057220459,2.299999952316284,2.240142107009888,3300,0.0,
2003-06-04 00:00:00+00:00,2.3499999046325684,2.400000095367432,2.3499999046325684,2.3375396728515625,1900,0.0,
2003-06-05 00:00:00+00:00,2.400000095367432,2.400000095367432,2.400000095367432,2.3375396728515625,0,0.0,
2003-06-06 00:00:00+00:00,2.2699999809265137,2.2699999809265137,2.259999990463257,2.2011830806732178,600,0.0,
2003-06-09 00:00:00+00:00,2.299999952316284,2.299999952316284,2.259999990463257,2.2011830806732178,1400,0.0,
2003-06-10 00:00:00+00:00,2.3399999141693115,2.400000095367432,2.3399999141693115,2.3375396728515625,400,0.0,
2003-06-11 00:00:00+00:00,2.2699999809265137,2.2799999713897705,2.2699999809265137,2.2206625938415527,3500,0.0,
2003-06-12 00:00:00+00:00,2.259999990463257,2.259999990463257,2.150000095367432,2.142744779586792,7600,0.0,
2003-06-13 00:00:00+00:00,2.119999885559082,2.119999885559082,2.0999999046325684,2.045347213745117,4600,0.0,
2003-06-16 00:00:00+00:00,2.0799999237060547,2.150000095367432,2.0,1.947949767112732,5300,0.0,
2003-06-17 00:00:00+00:00,1.940000057220459,1.940000057220459,1.9299999475479128,1.87977135181427,1900,0.0,
2003-06-18 00:00:00+00:00,1.909999966621399,2.0,1.899999976158142,1.938209891319275,2000,0.0,
2003-06-19 00:00:00+00:00,1.9900000095367432,2.0,1.9900000095367432,1.947949767112732,2400,0.0,
2003-06-20 00:00:00+00:00,1.950000047683716,1.950000047683716,1.950000047683716,1.899250864982605,700,0.0,
2003-06-23 00:00:00+00:00,1.9299999475479128,2.0,1.830000042915344,1.947949767112732,6900,0.0,
2003-06-24 00:00:00+00:00,2.0,2.0,2.0,1.947949767112732,500,0.0,
2003-06-25 00:00:00+00:00,2.0,2.0,2.0,1.947949767112732,0,0.0,
2003-06-26 00:00:00+00:00,1.950000047683716,1.950000047683716,1.8600000143051147,1.8115931749343872,2400,0.0,
2003-06-27 00:00:00+00:00,1.950000047683716,1.950000047683716,1.850000023841858,1.8018535375595093,2800,0.0,
2003-06-30 00:00:00+00:00,1.840000033378601,1.850000023841858,1.7599999904632568,1.714195728302002,6900,0.0,
2003-07-01 00:00:00+00:00,1.7599999904632568,1.7599999904632568,1.7599999904632568,1.714195728302002,200,0.0,
2003-07-02 00:00:00+00:00,1.809999942779541,1.809999942779541,1.809999942779541,1.7628945112228394,600,0.0,
2003-07-03 00:00:00+00:00,1.7599999904632568,1.7599999904632568,1.7599999904632568,1.714195728302002,100,0.0,
2003-07-07 00:00:00+00:00,1.850000023841858,1.919999957084656,1.7699999809265137,1.723935604095459,11200,0.0,
2003-07-08 00:00:00+00:00,1.7699999809265137,1.7699999809265137,1.7699999809265137,1.723935604095459,0,0.0,
2003-07-09 00:00:00+00:00,1.850000023841858,1.870000004768372,1.7599999904632568,1.821333050727844,2100,0.0,
2003-07-10 00:00:00+00:00,1.870000004768372,1.870000004768372,1.7999999523162842,1.8018535375595093,1500,0.0,
2003-07-11 00:00:00+00:00,1.7799999713897705,2.0,1.7699999809265137,1.899250864982605,14300,0.0,
2003-07-14 00:00:00+00:00,1.9900000095367432,2.0,1.950000047683716,1.938209891319275,9200,0.0,
2003-07-15 00:00:00+00:00,1.840000033378601,1.840000033378601,1.830000042915344,1.7823740243911743,1200,0.0,
2003-07-16 00:00:00+00:00,1.7599999904632568,1.8899999856948853,1.7000000476837158,1.6557573080062866,2000,0.0,
2003-07-17 00:00:00+00:00,1.830000042915344,1.9800000190734863,1.7000000476837158,1.6557573080062866,7600,0.0,
2003-07-18 00:00:00+00:00,1.6699999570846558,2.0,1.6699999570846558,1.8018535375595093,1800,0.0,
2003-07-21 00:00:00+00:00,1.7100000381469729,1.7100000381469729,1.7100000381469729,1.665497064590454,100,0.0,
2003-07-22 00:00:00+00:00,1.809999942779541,1.809999942779541,1.7000000476837158,1.665497064590454,6600,0.0,
2003-07-23 00:00:00+00:00,1.7100000381469729,1.7100000381469729,1.7100000381469729,1.665497064590454,0,0.0,
2003-07-24 00:00:00+00:00,1.840000033378601,1.950000047683716,1.7999999523162842,1.753154754638672,10800,0.0,
2003-07-25 00:00:00+00:00,1.9700000286102293,1.9700000286102293,1.7799999713897705,1.8018535375595093,7400,0.0,
2003-07-28 00:00:00+00:00,1.8600000143051147,1.899999976158142,1.850000023841858,1.850552201271057,4900,0.0,
2003-07-29 00:00:00+00:00,1.8600000143051147,1.8600000143051147,1.8600000143051147,1.8115931749343872,2000,0.0,
2003-07-30 00:00:00+00:00,1.899999976158142,2.150000095367432,1.899999976158142,2.094046115875244,5900,0.0,
2003-07-31 00:00:00+00:00,2.150000095367432,2.2100000381469727,2.150000095367432,2.15248441696167,3800,0.0,
2003-08-01 00:00:00+00:00,2.680000066757202,2.680000066757202,2.299999952316284,2.3862383365631104,4900,0.0,
2003-08-04 00:00:00+00:00,2.400000095367432,2.400000095367432,2.309999942779541,2.2888407707214355,2000,0.0,
2003-08-05 00:00:00+00:00,2.2699999809265137,2.4200000762939453,2.2699999809265137,2.357019186019897,1300,0.0,
2003-08-06 00:00:00+00:00,2.359999895095825,2.359999895095825,2.3499999046325684,2.2888407707214355,1100,0.0,
2003-08-07 00:00:00+00:00,2.2300000190734863,2.2300000190734863,2.2300000190734863,2.171963930130005,100,0.0,
2003-08-08 00:00:00+00:00,2.2300000190734863,2.2300000190734863,2.2300000190734863,2.171963930130005,0,0.0,
2003-08-11 00:00:00+00:00,2.25,2.3499999046325684,2.25,2.2888407707214355,700,0.0,
2003-08-12 00:00:00+00:00,2.3499999046325684,2.3499999046325684,2.3499999046325684,2.2888407707214355,100,0.0,
2003-08-13 00:00:00+00:00,2.240000009536743,2.240000009536743,2.200000047683716,2.142744779586792,2700,0.0,
2003-08-14 00:00:00+00:00,2.200000047683716,2.200000047683716,2.1600000858306885,2.113525390625,2400,0.0,
2003-08-15 00:00:00+00:00,2.1700000762939453,2.1700000762939453,2.1700000762939453,2.113525390625,0,0.0,
2003-08-18 00:00:00+00:00,2.1700000762939453,2.1700000762939453,2.1700000762939453,2.113525390625,0,0.0,
2003-08-19 00:00:00+00:00,2.0999999046325684,2.289999961853028,2.0199999809265137,1.967429280281067,3800,0.0,
2003-08-20 00:00:00+00:00,2.009999990463257,2.25,2.0,2.19144344329834,9000,0.0,
2003-08-21 00:00:00+00:00,2.25,2.25,2.25,2.19144344329834,1700,0.0,
2003-08-22 00:00:00+00:00,2.289999961853028,2.289999961853028,2.289999961853028,2.2304022312164307,600,0.0,
2003-08-25 00:00:00+00:00,2.059999942779541,2.299999952316284,2.059999942779541,2.055086851119995,3300,0.0,
2003-08-26 00:00:00+00:00,2.109999895095825,2.109999895095825,2.109999895095825,2.055086851119995,0,0.0,
2003-08-27 00:00:00+00:00,2.109999895095825,2.109999895095825,2.109999895095825,2.055086851119995,0,0.0,
2003-08-28 00:00:00+00:00,2.109999895095825,2.109999895095825,2.0299999713897705,1.9869086742401123,2800,0.0,
2003-08-29 00:00:00+00:00,2.180000066757202,2.200000047683716,2.180000066757202,2.142744779586792,500,0.0,
2003-09-02 00:00:00+00:00,2.200000047683716,2.200000047683716,2.200000047683716,2.142744779586792,0,0.0,
2003-09-03 00:00:00+00:00,2.200000047683716,2.200000047683716,2.200000047683716,2.142744779586792,0,0.0,
