date,ETR_Open,ETR_High,ETR_Low,ETR_Close,ETR_Volume,ETR_Dividends,ETR_Stock Splits
1972-06-01 00:00:00+00:00,0.0,21.125,20.75,1.1385960578918457,42000,0.0,
1972-06-02 00:00:00+00:00,20.875,21.125,20.75,1.1454145908355713,17600,0.0,
1972-06-05 00:00:00+00:00,21.0,21.25,20.875,1.1385960578918457,13200,0.0,
1972-06-06 00:00:00+00:00,20.75,20.75,20.5,1.139425277709961,15700,0.265,
1972-06-07 00:00:00+00:00,20.625,20.75,20.625,1.139425277709961,5000,0.0,
1972-06-08 00:00:00+00:00,20.625,20.875,20.375,1.1256141662597656,32900,0.0,
1972-06-09 00:00:00+00:00,20.375,20.5,20.25,1.1187077760696411,18500,0.0,
1972-06-12 00:00:00+00:00,20.25,20.625,20.25,1.1325191259384155,10600,0.0,
1972-06-13 00:00:00+00:00,20.5,20.5,20.0,1.1187077760696411,38400,0.0,
1972-06-14 00:00:00+00:00,20.125,20.125,19.75,1.091085433959961,126800,0.0,
1972-06-15 00:00:00+00:00,19.75,19.875,19.75,1.0979914665222168,14100,0.0,
1972-06-16 00:00:00+00:00,19.875,19.875,19.625,1.0979914665222168,9000,0.0,
1972-06-19 00:00:00+00:00,19.875,20.0,19.75,1.0979914665222168,8500,0.0,
1972-06-20 00:00:00+00:00,19.875,19.875,19.625,1.0841799974441528,40600,0.0,
1972-06-21 00:00:00+00:00,19.625,19.875,19.375,1.070368766784668,57000,0.0,
1972-06-22 00:00:00+00:00,19.375,19.625,19.375,1.0841799974441528,23700,0.0,
1972-06-23 00:00:00+00:00,19.625,19.625,19.375,1.0841799974441528,53000,0.0,
1972-06-26 00:00:00+00:00,19.625,19.75,19.375,1.0772744417190552,14400,0.0,
1972-06-27 00:00:00+00:00,19.5,19.5,19.375,1.0772744417190552,14200,0.0,
1972-06-28 00:00:00+00:00,19.5,19.875,19.375,1.0979914665222168,21000,0.0,
1972-06-29 00:00:00+00:00,19.875,20.0,19.625,1.0979914665222168,13300,0.0,
1972-06-30 00:00:00+00:00,19.875,20.375,19.875,1.1187077760696411,47100,0.0,
1972-07-03 00:00:00+00:00,20.25,20.5,20.0,1.1187077760696411,7300,0.0,
1972-07-05 00:00:00+00:00,20.5,21.0,20.5,1.1532357931137085,22400,0.0,
1972-07-06 00:00:00+00:00,20.875,21.375,20.875,1.1808580160140991,15300,0.0,
1972-07-07 00:00:00+00:00,21.375,21.625,21.25,1.1946706771850586,23900,0.0,
1972-07-10 00:00:00+00:00,21.625,21.875,21.375,1.2015749216079712,25600,0.0,
1972-07-11 00:00:00+00:00,21.5,21.5,21.125,1.1670472621917725,14400,0.0,
1972-07-12 00:00:00+00:00,21.125,21.625,21.125,1.1808580160140991,4800,0.0,
1972-07-13 00:00:00+00:00,21.375,21.625,21.125,1.1670472621917725,6000,0.0,
1972-07-14 00:00:00+00:00,21.125,21.5,21.0,1.173952579498291,10600,0.0,
1972-07-17 00:00:00+00:00,21.25,21.375,21.0,1.1670472621917725,12300,0.0,
1972-07-18 00:00:00+00:00,20.875,20.875,20.625,1.139425277709961,4400,0.0,
1972-07-19 00:00:00+00:00,20.625,20.75,20.5,1.1325191259384155,9300,0.0,
1972-07-20 00:00:00+00:00,20.5,20.75,20.5,1.139425277709961,7500,0.0,
1972-07-21 00:00:00+00:00,20.625,20.875,20.5,1.1532357931137085,5500,0.0,
1972-07-24 00:00:00+00:00,20.875,21.0,20.625,1.1532357931137085,12600,0.0,
1972-07-25 00:00:00+00:00,20.875,21.125,20.5,1.14633047580719,67600,0.0,
1972-07-26 00:00:00+00:00,20.75,21.0,20.625,1.139425277709961,13800,0.0,
1972-07-27 00:00:00+00:00,20.625,20.75,20.375,1.1256141662597656,9900,0.0,
1972-07-28 00:00:00+00:00,20.625,20.75,20.625,1.139425277709961,14300,0.0,
1972-07-31 00:00:00+00:00,20.625,20.625,20.25,1.1256141662597656,2800,0.0,
1972-08-01 00:00:00+00:00,20.375,20.375,20.25,1.1256141662597656,9000,0.0,
1972-08-02 00:00:00+00:00,20.375,20.75,20.25,1.1187077760696411,32100,0.0,
1972-08-03 00:00:00+00:00,20.25,20.375,20.0,1.104897379875183,10700,0.0,
1972-08-04 00:00:00+00:00,20.0,20.125,20.0,1.104897379875183,10500,0.0,
1972-08-07 00:00:00+00:00,20.0,20.125,19.625,1.0841799974441528,87100,0.0,
1972-08-08 00:00:00+00:00,19.625,19.75,19.5,1.091085433959961,40600,0.0,
1972-08-09 00:00:00+00:00,19.75,19.875,19.5,1.0841799974441528,17100,0.0,
1972-08-10 00:00:00+00:00,19.625,19.75,19.375,1.0841799974441528,17200,0.0,
1972-08-11 00:00:00+00:00,19.625,19.875,19.625,1.091085433959961,19600,0.0,
1972-08-14 00:00:00+00:00,19.75,19.875,19.625,1.0979914665222168,11200,0.0,
1972-08-15 00:00:00+00:00,19.875,20.0,19.875,1.0979914665222168,25100,0.0,
1972-08-16 00:00:00+00:00,19.875,20.0,19.875,1.104897379875183,37800,0.0,
1972-08-17 00:00:00+00:00,20.0,20.25,20.0,1.111802339553833,17500,0.0,
1972-08-18 00:00:00+00:00,20.125,20.875,20.125,1.14633047580719,51800,0.0,
1972-08-21 00:00:00+00:00,21.0,21.375,21.0,1.173952579498291,12800,0.0,
1972-08-22 00:00:00+00:00,21.375,21.875,21.375,1.1946706771850586,40400,0.0,
1972-08-23 00:00:00+00:00,21.75,22.0,21.75,1.2015749216079712,17600,0.0,
1972-08-24 00:00:00+00:00,21.875,22.75,21.875,1.2430092096328735,64400,0.0,
1972-08-25 00:00:00+00:00,22.5,22.75,22.25,1.2361034154891968,18500,0.0,
1972-08-28 00:00:00+00:00,22.375,22.625,22.25,1.2430092096328735,28300,0.0,
1972-08-29 00:00:00+00:00,22.5,22.5,22.375,1.2430092096328735,7700,0.0,
1972-08-30 00:00:00+00:00,22.625,22.875,22.625,1.2568206787109375,19500,0.0,
1972-08-31 00:00:00+00:00,22.75,22.75,22.375,1.2361034154891968,12100,0.0,
1972-09-01 00:00:00+00:00,22.375,22.5,22.125,1.2361034154891968,6600,0.0,
1972-09-05 00:00:00+00:00,22.375,22.375,22.0,1.215386986732483,19800,0.0,
1972-09-06 00:00:00+00:00,22.0,22.375,22.0,1.2222923040390017,8200,0.0,
1972-09-07 00:00:00+00:00,22.125,22.125,22.0,1.215386986732483,12700,0.0,
1972-09-08 00:00:00+00:00,22.0,22.0,21.75,1.2302056550979614,9400,0.265,
1972-09-11 00:00:00+00:00,22.0,22.0,21.5,1.2022461891174316,19600,0.0,
1972-09-12 00:00:00+00:00,21.5,22.0,21.5,1.2232155799865725,15900,0.0,
1972-09-13 00:00:00+00:00,21.875,22.125,21.875,1.2302056550979614,32500,0.0,
1972-09-14 00:00:00+00:00,22.0,22.25,22.0,1.2371941804885864,3600,0.0,
1972-09-15 00:00:00+00:00,22.125,22.25,22.0,1.2441837787628174,6400,0.0,
1972-09-18 00:00:00+00:00,22.25,22.25,22.125,1.2371941804885864,13000,0.0,
1972-09-19 00:00:00+00:00,22.125,22.25,21.875,1.2232155799865725,8100,0.0,
1972-09-20 00:00:00+00:00,21.875,22.125,21.875,1.2302056550979614,2400,0.0,
1972-09-21 00:00:00+00:00,22.0,22.125,21.625,1.209235668182373,8600,0.0,
1972-09-22 00:00:00+00:00,21.625,21.875,21.5,1.2022461891174316,10200,0.0,
1972-09-25 00:00:00+00:00,21.5,21.625,21.375,1.2022461891174316,11800,0.0,
1972-09-26 00:00:00+00:00,21.5,21.625,21.25,1.1952557563781738,122300,0.0,
1972-09-27 00:00:00+00:00,21.375,22.0,21.375,1.2232155799865725,9600,0.0,
1972-09-28 00:00:00+00:00,21.875,22.125,21.875,1.2302056550979614,8700,0.0,
1972-09-29 00:00:00+00:00,22.125,22.5,22.125,1.2371941804885864,22700,0.0,
1972-10-02 00:00:00+00:00,22.125,22.25,21.875,1.2232155799865725,6700,0.0,
1972-10-03 00:00:00+00:00,22.0,22.25,22.0,1.2302056550979614,17800,0.0,
1972-10-04 00:00:00+00:00,22.125,22.375,22.125,1.251175045967102,25800,0.0,
1972-10-05 00:00:00+00:00,22.375,22.5,22.125,1.2371941804885864,15500,0.0,
1972-10-06 00:00:00+00:00,22.125,22.625,22.125,1.258163332939148,22300,0.0,
1972-10-09 00:00:00+00:00,22.625,22.875,22.625,1.2721446752548218,6900,0.0,
1972-10-10 00:00:00+00:00,22.75,22.875,22.625,1.2721446752548218,5400,0.0,
1972-10-11 00:00:00+00:00,22.75,22.75,22.625,1.265154480934143,2900,0.0,
1972-10-12 00:00:00+00:00,22.625,22.875,22.5,1.2721446752548218,11900,0.0,
1972-10-13 00:00:00+00:00,22.75,22.75,22.5,1.265154480934143,10200,0.0,
1972-10-16 00:00:00+00:00,22.625,23.0,22.5,1.2721446752548218,60700,0.0,
1972-10-17 00:00:00+00:00,22.75,23.0,22.75,1.2721446752548218,32600,0.0,
1972-10-18 00:00:00+00:00,22.875,23.125,22.875,1.2861229181289673,27800,0.0,
1972-10-19 00:00:00+00:00,23.0,23.375,23.0,1.3001028299331665,11400,0.0,
1972-10-20 00:00:00+00:00,23.25,23.375,23.25,1.3001028299331665,6000,0.0,
1972-10-23 00:00:00+00:00,23.375,23.75,23.375,1.3280609846115112,10300,0.0,
1972-10-24 00:00:00+00:00,23.75,23.75,23.5,1.3280609846115112,11200,0.0,
1972-10-25 00:00:00+00:00,23.75,23.875,23.625,1.321073055267334,11800,0.0,
1972-10-26 00:00:00+00:00,23.625,24.375,23.5,1.342041015625,37200,0.0,
1972-10-27 00:00:00+00:00,24.0,24.75,24.0,1.383980631828308,17700,0.0,
1972-10-30 00:00:00+00:00,24.75,24.75,24.5,1.383980631828308,17300,0.0,
1972-10-31 00:00:00+00:00,24.75,25.125,24.625,1.4049490690231323,35000,0.0,
1972-11-01 00:00:00+00:00,25.25,25.625,25.25,1.4259202480316162,27700,0.0,
1972-11-02 00:00:00+00:00,25.5,25.625,25.125,1.4049490690231323,36700,0.0,
1972-11-03 00:00:00+00:00,25.125,26.375,25.0,1.4678581953048706,44700,0.0,
1972-11-06 00:00:00+00:00,26.375,26.625,26.375,1.4748477935791016,36000,0.0,
1972-11-08 00:00:00+00:00,26.375,26.5,26.125,1.481837511062622,17800,0.0,
1972-11-09 00:00:00+00:00,26.5,27.0,26.5,1.5097967386245728,28800,0.0,
1972-11-10 00:00:00+00:00,27.0,27.125,26.875,1.5097967386245728,31900,0.0,
1972-11-13 00:00:00+00:00,27.0,27.125,27.0,1.5097967386245728,29900,0.0,
1972-11-14 00:00:00+00:00,27.0,27.0,26.75,1.502807378768921,8000,0.0,
1972-11-15 00:00:00+00:00,26.875,27.25,26.875,1.502807378768921,28500,0.0,
1972-11-16 00:00:00+00:00,26.875,27.25,26.75,1.4958176612854004,10800,0.0,
1972-11-17 00:00:00+00:00,26.75,27.875,26.625,1.5587255954742432,12100,0.0,
1972-11-20 00:00:00+00:00,28.0,28.5,28.0,1.5727050304412842,15700,0.0,
1972-11-21 00:00:00+00:00,28.125,28.125,27.625,1.544745922088623,19000,0.0,
1972-11-22 00:00:00+00:00,27.625,27.875,27.5,1.5587255954742432,80200,0.0,
1972-11-24 00:00:00+00:00,28.0,28.75,28.0,1.6076537370681765,26900,0.0,
1972-11-27 00:00:00+00:00,28.5,28.5,28.0,1.5657153129577637,18700,0.0,
1972-11-28 00:00:00+00:00,28.0,28.125,27.75,1.5587255954742432,25700,0.0,
1972-11-29 00:00:00+00:00,27.875,27.875,27.375,1.530766487121582,12800,0.0,
1972-11-30 00:00:00+00:00,27.375,27.625,27.25,1.530766487121582,10100,0.0,
1972-12-01 00:00:00+00:00,27.5,28.125,27.5,1.5657153129577637,26900,0.0,
1972-12-04 00:00:00+00:00,28.0,28.0,27.875,1.5587255954742432,12100,0.0,
1972-12-05 00:00:00+00:00,27.875,28.0,27.625,1.544745922088623,17900,0.0,
1972-12-06 00:00:00+00:00,27.625,27.75,27.0,1.5097967386245728,6600,0.0,
1972-12-07 00:00:00+00:00,27.0,27.0,26.625,1.502807378768921,4400,0.0,
1972-12-08 00:00:00+00:00,26.75,26.75,26.25,1.4900953769683838,9700,0.275,
1972-12-11 00:00:00+00:00,26.375,26.375,26.0,1.4689099788665771,7400,0.0,
1972-12-12 00:00:00+00:00,26.0,26.375,25.625,1.4689099788665771,8100,0.0,
1972-12-13 00:00:00+00:00,26.0,26.5,26.0,1.4971569776535034,12700,0.0,
