date,IHF_Open,IHF_High,IHF_Low,IHF_Close,IHF_Volume,IHF_Dividends,IHF_Stock Splits
2006-05-05 00:00:00+00:00,9.770000457763672,9.770000457763672,9.770000457763672,8.663622856140137,500,0.0,
2006-05-08 00:00:00+00:00,9.850000381469728,9.850000381469728,9.814000129699709,8.70263957977295,20000,0.0,
2006-05-09 00:00:00+00:00,9.779999732971191,9.788000106811523,9.62399959564209,8.550117492675781,988500,0.0,
2006-05-10 00:00:00+00:00,9.739999771118164,9.82800006866455,9.739999771118164,8.68312931060791,25500,0.0,
2006-05-11 00:00:00+00:00,9.739999771118164,9.739999771118164,9.69200038909912,8.601551055908203,19500,0.0,
2006-05-12 00:00:00+00:00,9.8100004196167,9.8100004196167,9.776000022888184,8.668943405151367,39500,0.0,
2006-05-15 00:00:00+00:00,9.791999816894531,9.86400032043457,9.788000106811523,8.697315216064453,93500,0.0,
2006-05-16 00:00:00+00:00,10.005999565124512,10.041999816894531,9.989999771118164,8.874669075012207,438500,0.0,
2006-05-17 00:00:00+00:00,9.989999771118164,10.052000045776367,9.989999771118164,8.872895240783691,141000,0.0,
2006-05-18 00:00:00+00:00,9.9399995803833,10.005999565124512,9.9399995803833,8.816143989562988,19500,0.0,
2006-05-19 00:00:00+00:00,9.90999984741211,9.913999557495115,9.80799961090088,8.743431091308594,421000,0.0,
2006-05-22 00:00:00+00:00,9.81999969482422,9.86400032043457,9.767999649047852,8.722149848937988,65000,0.0,
2006-05-23 00:00:00+00:00,9.821999549865724,9.821999549865724,9.736000061035156,8.633474349975586,16500,0.0,
2006-05-24 00:00:00+00:00,9.649999618530272,9.6899995803833,9.5600004196167,8.53947639465332,22000,0.0,
2006-05-25 00:00:00+00:00,9.656000137329102,9.75,9.656000137329102,8.645886421203613,3000,0.0,
2006-05-26 00:00:00+00:00,9.791999816894531,9.814000129699709,9.791999816894531,8.686673164367676,10000,0.0,
2006-05-30 00:00:00+00:00,9.739999771118164,9.767999649047852,9.739999771118164,8.644111633300781,12000,0.0,
2006-05-31 00:00:00+00:00,9.836000442504885,9.887999534606934,9.812000274658203,8.704413414001465,139000,0.0,
2006-06-01 00:00:00+00:00,9.932000160217283,10.064000129699709,9.932000160217283,8.924330711364746,18000,0.0,
2006-06-02 00:00:00+00:00,10.100000381469728,10.12399959564209,10.088000297546388,8.950932502746582,188500,0.0,
2006-06-05 00:00:00+00:00,10.076000213623049,10.076000213623049,9.93000030517578,8.805501937866211,28000,0.0,
2006-06-06 00:00:00+00:00,10.010000228881836,10.010000228881836,9.850000381469728,8.78067398071289,24000,0.0,
2006-06-07 00:00:00+00:00,9.95400047302246,10.079999923706056,9.95400047302246,8.871126174926758,33000,0.0,
2006-06-08 00:00:00+00:00,10.029999732971191,10.074000358581545,9.937999725341797,8.883539199829102,131000,0.0,
2006-06-09 00:00:00+00:00,9.989999771118164,10.039999961853027,9.965999603271484,8.84274673461914,40500,0.0,
2006-06-12 00:00:00+00:00,10.010000228881836,10.010000228881836,9.772000312805176,8.66539478302002,17000,0.0,
2006-06-13 00:00:00+00:00,9.75,9.80799961090088,9.75,8.667168617248535,15500,0.0,
2006-06-14 00:00:00+00:00,9.68000030517578,9.68000030517578,9.576000213623049,8.544797897338867,21500,0.0,
2006-06-15 00:00:00+00:00,9.633999824523926,9.753999710083008,9.593999862670898,8.642341613769531,29500,0.0,
