date,IMO_Open,IMO_High,IMO_Low,IMO_Close,IMO_Volume,IMO_Dividends,IMO_Stock Splits
1980-03-17 00:00:00+00:00,0.0,4.472221851348877,4.194444179534912,1.426087498664856,634500,0.0,
1980-03-18 00:00:00+00:00,0.0,4.472221851348877,4.152778148651123,1.501144289970398,1112400,0.0,
1980-03-19 00:00:00+00:00,0.0,4.6666669845581055,4.5,1.5386736392974854,585900,0.0,
1980-03-20 00:00:00+00:00,0.0,4.569444179534912,4.444444179534912,1.501144289970398,283500,0.0,
1980-03-21 00:00:00+00:00,0.0,4.388888835906982,4.222221851348877,1.426087498664856,387900,0.0,
1980-03-24 00:00:00+00:00,0.0,4.222221851348877,4.069444179534912,1.3791762590408323,262800,0.0,
1980-03-25 00:00:00+00:00,0.0,4.152778148651123,3.9583330154418954,1.3604122400283811,360900,0.0,
1980-03-26 00:00:00+00:00,0.0,4.111111164093018,3.930556058883667,1.3275749683380127,491400,0.0,
1980-03-27 00:00:00+00:00,0.0,3.8333330154418954,3.347222089767456,1.2759733200073242,1010700,0.0,
1980-03-28 00:00:00+00:00,0.0,3.930556058883667,3.7638890743255615,1.3088103532791138,600300,0.0,
1980-03-31 00:00:00+00:00,0.0,3.930556058883667,3.805556058883667,1.3041197061538696,286200,0.0,
1980-04-01 00:00:00+00:00,0.0,3.902777910232544,3.847222089767456,1.3041197061538696,67500,0.0,
1980-04-02 00:00:00+00:00,0.0,3.875,3.819443941116333,1.2947373390197754,362700,0.0,
1980-04-03 00:00:00+00:00,0.0,3.805556058883667,3.722222089767456,1.2712819576263428,234900,0.0,
1980-04-07 00:00:00+00:00,0.0,3.7361109256744394,3.680556058883667,1.2478270530700684,322200,0.0,
1980-04-08 00:00:00+00:00,0.0,3.847222089767456,3.7083330154418954,1.2994285821914673,223200,0.0,
1980-04-09 00:00:00+00:00,0.0,4.180555820465088,3.902777910232544,1.4120136499404907,539100,0.0,
1980-04-10 00:00:00+00:00,0.0,4.402778148651123,4.263888835906982,1.4683072566986084,1183500,0.0,
1980-04-11 00:00:00+00:00,0.0,4.319444179534912,4.263888835906982,1.440160036087036,191700,0.0,
1980-04-14 00:00:00+00:00,0.0,4.222221851348877,4.152778148651123,1.4073230028152466,181800,0.0,
1980-04-15 00:00:00+00:00,0.0,4.180555820465088,3.9861109256744394,1.3463391065597534,303300,0.0,
1980-04-16 00:00:00+00:00,0.0,4.013888835906982,3.805556058883667,1.2994285821914673,434700,0.0,
1980-04-17 00:00:00+00:00,0.0,3.805556058883667,3.694443941116333,1.2665907144546509,374400,0.0,
1980-04-18 00:00:00+00:00,0.0,3.819443941116333,3.7638890743255615,1.2712819576263428,372600,0.0,
1980-04-21 00:00:00+00:00,0.0,3.7916669845581055,3.722222089767456,1.257209062576294,145800,0.0,
1980-04-22 00:00:00+00:00,0.0,4.0416669845581055,3.7638890743255615,1.351030707359314,471600,0.0,
1980-04-23 00:00:00+00:00,0.0,4.138888835906982,4.0416669845581055,1.369794249534607,396900,0.0,
1980-04-24 00:00:00+00:00,0.0,4.069444179534912,3.9861109256744394,1.3604122400283811,238500,0.0,
1980-04-25 00:00:00+00:00,0.0,4.027778148651123,3.8333330154418954,1.313501238822937,346500,0.0,
1980-04-28 00:00:00+00:00,0.0,3.9166669845581055,3.819443941116333,1.2900453805923462,315000,0.0,
1980-04-29 00:00:00+00:00,0.0,3.902777910232544,3.8333330154418954,1.3088103532791138,231300,0.0,
1980-04-30 00:00:00+00:00,0.0,3.930556058883667,3.8611109256744394,1.3088103532791138,264600,0.0,
1980-05-01 00:00:00+00:00,0.0,3.875,3.819443941116333,1.2947373390197754,485100,0.0,
1980-05-02 00:00:00+00:00,0.0,3.819443941116333,3.777777910232544,1.2759733200073242,171900,0.0,
1980-05-05 00:00:00+00:00,0.0,3.805556058883667,3.7361109256744394,1.2618995904922483,115200,0.0,
1980-05-06 00:00:00+00:00,0.0,3.847222089767456,3.75,1.2806644439697266,369000,0.0,
1980-05-07 00:00:00+00:00,0.0,3.847222089767456,3.7638890743255615,1.2712819576263428,333000,0.0,
1980-05-08 00:00:00+00:00,0.0,3.75,3.694443941116333,1.2478270530700684,107100,0.0,
1980-05-09 00:00:00+00:00,0.0,3.6666669845581055,3.4583330154418945,1.1727696657180786,433800,0.0,
1980-05-12 00:00:00+00:00,0.0,3.444443941116333,3.375,1.1493134498596191,243000,0.0,
