date,MGRC_Open,MGRC_High,MGRC_Low,MGRC_Close,MGRC_Volume,MGRC_Dividends,MGRC_Stock Splits
1984-11-13 00:00:00+00:00,0.0,0.78125,0.75,0.3011342883110046,507200,0.0,
1984-11-14 00:00:00+00:00,0.0,0.78125,0.765625,0.307407945394516,61600,0.0,
1984-11-15 00:00:00+00:00,0.0,0.828125,0.796875,0.3199552297592163,191200,0.0,
1984-11-16 00:00:00+00:00,0.0,0.828125,0.78125,0.3136817216873169,231200,0.0,
1984-11-19 00:00:00+00:00,0.0,0.8125,0.78125,0.3136817216873169,151200,0.0,
1984-11-20 00:00:00+00:00,0.0,0.828125,0.796875,0.3199552297592163,85600,0.0,
1984-11-21 00:00:00+00:00,0.0,0.8125,0.78125,0.3136817216873169,56800,0.0,
1984-11-23 00:00:00+00:00,0.0,0.828125,0.796875,0.3199552297592163,70400,0.0,
1984-11-26 00:00:00+00:00,0.0,0.78125,0.75,0.3011342883110046,103200,0.0,
1984-11-27 00:00:00+00:00,0.0,0.765625,0.734375,0.2948604822158813,11200,0.0,
1984-11-28 00:00:00+00:00,0.0,0.765625,0.75,0.3011342883110046,166400,0.0,
1984-11-29 00:00:00+00:00,0.0,0.765625,0.75,0.3011342883110046,77600,0.0,
1984-11-30 00:00:00+00:00,0.0,0.75,0.734375,0.2948604822158813,52000,0.0,
1984-12-03 00:00:00+00:00,0.0,0.71875,0.6875,0.2760398387908935,80000,0.0,
1984-12-04 00:00:00+00:00,0.0,0.71875,0.6875,0.2760398387908935,16800,0.0,
1984-12-05 00:00:00+00:00,0.0,0.71875,0.6875,0.2760398387908935,32800,0.0,
1984-12-06 00:00:00+00:00,0.0,0.71875,0.6875,0.2760398387908935,4000,0.0,
1984-12-07 00:00:00+00:00,0.0,0.71875,0.6875,0.2760398387908935,16000,0.0,
1984-12-10 00:00:00+00:00,0.0,0.71875,0.6875,0.2760398387908935,89600,0.0,
1984-12-11 00:00:00+00:00,0.0,0.71875,0.6875,0.2760398387908935,123200,0.0,
1984-12-12 00:00:00+00:00,0.0,0.75,0.6875,0.2760398387908935,132000,0.0,
1984-12-13 00:00:00+00:00,0.6875,0.6875,0.6875,0.2760398387908935,0,0.0,
1984-12-14 00:00:00+00:00,0.0,0.75,0.6875,0.2760398387908935,56000,0.0,
1984-12-17 00:00:00+00:00,0.0,0.75,0.6875,0.2760398387908935,15200,0.0,
1984-12-18 00:00:00+00:00,0.0,0.71875,0.6875,0.2760398387908935,9600,0.0,
1984-12-19 00:00:00+00:00,0.0,0.75,0.703125,0.2823134362697601,12800,0.0,
1984-12-20 00:00:00+00:00,0.0,0.75,0.703125,0.2823134362697601,19200,0.0,
1984-12-21 00:00:00+00:00,0.0,0.75,0.703125,0.2823134362697601,68000,0.0,
1984-12-24 00:00:00+00:00,0.0,0.75,0.703125,0.2823134362697601,4000,0.0,
1984-12-26 00:00:00+00:00,0.0,0.75,0.703125,0.2823134362697601,800,0.0,
