date,ERX_Open,ERX_High,ERX_Low,ERX_Close,ERX_Volume,ERX_Dividends,ERX_Stock Splits
2008-11-19 00:00:00+00:00,477.8999938964844,508.0,407.1000061035156,306.5261535644531,56090,0.0,
2008-11-20 00:00:00+00:00,399.7999877929688,399.7999877929688,266.29998779296875,202.6063232421875,85470,0.0,
2008-11-21 00:00:00+00:00,298.8999938964844,367.2999877929688,280.0,270.8644104003906,112520,0.0,
2008-11-24 00:00:00+00:00,401.0,458.7999877929688,364.2000122070313,316.17059326171875,110800,0.0,
2008-11-25 00:00:00+00:00,442.8999938964844,461.6000061035156,407.2000122070313,328.9549865722656,60180,0.0,
2008-11-26 00:00:00+00:00,427.5,519.9000244140625,420.0,388.0172424316406,67680,0.0,
2008-11-28 00:00:00+00:00,495.0,498.6000061035156,464.3999938964844,369.0276184082031,18190,0.0,
2008-12-01 00:00:00+00:00,431.6000061035156,445.8999938964844,341.1000061035156,257.9306030273437,70270,0.0,
2008-12-02 00:00:00+00:00,366.2000122070313,380.8999938964844,340.0,281.5556030273437,95910,0.0,
2008-12-03 00:00:00+00:00,342.70001220703125,388.1000061035156,336.6000061035156,289.1813049316406,132080,0.0,
2008-12-04 00:00:00+00:00,364.7999877929688,379.0,290.8999938964844,232.4365997314453,133900,0.0,
2008-12-05 00:00:00+00:00,289.6000061035156,326.8999938964844,256.0,242.97804260253903,218710,0.0,
2008-12-08 00:00:00+00:00,364.0,385.7999877929688,353.3999938964844,274.826904296875,198670,0.0,
2008-12-09 00:00:00+00:00,356.0,400.7999877929688,351.20001220703125,276.02313232421875,160800,0.0,
2008-12-10 00:00:00+00:00,396.7000122070313,433.2000122070313,387.7999877929688,318.4881896972656,216890,0.0,
2008-12-11 00:00:00+00:00,436.1000061035156,469.7999877929688,403.6000061035156,314.67535400390625,202150,0.0,
2008-12-12 00:00:00+00:00,384.0,421.2999877929688,367.5,304.2086181640625,139920,0.0,
2008-12-15 00:00:00+00:00,441.1000061035156,444.0,381.7000122070313,304.50750732421875,174630,0.0,
2008-12-16 00:00:00+00:00,426.1000061035156,450.0,408.3999938964844,331.0482788085937,116210,0.0,
2008-12-17 00:00:00+00:00,442.2000122070313,464.2999877929688,423.6000061035156,321.0133361816406,131370,0.08,
2008-12-18 00:00:00+00:00,430.7999877929688,430.7999877929688,343.29998779296875,263.2115478515625,150870,0.0,
2008-12-19 00:00:00+00:00,360.8999938964844,383.5,347.79998779296875,263.1366882324219,117290,0.0,
2008-12-22 00:00:00+00:00,360.1000061035156,363.7999877929688,306.20001220703125,244.6670379638672,116440,0.0,
2008-12-23 00:00:00+00:00,330.8999938964844,339.8999938964844,313.0,238.5354156494141,97950,0.0,
2008-12-24 00:00:00+00:00,315.0,325.8999938964844,310.3999938964844,240.7039337158203,27490,0.0,
2008-12-26 00:00:00+00:00,330.6000061035156,343.1000061035156,323.6000061035156,253.11676025390625,67350,0.0,
2008-12-29 00:00:00+00:00,357.5,362.0,342.0,266.2024841308594,96440,0.0,
2008-12-30 00:00:00+00:00,355.8999938964844,380.0,348.29998779296875,282.8775634765625,77260,0.0,
2008-12-31 00:00:00+00:00,375.7000122070313,405.2000122070313,369.7000122070313,291.4768371582031,100820,0.0,
2009-01-02 00:00:00+00:00,395.0,455.0,395.0,334.4729919433594,149660,0.0,
2009-01-05 00:00:00+00:00,448.0,489.5,439.0,350.6246032714844,225260,0.0,
2009-01-06 00:00:00+00:00,484.8999938964844,513.9000244140625,469.2000122070313,358.9247436523437,263530,0.0,
2009-01-07 00:00:00+00:00,454.2000122070313,459.5,410.0,315.4799499511719,210150,0.0,
2009-01-08 00:00:00+00:00,408.3999938964844,438.7999877929688,408.0,327.8927001953125,155570,0.0,
2009-01-09 00:00:00+00:00,432.5,439.0,391.8999938964844,295.888671875,193660,0.0,
2009-01-12 00:00:00+00:00,387.7999877929688,387.7999877929688,350.0,267.7728881835937,164380,0.0,
2009-01-13 00:00:00+00:00,356.20001220703125,385.6000061035156,353.20001220703125,283.1767578125,231950,0.0,
2009-01-14 00:00:00+00:00,367.7000122070313,370.0,320.0,247.13470458984372,359520,0.0,
2009-01-15 00:00:00+00:00,329.3999938964844,343.5,299.0,255.1356658935547,263040,0.0,
2009-01-16 00:00:00+00:00,353.1000061035156,369.0,330.5,262.9872131347656,295250,0.0,
2009-01-20 00:00:00+00:00,328.6000061035156,358.8999938964844,301.1000061035156,226.72080993652344,250280,0.0,
2009-01-21 00:00:00+00:00,310.79998779296875,358.6000061035156,308.1000061035156,266.2024841308594,308480,0.0,
