date,ARCT_Open,ARCT_High,ARCT_Low,ARCT_Close,ARCT_Volume,ARCT_Dividends,ARCT_Stock Splits
2013-05-22 00:00:00+00:00,57.75,58.09999847412109,50.119998931884766,52.84999847412109,225429,,
2013-05-23 00:00:00+00:00,50.75,52.5,50.119998931884766,50.470001220703125,23543,,
2013-05-24 00:00:00+00:00,50.400001525878906,51.79999923706055,47.95000076293945,50.75,12286,,
2013-05-28 00:00:00+00:00,55.29999923706055,55.29999923706055,47.66999816894531,48.790000915527344,9129,,
2013-05-29 00:00:00+00:00,49.630001068115234,49.630001068115234,47.810001373291016,47.95000076293945,9286,,
2013-05-30 00:00:00+00:00,48.650001525878906,50.18999862670898,47.7400016784668,50.18999862670898,3200,,
2013-05-31 00:00:00+00:00,53.970001220703125,53.970001220703125,48.86000061035156,50.400001525878906,3386,,
2013-06-03 00:00:00+00:00,49.70000076293945,49.97999954223633,48.09000015258789,48.15999984741211,1757,,
2013-06-04 00:00:00+00:00,49.34999847412109,49.34999847412109,46.68999862670898,47.880001068115234,3514,,
2013-06-05 00:00:00+00:00,48.86000061035156,49.90999984741211,46.20000076293945,49.90999984741211,4086,,
2013-06-06 00:00:00+00:00,48.790000915527344,50.04999923706055,48.720001220703125,49.0,1671,,
2013-06-07 00:00:00+00:00,49.13999938964844,50.540000915527344,49.13999938964844,50.540000915527344,1743,,
2013-06-10 00:00:00+00:00,50.400001525878906,50.400001525878906,49.209999084472656,49.209999084472656,500,,
2013-06-11 00:00:00+00:00,48.29999923706055,49.630001068115234,48.29999923706055,49.0,1100,,
2013-06-12 00:00:00+00:00,48.22999954223633,49.560001373291016,47.7400016784668,47.95000076293945,1243,,
2013-06-13 00:00:00+00:00,47.7400016784668,49.84000015258789,47.7400016784668,48.5099983215332,2429,,
2013-06-14 00:00:00+00:00,50.540000915527344,50.540000915527344,48.720001220703125,49.70000076293945,1486,,
2013-06-17 00:00:00+00:00,49.0,50.119998931884766,48.5099983215332,48.650001525878906,2700,,
2013-06-18 00:00:00+00:00,50.18999862670898,50.18999862670898,46.900001525878906,49.0,4200,,
2013-06-19 00:00:00+00:00,49.06999969482422,51.72999954223633,48.09000015258789,49.560001373291016,3243,,
2013-06-20 00:00:00+00:00,48.720001220703125,49.84000015258789,48.650001525878906,49.70000076293945,400,,
2013-06-21 00:00:00+00:00,49.41999816894531,49.41999816894531,47.31999969482422,48.369998931884766,1043,,
2013-06-24 00:00:00+00:00,47.31999969482422,50.33000183105469,45.5,46.47999954223633,3857,,
2013-06-25 00:00:00+00:00,51.59000015258789,51.59000015258789,46.970001220703125,47.31999969482422,3343,,
2013-06-26 00:00:00+00:00,47.52999877929688,48.369998931884766,47.25,47.38999938964844,1957,,
2013-06-27 00:00:00+00:00,47.459999084472656,48.93000030517578,47.38999938964844,47.38999938964844,1671,,
2013-06-28 00:00:00+00:00,47.810001373291016,48.93000030517578,46.900001525878906,47.95000076293945,1300,,
2013-07-01 00:00:00+00:00,48.29999923706055,48.5099983215332,47.810001373291016,48.5099983215332,243,,
2013-07-02 00:00:00+00:00,47.59999847412109,49.70000076293945,47.59999847412109,48.650001525878906,1557,,
