date,TAN_Open,TAN_High,TAN_Low,TAN_Close,TAN_Volume,TAN_Dividends,TAN_Stock Splits
2008-04-15 00:00:00+00:00,258.3999938964844,259.70001220703125,257.1000061035156,192.70413208007807,9810,0.0,
2008-04-16 00:00:00+00:00,270.0,274.29998779296875,267.5,202.2762756347656,121200,0.0,
2008-04-17 00:00:00+00:00,268.8999938964844,271.8999938964844,258.70001220703125,195.0043792724609,67020,0.0,
2008-04-18 00:00:00+00:00,266.0,269.0,262.3999938964844,197.23048400878903,37610,0.0,
2008-04-21 00:00:00+00:00,268.0,270.0,263.29998779296875,199.60494995117188,30230,0.0,
2008-04-22 00:00:00+00:00,272.0,275.0,268.8999938964844,201.1632537841797,34180,0.0,
2008-04-23 00:00:00+00:00,275.70001220703125,275.8999938964844,268.3999938964844,199.60494995117188,48410,0.0,
2008-04-24 00:00:00+00:00,271.1000061035156,271.1000061035156,257.5,197.3046875,35390,0.0,
2008-04-25 00:00:00+00:00,264.20001220703125,264.70001220703125,258.0,195.96905517578125,27940,0.0,
2008-04-28 00:00:00+00:00,265.8999938964844,266.0,261.79998779296875,195.4496154785156,18530,0.0,
2008-04-29 00:00:00+00:00,262.3999938964844,262.3999938964844,256.0,191.739501953125,24850,0.0,
2008-04-30 00:00:00+00:00,264.1000061035156,265.29998779296875,259.0,193.96556091308597,39220,0.0,
2008-05-01 00:00:00+00:00,261.29998779296875,261.29998779296875,248.6999969482422,189.06820678710935,27810,0.0,
2008-05-02 00:00:00+00:00,258.8999938964844,258.8999938964844,254.1000061035156,191.4426727294922,24080,0.0,
2008-05-05 00:00:00+00:00,259.29998779296875,259.29998779296875,254.1000061035156,190.2554626464844,7670,0.0,
2008-05-06 00:00:00+00:00,254.1000061035156,263.29998779296875,250.0,194.26239013671875,24870,0.0,
2008-05-07 00:00:00+00:00,265.6000061035156,265.8999938964844,255.1000061035156,189.95864868164065,15090,0.0,
2008-05-08 00:00:00+00:00,261.5,262.1000061035156,258.1000061035156,193.1493225097656,16070,0.0,
2008-05-09 00:00:00+00:00,261.3999938964844,264.29998779296875,258.70001220703125,195.2270355224609,21430,0.0,
2008-05-12 00:00:00+00:00,265.0,267.0,259.5,197.52728271484372,13540,0.0,
2008-05-13 00:00:00+00:00,269.8999938964844,276.5,266.6000061035156,203.76031494140625,24820,0.0,
2008-05-14 00:00:00+00:00,279.5,292.8999938964844,277.5,213.92605590820312,92280,0.0,
2008-05-15 00:00:00+00:00,289.8999938964844,290.70001220703125,281.20001220703125,213.70346069335935,54330,0.0,
2008-05-16 00:00:00+00:00,290.6000061035156,295.1000061035156,287.5,218.8234405517578,61470,0.0,
2008-05-19 00:00:00+00:00,299.8999938964844,307.8999938964844,291.0,218.526611328125,96820,0.0,
2008-05-20 00:00:00+00:00,292.0,293.20001220703125,287.6000061035156,217.41358947753903,39710,0.0,
2008-05-21 00:00:00+00:00,299.6000061035156,300.6000061035156,289.79998779296875,216.44895935058597,42890,0.0,
2008-05-22 00:00:00+00:00,298.29998779296875,298.3999938964844,285.70001220703125,212.96145629882807,62070,0.0,
2008-05-23 00:00:00+00:00,286.70001220703125,291.8999938964844,284.1000061035156,216.59739685058597,16680,0.0,
2008-05-27 00:00:00+00:00,285.0,285.8999938964844,275.20001220703125,209.4739227294922,31800,0.0,
2008-05-28 00:00:00+00:00,277.5,282.5,272.5,209.622314453125,38540,0.0,
2008-05-29 00:00:00+00:00,272.79998779296875,272.79998779296875,262.70001220703125,196.34007263183597,45800,0.0,
2008-05-30 00:00:00+00:00,275.8999938964844,280.5,275.0,206.283203125,29620,0.0,
2008-06-02 00:00:00+00:00,283.5,287.20001220703125,280.0,210.4385528564453,22580,0.0,
2008-06-03 00:00:00+00:00,286.3999938964844,287.20001220703125,280.0,210.66116333007807,20780,0.0,
2008-06-04 00:00:00+00:00,280.79998779296875,280.79998779296875,275.29998779296875,205.4669647216797,12460,0.0,
2008-06-05 00:00:00+00:00,275.0,284.0,275.0,210.7353515625,17410,0.0,
2008-06-06 00:00:00+00:00,280.5,287.20001220703125,276.79998779296875,206.283203125,22830,0.0,
2008-06-09 00:00:00+00:00,279.0,279.0,265.3999938964844,199.8275909423828,28540,0.0,
2008-06-10 00:00:00+00:00,264.8999938964844,264.8999938964844,257.70001220703125,193.96556091308597,43530,0.0,
2008-06-11 00:00:00+00:00,263.5,265.0,258.20001220703125,193.37196350097656,23410,0.0,
2008-06-12 00:00:00+00:00,262.70001220703125,266.5,258.1000061035156,192.6299285888672,12420,0.0,
2008-06-13 00:00:00+00:00,255.5,268.70001220703125,255.5,198.8629302978516,8840,0.0,
2008-06-16 00:00:00+00:00,269.70001220703125,282.1000061035156,269.29998779296875,209.02867126464844,17530,0.0,
2008-06-17 00:00:00+00:00,287.20001220703125,292.8999938964844,286.0,212.96145629882807,47920,0.0,
2008-06-18 00:00:00+00:00,287.0,287.0,278.6000061035156,212.51622009277344,23700,0.0,
2008-06-19 00:00:00+00:00,289.79998779296875,290.70001220703125,284.20001220703125,215.03907775878903,18730,0.0,
2008-06-20 00:00:00+00:00,287.6000061035156,288.8999938964844,277.70001220703125,206.95101928710935,15730,0.0,
2008-06-23 00:00:00+00:00,284.70001220703125,287.0,280.5,210.95797729492188,31470,0.0,
2008-06-24 00:00:00+00:00,282.0,285.0,277.1000061035156,208.88026428222656,32750,0.0,
2008-06-25 00:00:00+00:00,286.3999938964844,286.3999938964844,278.1000061035156,211.62582397460935,11060,0.0,
2008-06-26 00:00:00+00:00,282.8999938964844,282.8999938964844,266.3999938964844,199.60494995117188,40690,0.0,
2008-06-27 00:00:00+00:00,262.5,269.70001220703125,258.79998779296875,193.6687469482422,26170,0.0,
2008-06-30 00:00:00+00:00,258.79998779296875,266.1000061035156,257.3999938964844,191.4426727294922,15120,0.0,
2008-07-01 00:00:00+00:00,253.1999969482422,254.3000030517578,239.8999938964844,182.31576538085935,43480,0.0,
2008-07-02 00:00:00+00:00,246.1999969482422,246.1999969482422,225.8000030517578,168.51406860351562,46910,0.0,
2008-07-03 00:00:00+00:00,228.6000061035156,230.6999969482422,220.1999969482422,169.33029174804688,23670,0.0,
2008-07-07 00:00:00+00:00,239.3000030517578,240.6999969482422,230.1999969482422,175.4891357421875,20140,0.0,
2008-07-08 00:00:00+00:00,235.6999969482422,235.6999969482422,225.1000061035156,173.856689453125,23450,0.0,
