date,SPGI_Open,SPGI_High,SPGI_Low,SPGI_Close,SPGI_Volume,SPGI_Dividends,SPGI_Stock Splits
1973-02-21 00:00:00+00:00,0.8046879768371582,0.8046879768371582,0.8046879768371582,0.333539068698883,78400,0.0,
1973-02-22 00:00:00+00:00,0.796875,0.796875,0.796875,0.3303007483482361,198400,0.0,
1973-02-23 00:00:00+00:00,0.8046879768371582,0.8046879768371582,0.8046879768371582,0.333539068698883,56000,0.0,
1973-02-26 00:00:00+00:00,0.8125,0.8125,0.8125,0.3367770612239837,211200,0.0,
1973-02-27 00:00:00+00:00,0.8203129768371582,0.8203129768371582,0.8203129768371582,0.3400152325630188,110400,0.0,
1973-02-28 00:00:00+00:00,0.8125,0.8125,0.8125,0.3367770612239837,40000,0.0,
1973-03-01 00:00:00+00:00,0.8046879768371582,0.8046879768371582,0.8046879768371582,0.333539068698883,289600,0.0,
1973-03-02 00:00:00+00:00,0.796875,0.796875,0.796875,0.3303007483482361,94400,0.0,
1973-03-05 00:00:00+00:00,0.796875,0.796875,0.796875,0.3303007483482361,593600,0.0,
1973-03-06 00:00:00+00:00,0.8125,0.8125,0.8125,0.3367770612239837,656000,0.0,
1973-03-07 00:00:00+00:00,0.828125,0.828125,0.828125,0.3432535231113434,86400,0.0,
1973-03-08 00:00:00+00:00,0.796875,0.796875,0.796875,0.3303007483482361,433600,0.0,
1973-03-09 00:00:00+00:00,0.796875,0.796875,0.796875,0.3303007483482361,88000,0.0,
1973-03-12 00:00:00+00:00,0.796875,0.796875,0.796875,0.3303007483482361,46400,0.0,
1973-03-13 00:00:00+00:00,0.78125,0.78125,0.78125,0.3238241970539093,97600,0.0,
1973-03-14 00:00:00+00:00,0.765625,0.765625,0.765625,0.3173476457595825,288000,0.0,
1973-03-15 00:00:00+00:00,0.7578129768371582,0.7578129768371582,0.7578129768371582,0.3141095340251922,251200,0.0,
1973-03-16 00:00:00+00:00,0.7421879768371582,0.7421879768371582,0.7421879768371582,0.3076332509517669,291200,0.0,
1973-03-19 00:00:00+00:00,0.6953129768371582,0.6953129768371582,0.6953129768371582,0.2882034182548523,113600,0.0,
1973-03-20 00:00:00+00:00,0.6953129768371582,0.6953129768371582,0.6953129768371582,0.2882034182548523,208000,0.0,
1973-03-21 00:00:00+00:00,0.6875,0.6875,0.6875,0.2849653363227844,147200,0.0,
1973-03-22 00:00:00+00:00,0.6875,0.6875,0.6875,0.2849653363227844,179200,0.0,
1973-03-23 00:00:00+00:00,0.703125,0.703125,0.703125,0.2914419174194336,113600,0.0,
1973-03-26 00:00:00+00:00,0.6953129768371582,0.6953129768371582,0.6953129768371582,0.2882034182548523,108800,0.0,
1973-03-27 00:00:00+00:00,0.71875,0.71875,0.71875,0.2979181706905365,251200,0.0,
1973-03-28 00:00:00+00:00,0.734375,0.734375,0.734375,0.304394781589508,78400,0.0,
1973-03-29 00:00:00+00:00,0.75,0.75,0.75,0.3108713030815124,169600,0.0,
1973-03-30 00:00:00+00:00,0.7421879768371582,0.7421879768371582,0.7421879768371582,0.3076332509517669,236800,0.0,
