date,GOGL_Open,GOGL_High,GOGL_Low,GOGL_Close,GOGL_Volume,GOGL_Dividends,GOGL_Stock Splits
1997-02-07 00:00:00+00:00,112.5,113.125,108.125,8.983469009399414,1745820,0.0,
1997-02-10 00:00:00+00:00,110.0,110.0,106.25,8.753779411315918,324260,0.0,
1997-02-11 00:00:00+00:00,106.875,109.375,106.875,8.830337524414062,156260,0.0,
1997-02-12 00:00:00+00:00,108.75,108.75,106.25,8.728255271911621,99380,0.0,
1997-02-13 00:00:00+00:00,106.25,106.875,106.25,8.67721176147461,149400,0.0,
1997-02-14 00:00:00+00:00,107.5,107.5,106.25,8.67721176147461,66820,0.0,
1997-02-18 00:00:00+00:00,106.875,106.875,106.25,8.67721176147461,27040,0.0,
1997-02-19 00:00:00+00:00,106.875,107.5,106.25,8.67721176147461,53320,0.0,
1997-02-20 00:00:00+00:00,106.25,107.5,103.75,8.54960823059082,183460,0.0,
1997-02-21 00:00:00+00:00,104.375,105.625,103.125,8.524084091186523,55660,0.0,
1997-02-24 00:00:00+00:00,103.75,106.25,103.75,8.67721176147461,52820,0.0,
1997-02-25 00:00:00+00:00,105.0,110.0,104.375,8.983469009399414,75000,0.0,
1997-02-26 00:00:00+00:00,111.875,111.875,102.5,8.67721176147461,65540,0.0,
1997-02-27 00:00:00+00:00,106.875,110.0,106.875,8.881381034851074,37780,0.0,
1997-02-28 00:00:00+00:00,108.125,111.25,106.875,9.034510612487791,48200,0.0,
1997-03-03 00:00:00+00:00,110.625,110.625,108.75,8.983469009399414,110020,0.0,
1997-03-04 00:00:00+00:00,109.375,111.25,108.75,9.085553169250488,96700,0.0,
1997-03-05 00:00:00+00:00,111.875,117.5,110.625,9.391804695129396,119860,0.0,
1997-03-06 00:00:00+00:00,117.5,120.0,115.625,9.647021293640137,87420,0.0,
1997-03-07 00:00:00+00:00,119.375,121.25,118.75,9.800146102905272,140040,0.0,
1997-03-10 00:00:00+00:00,120.625,121.875,116.875,9.595979690551758,138120,0.0,
1997-03-11 00:00:00+00:00,118.75,118.75,113.75,9.340764045715332,67760,0.0,
1997-03-12 00:00:00+00:00,115.625,115.625,114.375,9.44285011291504,26220,0.0,
1997-03-13 00:00:00+00:00,115.625,122.5,114.375,9.800146102905272,87460,0.0,
1997-03-14 00:00:00+00:00,120.625,120.625,118.125,9.749102592468262,53840,0.0,
1997-03-17 00:00:00+00:00,120.625,121.25,119.375,9.851189613342283,62000,0.0,
1997-03-18 00:00:00+00:00,121.25,121.25,120.0,9.851189613342283,22140,0.0,
1997-03-19 00:00:00+00:00,121.25,121.25,119.375,9.749102592468262,46580,0.0,
1997-03-20 00:00:00+00:00,120.625,121.25,119.375,9.800146102905272,53720,0.0,
1997-03-21 00:00:00+00:00,121.25,121.25,119.375,9.851189613342283,19120,0.0,
1997-03-24 00:00:00+00:00,120.625,120.625,119.375,9.774622917175291,17900,0.0,
1997-03-25 00:00:00+00:00,120.625,120.625,120.0,9.851189613342283,15140,0.0,
1997-03-26 00:00:00+00:00,120.0,123.125,120.0,10.004312515258787,61880,0.0,
1997-03-27 00:00:00+00:00,122.5,124.375,122.5,10.055360794067385,22540,0.0,
1997-03-31 00:00:00+00:00,123.75,123.75,120.625,9.902229309082031,23600,0.0,
1997-04-01 00:00:00+00:00,121.25,122.5,120.0,10.004312515258787,32020,0.0,
1997-04-02 00:00:00+00:00,121.875,123.125,121.25,10.004312515258787,81500,0.0,
1997-04-03 00:00:00+00:00,123.125,123.125,120.0,9.800146102905272,9680,0.0,
1997-04-04 00:00:00+00:00,121.25,121.25,120.0,9.902229309082031,4400,0.0,
