date,CVR_Open,CVR_High,CVR_Low,CVR_Close,CVR_Volume,CVR_Dividends,CVR_Stock Splits
1973-02-23 00:00:00+00:00,0.0,12.8125,12.8125,2.811197519302368,800,0.0,
1973-02-26 00:00:00+00:00,0.0,12.6875,12.6875,2.7837698459625244,200,0.0,
1973-02-27 00:00:00+00:00,12.6875,12.6875,12.6875,2.7837698459625244,0,0.0,
1973-02-28 00:00:00+00:00,12.6875,12.6875,12.6875,2.7837698459625244,0,0.0,
1973-03-01 00:00:00+00:00,12.6875,12.6875,12.6875,2.7837698459625244,0,0.0,
1973-03-02 00:00:00+00:00,0.0,12.8125,12.8125,2.811197519302368,200,0.0,
1973-03-05 00:00:00+00:00,0.0,12.9375,12.9375,2.838622808456421,400,0.0,
1973-03-06 00:00:00+00:00,0.0,13.0,13.0,2.852337121963501,600,0.0,
1973-03-07 00:00:00+00:00,13.0,13.0,13.0,2.852337121963501,0,0.0,
1973-03-08 00:00:00+00:00,13.0,13.0,13.0,2.852337121963501,0,0.0,
1973-03-09 00:00:00+00:00,0.0,12.875,12.875,2.8249096870422363,800,0.0,
1973-03-12 00:00:00+00:00,0.0,12.875,12.875,2.8249096870422363,2400,0.0,
1973-03-13 00:00:00+00:00,12.875,12.875,12.875,2.8249096870422363,0,0.0,
1973-03-14 00:00:00+00:00,12.875,12.875,12.875,2.8249096870422363,0,0.0,
1973-03-15 00:00:00+00:00,12.875,12.875,12.875,2.8249096870422363,0,0.0,
1973-03-16 00:00:00+00:00,12.875,12.875,12.875,2.8249096870422363,0,0.0,
1973-03-19 00:00:00+00:00,0.0,12.875,12.875,2.8249096870422363,600,0.0,
1973-03-20 00:00:00+00:00,0.0,12.75,12.75,2.797484874725342,400,0.0,
1973-03-21 00:00:00+00:00,12.75,12.75,12.75,2.797484874725342,0,0.0,
1973-03-22 00:00:00+00:00,0.0,12.8125,12.8125,2.811197519302368,200,0.0,
1973-03-23 00:00:00+00:00,0.0,12.9375,12.9375,2.838622808456421,200,0.0,
1973-03-26 00:00:00+00:00,0.0,13.0,13.0,2.852337121963501,1200,0.0,
1973-03-27 00:00:00+00:00,13.0,13.0,13.0,2.852337121963501,0,0.0,
