date,AZZ_Open,AZZ_High,AZZ_Low,AZZ_Close,AZZ_Volume,AZZ_Dividends,AZZ_Stock Splits
1980-03-17 00:00:00+00:00,0.0,2.687074899673462,2.5510199069976807,1.7184430360794067,11025,0.0,
1980-03-18 00:00:00+00:00,0.0,2.6190481185913086,2.482992887496948,1.6726181507110596,13965,0.0,
1980-03-19 00:00:00+00:00,0.0,2.6190481185913086,2.482992887496948,1.6726181507110596,5880,0.0,
1980-03-20 00:00:00+00:00,0.0,2.7551019191741943,2.6190481185913086,1.764268398284912,19110,0.0,
1980-03-21 00:00:00+00:00,0.0,2.857142925262451,2.72108793258667,1.833005666732788,23520,0.0,
1980-03-24 00:00:00+00:00,0.0,2.857142925262451,2.72108793258667,1.833005666732788,29400,0.0,
1980-03-25 00:00:00+00:00,0.0,2.925169944763184,2.7891159057617188,1.878831505775452,26460,0.0,
1980-03-26 00:00:00+00:00,0.0,3.095237970352173,2.959183931350708,1.993393898010254,58800,0.0,
1980-03-27 00:00:00+00:00,0.0,2.857142925262451,2.72108793258667,1.833005666732788,41160,0.0,
1980-03-28 00:00:00+00:00,0.0,2.857142925262451,2.72108793258667,1.833005666732788,35280,0.0,
1980-03-31 00:00:00+00:00,0.0,2.857142925262451,2.72108793258667,1.833005666732788,6615,0.0,
1980-04-01 00:00:00+00:00,0.0,2.857142925262451,2.72108793258667,1.833005666732788,39690,0.0,
1980-04-02 00:00:00+00:00,0.0,2.891155958175659,2.7551019191741943,1.8559181690216064,72765,0.0,
1980-04-03 00:00:00+00:00,0.0,2.8231289386749268,2.687074899673462,1.810093641281128,13965,0.0,
1980-04-07 00:00:00+00:00,0.0,2.72108793258667,2.585033893585205,1.7413569688796997,22050,0.0,
1980-04-08 00:00:00+00:00,0.0,2.7551019191741943,2.6190481185913086,1.764268398284912,22050,0.0,
1980-04-09 00:00:00+00:00,0.0,2.7551019191741943,2.6190481185913086,1.764268398284912,11760,0.0,
1980-04-10 00:00:00+00:00,0.0,2.857142925262451,2.72108793258667,1.833005666732788,76440,0.0,
1980-04-11 00:00:00+00:00,0.0,2.7891159057617188,2.653060913085937,1.7871809005737305,3675,0.0,
1980-04-14 00:00:00+00:00,0.0,2.7891159057617188,2.653060913085937,1.7871809005737305,735,0.0,
1980-04-15 00:00:00+00:00,0.0,2.7551019191741943,2.6190481185913086,1.764268398284912,69090,0.0,
1980-04-16 00:00:00+00:00,0.0,2.687074899673462,2.5510199069976807,1.7184430360794067,25725,0.0,
1980-04-17 00:00:00+00:00,0.0,2.585033893585205,2.44898009300232,1.649705171585083,13230,0.0,
1980-04-18 00:00:00+00:00,0.0,2.585033893585205,2.44898009300232,1.649705171585083,2205,0.0,
1980-04-21 00:00:00+00:00,0.0,2.585033893585205,2.44898009300232,1.649705171585083,1470,0.0,
1980-04-22 00:00:00+00:00,0.0,2.653060913085937,2.517007112503052,1.6955313682556152,18375,0.0,
1980-04-23 00:00:00+00:00,0.0,2.653060913085937,2.517007112503052,1.6955313682556152,4410,0.0,
1980-04-24 00:00:00+00:00,0.0,2.653060913085937,2.517007112503052,1.6955313682556152,735,0.0,
1980-04-25 00:00:00+00:00,0.0,2.6190481185913086,2.482992887496948,1.6726181507110596,9555,0.0,
1980-04-28 00:00:00+00:00,0.0,2.6190481185913086,2.482992887496948,1.6726181507110596,10290,0.0,
1980-04-29 00:00:00+00:00,0.0,2.6190481185913086,2.482992887496948,1.6726181507110596,1470,0.0,
1980-04-30 00:00:00+00:00,0.0,2.5510199069976807,2.414966106414795,1.6267931461334229,13230,0.0,
1980-05-01 00:00:00+00:00,0.0,2.5510199069976807,2.414966106414795,1.6267931461334229,4410,0.0,
1980-05-02 00:00:00+00:00,2.414966106414795,2.414966106414795,2.414966106414795,1.6267931461334229,0,0.0,
1980-05-05 00:00:00+00:00,0.0,2.5510199069976807,2.3809518814086914,1.603880524635315,2352,0.0,
1980-05-06 00:00:00+00:00,0.0,2.636054039001465,2.465986013412476,1.6611614227294922,35280,0.0,
1980-05-07 00:00:00+00:00,0.0,2.806122064590454,2.6785709857940674,1.8043646812438965,81732,0.0,
1980-05-08 00:00:00+00:00,0.0,2.891155958175659,2.763605117797852,1.8616472482681277,7056,0.0,
1980-05-09 00:00:00+00:00,0.0,2.806122064590454,2.6785709857940674,1.8043646812438965,14700,0.0,
1980-05-12 00:00:00+00:00,0.0,2.891155958175659,2.763605117797852,1.8616472482681277,8820,0.0,
1980-05-13 00:00:00+00:00,0.0,2.976190090179444,2.8486390113830566,1.918928146362305,23520,0.0,
1980-05-14 00:00:00+00:00,0.0,3.018707036972046,2.891155958175659,1.947568774223328,24696,0.0,
1980-05-15 00:00:00+00:00,0.0,2.976190090179444,2.8486390113830566,1.918928146362305,18816,0.0,
1980-05-16 00:00:00+00:00,0.0,2.976190090179444,2.8486390113830566,1.918928146362305,20580,0.0,
1980-05-19 00:00:00+00:00,0.0,3.018707036972046,2.891155958175659,1.947568774223328,13524,0.0,
1980-05-20 00:00:00+00:00,0.0,3.018707036972046,2.891155958175659,1.947568774223328,17640,0.0,
1980-05-21 00:00:00+00:00,0.0,3.018707036972046,2.891155958175659,1.947568774223328,4704,0.0,
1980-05-22 00:00:00+00:00,0.0,3.018707036972046,2.891155958175659,1.947568774223328,22344,0.0,
1980-05-23 00:00:00+00:00,0.0,3.018707036972046,2.891155958175659,1.947568774223328,7644,0.0,
1980-05-27 00:00:00+00:00,0.0,3.103740930557251,2.976190090179444,2.004850387573242,18228,0.0,
1980-05-28 00:00:00+00:00,0.0,3.146259069442749,3.018707036972046,2.0334901809692383,11172,0.0,
1980-05-29 00:00:00+00:00,0.0,3.146259069442749,3.018707036972046,2.0334901809692383,4116,0.0,
