date,SSD_Open,SSD_High,SSD_Low,SSD_Close,SSD_Volume,SSD_Dividends,SSD_Stock Splits
1994-05-26 00:00:00+00:00,3.03125,3.0625,2.90625,2.312795639038086,6171600,0.0,
1994-05-27 00:00:00+00:00,3.0625,3.1875,3.0,2.408169269561768,1580800,0.0,
1994-05-31 00:00:00+00:00,3.1875,3.1875,3.09375,2.3843259811401367,149600,0.0,
1994-06-01 00:00:00+00:00,3.1875,3.1875,3.0,2.288951873779297,198400,0.0,
1994-06-02 00:00:00+00:00,3.125,3.125,3.03125,2.312795639038086,132400,0.0,
1994-06-03 00:00:00+00:00,3.0625,3.0625,3.0,2.312795639038086,58000,0.0,
1994-06-06 00:00:00+00:00,3.0,3.09375,3.0,2.360482692718506,10400,0.0,
1994-06-07 00:00:00+00:00,3.0625,3.0625,3.0,2.288951873779297,79200,0.0,
1994-06-08 00:00:00+00:00,3.0625,3.0625,3.0,2.336638927459717,78800,0.0,
1994-06-09 00:00:00+00:00,3.0625,3.0625,3.0,2.336638927459717,14800,0.0,
1994-06-10 00:00:00+00:00,3.0625,3.125,3.03125,2.3843259811401367,32000,0.0,
1994-06-13 00:00:00+00:00,3.125,3.125,3.03125,2.336638927459717,36000,0.0,
1994-06-14 00:00:00+00:00,3.125,3.125,3.03125,2.312795639038086,22400,0.0,
1994-06-15 00:00:00+00:00,3.09375,3.09375,3.0,2.288951873779297,112800,0.0,
1994-06-16 00:00:00+00:00,3.09375,3.125,3.0625,2.336638927459717,100800,0.0,
1994-06-17 00:00:00+00:00,3.125,3.125,3.0625,2.336638927459717,54000,0.0,
1994-06-20 00:00:00+00:00,3.09375,3.09375,3.0625,2.336638927459717,4400,0.0,
1994-06-21 00:00:00+00:00,3.0625,3.0625,3.0,2.288951873779297,152400,0.0,
1994-06-22 00:00:00+00:00,3.0,3.0625,3.0,2.336638927459717,330000,0.0,
1994-06-23 00:00:00+00:00,3.03125,3.03125,2.96875,2.265109062194824,52400,0.0,
1994-06-24 00:00:00+00:00,3.03125,3.03125,2.96875,2.265109062194824,80000,0.0,
1994-06-27 00:00:00+00:00,3.03125,3.03125,2.875,2.1935806274414062,192400,0.0,
1994-06-28 00:00:00+00:00,2.96875,2.96875,2.96875,2.265109062194824,6000,0.0,
1994-06-29 00:00:00+00:00,2.875,2.875,2.875,2.1935806274414062,4400,0.0,
1994-06-30 00:00:00+00:00,2.96875,2.96875,2.96875,2.265109062194824,1600,0.0,
1994-07-01 00:00:00+00:00,2.96875,2.96875,2.96875,2.265109062194824,4000,0.0,
1994-07-05 00:00:00+00:00,2.96875,2.96875,2.875,2.265109062194824,5200,0.0,
1994-07-06 00:00:00+00:00,2.875,2.96875,2.875,2.1935806274414062,190800,0.0,
1994-07-07 00:00:00+00:00,2.875,2.875,2.875,2.1935806274414062,0,0.0,
1994-07-08 00:00:00+00:00,2.96875,2.96875,2.96875,2.265109062194824,3200,0.0,
1994-07-11 00:00:00+00:00,2.96875,2.96875,2.90625,2.265109062194824,20400,0.0,
1994-07-12 00:00:00+00:00,2.96875,2.96875,2.96875,2.265109062194824,16000,0.0,
1994-07-13 00:00:00+00:00,2.96875,2.96875,2.96875,2.265109062194824,0,0.0,
1994-07-14 00:00:00+00:00,2.96875,2.96875,2.90625,2.2174229621887207,12400,0.0,
1994-07-15 00:00:00+00:00,2.875,2.96875,2.875,2.265109062194824,270800,0.0,
1994-07-18 00:00:00+00:00,2.875,3.0,2.875,2.288951873779297,6000,0.0,
1994-07-19 00:00:00+00:00,3.0,3.015625,2.875,2.288951873779297,41600,0.0,
1994-07-20 00:00:00+00:00,3.0625,3.0625,3.0,2.336638927459717,162400,0.0,
1994-07-21 00:00:00+00:00,3.03125,3.03125,3.03125,2.312795639038086,40000,0.0,
1994-07-22 00:00:00+00:00,3.0625,3.0625,3.0625,2.336638927459717,400,0.0,
1994-07-25 00:00:00+00:00,3.0,3.0,2.96875,2.265109062194824,4000,0.0,
1994-07-26 00:00:00+00:00,3.0,3.0625,3.0,2.336638927459717,79600,0.0,
1994-07-27 00:00:00+00:00,2.96875,3.03125,2.9375,2.2412657737731934,421200,0.0,
1994-07-28 00:00:00+00:00,3.03125,3.03125,3.03125,2.312795639038086,2400,0.0,
1994-07-29 00:00:00+00:00,3.0,3.03125,3.0,2.312795639038086,5600,0.0,
1994-08-01 00:00:00+00:00,3.03125,3.03125,3.03125,2.312795639038086,0,0.0,
1994-08-02 00:00:00+00:00,3.0,3.015625,2.96875,2.300874710083008,300000,0.0,
1994-08-03 00:00:00+00:00,3.0,3.0,2.96875,2.265109062194824,70000,0.0,
1994-08-04 00:00:00+00:00,2.96875,2.96875,2.96875,2.265109062194824,44000,0.0,
1994-08-05 00:00:00+00:00,2.9375,2.9375,2.71875,2.098207950592041,1578400,0.0,
1994-08-08 00:00:00+00:00,2.84375,2.90625,2.84375,2.2174229621887207,8800,0.0,
1994-08-09 00:00:00+00:00,2.90625,2.90625,2.8125,2.145892381668091,76800,0.0,
1994-08-10 00:00:00+00:00,2.875,2.875,2.78125,2.1220500469207764,41200,0.0,
1994-08-11 00:00:00+00:00,2.78125,2.78125,2.78125,2.1220500469207764,0,0.0,
1994-08-12 00:00:00+00:00,2.78125,2.84375,2.78125,2.1697356700897217,43200,0.0,
1994-08-15 00:00:00+00:00,2.84375,2.84375,2.75,2.098207950592041,8800,0.0,
1994-08-16 00:00:00+00:00,2.75,2.75,2.75,2.098207950592041,3200,0.0,
1994-08-17 00:00:00+00:00,2.75,2.84375,2.75,2.1697356700897217,4000,0.0,
1994-08-18 00:00:00+00:00,2.84375,2.84375,2.84375,2.1697356700897217,1200,0.0,
1994-08-19 00:00:00+00:00,2.84375,2.84375,2.84375,2.1697356700897217,1600,0.0,
1994-08-22 00:00:00+00:00,2.75,2.875,2.75,2.1935806274414062,5200,0.0,
1994-08-23 00:00:00+00:00,2.875,2.875,2.8125,2.145892381668091,8400,0.0,
1994-08-24 00:00:00+00:00,2.875,2.875,2.75,2.098207950592041,6000,0.0,
1994-08-25 00:00:00+00:00,2.75,2.75,2.75,2.098207950592041,0,0.0,
1994-08-26 00:00:00+00:00,2.75,2.875,2.75,2.1935806274414062,10800,0.0,
1994-08-29 00:00:00+00:00,2.8125,2.875,2.75,2.1697356700897217,53200,0.0,
1994-08-30 00:00:00+00:00,2.875,2.875,2.8125,2.145892381668091,800,0.0,
1994-08-31 00:00:00+00:00,2.875,2.875,2.875,2.1935806274414062,4000,0.0,
