date,SPCB_Open,SPCB_High,SPCB_Low,SPCB_Close,SPCB_Volume,SPCB_Dividends,SPCB_Stock Splits
2005-02-17 00:00:00+00:00,627.5050048828125,627.5050048828125,612.5048828125,612.5048828125,90,,
2005-02-18 00:00:00+00:00,625.0050048828125,625.0050048828125,612.5048828125,622.5050048828125,151,,
2005-02-22 00:00:00+00:00,600.0048217773438,600.0048217773438,600.0048217773438,600.0048217773438,9,,
2005-02-23 00:00:00+00:00,600.0048217773438,600.0048217773438,595.0047607421875,600.0048217773438,38,,
2005-02-24 00:00:00+00:00,582.504638671875,602.5048217773438,572.5045776367188,602.5048217773438,98,,
2005-02-25 00:00:00+00:00,587.5046997070312,587.5046997070312,587.5046997070312,587.5046997070312,4,,
2005-02-28 00:00:00+00:00,587.5046997070312,597.5047607421875,587.5046997070312,592.5047607421875,256,,
2005-03-01 00:00:00+00:00,602.5048217773438,665.0053100585938,587.5046997070312,627.5050048828125,252,,
2005-03-02 00:00:00+00:00,632.5050659179688,637.505126953125,625.0050048828125,627.5050048828125,164,,
2005-03-03 00:00:00+00:00,642.505126953125,642.505126953125,612.5048828125,620.0049438476562,301,,
2005-03-04 00:00:00+00:00,622.5050048828125,625.0050048828125,597.5047607421875,607.5048828125,245,,
2005-03-07 00:00:00+00:00,600.0048217773438,600.0048217773438,592.5047607421875,600.0048217773438,92,,
2005-03-08 00:00:00+00:00,605.0048217773438,605.0048217773438,597.5047607421875,597.5047607421875,44,,
2005-03-09 00:00:00+00:00,610.0048828125,610.0048828125,607.5048828125,610.0048828125,19,,
2005-03-10 00:00:00+00:00,612.5048828125,612.5048828125,580.004638671875,607.5048828125,194,,
2005-03-11 00:00:00+00:00,605.0048217773438,612.5048828125,600.0048217773438,612.5048828125,184,,
2005-03-14 00:00:00+00:00,617.5049438476562,617.5049438476562,600.0048217773438,610.0048828125,227,,
2005-03-15 00:00:00+00:00,610.0048828125,612.5048828125,610.0048828125,612.5048828125,148,,
2005-03-16 00:00:00+00:00,605.0048217773438,612.5048828125,605.0048217773438,612.5048828125,6,,
2005-03-17 00:00:00+00:00,612.5048828125,612.5048828125,580.004638671875,595.0047607421875,32,,
2005-03-18 00:00:00+00:00,600.0048217773438,622.5050048828125,597.5047607421875,600.0048217773438,496,,
2005-03-21 00:00:00+00:00,612.5048828125,640.005126953125,587.5046997070312,587.5046997070312,1384,,
2005-03-22 00:00:00+00:00,605.0048217773438,605.0048217773438,570.0045776367188,577.504638671875,143,,
2005-03-23 00:00:00+00:00,587.5046997070312,592.5047607421875,577.504638671875,580.004638671875,118,,
2005-03-24 00:00:00+00:00,585.0046997070312,585.0046997070312,582.504638671875,582.504638671875,108,,
2005-03-28 00:00:00+00:00,597.5047607421875,597.5047607421875,577.504638671875,577.504638671875,38,,
2005-03-29 00:00:00+00:00,587.5046997070312,595.0047607421875,585.0046997070312,587.5046997070312,78,,
2005-03-30 00:00:00+00:00,582.504638671875,595.0047607421875,560.0044555664062,595.0047607421875,90,,
2005-03-31 00:00:00+00:00,587.5046997070312,597.5047607421875,557.5044555664062,562.5045166015625,203,,
2005-04-01 00:00:00+00:00,562.5045166015625,562.5045166015625,557.5044555664062,562.5045166015625,6,,
2005-04-04 00:00:00+00:00,557.5044555664062,557.5044555664062,500.0039978027344,512.5040893554688,275,,
2005-04-05 00:00:00+00:00,522.504150390625,557.5044555664062,502.5040283203125,557.5044555664062,960,,
2005-04-06 00:00:00+00:00,562.5045166015625,595.0047607421875,562.5045166015625,562.5045166015625,203,,
2005-04-07 00:00:00+00:00,582.504638671875,582.504638671875,565.0045166015625,582.504638671875,20,,
2005-04-08 00:00:00+00:00,582.504638671875,582.504638671875,565.0045166015625,582.504638671875,45,,
2005-04-11 00:00:00+00:00,565.0045166015625,567.5045166015625,560.0044555664062,567.5045166015625,54,,
2005-04-12 00:00:00+00:00,562.5045166015625,595.0047607421875,562.5045166015625,595.0047607421875,182,,
2005-04-13 00:00:00+00:00,585.0046997070312,592.5047607421875,562.5045166015625,562.5045166015625,72,,
2005-04-14 00:00:00+00:00,562.5045166015625,585.0046997070312,562.5045166015625,575.0045776367188,58,,
2005-04-15 00:00:00+00:00,587.5046997070312,587.5046997070312,562.5045166015625,582.504638671875,18,,
2005-04-18 00:00:00+00:00,562.5045166015625,592.5047607421875,562.5045166015625,575.0045776367188,38,,
2005-04-19 00:00:00+00:00,575.0045776367188,575.0045776367188,575.0045776367188,575.0045776367188,0,,
