date,GREE_Open,GREE_High,GREE_Low,GREE_Close,GREE_Volume,GREE_Dividends,GREE_Stock Splits
2000-07-19 00:00:00+00:00,3695.652099609375,5679.34765625,3695.652099609375,2444.076904296875,78475,0.0,
2000-07-20 00:00:00+00:00,4855.072265625,5362.31884765625,4202.8984375,2668.819580078125,9630,0.0,
2000-07-21 00:00:00+00:00,4927.5361328125,5332.88037109375,4492.75341796875,2462.805419921875,3495,0.0,
2000-07-24 00:00:00+00:00,4882.24658203125,4945.65234375,4592.39111328125,2472.169921875,1993,0.0,
2000-07-25 00:00:00+00:00,4732.7900390625,5181.1591796875,4637.68115234375,2621.998291015625,2076,0.0,
2000-07-26 00:00:00+00:00,4927.5361328125,5063.40576171875,4692.02880859375,2518.9912109375,2067,0.0,
2000-07-27 00:00:00+00:00,4891.30419921875,4918.47802734375,4510.86962890625,2359.79833984375,2276,0.0,
2000-07-28 00:00:00+00:00,4587.8623046875,4619.5654296875,3768.115966796875,2172.5126953125,5192,0.0,
2000-07-31 00:00:00+00:00,4234.6015625,4945.65234375,4076.0869140625,2556.448486328125,2709,0.0,
2000-08-01 00:00:00+00:00,4941.123046875,4941.123046875,4456.52197265625,2359.79833984375,529,0.0,
2000-08-02 00:00:00+00:00,4492.75341796875,4492.75341796875,4057.970947265625,2153.7841796875,1284,0.0,
2000-08-03 00:00:00+00:00,4003.623291015625,4601.44921875,3894.927490234375,2153.7841796875,682,0.0,
2000-08-04 00:00:00+00:00,4275.3623046875,4492.75341796875,4275.3623046875,2266.15576171875,1897,0.0,
2000-08-07 00:00:00+00:00,4402.173828125,4900.3623046875,4365.94189453125,2509.626708984375,1073,0.0,
2000-08-08 00:00:00+00:00,4823.36962890625,4891.30419921875,4746.376953125,2500.2626953125,966,0.0,
2000-08-09 00:00:00+00:00,4782.60888671875,4782.60888671875,4673.9130859375,2434.712646484375,842,0.0,
2000-08-10 00:00:00+00:00,4710.14501953125,4719.203125,4284.42041015625,2247.427001953125,186,0.0,
2000-08-11 00:00:00+00:00,4347.826171875,4365.94189453125,4166.66650390625,2191.241455078125,539,0.0,
2000-08-14 00:00:00+00:00,4230.072265625,4447.4638671875,3894.927490234375,2135.0556640625,978,0.0,
2000-08-15 00:00:00+00:00,4175.724609375,4275.3623046875,3985.50732421875,2106.962890625,682,0.0,
2000-08-16 00:00:00+00:00,4076.0869140625,4076.0869140625,3478.260986328125,1910.31298828125,2830,0.0,
2000-08-17 00:00:00+00:00,3677.5361328125,3695.652099609375,3496.376708984375,1835.3988037109373,547,0.0,
2000-08-18 00:00:00+00:00,3505.434814453125,3505.434814453125,3278.985595703125,1779.213134765625,765,0.0,
2000-08-21 00:00:00+00:00,3505.434814453125,3586.95654296875,3403.53271484375,1816.670166015625,1310,0.0,
2000-08-22 00:00:00+00:00,3514.49267578125,3568.840576171875,3333.333251953125,1760.4844970703125,802,0.0,
2000-08-23 00:00:00+00:00,3333.333251953125,3423.9130859375,3333.333251953125,1765.1666259765625,307,0.0,
2000-08-24 00:00:00+00:00,3464.673828125,3840.57958984375,3460.14501953125,1924.3594970703125,410,0.0,
2000-08-25 00:00:00+00:00,3790.760986328125,5072.4638671875,3790.760986328125,2341.06982421875,953,0.0,
2000-08-28 00:00:00+00:00,4465.57958984375,4927.5361328125,4420.2900390625,2434.712646484375,517,0.0,
2000-08-29 00:00:00+00:00,4692.02880859375,5063.40576171875,4637.68115234375,2509.626708984375,272,0.0,
2000-08-30 00:00:00+00:00,4927.5361328125,4927.5361328125,4673.9130859375,2434.712646484375,150,0.0,
2000-08-31 00:00:00+00:00,4569.74658203125,4710.14501953125,4320.65234375,2323.51171875,703,0.0,
2000-09-01 00:00:00+00:00,4547.1015625,4547.1015625,4311.59423828125,2247.427001953125,564,0.0,
2000-09-05 00:00:00+00:00,4347.826171875,4492.75341796875,4284.42041015625,2303.61279296875,293,0.0,
2000-09-06 00:00:00+00:00,4451.99267578125,4456.52197265625,4257.24658203125,2209.969970703125,729,0.0,
2000-09-07 00:00:00+00:00,4293.47802734375,4293.47802734375,4184.78271484375,2172.5126953125,248,0.0,
2000-09-08 00:00:00+00:00,4184.78271484375,4275.3623046875,4130.4345703125,2163.148681640625,88,0.0,
2000-09-11 00:00:00+00:00,4175.724609375,4221.0146484375,3822.4638671875,2022.684326171875,128,0.0,
2000-09-12 00:00:00+00:00,3935.6884765625,4021.739013671875,3858.695556640625,2022.684326171875,178,0.0,
2000-09-13 00:00:00+00:00,3840.57958984375,4257.24658203125,3840.57958984375,2200.605712890625,363,0.0,
2000-09-14 00:00:00+00:00,4248.1884765625,4773.55078125,4221.0146484375,2327.0234375,2207,0.0,
2000-09-15 00:00:00+00:00,4637.68115234375,4692.02880859375,4501.8115234375,2327.0234375,196,0.0,
2000-09-18 00:00:00+00:00,4501.8115234375,4601.44921875,4148.55078125,2228.698486328125,61,0.0,
2000-09-19 00:00:00+00:00,4184.78271484375,4311.59423828125,4021.739013671875,2088.234375,1649,0.0,
2000-09-20 00:00:00+00:00,4039.85498046875,4121.376953125,4021.739013671875,2116.3271484375,81,0.0,
2000-09-21 00:00:00+00:00,4121.376953125,4347.826171875,4094.202880859375,2238.062744140625,491,0.0,
2000-09-22 00:00:00+00:00,3985.50732421875,4456.52197265625,3985.50732421875,2256.791259765625,100,0.0,
2000-09-25 00:00:00+00:00,4474.6376953125,4855.072265625,4465.57958984375,2434.712646484375,533,0.0,
2000-09-26 00:00:00+00:00,4710.14501953125,4782.60888671875,4710.14501953125,2434.712646484375,28,0.0,
2000-09-27 00:00:00+00:00,4710.14501953125,4782.60888671875,4166.66650390625,2172.5126953125,158,0.0,
2000-09-28 00:00:00+00:00,4239.13037109375,4347.826171875,4021.739013671875,2191.241455078125,242,0.0,
2000-09-29 00:00:00+00:00,4202.8984375,4583.33349609375,4057.970947265625,2294.24853515625,1054,0.0,
