date,PMM_Open,PMM_High,PMM_Low,PMM_Close,PMM_Volume,PMM_Dividends,PMM_Stock Splits
1989-02-17 00:00:00+00:00,0.0,10.0,10.0,1.0012643337249756,708200,0.0,
1989-02-21 00:00:00+00:00,0.0,10.0,10.0,1.0012643337249756,41700,0.0,
1989-02-22 00:00:00+00:00,0.0,10.0,10.0,1.0012643337249756,69400,0.0,
1989-02-23 00:00:00+00:00,0.0,10.0,10.0,1.0012643337249756,13400,0.0,
1989-02-24 00:00:00+00:00,0.0,10.0,10.0,1.0012643337249756,66000,0.0,
1989-02-27 00:00:00+00:00,0.0,10.0,10.0,1.0012643337249756,78600,0.0,
1989-02-28 00:00:00+00:00,0.0,10.0,10.0,1.0012643337249756,40000,0.0,
1989-03-01 00:00:00+00:00,0.0,10.0,10.0,1.0012643337249756,48000,0.0,
1989-03-02 00:00:00+00:00,0.0,10.0,10.0,1.0012643337249756,60000,0.0,
1989-03-03 00:00:00+00:00,0.0,10.0,10.0,1.0012643337249756,68000,0.0,
1989-03-06 00:00:00+00:00,0.0,10.0,10.0,1.0012643337249756,83700,0.0,
1989-03-07 00:00:00+00:00,0.0,10.0,9.875,0.9887492656707764,536900,0.0,
1989-03-08 00:00:00+00:00,0.0,10.0,9.875,0.9887492656707764,36200,0.0,
1989-03-09 00:00:00+00:00,0.0,10.0,9.875,0.9887492656707764,48400,0.0,
1989-03-10 00:00:00+00:00,0.0,9.875,9.875,0.9887492656707764,800100,0.0,
1989-03-13 00:00:00+00:00,0.0,9.875,9.875,0.9887492656707764,207600,0.0,
1989-03-14 00:00:00+00:00,0.0,10.0,9.875,0.9887492656707764,68300,0.0,
1989-03-15 00:00:00+00:00,0.0,10.0,9.875,0.9887492656707764,120300,0.0,
1989-03-16 00:00:00+00:00,0.0,10.0,9.875,0.9887492656707764,156800,0.0,
1989-03-17 00:00:00+00:00,0.0,10.0,9.875,0.9887492656707764,45100,0.0,
1989-03-20 00:00:00+00:00,0.0,10.0,9.875,0.9887492656707764,115800,0.0,
1989-03-21 00:00:00+00:00,0.0,10.0,9.875,0.9887492656707764,92300,0.0,
1989-03-22 00:00:00+00:00,0.0,10.0,9.75,0.9762328267097472,109400,0.0,
1989-03-23 00:00:00+00:00,0.0,9.875,9.75,0.9762328267097472,131100,0.0,
1989-03-27 00:00:00+00:00,0.0,9.875,9.75,0.9762328267097472,83500,0.0,
1989-03-28 00:00:00+00:00,0.0,9.875,9.75,0.9762328267097472,63500,0.0,
