date,MGM_Open,MGM_High,MGM_Low,MGM_Close,MGM_Volume,MGM_Dividends,MGM_Stock Splits
1988-05-02 00:00:00+00:00,0.0,3.0,2.75,2.5827713012695312,800,0.0,
1988-05-03 00:00:00+00:00,0.0,3.125,2.75,2.5827713012695312,400,0.0,
1988-05-04 00:00:00+00:00,0.0,3.125,2.75,2.5827713012695312,2800,0.0,
1988-05-05 00:00:00+00:00,2.75,2.75,2.75,2.5827713012695312,0,0.0,
1988-05-06 00:00:00+00:00,0.0,3.125,2.75,2.5827713012695312,800,0.0,
1988-05-09 00:00:00+00:00,0.0,3.125,2.75,2.5827713012695312,400,0.0,
1988-05-10 00:00:00+00:00,0.0,3.125,2.75,2.5827713012695312,0,0.0,
1988-05-11 00:00:00+00:00,0.0,3.125,2.75,2.5827713012695312,2000,0.0,
1988-05-12 00:00:00+00:00,0.0,3.0,2.75,2.5827713012695312,0,0.0,
1988-05-13 00:00:00+00:00,2.75,2.75,2.75,2.5827713012695312,0,0.0,
1988-05-16 00:00:00+00:00,0.0,3.0,2.75,2.5827713012695312,0,0.0,
1988-05-17 00:00:00+00:00,2.75,2.75,2.75,2.5827713012695312,0,0.0,
1988-05-18 00:00:00+00:00,0.0,3.0,2.75,2.5827713012695312,7200,0.0,
1988-05-19 00:00:00+00:00,0.0,2.875,2.625,2.465373039245605,2400,0.0,
1988-05-20 00:00:00+00:00,0.0,2.875,2.625,2.465373039245605,1600,0.0,
1988-05-23 00:00:00+00:00,2.625,2.625,2.625,2.465373039245605,0,0.0,
1988-05-24 00:00:00+00:00,2.625,2.625,2.625,2.465373039245605,0,0.0,
1988-05-25 00:00:00+00:00,0.0,2.875,2.6875,2.5240724086761475,800,0.0,
1988-05-26 00:00:00+00:00,2.6875,2.6875,2.6875,2.5240724086761475,0,0.0,
1988-05-27 00:00:00+00:00,0.0,2.9375,2.75,2.5827713012695312,8000,0.0,
1988-05-31 00:00:00+00:00,2.75,2.75,2.75,2.5827713012695312,0,0.0,
1988-06-01 00:00:00+00:00,0.0,2.9375,2.75,2.5827713012695312,400,0.0,
1988-06-02 00:00:00+00:00,0.0,2.9375,2.75,2.5827713012695312,400,0.0,
1988-06-03 00:00:00+00:00,0.0,3.25,2.875,2.7001707553863525,1600,0.0,
1988-06-06 00:00:00+00:00,0.0,3.25,2.875,2.7001707553863525,4400,0.0,
1988-06-07 00:00:00+00:00,2.875,2.875,2.875,2.7001707553863525,0,0.0,
1988-06-08 00:00:00+00:00,0.0,3.25,2.9375,2.7588698863983154,2800,0.0,
1988-06-09 00:00:00+00:00,0.0,3.25,2.9375,2.7588698863983154,0,0.0,
1988-06-10 00:00:00+00:00,0.0,3.25,2.9375,2.7588698863983154,2000,0.0,
1988-06-13 00:00:00+00:00,2.9375,2.9375,2.9375,2.7588698863983154,0,0.0,
1988-06-14 00:00:00+00:00,0.0,3.25,2.9375,2.7588698863983154,400,0.0,
1988-06-15 00:00:00+00:00,2.9375,2.9375,2.9375,2.7588698863983154,0,0.0,
1988-06-16 00:00:00+00:00,2.9375,2.9375,2.9375,2.7588698863983154,0,0.0,
1988-06-17 00:00:00+00:00,0.0,3.25,2.9375,2.7588698863983154,400,0.0,
1988-06-20 00:00:00+00:00,2.9375,2.9375,2.9375,2.7588698863983154,0,0.0,
1988-06-21 00:00:00+00:00,2.9375,2.9375,2.9375,2.7588698863983154,0,0.0,
1988-06-22 00:00:00+00:00,0.0,3.25,3.0,2.817568778991699,2000,0.0,
1988-06-23 00:00:00+00:00,0.0,3.375,3.0,2.817568778991699,0,0.0,
1988-06-24 00:00:00+00:00,0.0,3.375,3.0,2.817568778991699,0,0.0,
1988-06-27 00:00:00+00:00,0.0,3.375,3.0625,2.8762686252593994,1600,0.0,
1988-06-28 00:00:00+00:00,3.0625,3.0625,3.0625,2.8762686252593994,0,0.0,
1988-06-29 00:00:00+00:00,3.0625,3.0625,3.0625,2.8762686252593994,0,0.0,
1988-06-30 00:00:00+00:00,3.0625,3.0625,3.0625,2.8762686252593994,0,0.0,
1988-07-01 00:00:00+00:00,0.0,3.4375,3.125,2.934967517852783,400,0.0,
1988-07-05 00:00:00+00:00,3.125,3.125,3.125,2.934967517852783,0,0.0,
1988-07-06 00:00:00+00:00,0.0,3.4375,3.125,2.934967517852783,400,0.0,
1988-07-07 00:00:00+00:00,0.0,3.5,3.125,2.934967517852783,2000,0.0,
1988-07-08 00:00:00+00:00,3.125,3.125,3.125,2.934967517852783,0,0.0,
1988-07-11 00:00:00+00:00,3.125,3.125,3.125,2.934967517852783,0,0.0,
1988-07-12 00:00:00+00:00,0.0,3.5,3.125,2.934967517852783,800,0.0,
1988-07-13 00:00:00+00:00,0.0,3.5,3.25,3.0523674488067627,3200,0.0,
1988-07-14 00:00:00+00:00,3.25,3.25,3.25,3.0523674488067627,0,0.0,
1988-07-15 00:00:00+00:00,0.0,3.5,3.25,3.0523674488067627,1600,0.0,
1988-07-18 00:00:00+00:00,0.0,3.625,3.25,3.0523674488067627,400,0.0,
1988-07-19 00:00:00+00:00,3.25,3.25,3.25,3.0523674488067627,0,0.0,
1988-07-20 00:00:00+00:00,0.0,3.625,3.25,3.0523674488067627,400,0.0,
1988-07-21 00:00:00+00:00,3.25,3.25,3.25,3.0523674488067627,0,0.0,
1988-07-22 00:00:00+00:00,3.25,3.25,3.25,3.0523674488067627,0,0.0,
1988-07-25 00:00:00+00:00,3.25,3.25,3.25,3.0523674488067627,0,0.0,
1988-07-26 00:00:00+00:00,0.0,3.5,3.25,3.0523674488067627,3200,0.0,
1988-07-27 00:00:00+00:00,0.0,3.5,3.1875,2.993666887283325,2000,0.0,
1988-07-28 00:00:00+00:00,0.0,3.375,3.0625,2.8762686252593994,11200,0.0,
1988-07-29 00:00:00+00:00,0.0,3.25,3.0,2.817568778991699,3200,0.0,
1988-08-01 00:00:00+00:00,3.0,3.0,3.0,2.817568778991699,0,0.0,
1988-08-02 00:00:00+00:00,3.0,3.0,3.0,2.817568778991699,0,0.0,
1988-08-03 00:00:00+00:00,3.0,3.0,3.0,2.817568778991699,0,0.0,
1988-08-04 00:00:00+00:00,3.0,3.0,3.0,2.817568778991699,0,0.0,
1988-08-05 00:00:00+00:00,3.0,3.0,3.0,2.817568778991699,0,0.0,
1988-08-08 00:00:00+00:00,3.0,3.0,3.0,2.817568778991699,0,0.0,
1988-08-09 00:00:00+00:00,3.0,3.0,3.0,2.817568778991699,0,0.0,
1988-08-10 00:00:00+00:00,0.0,3.25,3.0,2.817568778991699,2400,0.0,
1988-08-11 00:00:00+00:00,3.0,3.0,3.0,2.817568778991699,0,0.0,
1988-08-12 00:00:00+00:00,3.0,3.0,3.0,2.817568778991699,0,0.0,
1988-08-15 00:00:00+00:00,0.0,3.25,2.875,2.7001707553863525,2400,0.0,
1988-08-16 00:00:00+00:00,0.0,3.0625,2.75,2.5827713012695312,1200,0.0,
1988-08-17 00:00:00+00:00,2.75,2.75,2.75,2.5827713012695312,0,0.0,
1988-08-18 00:00:00+00:00,2.75,2.75,2.75,2.5827713012695312,0,0.0,
1988-08-19 00:00:00+00:00,0.0,3.0,2.75,2.5827713012695312,800,0.0,
1988-08-22 00:00:00+00:00,2.75,2.75,2.75,2.5827713012695312,0,0.0,
1988-08-23 00:00:00+00:00,2.75,2.75,2.75,2.5827713012695312,0,0.0,
1988-08-24 00:00:00+00:00,2.75,2.75,2.75,2.5827713012695312,0,0.0,
1988-08-25 00:00:00+00:00,2.75,2.75,2.75,2.5827713012695312,0,0.0,
1988-08-26 00:00:00+00:00,2.75,2.75,2.75,2.5827713012695312,0,0.0,
1988-08-29 00:00:00+00:00,0.0,3.0,2.75,2.5827713012695312,2800,0.0,
1988-08-30 00:00:00+00:00,2.75,2.75,2.75,2.5827713012695312,0,0.0,
1988-08-31 00:00:00+00:00,0.0,2.9375,2.75,2.5827713012695312,1200,0.0,
1988-09-01 00:00:00+00:00,2.75,2.75,2.75,2.5827713012695312,0,0.0,
1988-09-02 00:00:00+00:00,0.0,3.0,2.75,2.5827713012695312,800,0.0,
1988-09-06 00:00:00+00:00,2.75,2.75,2.75,2.5827713012695312,0,0.0,
1988-09-07 00:00:00+00:00,2.75,2.75,2.75,2.5827713012695312,0,0.0,
1988-09-08 00:00:00+00:00,2.75,2.75,2.75,2.5827713012695312,0,0.0,
1988-09-09 00:00:00+00:00,0.0,2.9375,2.75,2.5827713012695312,0,0.0,
1988-09-12 00:00:00+00:00,2.75,2.75,2.75,2.5827713012695312,0,0.0,
1988-09-13 00:00:00+00:00,2.75,2.75,2.75,2.5827713012695312,0,0.0,
1988-09-14 00:00:00+00:00,0.0,2.9375,2.75,2.5827713012695312,400,0.0,
1988-09-15 00:00:00+00:00,0.0,2.8125,2.625,2.465373039245605,5200,0.0,
1988-09-16 00:00:00+00:00,0.0,2.8125,2.625,2.465373039245605,800,0.0,
1988-09-19 00:00:00+00:00,0.0,2.8125,2.625,2.465373039245605,0,0.0,
1988-09-20 00:00:00+00:00,2.625,2.625,2.625,2.465373039245605,0,0.0,
1988-09-21 00:00:00+00:00,0.0,2.8125,2.5625,2.4066734313964844,800,0.0,
1988-09-22 00:00:00+00:00,2.5625,2.5625,2.5625,2.4066734313964844,0,0.0,
1988-09-23 00:00:00+00:00,0.0,2.8125,2.5625,2.4066734313964844,0,0.0,
1988-09-26 00:00:00+00:00,0.0,2.8125,2.5625,2.4066734313964844,400,0.0,
1988-09-27 00:00:00+00:00,2.5625,2.5625,2.5625,2.4066734313964844,0,0.0,
