date,MGF_Open,MGF_High,MGF_Low,MGF_Close,MGF_Volume,MGF_Dividends,MGF_Stock Splits
1987-05-20 00:00:00+00:00,10.0,10.0,10.0,0.5249961018562317,6234300,0.0,
1987-05-21 00:00:00+00:00,10.0,10.125,10.0,0.5249961018562317,514300,0.0,
1987-05-22 00:00:00+00:00,10.125,10.125,10.0,0.5315583944320679,303000,0.0,
1987-05-26 00:00:00+00:00,10.125,10.125,10.0,0.5249961018562317,158500,0.0,
1987-05-27 00:00:00+00:00,10.0,10.125,10.0,0.5315583944320679,186600,0.0,
1987-05-28 00:00:00+00:00,10.125,10.125,10.0,0.5249961018562317,210000,0.0,
1987-05-29 00:00:00+00:00,10.125,10.125,10.0,0.5249961018562317,159800,0.0,
1987-06-01 00:00:00+00:00,10.0,10.125,10.0,0.5249961018562317,246000,0.0,
1987-06-02 00:00:00+00:00,10.125,10.125,10.0,0.5249961018562317,233200,0.0,
1987-06-03 00:00:00+00:00,10.0,10.125,10.0,0.5315583944320679,185000,0.0,
1987-06-04 00:00:00+00:00,10.125,10.125,10.0,0.5249961018562317,155800,0.0,
1987-06-05 00:00:00+00:00,10.125,10.125,10.0,0.5249961018562317,178100,0.0,
1987-06-08 00:00:00+00:00,10.0,10.125,10.0,0.5249961018562317,304700,0.0,
1987-06-09 00:00:00+00:00,10.0,10.125,10.0,0.5249961018562317,182300,0.0,
1987-06-10 00:00:00+00:00,10.0,10.125,10.0,0.5249961018562317,253900,0.0,
1987-06-11 00:00:00+00:00,10.125,10.125,10.0,0.5249961018562317,114400,0.0,
1987-06-12 00:00:00+00:00,10.0,10.125,10.0,0.5315583944320679,89500,0.0,
1987-06-15 00:00:00+00:00,10.125,10.125,10.0,0.5249961018562317,170200,0.0,
1987-06-16 00:00:00+00:00,10.0,10.125,10.0,0.5249961018562317,145000,0.0,
1987-06-17 00:00:00+00:00,10.0,10.125,10.0,0.5249961018562317,112300,0.0,
1987-06-18 00:00:00+00:00,10.0,10.125,10.0,0.5249961018562317,78400,0.0,
1987-06-19 00:00:00+00:00,10.125,10.125,10.0,0.5315583944320679,70100,0.0,
1987-06-22 00:00:00+00:00,10.0,10.125,10.0,0.5249961018562317,110400,0.0,
1987-06-23 00:00:00+00:00,10.0,10.125,10.0,0.5249961018562317,113000,0.0,
