date,BMA_Open,BMA_High,BMA_Low,BMA_Close,BMA_Volume,BMA_Dividends,BMA_Stock Splits
2006-03-27 00:00:00+00:00,22.88999938964844,23.049999237060547,22.229999542236328,13.10179042816162,1065200,0.0,
2006-03-28 00:00:00+00:00,22.46999931335449,22.46999931335449,21.899999618530277,12.720958709716797,1556100,0.0,
2006-03-29 00:00:00+00:00,22.100000381469727,23.13999938964844,22.049999237060547,12.982428550720217,641300,0.0,
2006-03-30 00:00:00+00:00,23.0,23.100000381469727,22.700000762939453,12.931273460388184,293600,0.0,
2006-03-31 00:00:00+00:00,22.82999992370605,22.93000030517578,22.350000381469727,13.033581733703612,113600,0.0,
2006-04-03 00:00:00+00:00,23.0,23.100000381469727,22.670000076293945,12.902849197387695,160200,0.0,
2006-04-04 00:00:00+00:00,22.899999618530277,23.600000381469727,22.899999618530277,13.41441822052002,454600,0.0,
2006-04-05 00:00:00+00:00,23.600000381469727,23.75,23.399999618530277,13.300738334655762,84400,0.0,
2006-04-06 00:00:00+00:00,23.200000762939453,23.299999237060547,22.690000534057617,12.897164344787598,60000,0.0,
2006-04-07 00:00:00+00:00,22.75,22.850000381469727,22.549999237060547,12.817588806152344,21400,0.0,
2006-04-10 00:00:00+00:00,22.799999237060547,22.799999237060547,21.989999771118164,12.561806678771973,104300,0.0,
2006-04-11 00:00:00+00:00,22.040000915527344,22.100000381469727,21.709999084472656,12.425389289855955,558900,0.0,
2006-04-12 00:00:00+00:00,21.959999084472656,22.59000015258789,21.8799991607666,12.504962921142578,351800,0.0,
2006-04-13 00:00:00+00:00,22.06999969482422,22.739999771118164,21.8799991607666,12.760747909545898,270600,0.0,
2006-04-17 00:00:00+00:00,22.459999084472656,22.81999969482422,22.459999084472656,12.874433517456056,138100,0.0,
2006-04-18 00:00:00+00:00,22.700000762939453,23.299999237060547,22.549999237060547,13.243895530700684,339300,0.0,
2006-04-19 00:00:00+00:00,23.350000381469727,23.350000381469727,23.13999938964844,13.170002937316896,118200,0.0,
2006-04-20 00:00:00+00:00,23.100000381469727,23.100000381469727,22.799999237060547,13.016530990600586,164900,0.0,
