date,CUBE_Open,CUBE_High,CUBE_Low,CUBE_Close,CUBE_Volume,CUBE_Dividends,CUBE_Stock Splits
2004-10-22 00:00:00+00:00,17.0,17.100000381469727,16.5,7.81822395324707,5590100,0.0,
2004-10-25 00:00:00+00:00,16.600000381469727,16.700000762939453,16.399999618530273,7.710741519927978,896200,0.0,
2004-10-26 00:00:00+00:00,16.5,16.600000381469727,16.450000762939453,7.748129367828369,526700,0.0,
2004-10-27 00:00:00+00:00,16.59000015258789,16.799999237060547,16.5,7.734107971191406,393400,0.0,
2004-10-28 00:00:00+00:00,16.5,16.68000030517578,16.5,7.757474899291992,409400,0.0,
2004-10-29 00:00:00+00:00,16.549999237060547,16.75,16.540000915527344,7.808878421783447,280500,0.0,
2004-11-01 00:00:00+00:00,16.799999237060547,17.030000686645508,16.549999237060547,7.944400787353516,498400,0.0,
2004-11-02 00:00:00+00:00,17.100000381469727,17.149999618530273,16.899999618530273,7.902341365814209,244900,0.0,
2004-11-03 00:00:00+00:00,17.0,17.149999618530273,17.0,7.972442626953125,192500,0.0,
2004-11-04 00:00:00+00:00,17.110000610351562,17.190000534057617,17.0,8.023846626281738,259500,0.0,
2004-11-05 00:00:00+00:00,17.100000381469727,17.100000381469727,16.75,7.897667407989502,569100,0.0,
2004-11-08 00:00:00+00:00,16.899999618530273,17.0,16.75,7.916359901428223,170000,0.0,
2004-11-09 00:00:00+00:00,16.940000534057617,17.0,16.809999465942383,7.944400787353516,194200,0.0,
2004-11-10 00:00:00+00:00,16.899999618530273,17.049999237060547,16.799999237060547,7.944400787353516,243300,0.0,
2004-11-11 00:00:00+00:00,16.920000076293945,17.040000915527344,16.809999465942383,7.944400787353516,263800,0.0,
2004-11-12 00:00:00+00:00,17.049999237060547,17.139999389648438,16.989999771118164,7.944400787353516,359900,0.0,
2004-11-15 00:00:00+00:00,16.950000762939453,17.200000762939453,16.899999618530273,8.037864685058594,174400,0.0,
2004-11-16 00:00:00+00:00,17.200000762939453,17.329999923706055,17.049999237060547,8.014498710632324,245000,0.0,
2004-11-17 00:00:00+00:00,17.15999984741211,17.770000457763672,17.149999618530273,8.107958793640137,320400,0.0,
