date,CNI_Open,CNI_High,CNI_Low,CNI_Close,CNI_Volume,CNI_Dividends,CNI_Stock Splits
1996-11-26 00:00:00+00:00,3.1770830154418945,3.2083330154418945,3.1770830154418945,2.03345274925232,258000,0.0,
1996-11-27 00:00:00+00:00,3.21875,3.322916984558105,3.21875,2.079667329788208,1950000,0.0,
1996-11-29 00:00:00+00:00,3.3125,3.4375,3.3125,2.1720964908599854,477600,0.0,
1996-12-02 00:00:00+00:00,3.40625,3.40625,3.375,2.152290344238281,1275600,0.0,
1996-12-03 00:00:00+00:00,3.447916984558105,3.53125,3.40625,2.1588919162750244,13077600,0.0,
1996-12-04 00:00:00+00:00,3.40625,3.40625,3.2083330154418945,2.03345274925232,1459200,0.0,
1996-12-05 00:00:00+00:00,3.1770830154418945,3.1770830154418945,3.03125,1.987237334251404,2210400,0.0,
1996-12-06 00:00:00+00:00,3.09375,3.104166984558105,3.03125,1.954226016998291,3147600,0.0,
1996-12-09 00:00:00+00:00,3.1145830154418945,3.229166984558105,3.1145830154418945,2.046656847000122,672000,0.0,
1996-12-10 00:00:00+00:00,3.229166984558105,3.229166984558105,3.1875,2.0202476978302,655200,0.0,
1996-12-11 00:00:00+00:00,3.1458330154418945,3.1458330154418945,3.0833330154418945,1.9674317836761477,688800,0.0,
1996-12-12 00:00:00+00:00,3.125,3.125,3.03125,1.9212160110473635,552000,0.0,
1996-12-13 00:00:00+00:00,3.010416984558105,3.010416984558105,2.9375,1.8882051706314087,1448400,0.0,
1996-12-16 00:00:00+00:00,2.979166984558105,2.9895830154418945,2.8958330154418945,1.835387945175171,1532400,0.0,
1996-12-17 00:00:00+00:00,2.916666984558105,3.041666984558105,2.916666984558105,1.9278188943862915,5722800,0.0,
1996-12-18 00:00:00+00:00,3.0625,3.0833330154418945,3.0625,1.954226016998291,1424400,0.0,
1996-12-19 00:00:00+00:00,3.104166984558105,3.1458330154418945,3.104166984558105,1.987237334251404,1364400,0.0,
1996-12-20 00:00:00+00:00,3.1458330154418945,3.260416984558105,3.1458330154418945,2.0598607063293457,4774800,0.0,
1996-12-23 00:00:00+00:00,3.2395830154418945,3.25,3.229166984558105,2.053257703781128,325200,0.0,
1996-12-24 00:00:00+00:00,3.260416984558105,3.260416984558105,3.229166984558105,2.053257703781128,181200,0.0,
1996-12-26 00:00:00+00:00,3.21875,3.25,3.197916984558105,2.0598607063293457,672000,0.0,
1996-12-27 00:00:00+00:00,3.291666984558105,3.291666984558105,3.197916984558105,2.026850938796997,1422000,0.0,
1996-12-30 00:00:00+00:00,3.21875,3.21875,3.15625,2.007044076919556,1094400,0.0,
1996-12-31 00:00:00+00:00,3.166666984558105,3.1770830154418945,3.15625,2.007044076919556,549600,0.0,
1997-01-02 00:00:00+00:00,3.166666984558105,3.166666984558105,3.125,1.9938384294509888,1240800,0.0,
1997-01-03 00:00:00+00:00,3.15625,3.197916984558105,3.15625,2.007044076919556,626400,0.0,
1997-01-06 00:00:00+00:00,3.1458330154418945,3.1770830154418945,3.125,1.987237334251404,7567200,0.0,
1997-01-07 00:00:00+00:00,3.135416984558105,3.1458330154418945,3.1145830154418945,1.987237334251404,674400,0.0,
1997-01-08 00:00:00+00:00,3.15625,3.15625,3.1145830154418945,1.9740320444107056,2052000,0.0,
1997-01-09 00:00:00+00:00,3.1145830154418945,3.1145830154418945,3.0833330154418945,1.9608289003372192,1026000,0.0,
1997-01-10 00:00:00+00:00,3.072916984558105,3.135416984558105,3.072916984558105,1.987237334251404,715200,0.0,
1997-01-13 00:00:00+00:00,3.125,3.135416984558105,3.1145830154418945,1.987237334251404,912000,0.0,
1997-01-14 00:00:00+00:00,3.125,3.229166984558105,3.125,2.0400547981262207,3075600,0.0,
1997-01-15 00:00:00+00:00,3.21875,3.291666984558105,3.21875,2.086268901824951,1285200,0.0,
1997-01-16 00:00:00+00:00,3.3020830154418945,3.3020830154418945,3.25,2.0598607063293457,736800,0.0,
1997-01-17 00:00:00+00:00,3.2395830154418945,3.2708330154418945,3.2395830154418945,2.0598607063293457,2652000,0.0,
1997-01-20 00:00:00+00:00,3.2395830154418945,3.2395830154418945,3.21875,2.053257703781128,297600,0.0,
1997-01-21 00:00:00+00:00,3.2395830154418945,3.2395830154418945,3.21875,2.046656847000122,454800,0.0,
1997-01-22 00:00:00+00:00,3.25,3.322916984558105,3.25,2.099472761154175,1254000,0.0,
1997-01-23 00:00:00+00:00,3.3125,3.4375,3.3020830154418945,2.152290344238281,4110000,0.0,
1997-01-24 00:00:00+00:00,3.375,3.375,3.3645830154418945,2.1390862464904785,1075200,0.0,
1997-01-27 00:00:00+00:00,3.3645830154418945,3.375,3.354166984558105,2.1258819103240967,1790400,0.0,
