date,R_Open,R_High,R_Low,R_Close,R_Volume,R_Dividends,R_Stock Splits
1980-01-02 00:00:00+00:00,8.0,8.125,8.0,2.084840774536133,23400,0.0,
1980-01-03 00:00:00+00:00,7.875,7.875,7.5833330154418945,2.009615659713745,131400,0.0,
1980-01-04 00:00:00+00:00,7.7916669845581055,7.875,7.7083330154418945,2.020360231399536,85500,0.0,
1980-01-07 00:00:00+00:00,7.6666669845581055,7.6666669845581055,7.6666669845581055,1.9773752689361568,34200,0.0,
1980-01-08 00:00:00+00:00,7.6666669845581055,7.6666669845581055,7.4166669845581055,1.934387683868408,797100,0.0,
1980-01-09 00:00:00+00:00,7.75,7.9166669845581055,7.75,2.020360231399536,227700,0.0,
1980-01-10 00:00:00+00:00,7.8333330154418945,8.041666984558105,7.7916669845581055,2.074094533920288,46200,0.0,
1980-01-11 00:00:00+00:00,8.083333015441895,8.416666984558105,8.083333015441895,2.1385741233825684,207300,0.0,
1980-01-14 00:00:00+00:00,8.333333015441895,8.458333015441895,8.333333015441895,2.181560039520264,221700,0.0,
1980-01-15 00:00:00+00:00,8.458333015441895,8.458333015441895,8.375,2.17081356048584,60600,0.0,
1980-01-16 00:00:00+00:00,8.416666984558105,8.416666984558105,8.375,2.17081356048584,40800,0.0,
1980-01-17 00:00:00+00:00,8.416666984558105,8.458333015441895,8.375,2.17081356048584,30900,0.0,
1980-01-18 00:00:00+00:00,8.416666984558105,8.458333015441895,8.375,2.17081356048584,21300,0.0,
1980-01-21 00:00:00+00:00,8.416666984558105,8.583333015441895,8.375,2.2030532360076904,96300,0.0,
1980-01-22 00:00:00+00:00,8.541666984558105,8.666666984558105,8.5,2.2030532360076904,46200,0.0,
1980-01-23 00:00:00+00:00,8.541666984558105,8.666666984558105,8.416666984558105,2.2030532360076904,242400,0.0,
1980-01-24 00:00:00+00:00,8.583333015441895,8.791666984558105,8.583333015441895,2.246039867401123,61200,0.0,
1980-01-25 00:00:00+00:00,8.708333015441895,8.708333015441895,8.625,2.246039867401123,12900,0.0,
1980-01-28 00:00:00+00:00,8.708333015441895,8.708333015441895,8.625,2.2352936267852783,63000,0.0,
1980-01-29 00:00:00+00:00,8.666666984558105,8.75,8.625,2.2352936267852783,258000,0.0,
1980-01-30 00:00:00+00:00,8.666666984558105,8.708333015441895,8.583333015441895,2.213798999786377,45600,0.0,
1980-01-31 00:00:00+00:00,8.583333015441895,8.666666984558105,8.583333015441895,2.213798999786377,98400,0.0,
1980-02-01 00:00:00+00:00,8.583333015441895,8.666666984558105,8.583333015441895,2.213798999786377,32400,0.0,
1980-02-04 00:00:00+00:00,8.666666984558105,8.666666984558105,8.666666984558105,2.2352936267852783,33000,0.0,
1980-02-05 00:00:00+00:00,8.666666984558105,8.75,8.666666984558105,2.246039867401123,23100,0.0,
1980-02-06 00:00:00+00:00,8.708333015441895,8.75,8.666666984558105,2.2352936267852783,44400,0.0,
1980-02-07 00:00:00+00:00,8.708333015441895,8.791666984558105,8.708333015441895,2.246039867401123,192300,0.0,
1980-02-08 00:00:00+00:00,8.75,8.75,8.75,2.256784200668335,276600,0.0,
1980-02-11 00:00:00+00:00,8.75,8.791666984558105,8.666666984558105,2.2352936267852783,121200,0.0,
