date,SNBR_Open,SNBR_High,SNBR_Low,SNBR_Close,SNBR_Volume,SNBR_Dividends,SNBR_Stock Splits
1998-12-04 00:00:00+00:00,13.333333015441896,13.666666984558104,13.0,13.583333015441896,7713750,,
1998-12-07 00:00:00+00:00,13.416666984558104,13.791666984558104,13.333333015441896,13.416666984558104,888150,,
1998-12-08 00:00:00+00:00,13.416666984558104,13.708333015441896,13.333333015441896,13.333333015441896,426900,,
1998-12-09 00:00:00+00:00,13.333333015441896,13.458333015441896,13.291666984558104,13.416666984558104,389550,,
1998-12-10 00:00:00+00:00,13.458333015441896,13.458333015441896,13.333333015441896,13.333333015441896,396450,,
1998-12-11 00:00:00+00:00,13.416666984558104,13.458333015441896,13.333333015441896,13.333333015441896,469200,,
1998-12-14 00:00:00+00:00,13.333333015441896,13.458333015441896,13.083333015441896,13.083333015441896,279150,,
1998-12-15 00:00:00+00:00,13.25,13.333333015441896,13.166666984558104,13.291666984558104,158250,,
1998-12-16 00:00:00+00:00,13.416666984558104,13.416666984558104,13.25,13.25,105000,,
1998-12-17 00:00:00+00:00,13.25,13.5,13.25,13.5,115350,,
1998-12-18 00:00:00+00:00,13.25,13.833333015441896,13.25,13.833333015441896,72600,,
1998-12-21 00:00:00+00:00,14.0,15.833333015441896,13.833333015441896,15.833333015441896,284250,,
1998-12-22 00:00:00+00:00,15.916666984558104,16.5,15.5,15.583333015441896,389250,,
1998-12-23 00:00:00+00:00,15.75,15.75,15.5,15.583333015441896,120900,,
1998-12-24 00:00:00+00:00,15.916666984558104,15.916666984558104,15.583333015441896,15.583333015441896,24150,,
1998-12-28 00:00:00+00:00,15.75,15.75,15.666666984558104,15.75,48600,,
1998-12-29 00:00:00+00:00,15.75,15.75,15.666666984558104,15.75,37500,,
1998-12-30 00:00:00+00:00,16.166667938232422,19.458332061767575,16.0,18.458332061767575,903600,,
1998-12-31 00:00:00+00:00,18.666667938232425,19.083332061767575,17.166667938232422,17.625,327150,,
1999-01-04 00:00:00+00:00,17.666667938232422,18.083332061767575,17.333332061767578,17.416667938232422,695850,,
1999-01-05 00:00:00+00:00,17.5,17.833332061767578,17.166667938232422,17.5,80100,,
1999-01-06 00:00:00+00:00,17.916667938232422,20.25,17.5,20.083332061767575,1488600,,
1999-01-07 00:00:00+00:00,20.166667938232425,20.166667938232425,18.916667938232425,18.916667938232425,337800,,
