date,LEN-B_Open,LEN-B_High,LEN-B_Low,LEN-B_Close,LEN-B_Volume,LEN-B_Dividends,LEN-B_Stock Splits
2003-04-23 00:00:00+00:00,26.102941513061523,26.877450942993164,26.07843017578125,20.74388694763184,1536528,0.0,
2003-04-24 00:00:00+00:00,26.754901885986328,26.754901885986328,26.22549057006836,20.40189552307129,505512,0.0,
2003-04-25 00:00:00+00:00,26.348039627075195,26.348039627075195,25.68627548217773,19.91550064086914,489600,0.0,
2003-04-28 00:00:00+00:00,25.735294342041016,26.21078491210937,25.71078491210937,20.19669342041016,252960,0.0,
2003-04-29 00:00:00+00:00,26.151960372924805,26.490196228027344,25.833332061767575,20.139692306518555,438192,0.0,
2003-04-30 00:00:00+00:00,25.95588111877441,26.465686798095703,25.88235282897949,20.34869384765625,344760,0.0,
2003-05-01 00:00:00+00:00,26.240196228027344,26.240196228027344,25.514705657958984,19.97734642028809,149124,0.006373,
2003-05-02 00:00:00+00:00,25.735294342041016,26.10784339904785,25.64705848693848,20.06857109069824,466140,0.0,
2003-05-05 00:00:00+00:00,25.931373596191406,26.12254905700684,25.784313201904297,20.220600128173828,229092,0.0,
2003-05-06 00:00:00+00:00,25.980392456054688,26.151960372924805,25.534313201904297,19.81390953063965,290292,0.0,
2003-05-07 00:00:00+00:00,25.583332061767575,26.593137741088867,25.514705657958984,20.61969375610352,421872,0.0,
2003-05-08 00:00:00+00:00,26.47058868408203,27.17156982421875,26.406862258911133,20.84773826599121,853332,0.0,
2003-05-09 00:00:00+00:00,27.009803771972656,27.67156982421875,27.0,21.45208168029785,451656,0.0,
2003-05-12 00:00:00+00:00,27.549020767211918,28.30882453918457,27.352941513061523,21.934799194335938,367200,0.0,
2003-05-13 00:00:00+00:00,28.21078491210937,28.39705848693848,28.08823585510254,21.8815860748291,160752,0.0,
2003-05-14 00:00:00+00:00,28.235294342041016,28.235294342041016,27.794118881225582,21.683931350708008,250308,0.0,
2003-05-15 00:00:00+00:00,28.063724517822266,28.67647171020508,27.93627548217773,22.235057830810547,436560,0.0,
2003-05-16 00:00:00+00:00,28.52450942993164,28.57843017578125,28.235294342041016,22.09822654724121,100776,0.0,
2003-05-19 00:00:00+00:00,28.235294342041016,28.264705657958984,28.063724517822266,21.84737205505371,166668,0.0,
2003-05-20 00:00:00+00:00,28.08823585510254,28.30882453918457,27.89215660095215,21.702939987182617,138924,0.0,
2003-05-21 00:00:00+00:00,27.848039627075195,28.13725471496582,27.70097923278809,21.672531127929688,379032,0.0,
2003-05-22 00:00:00+00:00,27.97058868408203,29.33823585510254,27.97058868408203,22.70637321472168,277644,0.0,
2003-05-23 00:00:00+00:00,29.166667938232425,30.14705848693848,29.166667938232425,23.242292404174805,480828,0.0,
2003-05-27 00:00:00+00:00,29.85784339904785,30.254901885986328,29.764705657958984,23.26129722595215,337212,0.0,
2003-05-28 00:00:00+00:00,30.294118881225582,31.32352828979492,30.215686798095703,24.287532806396484,469812,0.0,
2003-05-29 00:00:00+00:00,31.544118881225582,32.436275482177734,31.009803771972656,24.15449523925781,359244,0.0,
2003-05-30 00:00:00+00:00,31.151960372924805,31.985294342041016,31.14705848693848,24.762636184692383,230724,0.0,
2003-06-02 00:00:00+00:00,31.985294342041016,32.45098114013672,31.60784339904785,24.610610961914062,183804,0.0,
2003-06-03 00:00:00+00:00,31.83823585510254,31.89215660095215,31.289215087890625,24.728425979614254,183192,0.0,
2003-06-04 00:00:00+00:00,31.96078491210937,32.92647171020508,31.96078491210937,25.503803253173828,196656,0.0,
2003-06-05 00:00:00+00:00,32.911766052246094,33.813724517822266,32.76960754394531,26.21836853027344,254796,0.0,
2003-06-06 00:00:00+00:00,33.94607925415039,34.039215087890625,33.063724517822266,25.75085830688477,201552,0.0,
2003-06-09 00:00:00+00:00,32.9656867980957,32.97058868408203,31.985294342041016,24.96029281616211,218688,0.0,
2003-06-10 00:00:00+00:00,32.23039245605469,33.3774528503418,32.23039245605469,25.79266929626465,236844,0.0,
2003-06-11 00:00:00+00:00,33.82352828979492,35.906864166259766,33.82352828979492,27.822328567504883,493680,0.0,
2003-06-12 00:00:00+00:00,35.89706039428711,36.00490188598633,34.97549057006836,27.746315002441406,294780,0.0,
2003-06-13 00:00:00+00:00,35.686275482177734,35.906864166259766,35.41666793823242,27.746315002441406,246636,0.0,
2003-06-16 00:00:00+00:00,35.906864166259766,36.97058868408203,35.83333206176758,28.66611862182617,255612,0.0,
2003-06-17 00:00:00+00:00,37.09803771972656,37.10784149169922,36.35293960571289,28.396259307861328,161160,0.0,
2003-06-18 00:00:00+00:00,36.6225471496582,36.6225471496582,35.80392074584961,28.02758407592773,159732,0.0,
2003-06-19 00:00:00+00:00,36.10293960571289,36.47058868408203,35.41666793823242,27.91735076904297,322728,0.0,
2003-06-20 00:00:00+00:00,35.931373596191406,35.98039245605469,34.60293960571289,26.91012191772461,306204,0.0,
2003-06-23 00:00:00+00:00,34.509803771972656,35.25,34.436275482177734,27.233198165893555,397800,0.0,
2003-06-24 00:00:00+00:00,35.04411697387695,35.661766052246094,34.411766052246094,27.415647506713867,360876,0.0,
2003-06-25 00:00:00+00:00,35.318626403808594,35.44607925415039,34.436275482177734,26.7504825592041,306612,0.0,
2003-06-26 00:00:00+00:00,34.55882263183594,35.318626403808594,34.093135833740234,27.366220474243164,226032,0.0,
2003-06-27 00:00:00+00:00,35.289215087890625,35.47549057006836,34.509803771972656,27.10017204284668,176256,0.0,
2003-06-30 00:00:00+00:00,34.95098114013672,35.01960754394531,33.67647171020508,26.111948013305664,284172,0.0,
2003-07-01 00:00:00+00:00,33.70098114013672,34.313724517822266,32.94117736816406,26.60605812072754,276420,0.0,
2003-07-02 00:00:00+00:00,34.33333206176758,34.80392074584961,33.95588302612305,26.872108459472656,213792,0.0,
2003-07-03 00:00:00+00:00,34.55882263183594,34.69607925415039,34.20098114013672,26.90252113342285,42228,0.0,
2003-07-07 00:00:00+00:00,34.85293960571289,35.41666793823242,34.40196228027344,27.461244583129883,168912,0.0,
2003-07-08 00:00:00+00:00,35.24509811401367,35.95588302612305,35.14706039428711,27.765316009521484,117300,0.0,
2003-07-09 00:00:00+00:00,35.54411697387695,35.67647171020508,34.936275482177734,27.301610946655277,174216,0.0,
2003-07-10 00:00:00+00:00,34.9656867980957,34.9656867980957,34.07352828979492,26.68206596374512,160140,0.0,
2003-07-11 00:00:00+00:00,34.411766052246094,34.568626403808594,33.94607925415039,26.378002166748047,95880,0.0,
2003-07-14 00:00:00+00:00,34.264705657958984,34.92156982421875,34.264705657958984,27.020360946655277,131376,0.0,
2003-07-15 00:00:00+00:00,34.97549057006836,35.14706039428711,33.00490188598633,25.861083984375,286620,0.0,
2003-07-16 00:00:00+00:00,33.33333206176758,33.936275482177734,33.13725662231445,26.225969314575195,70992,0.0,
2003-07-17 00:00:00+00:00,33.69607925415039,33.7156867980957,32.35293960571289,25.38979148864746,211752,0.0,
2003-07-18 00:00:00+00:00,32.710784912109375,32.7156867980957,31.62254905700684,24.838653564453125,231540,0.0,
2003-07-21 00:00:00+00:00,31.985294342041016,32.35293960571289,31.004901885986328,24.09747314453125,261324,0.0,
2003-07-22 00:00:00+00:00,31.07843017578125,32.08333206176758,30.769607543945312,24.876665115356445,268056,0.0,
