date,MSI_Open,MSI_High,MSI_Low,MSI_Close,MSI_Volume,MSI_Dividends,MSI_Stock Splits
1962-01-02 00:00:00+00:00,0.0,1.4656399488449097,1.4279520511627195,0.6246594190597534,65671,0.0,
1962-01-03 00:00:00+00:00,0.0,1.4447020292282104,1.4279520511627195,0.6228431463241577,77611,0.0,
1962-01-04 00:00:00+00:00,0.0,1.4384210109710691,1.4112019538879397,0.61739581823349,59701,0.0,
1962-01-05 00:00:00+00:00,0.0,1.4321399927139282,1.3944519758224487,0.6137638092041016,107462,0.0,
1962-01-08 00:00:00+00:00,0.0,1.4321399927139282,1.3902640342712402,0.602868378162384,89551,0.0,
1962-01-09 00:00:00+00:00,0.0,1.4028270244598389,1.3567639589309692,0.588341474533081,83581,0.0,
1962-01-10 00:00:00+00:00,0.0,1.386077046394348,1.3735140562057495,0.6010525226593018,29850,0.0,
1962-01-11 00:00:00+00:00,0.0,1.386077046394348,1.3735140562057495,0.5974215865135193,47761,0.0,
1962-01-12 00:00:00+00:00,0.0,1.4070149660110474,1.377701997756958,0.6101325154304504,89551,0.0,
1962-01-15 00:00:00+00:00,0.0,1.4614529609680176,1.4070149660110474,0.6337391138076782,179103,0.0,
1962-01-16 00:00:00+00:00,0.0,1.457265019416809,1.448889970779419,0.6319227814674377,95521,0.0,
1962-01-17 00:00:00+00:00,0.0,1.453078031539917,1.4028270244598389,0.611947774887085,149252,0.0,
1962-01-18 00:00:00+00:00,0.0,1.4153900146484375,1.3902640342712402,0.6137638092041016,47761,0.0,
1962-01-19 00:00:00+00:00,0.0,1.4195770025253296,1.3944519758224487,0.6065002083778381,35821,0.0,
1962-01-22 00:00:00+00:00,0.0,1.4279520511627195,1.3944519758224487,0.6155797243118286,137312,0.0,
1962-01-23 00:00:00+00:00,0.0,1.4195770025253296,1.3944519758224487,0.6065002083778381,53731,0.0,
1962-01-24 00:00:00+00:00,0.0,1.4028270244598389,1.3735140562057495,0.6083160638809204,125372,0.0,
1962-01-25 00:00:00+00:00,0.0,1.4028270244598389,1.3651390075683594,0.5919735431671143,107462,0.0,
1962-01-26 00:00:00+00:00,0.0,1.369326949119568,1.3525769710540771,0.5865258574485779,107462,0.0,
1962-01-29 00:00:00+00:00,0.0,1.3567639589309692,1.3232640027999878,0.5738147497177124,35821,0.0,
1962-01-30 00:00:00+00:00,0.0,1.329545021057129,1.3169820308685305,0.5738147497177124,59701,0.0,
1962-01-31 00:00:00+00:00,0.0,1.3400139808654783,1.329545021057129,0.5774467587471008,71641,0.0,
1962-02-01 00:00:00+00:00,0.0,1.33582603931427,1.33582603931427,0.579262375831604,17910,0.0,
1962-02-02 00:00:00+00:00,0.0,1.3483890295028689,1.3400139808654783,0.5847099423408508,17910,0.0,
1962-02-05 00:00:00+00:00,0.0,1.4070149660110474,1.3442009687423706,0.6101325154304504,101491,0.0,
1962-02-06 00:00:00+00:00,0.0,1.4070149660110474,1.4070149660110474,0.6101325154304504,41791,0.0,
1962-02-07 00:00:00+00:00,0.0,1.4070149660110474,1.4028270244598389,0.6083160638809204,17910,0.0,
1962-02-08 00:00:00+00:00,0.0,1.4028270244598389,1.4028270244598389,0.6083160638809204,23880,0.0,
1962-02-09 00:00:00+00:00,0.0,1.3944519758224487,1.3483890295028689,0.5919735431671143,65671,0.0,
1962-02-12 00:00:00+00:00,0.0,1.3651390075683594,1.3525769710540771,0.5919735431671143,17910,0.0,
1962-02-13 00:00:00+00:00,0.0,1.3735140562057495,1.3651390075683594,0.5919735431671143,83581,0.0,
1962-02-14 00:00:00+00:00,0.0,1.3944519758224487,1.386077046394348,0.6046844720840454,59701,0.0,
1962-02-15 00:00:00+00:00,0.0,1.4153900146484375,1.3944519758224487,0.6137638092041016,29850,0.0,
1962-02-16 00:00:00+00:00,0.0,1.4405150413513184,1.423764944076538,0.6219350695610046,155222,0.0,
1962-02-19 00:00:00+00:00,0.0,1.4447020292282104,1.4321399927139282,0.6228431463241577,41791,0.0,
1962-02-20 00:00:00+00:00,0.0,1.4405150413513184,1.3986389636993408,0.6065002083778381,41791,0.0,
1962-02-21 00:00:00+00:00,0.0,1.423764944076538,1.4112019538879397,0.6137638092041016,41791,0.0,
1962-02-23 00:00:00+00:00,0.0,1.3944519758224487,1.375607967376709,0.5965129137039185,53731,0.0,
1962-02-26 00:00:00+00:00,0.0,1.3651390075683594,1.3609520196914673,0.5919735431671143,41791,0.0,
1962-02-27 00:00:00+00:00,0.0,1.3651390075683594,1.3525769710540771,0.5892497301101685,17910,0.0,
1962-02-28 00:00:00+00:00,0.0,1.38188898563385,1.3609520196914673,0.5992371439933777,59701,0.0,
1962-03-01 00:00:00+00:00,0.0,1.3902640342712402,1.3735140562057495,0.5992371439933777,41791,0.0,
1962-03-02 00:00:00+00:00,0.0,1.3944519758224487,1.3839830160140991,0.6046844720840454,47761,0.0,
