date,BMVP_Open,BMVP_High,BMVP_Low,BMVP_Close,BMVP_Volume,BMVP_Dividends,BMVP_Stock Splits
2003-05-01 00:00:00+00:00,8.947500228881836,8.998332977294922,8.9375,7.058197975158691,26400,0.0,
2003-05-02 00:00:00+00:00,9.041666984558104,9.133333206176758,9.041666984558104,7.164088249206543,3600,0.0,
2003-05-05 00:00:00+00:00,9.19166660308838,9.19166660308838,9.173333168029783,7.19546365737915,2400,0.0,
2003-05-06 00:00:00+00:00,9.174166679382324,9.233332633972168,9.166666984558104,7.22618818283081,36000,0.0,
2003-05-07 00:00:00+00:00,9.19166660308838,9.229166984558104,9.18333339691162,7.222916603088379,20400,0.0,
2003-05-08 00:00:00+00:00,9.141667366027832,9.141667366027832,9.12083339691162,7.166703224182129,10800,0.0,
2003-05-09 00:00:00+00:00,9.170832633972168,9.170832633972168,9.170832633972168,7.193502426147461,1200,0.0,
2003-05-12 00:00:00+00:00,9.206666946411133,9.305832862854004,9.206666946411133,7.299393177032471,2400,0.0,
2003-05-13 00:00:00+00:00,9.304166793823242,9.333333015441896,9.283332824707031,7.301357269287109,10800,0.0,
2003-05-14 00:00:00+00:00,9.354166984558104,9.354166984558104,9.287500381469728,7.28501558303833,3600,0.0,
2003-05-15 00:00:00+00:00,9.31583309173584,9.324167251586914,9.31583309173584,7.309200763702393,6000,0.0,
2003-05-16 00:00:00+00:00,9.350000381469728,9.360833168029783,9.304166793823242,7.342535495758057,3600,0.0,
2003-05-19 00:00:00+00:00,9.291666984558104,9.291666984558104,9.25,7.25560188293457,22800,0.0,
2003-05-20 00:00:00+00:00,9.19333267211914,9.21916675567627,9.165833473205566,7.19023323059082,9600,0.0,
2003-05-21 00:00:00+00:00,9.108332633972168,9.208333015441896,9.108332633972168,7.222916603088379,7200,0.0,
2003-05-22 00:00:00+00:00,9.208333015441896,9.304166793823242,9.208333015441896,7.291553497314453,8400,0.0,
2003-05-23 00:00:00+00:00,9.283332824707031,9.354166984558104,9.283332824707031,7.337306976318359,2400,0.0,
2003-05-27 00:00:00+00:00,9.362500190734863,9.483332633972168,9.362500190734863,7.438624382019043,6000,0.0,
2003-05-28 00:00:00+00:00,9.516667366027832,9.524999618530272,9.5024995803833,7.453660488128662,6000,0.0,
2003-05-29 00:00:00+00:00,9.542499542236328,9.545832633972168,9.542499542236328,7.487647533416748,2400,0.0,
2003-05-30 00:00:00+00:00,9.608332633972168,9.670832633972168,9.608332633972168,7.585695743560791,2400,0.0,
2003-06-02 00:00:00+00:00,9.758333206176758,9.804166793823242,9.75,7.664131164550781,6000,0.0,
2003-06-03 00:00:00+00:00,9.717499732971191,9.762499809265137,9.717499732971191,7.657599925994873,26400,0.0,
2003-06-04 00:00:00+00:00,9.841667175292969,9.841667175292969,9.841667175292969,7.71969747543335,1200,0.0,
2003-06-05 00:00:00+00:00,9.87916660308838,9.929166793823242,9.87916660308838,7.788336753845215,2400,0.0,
2003-06-06 00:00:00+00:00,10.037500381469728,10.053333282470703,9.904167175292969,7.768720626831055,6000,0.0,
2003-06-09 00:00:00+00:00,9.866666793823242,9.866666793823242,9.758333206176758,7.654333114624023,10800,0.0,
2003-06-10 00:00:00+00:00,9.78833293914795,9.78833293914795,9.78833293914795,7.677859783172607,1200,0.0,
