date,PW_Open,PW_High,PW_Low,PW_Close,PW_Volume,PW_Dividends,PW_Stock Splits
1973-02-21 00:00:00+00:00,0.0,7.0,7.0,1.5457065105438232,800,0.0,
1973-02-22 00:00:00+00:00,0.0,7.125,7.125,1.5733084678649902,200,0.0,
1973-02-23 00:00:00+00:00,0.0,7.0,7.0,1.5457065105438232,300,0.0,
1973-02-26 00:00:00+00:00,0.0,7.125,7.125,1.5733084678649902,1300,0.0,
1973-02-27 00:00:00+00:00,0.0,7.0,7.0,1.5457065105438232,4300,0.0,
1973-02-28 00:00:00+00:00,0.0,7.125,7.125,1.5733084678649902,600,0.0,
1973-03-01 00:00:00+00:00,0.0,7.125,7.125,1.5733084678649902,100,0.0,
1973-03-02 00:00:00+00:00,0.0,7.0,7.0,1.5457065105438232,200,0.0,
1973-03-05 00:00:00+00:00,0.0,7.0,7.0,1.5457065105438232,500,0.0,
1973-03-06 00:00:00+00:00,0.0,6.875,6.875,1.5181043148040771,1400,0.0,
1973-03-07 00:00:00+00:00,6.875,6.875,6.875,1.5181043148040771,0,0.0,
1973-03-08 00:00:00+00:00,0.0,6.875,6.875,1.5181043148040771,500,0.0,
1973-03-09 00:00:00+00:00,6.875,6.875,6.875,1.5181043148040771,0,0.0,
1973-03-12 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,1800,0.0,
1973-03-13 00:00:00+00:00,0.0,6.875,6.875,1.5181043148040771,400,0.0,
1973-03-14 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,100,0.0,
1973-03-15 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,300,0.0,
1973-03-16 00:00:00+00:00,0.0,6.875,6.875,1.5181043148040771,100,0.0,
1973-03-19 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,1100,0.0,
1973-03-20 00:00:00+00:00,0.0,6.875,6.875,1.5181043148040771,200,0.0,
1973-03-21 00:00:00+00:00,0.0,6.875,6.875,1.5181043148040771,200,0.0,
1973-03-22 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,1000,0.0,
1973-03-23 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,700,0.0,
1973-03-26 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,100,0.0,
1973-03-27 00:00:00+00:00,0.0,7.0,7.0,1.5457065105438232,700,0.0,
1973-03-28 00:00:00+00:00,0.0,6.875,6.875,1.5181043148040771,100,0.0,
1973-03-29 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,100,0.0,
1973-03-30 00:00:00+00:00,0.0,6.875,6.875,1.5181043148040771,100,0.0,
1973-04-02 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,200,0.0,
1973-04-03 00:00:00+00:00,6.75,6.75,6.75,1.4905024766921997,0,0.0,
1973-04-04 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,1000,0.0,
1973-04-05 00:00:00+00:00,6.75,6.75,6.75,1.4905024766921997,0,0.0,
1973-04-06 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,300,0.0,
1973-04-09 00:00:00+00:00,0.0,7.0,7.0,1.5457065105438232,600,0.0,
1973-04-10 00:00:00+00:00,7.0,7.0,7.0,1.5457065105438232,0,0.0,
1973-04-11 00:00:00+00:00,0.0,7.0,7.0,1.5457065105438232,500,0.0,
1973-04-12 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,500,0.0,
1973-04-13 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,1300,0.0,
1973-04-16 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,300,0.0,
1973-04-17 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,300,0.0,
1973-04-18 00:00:00+00:00,6.75,6.75,6.75,1.4905024766921997,0,0.0,
1973-04-19 00:00:00+00:00,6.75,6.75,6.75,1.4905024766921997,0,0.0,
1973-04-23 00:00:00+00:00,0.0,6.875,6.875,1.5181043148040771,1600,0.0,
1973-04-24 00:00:00+00:00,0.0,6.875,6.875,1.5181043148040771,300,0.0,
1973-04-25 00:00:00+00:00,0.0,6.875,6.875,1.5181043148040771,200,0.0,
1973-04-26 00:00:00+00:00,0.0,6.875,6.875,1.5181043148040771,400,0.0,
1973-04-27 00:00:00+00:00,6.875,6.875,6.875,1.5181043148040771,0,0.0,
1973-04-30 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,800,0.0,
1973-05-01 00:00:00+00:00,0.0,6.875,6.875,1.5181043148040771,400,0.0,
1973-05-02 00:00:00+00:00,0.0,6.875,6.875,1.5181043148040771,100,0.0,
1973-05-03 00:00:00+00:00,0.0,7.0,7.0,1.5457065105438232,100,0.0,
1973-05-04 00:00:00+00:00,7.0,7.0,7.0,1.5457065105438232,0,0.0,
1973-05-07 00:00:00+00:00,7.0,7.0,7.0,1.5457065105438232,0,0.0,
1973-05-08 00:00:00+00:00,0.0,7.0,7.0,1.5457065105438232,100,0.0,
1973-05-09 00:00:00+00:00,0.0,6.875,6.875,1.5181043148040771,100,0.0,
1973-05-10 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,700,0.0,
1973-05-11 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,200,0.0,
1973-05-14 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,100,0.0,
1973-05-15 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,200,0.0,
1973-05-16 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,100,0.0,
1973-05-17 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,600,0.0,
1973-05-18 00:00:00+00:00,0.0,6.875,6.75,1.5181043148040771,1100,0.0,
1973-05-21 00:00:00+00:00,0.0,6.75,6.625,1.4629002809524536,1200,0.0,
1973-05-22 00:00:00+00:00,0.0,6.625,6.625,1.4629002809524536,800,0.0,
1973-05-23 00:00:00+00:00,6.625,6.625,6.625,1.4629002809524536,0,0.0,
1973-05-24 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,600,0.0,
1973-05-25 00:00:00+00:00,0.0,6.625,6.625,1.4629002809524536,200,0.0,
1973-05-29 00:00:00+00:00,0.0,6.625,6.625,1.4629002809524536,200,0.0,
1973-05-30 00:00:00+00:00,0.0,6.625,6.5,1.4629002809524536,1200,0.0,
1973-05-31 00:00:00+00:00,0.0,6.625,6.5,1.435299277305603,1200,0.0,
1973-06-01 00:00:00+00:00,0.0,6.625,6.5,1.435299277305603,500,0.0,
1973-06-04 00:00:00+00:00,0.0,6.625,6.625,1.4629002809524536,100,0.0,
1973-06-05 00:00:00+00:00,0.0,6.625,6.625,1.4629002809524536,200,0.0,
1973-06-06 00:00:00+00:00,0.0,6.625,6.5,1.435299277305603,200,0.0,
1973-06-07 00:00:00+00:00,0.0,6.625,6.5,1.4629002809524536,1200,0.0,
1973-06-08 00:00:00+00:00,0.0,6.625,6.625,1.4629002809524536,400,0.0,
1973-06-11 00:00:00+00:00,0.0,6.625,6.5,1.4629002809524536,1100,0.0,
1973-06-12 00:00:00+00:00,0.0,6.75,6.75,1.4905024766921997,300,0.0,
1973-06-13 00:00:00+00:00,6.75,6.75,6.75,1.4905024766921997,0,0.0,
1973-06-14 00:00:00+00:00,0.0,6.625,6.625,1.4629002809524536,1000,0.0,
1973-06-15 00:00:00+00:00,0.0,6.625,6.5,1.435299277305603,2100,0.0,
1973-06-18 00:00:00+00:00,0.0,6.5,6.5,1.435299277305603,600,0.0,
1973-06-19 00:00:00+00:00,0.0,6.625,6.375,1.4629002809524536,1000,0.0,
1973-06-20 00:00:00+00:00,6.625,6.625,6.625,1.4629002809524536,0,0.0,
1973-06-21 00:00:00+00:00,0.0,6.5,6.5,1.435299277305603,100,0.0,
1973-06-22 00:00:00+00:00,6.5,6.5,6.5,1.435299277305603,0,0.0,
1973-06-25 00:00:00+00:00,0.0,6.625,6.5,1.4629002809524536,600,0.0,
1973-06-26 00:00:00+00:00,0.0,6.5,6.5,1.435299277305603,200,0.0,
1973-06-27 00:00:00+00:00,0.0,6.375,6.375,1.407697319984436,800,0.0,
1973-06-28 00:00:00+00:00,0.0,6.5,6.375,1.435299277305603,800,0.0,
1973-06-29 00:00:00+00:00,0.0,6.5,6.375,1.407697319984436,700,0.0,
1973-07-02 00:00:00+00:00,6.375,6.375,6.375,1.407697319984436,0,0.0,
1973-07-03 00:00:00+00:00,0.0,6.375,6.25,1.407697319984436,1900,0.0,
1973-07-05 00:00:00+00:00,6.375,6.375,6.375,1.407697319984436,0,0.0,
1973-07-06 00:00:00+00:00,0.0,6.375,6.375,1.407697319984436,100,0.0,
1973-07-09 00:00:00+00:00,0.0,6.375,6.375,1.407697319984436,800,0.0,
