date,EG_Open,EG_High,EG_Low,EG_Close,EG_Volume,EG_Dividends,EG_Stock Splits
1996-01-11 00:00:00+00:00,22.375,22.375,22.0,14.38971710205078,83400,0.0,
1996-01-12 00:00:00+00:00,22.25,22.5,22.25,14.470552444458008,60200,0.0,
1996-01-15 00:00:00+00:00,22.5,22.625,22.25,14.38971710205078,76800,0.0,
1996-01-16 00:00:00+00:00,22.375,22.625,22.125,14.38971710205078,81000,0.0,
1996-01-17 00:00:00+00:00,22.5,22.625,22.25,14.470552444458008,50800,0.0,
1996-01-18 00:00:00+00:00,22.125,22.375,22.0,14.22803020477295,972000,0.0,
1996-01-19 00:00:00+00:00,21.875,22.0,21.375,14.22803020477295,102800,0.0,
1996-01-22 00:00:00+00:00,21.75,21.75,20.375,13.419626235961914,449000,0.0,
1996-01-23 00:00:00+00:00,21.0,22.25,21.0,14.147193908691406,798600,0.0,
1996-01-24 00:00:00+00:00,21.875,22.625,21.875,14.551400184631348,269500,0.0,
1996-01-25 00:00:00+00:00,22.75,22.75,22.0,14.22803020477295,181200,0.0,
1996-01-26 00:00:00+00:00,22.0,22.0,21.875,14.147193908691406,136500,0.0,
1996-01-29 00:00:00+00:00,21.875,22.625,21.875,14.551400184631348,102200,0.0,
1996-01-30 00:00:00+00:00,22.5,22.625,22.125,14.470552444458008,315200,0.0,
1996-01-31 00:00:00+00:00,22.125,22.25,21.625,14.06635284423828,607200,0.0,
1996-02-01 00:00:00+00:00,21.875,22.0,21.75,14.22803020477295,363500,0.0,
1996-02-02 00:00:00+00:00,22.0,22.0,21.875,14.22803020477295,124700,0.0,
1996-02-05 00:00:00+00:00,22.0,22.0,21.25,13.742981910705566,206800,0.0,
1996-02-06 00:00:00+00:00,21.125,21.375,20.125,13.500468254089355,648100,0.0,
1996-02-07 00:00:00+00:00,20.75,21.125,20.5,13.419626235961914,454500,0.0,
1996-02-08 00:00:00+00:00,21.25,21.5,20.75,13.904672622680664,757100,0.0,
1996-02-09 00:00:00+00:00,21.5,22.0,21.375,14.147193908691406,531000,0.0,
1996-02-12 00:00:00+00:00,21.875,22.625,21.875,14.632241249084473,315400,0.0,
1996-02-13 00:00:00+00:00,22.625,22.625,22.375,14.551400184631348,123600,0.0,
1996-02-14 00:00:00+00:00,22.5,22.5,22.125,14.408929824829102,175900,0.03,
1996-02-15 00:00:00+00:00,22.25,22.625,22.25,14.570829391479492,143600,0.0,
1996-02-16 00:00:00+00:00,22.5,23.25,22.375,15.056517601013184,83500,0.0,
1996-02-20 00:00:00+00:00,23.0,23.0,22.75,14.732720375061035,819300,0.0,
1996-02-21 00:00:00+00:00,23.0,23.0,22.625,14.732720375061035,953000,0.0,
1996-02-22 00:00:00+00:00,22.875,23.125,22.875,14.975568771362305,600900,0.0,
1996-02-23 00:00:00+00:00,23.25,23.375,23.0,14.975568771362305,254900,0.0,
1996-02-26 00:00:00+00:00,23.0,23.0,22.75,14.894618034362791,177500,0.0,
1996-02-27 00:00:00+00:00,23.125,23.75,23.125,15.218416213989258,176400,0.0,
1996-02-28 00:00:00+00:00,23.5,24.75,23.5,15.866012573242188,599900,0.0,
1996-02-29 00:00:00+00:00,24.5,24.625,24.375,15.866012573242188,246500,0.0,
1996-03-01 00:00:00+00:00,24.625,24.625,23.75,15.461264610290527,214200,0.0,
1996-03-04 00:00:00+00:00,23.875,25.125,23.875,16.189807891845703,224200,0.0,
1996-03-05 00:00:00+00:00,25.125,25.125,24.75,16.10886001586914,32900,0.0,
1996-03-06 00:00:00+00:00,24.75,25.125,24.5,16.189807891845703,413900,0.0,
1996-03-07 00:00:00+00:00,24.75,25.0,24.625,15.946961402893066,361200,0.0,
1996-03-08 00:00:00+00:00,24.625,24.625,23.375,15.218416213989258,219800,0.0,
1996-03-11 00:00:00+00:00,23.25,23.5,22.875,14.894618034362791,264200,0.0,
1996-03-12 00:00:00+00:00,22.75,22.875,22.25,14.570829391479492,310900,0.0,
1996-03-13 00:00:00+00:00,22.5,22.5,22.125,14.408929824829102,179200,0.0,
1996-03-14 00:00:00+00:00,22.25,22.875,22.25,14.570829391479492,619100,0.0,
1996-03-15 00:00:00+00:00,22.5,22.625,21.875,14.247027397155762,156900,0.0,
1996-03-18 00:00:00+00:00,22.125,22.375,21.875,14.408929824829102,137400,0.0,
1996-03-19 00:00:00+00:00,22.125,22.375,21.75,14.489872932434082,519300,0.0,
1996-03-20 00:00:00+00:00,22.375,22.875,22.375,14.651777267456056,301600,0.0,
1996-03-21 00:00:00+00:00,22.0,22.5,22.0,14.408929824829102,268700,0.0,
1996-03-22 00:00:00+00:00,22.75,23.875,22.75,15.461264610290527,212600,0.0,
1996-03-25 00:00:00+00:00,24.0,24.25,23.875,15.623162269592283,174400,0.0,
1996-03-26 00:00:00+00:00,24.125,24.25,23.875,15.54222011566162,297700,0.0,
1996-03-27 00:00:00+00:00,24.0,24.125,23.75,15.54222011566162,195900,0.0,
1996-03-28 00:00:00+00:00,24.0,24.0,23.5,15.299362182617188,135700,0.0,
1996-03-29 00:00:00+00:00,23.5,23.625,23.25,15.299362182617188,205600,0.0,
1996-04-01 00:00:00+00:00,23.5,24.25,23.5,15.704108238220217,473900,0.0,
1996-04-02 00:00:00+00:00,24.375,24.375,23.625,15.38032054901123,88900,0.0,
1996-04-03 00:00:00+00:00,23.875,24.0,23.625,15.38032054901123,92300,0.0,
1996-04-04 00:00:00+00:00,23.875,23.875,23.25,15.137474060058594,39100,0.0,
1996-04-08 00:00:00+00:00,23.0,23.0,22.625,14.894618034362791,326500,0.0,
1996-04-09 00:00:00+00:00,23.25,23.75,23.25,15.299362182617188,85000,0.0,
1996-04-10 00:00:00+00:00,23.625,23.875,22.875,14.975568771362305,192500,0.0,
1996-04-11 00:00:00+00:00,23.125,23.125,22.375,14.732720375061035,223500,0.0,
1996-04-12 00:00:00+00:00,23.0,23.125,22.75,14.894618034362791,188800,0.0,
1996-04-15 00:00:00+00:00,23.125,23.125,23.0,14.975568771362305,45600,0.0,
1996-04-16 00:00:00+00:00,23.0,23.0,22.625,14.732720375061035,72400,0.0,
1996-04-17 00:00:00+00:00,22.625,22.625,21.375,13.923236846923828,719200,0.0,
1996-04-18 00:00:00+00:00,21.5,22.625,21.5,14.570829391479492,556000,0.0,
1996-04-19 00:00:00+00:00,22.5,22.625,22.375,14.489872932434082,219500,0.0,
1996-04-22 00:00:00+00:00,22.25,22.375,22.125,14.489872932434082,219200,0.0,
1996-04-23 00:00:00+00:00,22.375,22.375,22.25,14.489872932434082,84500,0.0,
1996-04-24 00:00:00+00:00,22.375,22.625,22.375,14.570829391479492,172200,0.0,
1996-04-25 00:00:00+00:00,22.625,22.625,22.375,14.489872932434082,94300,0.0,
1996-04-26 00:00:00+00:00,22.375,22.5,22.375,14.489872932434082,173700,0.0,
1996-04-29 00:00:00+00:00,22.25,22.25,22.0,14.247027397155762,138800,0.0,
1996-04-30 00:00:00+00:00,23.25,23.25,22.625,14.732720375061035,695100,0.0,
1996-05-01 00:00:00+00:00,22.625,22.75,22.625,14.732720375061035,211500,0.0,
1996-05-02 00:00:00+00:00,22.625,22.625,22.0,14.327982902526855,205700,0.0,
1996-05-03 00:00:00+00:00,22.0,22.0,21.875,14.247027397155762,81400,0.0,
1996-05-06 00:00:00+00:00,22.25,22.25,21.875,14.247027397155762,80200,0.0,
1996-05-07 00:00:00+00:00,21.875,23.125,21.875,14.975568771362305,529200,0.0,
1996-05-08 00:00:00+00:00,23.0,23.125,22.625,14.975568771362305,261100,0.0,
1996-05-09 00:00:00+00:00,23.0,23.125,23.0,14.975568771362305,124600,0.0,
1996-05-10 00:00:00+00:00,22.875,23.375,22.625,14.975568771362305,301600,0.0,
1996-05-13 00:00:00+00:00,23.25,23.5,23.125,15.137474060058594,101800,0.0,
1996-05-14 00:00:00+00:00,23.5,23.875,23.375,15.461264610290527,91200,0.0,
1996-05-15 00:00:00+00:00,24.125,24.625,23.875,15.78506565093994,140300,0.0,
1996-05-16 00:00:00+00:00,24.25,24.25,23.5,15.38032054901123,65700,0.0,
1996-05-17 00:00:00+00:00,23.75,24.0,23.75,15.54222011566162,45000,0.0,
1996-05-20 00:00:00+00:00,24.0,24.0,23.75,15.38032054901123,160400,0.0,
1996-05-21 00:00:00+00:00,23.75,24.0,23.75,15.461264610290527,19900,0.0,
1996-05-22 00:00:00+00:00,24.0,24.0,23.875,15.461264610290527,18000,0.0,
1996-05-23 00:00:00+00:00,23.875,23.875,23.375,15.218416213989258,81500,0.0,
1996-05-24 00:00:00+00:00,23.375,24.125,23.375,15.54222011566162,154700,0.0,
1996-05-28 00:00:00+00:00,24.0,24.125,23.75,15.38032054901123,81900,0.0,
1996-05-29 00:00:00+00:00,23.75,23.75,23.25,15.056517601013184,234200,0.0,
1996-05-30 00:00:00+00:00,23.25,23.75,23.25,15.218416213989258,241900,0.0,
1996-05-31 00:00:00+00:00,23.625,23.625,23.375,15.137474060058594,106300,0.0,
1996-06-03 00:00:00+00:00,23.375,23.625,23.25,15.31902313232422,114400,0.03,
1996-06-04 00:00:00+00:00,23.625,23.75,23.5,15.31902313232422,97300,0.0,
1996-06-05 00:00:00+00:00,23.75,24.25,23.625,15.643239974975586,155400,0.0,
1996-06-06 00:00:00+00:00,24.125,24.75,24.125,16.048513412475586,201600,0.0,
1996-06-07 00:00:00+00:00,24.0,24.625,24.0,15.886404037475586,329000,0.0,
1996-06-10 00:00:00+00:00,24.5,24.625,24.5,15.886404037475586,212600,0.0,
1996-06-11 00:00:00+00:00,24.875,26.5,24.875,16.696928024291992,341900,0.0,
1996-06-12 00:00:00+00:00,25.875,26.125,25.75,16.696928024291992,108400,0.0,
1996-06-13 00:00:00+00:00,25.625,26.0,25.5,16.534832000732422,148900,0.0,
1996-06-14 00:00:00+00:00,25.5,25.875,25.5,16.61587905883789,52400,0.0,
1996-06-17 00:00:00+00:00,25.5,26.25,25.5,16.859039306640625,160600,0.0,
1996-06-18 00:00:00+00:00,26.0,26.125,25.625,16.77798080444336,175500,0.0,
1996-06-19 00:00:00+00:00,25.875,25.875,25.25,16.37271499633789,61400,0.0,
1996-06-20 00:00:00+00:00,25.25,25.25,24.6875,16.129558563232422,340200,0.0,
1996-06-21 00:00:00+00:00,25.0,25.125,24.25,16.048513412475586,97700,0.0,
1996-06-24 00:00:00+00:00,24.75,24.75,24.25,15.72429370880127,108200,0.0,
1996-06-25 00:00:00+00:00,24.25,24.875,24.25,15.967456817626951,222800,0.0,
1996-06-26 00:00:00+00:00,24.625,25.0,24.5,16.210607528686523,272900,0.0,
1996-06-27 00:00:00+00:00,25.25,25.375,24.75,16.129558563232422,289100,0.0,
1996-06-28 00:00:00+00:00,25.25,25.875,25.25,16.77798080444336,397000,0.0,
1996-07-01 00:00:00+00:00,25.875,26.125,25.5,16.61587905883789,106400,0.0,
1996-07-02 00:00:00+00:00,25.625,25.625,25.0,16.453777313232422,72800,0.0,
1996-07-03 00:00:00+00:00,25.625,25.75,25.0,16.210607528686523,240700,0.0,
1996-07-05 00:00:00+00:00,24.75,24.875,24.625,15.967456817626951,5400,0.0,
1996-07-08 00:00:00+00:00,24.5,24.625,24.125,15.643239974975586,84400,0.0,
1996-07-09 00:00:00+00:00,24.0,24.125,23.875,15.643239974975586,82700,0.0,
1996-07-10 00:00:00+00:00,24.0,24.75,24.0,16.048513412475586,38000,0.0,
1996-07-11 00:00:00+00:00,24.75,24.75,24.25,15.886404037475586,171400,0.0,
1996-07-12 00:00:00+00:00,24.5,24.5,24.125,15.886404037475586,21500,0.0,
1996-07-15 00:00:00+00:00,24.375,24.375,22.875,14.9948148727417,85300,0.0,
1996-07-16 00:00:00+00:00,23.0,23.0,22.5,14.670597076416016,91400,0.0,
1996-07-17 00:00:00+00:00,22.75,23.75,22.75,15.400083541870115,192400,0.0,
1996-07-18 00:00:00+00:00,23.625,24.125,23.625,15.643239974975586,19600,0.0,
1996-07-19 00:00:00+00:00,24.0,24.125,24.0,15.643239974975586,14300,0.0,
1996-07-22 00:00:00+00:00,24.0,24.375,23.75,15.805349349975586,45200,0.0,
1996-07-23 00:00:00+00:00,24.625,24.875,23.875,15.48113250732422,80100,0.0,
1996-07-24 00:00:00+00:00,24.0,24.0,22.625,14.83271312713623,56200,0.0,
1996-07-25 00:00:00+00:00,23.0,23.5,23.0,15.237972259521484,176500,0.0,
1996-07-26 00:00:00+00:00,23.5,23.875,23.5,15.48113250732422,19800,0.0,
1996-07-29 00:00:00+00:00,23.875,24.875,23.875,15.886404037475586,114400,0.0,
1996-07-30 00:00:00+00:00,24.625,24.625,23.75,15.562191009521484,257600,0.0,
1996-07-31 00:00:00+00:00,23.875,24.125,23.875,15.643239974975586,102500,0.0,
1996-08-01 00:00:00+00:00,24.0,25.25,24.0,16.210607528686523,174400,0.0,
1996-08-02 00:00:00+00:00,25.5,25.625,25.125,16.291667938232422,200700,0.0,
1996-08-05 00:00:00+00:00,25.0,25.0,24.5,15.886404037475586,144500,0.0,
1996-08-06 00:00:00+00:00,24.625,24.875,24.5,16.048513412475586,77200,0.0,
1996-08-07 00:00:00+00:00,24.75,24.75,24.5,16.048513412475586,9300,0.0,
1996-08-08 00:00:00+00:00,24.75,24.75,24.625,16.048513412475586,60900,0.0,
1996-08-09 00:00:00+00:00,24.75,24.75,24.625,15.967456817626951,14100,0.0,
1996-08-12 00:00:00+00:00,24.75,24.75,24.5,15.967456817626951,13200,0.0,
1996-08-13 00:00:00+00:00,24.625,24.625,24.25,15.72429370880127,29900,0.0,
1996-08-14 00:00:00+00:00,24.375,24.875,24.375,16.129558563232422,155800,0.0,
1996-08-15 00:00:00+00:00,24.75,26.5,24.75,17.021142959594727,470700,0.0,
1996-08-16 00:00:00+00:00,25.875,26.25,25.875,16.859039306640625,216100,0.0,
1996-08-19 00:00:00+00:00,26.0,26.125,25.75,16.77798080444336,19100,0.0,
1996-08-20 00:00:00+00:00,25.75,25.875,25.625,16.696928024291992,23600,0.0,
1996-08-21 00:00:00+00:00,25.875,25.875,25.375,16.534832000732422,32500,0.0,
1996-08-22 00:00:00+00:00,25.5,25.625,25.125,16.291667938232422,150600,0.0,
1996-08-23 00:00:00+00:00,25.25,25.25,24.375,15.886404037475586,67800,0.0,
1996-08-26 00:00:00+00:00,24.625,24.625,24.375,15.886404037475586,120500,0.0,
1996-08-27 00:00:00+00:00,24.5,25.0,24.5,15.967456817626951,59200,0.0,
1996-08-28 00:00:00+00:00,24.625,25.125,24.625,16.210607528686523,27800,0.0,
1996-08-29 00:00:00+00:00,25.125,25.125,24.875,16.129558563232422,77800,0.0,
1996-08-30 00:00:00+00:00,24.75,24.75,24.375,15.824432373046877,228900,0.03,
1996-09-03 00:00:00+00:00,24.375,24.375,23.75,15.662126541137695,247800,0.0,
1996-09-04 00:00:00+00:00,24.125,24.375,24.125,15.824432373046877,115100,0.0,
1996-09-05 00:00:00+00:00,24.25,24.875,24.125,16.149032592773438,51900,0.0,
1996-09-06 00:00:00+00:00,24.75,25.125,24.75,16.149032592773438,122100,0.0,
1996-09-09 00:00:00+00:00,24.875,25.0,24.875,16.230186462402344,130300,0.0,
1996-09-10 00:00:00+00:00,24.875,25.0,24.875,16.230186462402344,20000,0.0,
1996-09-11 00:00:00+00:00,25.0,25.5,25.0,16.473651885986328,68900,0.0,
1996-09-12 00:00:00+00:00,25.25,25.375,25.25,16.473651885986328,2600,0.0,
1996-09-13 00:00:00+00:00,25.375,25.375,25.0,16.392488479614258,113000,0.0,
1996-09-16 00:00:00+00:00,25.375,25.875,25.25,16.554790496826172,193900,0.0,
1996-09-17 00:00:00+00:00,25.25,25.375,25.125,16.311342239379883,42200,0.0,
1996-09-18 00:00:00+00:00,25.125,25.125,24.875,16.149032592773438,176700,0.0,
1996-09-19 00:00:00+00:00,24.875,25.0,24.625,16.067888259887695,74400,0.0,
1996-09-20 00:00:00+00:00,24.75,25.0,24.625,16.149032592773438,56600,0.0,
1996-09-23 00:00:00+00:00,24.875,24.875,24.75,16.149032592773438,90900,0.0,
1996-09-24 00:00:00+00:00,24.875,24.875,24.375,15.824432373046877,54400,0.0,
1996-09-25 00:00:00+00:00,24.5,24.5,24.25,15.743284225463867,61000,0.0,
1996-09-26 00:00:00+00:00,24.125,24.125,23.75,15.499823570251465,681900,0.0,
1996-09-27 00:00:00+00:00,24.0,24.875,24.0,16.067888259887695,129800,0.0,
1996-09-30 00:00:00+00:00,24.625,24.875,24.5,16.067888259887695,80600,0.0,
1996-10-01 00:00:00+00:00,24.75,24.875,24.25,15.824432373046877,71700,0.0,
1996-10-02 00:00:00+00:00,24.25,24.5,23.875,15.824432373046877,101200,0.0,
1996-10-03 00:00:00+00:00,24.375,24.5,24.25,15.824432373046877,86700,0.0,
1996-10-04 00:00:00+00:00,25.0,25.625,25.0,16.63593864440918,158400,0.0,
1996-10-07 00:00:00+00:00,25.5,27.25,25.5,17.609756469726562,92300,0.0,
1996-10-08 00:00:00+00:00,27.125,28.0,27.125,18.17779922485352,239600,0.0,
1996-10-09 00:00:00+00:00,27.75,27.875,26.5,17.203989028930664,237300,0.0,
1996-10-10 00:00:00+00:00,26.625,26.625,25.375,16.63593864440918,48200,0.0,
1996-10-11 00:00:00+00:00,25.75,25.875,25.5,16.71708869934082,48500,0.0,
1996-10-14 00:00:00+00:00,25.75,25.75,25.375,16.473651885986328,51000,0.0,
1996-10-15 00:00:00+00:00,25.5,25.75,25.375,16.63593864440918,59100,0.0,
1996-10-16 00:00:00+00:00,25.75,27.25,25.625,17.52859878540039,149000,0.0,
1996-10-17 00:00:00+00:00,27.125,27.125,25.875,16.87939453125,72400,0.0,
1996-10-18 00:00:00+00:00,26.125,27.0,26.0,17.52859878540039,105500,0.0,
1996-10-21 00:00:00+00:00,27.0,27.0,26.375,17.203989028930664,87200,0.0,
1996-10-22 00:00:00+00:00,26.625,26.625,26.125,17.041690826416016,52100,0.0,
1996-10-23 00:00:00+00:00,26.125,26.125,25.75,16.798242568969727,71300,0.0,
1996-10-24 00:00:00+00:00,26.0,26.0,25.625,16.71708869934082,157900,0.0,
1996-10-25 00:00:00+00:00,25.625,25.625,24.75,16.311342239379883,196500,0.0,
1996-10-28 00:00:00+00:00,25.0,25.125,24.75,16.149032592773438,237900,0.0,
1996-10-29 00:00:00+00:00,26.125,26.125,25.375,16.71708869934082,276500,0.0,
1996-10-30 00:00:00+00:00,25.875,25.875,25.25,16.554790496826172,184000,0.0,
1996-10-31 00:00:00+00:00,25.625,25.625,25.375,16.554790496826172,209700,0.0,
1996-11-01 00:00:00+00:00,25.375,25.375,24.625,16.149032592773438,137200,0.0,
1996-11-04 00:00:00+00:00,24.75,25.625,24.625,16.554790496826172,359500,0.0,
1996-11-05 00:00:00+00:00,25.375,26.375,25.375,17.041690826416016,247200,0.0,
1996-11-06 00:00:00+00:00,26.25,26.625,26.125,17.12285041809082,144800,0.0,
1996-11-07 00:00:00+00:00,26.375,27.125,26.0,16.960540771484375,80100,0.0,
1996-11-08 00:00:00+00:00,26.25,26.375,26.0,16.960540771484375,459200,0.0,
1996-11-11 00:00:00+00:00,26.125,26.625,26.125,17.285146713256836,48700,0.0,
1996-11-12 00:00:00+00:00,26.5,26.625,26.375,17.203989028930664,26200,0.0,
1996-11-13 00:00:00+00:00,26.375,27.0,26.375,17.44745445251465,70600,0.0,
1996-11-14 00:00:00+00:00,26.875,27.125,26.75,17.44745445251465,257600,0.0,
1996-11-15 00:00:00+00:00,26.75,26.875,26.75,17.44745445251465,34800,0.0,
1996-11-18 00:00:00+00:00,26.875,26.875,26.375,17.285146713256836,109000,0.0,
1996-11-19 00:00:00+00:00,26.625,26.625,26.5,17.285146713256836,129500,0.0,
1996-11-20 00:00:00+00:00,26.5,27.125,26.5,17.44745445251465,134200,0.0,
1996-11-21 00:00:00+00:00,27.0,27.375,26.875,17.69090461730957,136500,0.0,
1996-11-22 00:00:00+00:00,27.25,28.125,27.25,18.25895118713379,41300,0.0,
1996-11-25 00:00:00+00:00,28.0,29.5,28.0,18.98931884765625,114800,0.0,
1996-11-26 00:00:00+00:00,29.25,29.25,28.25,18.502410888671875,97700,0.0,
1996-11-27 00:00:00+00:00,28.5,28.625,28.25,18.58356666564941,45700,0.0,
1996-11-29 00:00:00+00:00,28.375,28.375,28.0,18.25895118713379,41900,0.0,
1996-12-02 00:00:00+00:00,28.25,28.375,28.0,18.27845573425293,22800,0.03,
1996-12-03 00:00:00+00:00,28.125,28.125,27.125,17.628555297851562,40300,0.0,
1996-12-04 00:00:00+00:00,27.125,27.375,25.75,17.14113426208496,180700,0.0,
1996-12-05 00:00:00+00:00,26.375,27.125,26.375,17.628555297851562,126100,0.0,
1996-12-06 00:00:00+00:00,27.0,27.0,26.125,16.978652954101562,105300,0.0,
1996-12-09 00:00:00+00:00,26.25,27.0,26.125,17.547317504882812,36600,0.0,
1996-12-10 00:00:00+00:00,26.75,26.75,26.25,17.222366333007812,27800,0.0,
1996-12-11 00:00:00+00:00,26.5,26.75,26.25,17.38483428955078,160900,0.0,
1996-12-12 00:00:00+00:00,26.75,28.25,26.75,17.953506469726562,151000,0.0,
1996-12-13 00:00:00+00:00,27.5,27.5,26.375,17.709796905517578,166400,0.0,
1996-12-16 00:00:00+00:00,27.125,27.25,26.125,17.14113426208496,208500,0.0,
1996-12-17 00:00:00+00:00,26.375,26.5,25.375,16.816177368164062,347100,0.0,
1996-12-18 00:00:00+00:00,25.875,25.875,25.625,16.653705596923828,65000,0.0,
