date,PRFZ_Open,PRFZ_High,PRFZ_Low,PRFZ_Close,PRFZ_Volume,PRFZ_Dividends,PRFZ_Stock Splits
2006-09-20 00:00:00+00:00,10.128000259399414,10.137999534606934,10.104000091552734,8.16788387298584,10500,0.0,
2006-09-21 00:00:00+00:00,10.449999809265137,10.449999809265137,10.052000045776367,8.133925437927246,9500,0.0,
2006-09-22 00:00:00+00:00,10.305999755859377,10.305999755859377,9.88599967956543,8.020753860473633,43500,0.0,
2006-09-25 00:00:00+00:00,9.895999908447266,10.050000190734863,9.866000175476074,8.124227523803711,12500,0.0,
2006-09-26 00:00:00+00:00,10.248000144958496,10.248000144958496,10.029999732971191,8.13554573059082,30500,0.0,
2006-09-27 00:00:00+00:00,10.35200023651123,10.35200023651123,10.09000015258789,8.179198265075684,21000,0.0,
2006-09-28 00:00:00+00:00,10.163999557495115,10.163999557495115,10.0600004196167,8.13554573059082,11000,0.0,
2006-09-29 00:00:00+00:00,10.107999801635742,10.133999824523926,10.020000457763672,8.103212356567383,29000,0.0,
2006-10-02 00:00:00+00:00,9.98799991607666,10.029999732971191,9.907999992370604,8.032073020935059,32000,0.0,
2006-10-03 00:00:00+00:00,9.881999969482422,9.923999786376951,9.880000114440918,8.022368431091309,8000,0.0,
2006-10-04 00:00:00+00:00,10.170000076293944,10.170000076293944,9.932000160217283,8.174344062805176,17000,0.0,
2006-10-05 00:00:00+00:00,10.163999557495115,10.25,10.149999618530272,8.285903930664062,19500,0.0,
2006-10-06 00:00:00+00:00,10.15999984741211,10.241999626159668,10.15999984741211,8.279436111450195,15500,0.0,
2006-10-09 00:00:00+00:00,10.19200038909912,10.265999794006348,10.18000030517578,8.285903930664062,25000,0.0,
2006-10-10 00:00:00+00:00,10.244000434875488,10.284000396728516,10.244000434875488,8.313389778137207,27500,0.0,
2006-10-11 00:00:00+00:00,10.39799976348877,10.39799976348877,10.194000244140623,8.240632057189941,34500,0.0,
2006-10-12 00:00:00+00:00,10.33199977874756,10.42199993133545,10.321999549865724,8.424944877624512,9500,0.0,
2006-10-13 00:00:00+00:00,10.447999954223633,10.508000373840332,10.447999954223633,8.478292465209961,25000,0.0,
2006-10-16 00:00:00+00:00,10.48799991607666,10.48799991607666,10.48799991607666,8.478292465209961,0,0.0,
2006-10-17 00:00:00+00:00,10.836000442504885,10.836000442504885,10.458000183105469,8.487997055053711,8500,0.0,
2006-10-18 00:00:00+00:00,10.543999671936035,10.54599952697754,10.465999603271484,8.475064277648926,14000,0.0,
