date,MCVT_Open,MCVT_High,MCVT_Low,MCVT_Close,MCVT_Volume,MCVT_Dividends,MCVT_Stock Splits
2010-03-09 00:00:00+00:00,0.550000011920929,0.550000011920929,0.550000011920929,0.4806722700595855,473,0.0,
2010-03-10 00:00:00+00:00,0.550000011920929,0.550000011920929,0.550000011920929,0.4806722700595855,0,0.0,
2010-03-11 00:00:00+00:00,0.550000011920929,0.550000011920929,0.550000011920929,0.4806722700595855,0,0.0,
2010-03-12 00:00:00+00:00,0.550000011920929,0.550000011920929,0.550000011920929,0.4806722700595855,0,0.0,
2010-03-15 00:00:00+00:00,0.550000011920929,0.550000011920929,0.550000011920929,0.4806722700595855,0,0.0,
2010-03-16 00:00:00+00:00,1.9800000190734863,1.9800000190734863,1.9800000190734863,1.7304202318191528,9,0.0,
2010-03-17 00:00:00+00:00,1.9800000190734863,1.9800000190734863,1.9800000190734863,1.7304202318191528,0,0.0,
2010-03-18 00:00:00+00:00,1.9800000190734863,1.9800000190734863,1.9800000190734863,1.7304202318191528,0,0.0,
2010-03-19 00:00:00+00:00,1.9800000190734863,1.9800000190734863,1.9800000190734863,1.7304202318191528,0,0.0,
2010-03-22 00:00:00+00:00,1.9800000190734863,1.9800000190734863,1.9800000190734863,1.7304202318191528,0,0.0,
2010-03-23 00:00:00+00:00,1.9800000190734863,1.9800000190734863,1.9800000190734863,1.7304202318191528,0,0.0,
2010-03-24 00:00:00+00:00,2.4200000762939453,2.4200000762939453,2.4200000762939453,2.1149580478668213,9,0.0,
2010-03-25 00:00:00+00:00,2.4200000762939453,2.4200000762939453,2.4200000762939453,2.1149580478668213,45,0.0,
2010-03-26 00:00:00+00:00,2.4200000762939453,2.4200000762939453,2.4200000762939453,2.1149580478668213,0,0.0,
2010-03-29 00:00:00+00:00,2.4200000762939453,2.4200000762939453,2.4200000762939453,2.1149580478668213,0,0.0,
2010-03-30 00:00:00+00:00,1.100000023841858,1.100000023841858,1.100000023841858,0.9613445401191713,455,0.0,
2010-03-31 00:00:00+00:00,1.100000023841858,1.100000023841858,1.100000023841858,0.9613445401191713,0,0.0,
2010-04-01 00:00:00+00:00,1.100000023841858,1.100000023841858,1.100000023841858,0.9613445401191713,0,0.0,
2010-04-05 00:00:00+00:00,1.100000023841858,1.100000023841858,1.100000023841858,0.9613445401191713,0,0.0,
2010-04-06 00:00:00+00:00,1.100000023841858,1.100000023841858,1.100000023841858,0.9613445401191713,0,0.0,
2010-04-07 00:00:00+00:00,1.100000023841858,1.100000023841858,1.100000023841858,0.9613445401191713,0,0.0,
2010-04-08 00:00:00+00:00,5.610000133514404,5.610000133514404,5.610000133514404,4.902857780456543,36,0.0,
2010-04-09 00:00:00+00:00,5.610000133514404,5.610000133514404,5.610000133514404,4.902857780456543,0,0.0,
2010-04-12 00:00:00+00:00,5.610000133514404,5.610000133514404,5.610000133514404,4.902857780456543,0,0.0,
2010-04-13 00:00:00+00:00,5.610000133514404,5.610000133514404,5.610000133514404,4.902857780456543,0,0.0,
2010-04-14 00:00:00+00:00,5.610000133514404,5.610000133514404,5.610000133514404,4.902857780456543,0,0.0,
2010-04-15 00:00:00+00:00,5.610000133514404,5.610000133514404,5.610000133514404,4.902857780456543,0,0.0,
2010-04-16 00:00:00+00:00,5.610000133514404,5.610000133514404,5.610000133514404,4.902857780456543,0,0.0,
2010-04-19 00:00:00+00:00,5.610000133514404,5.610000133514404,5.610000133514404,4.902857780456543,0,0.0,
2010-04-20 00:00:00+00:00,5.610000133514404,5.610000133514404,5.610000133514404,4.902857780456543,0,0.0,
2010-04-21 00:00:00+00:00,5.610000133514404,5.610000133514404,5.610000133514404,4.902857780456543,0,0.0,
