date,WGO_Open,WGO_High,WGO_Low,WGO_Close,WGO_Volume,WGO_Dividends,WGO_Stock Splits
1973-05-25 00:00:00+00:00,0.0,3.8125,3.4375,2.1524646282196045,362200,0.0,
1973-05-29 00:00:00+00:00,0.0,4.0625,3.75,2.225430488586426,172800,0.0,
1973-05-30 00:00:00+00:00,0.0,3.6875,3.375,2.043018102645874,154800,0.0,
1973-05-31 00:00:00+00:00,0.0,3.4375,3.25,1.9700528383255005,118600,0.0,
1973-06-01 00:00:00+00:00,0.0,3.375,3.25,1.9700528383255005,45400,0.0,
1973-06-04 00:00:00+00:00,0.0,3.3125,3.1875,1.933571457862854,149000,0.0,
1973-06-05 00:00:00+00:00,0.0,3.4375,3.0,1.7876408100128174,156600,0.0,
1973-06-06 00:00:00+00:00,0.0,3.1875,3.0625,1.7876408100128174,34200,0.0,
1973-06-07 00:00:00+00:00,0.0,2.625,2.5,1.5322635173797607,1118600,0.0,
1973-06-08 00:00:00+00:00,0.0,2.8125,2.5625,1.6417109966278076,388000,0.0,
1973-06-11 00:00:00+00:00,0.0,2.8125,2.5625,1.568745493888855,210000,0.0,
1973-06-12 00:00:00+00:00,0.0,2.8125,2.625,1.6417109966278076,133800,0.0,
1973-06-13 00:00:00+00:00,0.0,2.875,2.75,1.6417109966278076,328000,0.0,
1973-06-14 00:00:00+00:00,0.0,2.8125,2.75,1.6417109966278076,66000,0.0,
1973-06-15 00:00:00+00:00,0.0,2.75,2.625,1.605228304862976,139200,0.0,
1973-06-18 00:00:00+00:00,0.0,2.75,2.5,1.4957823753356934,772800,0.0,
1973-06-19 00:00:00+00:00,0.0,2.625,2.5625,1.5322635173797607,49800,0.0,
1973-06-20 00:00:00+00:00,0.0,2.6875,2.625,1.568745493888855,42000,0.0,
1973-06-21 00:00:00+00:00,0.0,2.6875,2.625,1.568745493888855,30400,0.0,
1973-06-22 00:00:00+00:00,0.0,2.6875,2.5,1.4592993259429932,114800,0.0,
1973-06-25 00:00:00+00:00,0.0,2.5,2.3125,1.3498517274856567,143000,0.0,
1973-06-26 00:00:00+00:00,0.0,2.5625,2.3125,1.4228157997131348,119000,0.0,
1973-06-27 00:00:00+00:00,0.0,2.625,2.4375,1.5322635173797607,68200,0.0,
1973-06-28 00:00:00+00:00,0.0,2.625,2.375,1.4592993259429932,466000,0.0,
1973-06-29 00:00:00+00:00,0.0,2.5625,2.4375,1.4592993259429932,122000,0.0,
1973-07-02 00:00:00+00:00,0.0,2.5625,2.5,1.4957823753356934,58800,0.0,
1973-07-03 00:00:00+00:00,0.0,2.5625,2.4375,1.4592993259429932,67400,0.0,
1973-07-05 00:00:00+00:00,0.0,2.5625,2.5,1.4957823753356934,49400,0.0,
1973-07-06 00:00:00+00:00,0.0,2.5625,2.5,1.4957823753356934,31400,0.0,
1973-07-09 00:00:00+00:00,0.0,2.6875,2.5,1.568745493888855,48600,0.0,
1973-07-10 00:00:00+00:00,0.0,2.75,2.625,1.5322635173797607,74000,0.0,
1973-07-11 00:00:00+00:00,0.0,2.875,2.6875,1.678193211555481,132800,0.0,
1973-07-12 00:00:00+00:00,0.0,3.0,2.8125,1.751158595085144,110800,0.0,
1973-07-13 00:00:00+00:00,0.0,3.0,2.8125,1.6417109966278076,78000,0.0,
1973-07-16 00:00:00+00:00,0.0,3.4375,2.875,2.006534576416016,119800,0.0,
1973-07-17 00:00:00+00:00,0.0,3.4375,3.1875,1.8970880508422847,168400,0.0,
1973-07-18 00:00:00+00:00,0.0,3.625,3.0625,2.1159827709198,150600,0.0,
1973-07-19 00:00:00+00:00,0.0,3.8125,3.3125,2.1524646282196045,207800,0.0,
1973-07-20 00:00:00+00:00,0.0,3.875,3.6875,2.1889476776123047,110600,0.0,
1973-07-23 00:00:00+00:00,0.0,3.875,3.6875,2.1889476776123047,94600,0.0,
1973-07-24 00:00:00+00:00,0.0,3.75,3.375,2.1159827709198,92400,0.0,
1973-07-25 00:00:00+00:00,0.0,3.6875,3.5,2.043018102645874,50800,0.0,
1973-07-26 00:00:00+00:00,0.0,3.5625,3.375,2.043018102645874,40600,0.0,
1973-07-27 00:00:00+00:00,0.0,3.4375,3.25,1.8970880508422847,72200,0.0,
1973-07-30 00:00:00+00:00,0.0,3.375,3.1875,1.8970880508422847,35400,0.0,
1973-07-31 00:00:00+00:00,0.0,3.3125,3.1875,1.8606048822402956,24200,0.0,
1973-08-01 00:00:00+00:00,0.0,3.25,3.0625,1.824123501777649,45800,0.0,
1973-08-02 00:00:00+00:00,0.0,3.1875,3.0625,1.824123501777649,18800,0.0,
1973-08-03 00:00:00+00:00,0.0,3.1875,3.125,1.824123501777649,17400,0.0,
1973-08-06 00:00:00+00:00,0.0,3.5625,3.125,2.0795016288757324,73800,0.0,
1973-08-07 00:00:00+00:00,0.0,3.625,3.4375,2.043018102645874,60400,0.0,
1973-08-08 00:00:00+00:00,0.0,3.5,3.3125,1.933571457862854,14800,0.0,
1973-08-09 00:00:00+00:00,0.0,3.4375,3.3125,1.9700528383255005,24200,0.0,
1973-08-10 00:00:00+00:00,0.0,3.375,3.125,1.8606048822402956,92600,0.0,
1973-08-13 00:00:00+00:00,0.0,3.1875,3.0625,1.8606048822402956,25000,0.0,
1973-08-14 00:00:00+00:00,0.0,3.125,3.0,1.7876408100128174,47200,0.0,
1973-08-15 00:00:00+00:00,0.0,3.125,3.0,1.7876408100128174,22400,0.0,
1973-08-16 00:00:00+00:00,0.0,3.1875,3.0,1.7876408100128174,20800,0.0,
1973-08-17 00:00:00+00:00,0.0,3.125,3.0,1.751158595085144,14400,0.0,
1973-08-20 00:00:00+00:00,0.0,3.0625,2.9375,1.7146750688552856,43600,0.0,
1973-08-21 00:00:00+00:00,0.0,2.9375,2.75,1.605228304862976,34800,0.0,
1973-08-22 00:00:00+00:00,0.0,2.8125,2.625,1.5322635173797607,97400,0.0,
1973-08-23 00:00:00+00:00,0.0,2.75,2.5625,1.605228304862976,116400,0.0,
1973-08-24 00:00:00+00:00,0.0,2.75,2.6875,1.568745493888855,107600,0.0,
1973-08-27 00:00:00+00:00,0.0,2.8125,2.6875,1.605228304862976,17200,0.0,
1973-08-28 00:00:00+00:00,0.0,2.75,2.625,1.568745493888855,124400,0.0,
1973-08-29 00:00:00+00:00,0.0,2.6875,2.625,1.568745493888855,34800,0.0,
1973-08-30 00:00:00+00:00,0.0,2.6875,2.625,1.568745493888855,22200,0.0,
1973-08-31 00:00:00+00:00,0.0,2.6875,2.625,1.568745493888855,22200,0.0,
1973-09-04 00:00:00+00:00,0.0,2.8125,2.625,1.5322635173797607,43000,0.0,
1973-09-05 00:00:00+00:00,0.0,2.6875,2.5625,1.4957823753356934,33800,0.0,
1973-09-06 00:00:00+00:00,0.0,2.625,2.4375,1.4957823753356934,300200,0.0,
1973-09-07 00:00:00+00:00,0.0,2.75,2.5625,1.568745493888855,45400,0.0,
1973-09-10 00:00:00+00:00,0.0,2.6875,2.5625,1.4957823753356934,29400,0.0,
1973-09-11 00:00:00+00:00,0.0,2.625,2.5,1.4957823753356934,29800,0.0,
1973-09-12 00:00:00+00:00,0.0,2.5625,2.5,1.4592993259429932,17200,0.0,
1973-09-13 00:00:00+00:00,0.0,2.5625,2.5,1.4592993259429932,24800,0.0,
1973-09-14 00:00:00+00:00,0.0,2.625,2.5,1.5322635173797607,22200,0.0,
1973-09-17 00:00:00+00:00,0.0,2.625,2.4375,1.4228157997131348,85000,0.0,
1973-09-18 00:00:00+00:00,0.0,2.5,2.4375,1.4592993259429932,31000,0.0,
1973-09-19 00:00:00+00:00,0.0,2.875,2.4375,1.605228304862976,136600,0.0,
1973-09-20 00:00:00+00:00,0.0,2.5625,2.5,1.4592993259429932,110400,0.0,
1973-09-21 00:00:00+00:00,0.0,2.5,2.4375,1.4228157997131348,64400,0.0,
1973-09-24 00:00:00+00:00,0.0,2.6875,2.4375,1.568745493888855,63600,0.0,
1973-09-25 00:00:00+00:00,0.0,2.75,2.5625,1.4957823753356934,38000,0.0,
1973-09-26 00:00:00+00:00,0.0,2.625,2.5625,1.5322635173797607,33800,0.0,
1973-09-27 00:00:00+00:00,0.0,2.6875,2.5625,1.5322635173797607,36400,0.0,
1973-09-28 00:00:00+00:00,0.0,2.625,2.5625,1.4957823753356934,23400,0.0,
1973-10-01 00:00:00+00:00,0.0,2.625,2.5625,1.4957823753356934,28000,0.0,
1973-10-02 00:00:00+00:00,0.0,2.625,2.5,1.4592993259429932,29200,0.0,
1973-10-03 00:00:00+00:00,0.0,2.5625,2.5,1.4592993259429932,27800,0.0,
1973-10-04 00:00:00+00:00,0.0,2.5625,2.5,1.4592993259429932,33000,0.0,
1973-10-05 00:00:00+00:00,0.0,2.8125,2.5,1.605228304862976,81400,0.0,
1973-10-08 00:00:00+00:00,0.0,2.8125,2.625,1.568745493888855,44800,0.0,
1973-10-09 00:00:00+00:00,0.0,2.6875,2.5625,1.5322635173797607,27000,0.0,
1973-10-10 00:00:00+00:00,0.0,2.6875,2.5625,1.4957823753356934,30600,0.0,
1973-10-11 00:00:00+00:00,0.0,2.6875,2.5625,1.5322635173797607,28800,0.0,
1973-10-12 00:00:00+00:00,0.0,2.75,2.5625,1.4957823753356934,38600,0.0,
1973-10-15 00:00:00+00:00,0.0,2.6875,2.5625,1.5322635173797607,25000,0.0,
1973-10-16 00:00:00+00:00,0.0,2.5625,2.5,1.4957823753356934,51400,0.0,
1973-10-17 00:00:00+00:00,0.0,2.5625,2.4375,1.4228157997131348,60200,0.0,
1973-10-18 00:00:00+00:00,0.0,2.5,2.4375,1.4228157997131348,30000,0.0,
1973-10-19 00:00:00+00:00,0.0,2.5,2.375,1.3863338232040403,25800,0.0,
1973-10-22 00:00:00+00:00,0.0,2.5,2.375,1.4228157997131348,23400,0.0,
1973-10-23 00:00:00+00:00,0.0,2.5,2.375,1.4592993259429932,16200,0.0,
1973-10-24 00:00:00+00:00,0.0,2.5,2.375,1.3863338232040403,19200,0.0,
1973-10-25 00:00:00+00:00,0.0,2.4375,2.375,1.3863338232040403,15000,0.0,
1973-10-26 00:00:00+00:00,0.0,2.5,2.375,1.4228157997131348,13800,0.0,
1973-10-29 00:00:00+00:00,0.0,2.5625,2.375,1.4228157997131348,83400,0.0,
1973-10-30 00:00:00+00:00,0.0,2.5,2.375,1.4228157997131348,37200,0.0,
1973-10-31 00:00:00+00:00,0.0,2.4375,2.3125,1.3863338232040403,23000,0.0,
1973-11-01 00:00:00+00:00,0.0,2.375,2.3125,1.3863338232040403,17800,0.0,
1973-11-02 00:00:00+00:00,0.0,2.375,2.3125,1.3498517274856567,19200,0.0,
1973-11-05 00:00:00+00:00,0.0,2.3125,2.25,1.3133690357208252,41400,0.0,
1973-11-06 00:00:00+00:00,0.0,2.3125,2.1875,1.276886224746704,62600,0.0,
1973-11-07 00:00:00+00:00,0.0,2.25,2.0,1.1674387454986572,61000,0.0,
1973-11-08 00:00:00+00:00,0.0,2.125,2.0,1.2039214372634888,104200,0.0,
1973-11-09 00:00:00+00:00,0.0,2.0625,1.875,1.1309561729431152,45800,0.0,
1973-11-12 00:00:00+00:00,0.0,1.9375,1.75,1.021509051322937,80600,0.0,
1973-11-13 00:00:00+00:00,0.0,1.8125,1.5625,0.9850264191627502,83200,0.0,
1973-11-14 00:00:00+00:00,0.0,1.6875,1.5,0.875579297542572,98200,0.0,
1973-11-15 00:00:00+00:00,0.0,1.8125,1.5,0.9850264191627502,89000,0.0,
1973-11-16 00:00:00+00:00,0.0,1.875,1.625,1.0944738388061523,66200,0.0,
1973-11-19 00:00:00+00:00,0.0,1.875,1.625,0.9850264191627502,78800,0.0,
1973-11-20 00:00:00+00:00,0.0,1.75,1.625,1.021509051322937,135600,0.0,
1973-11-21 00:00:00+00:00,0.0,1.9375,1.6875,1.0579913854599,141200,0.0,
1973-11-23 00:00:00+00:00,0.0,1.9375,1.8125,1.1309561729431152,71600,0.0,
1973-11-26 00:00:00+00:00,0.0,1.9375,1.75,1.021509051322937,85200,0.0,
1973-11-27 00:00:00+00:00,0.0,1.8125,1.75,1.021509051322937,78600,0.0,
1973-11-28 00:00:00+00:00,0.0,1.875,1.75,1.0944738388061523,43400,0.0,
1973-11-29 00:00:00+00:00,0.0,1.9375,1.8125,1.0944738388061523,47800,0.0,
1973-11-30 00:00:00+00:00,0.0,1.875,1.75,1.0579913854599,35800,0.0,
1973-12-03 00:00:00+00:00,0.0,1.8125,1.6875,1.021509051322937,59600,0.0,
1973-12-04 00:00:00+00:00,0.0,1.75,1.625,0.9485440254211426,45000,0.0,
1973-12-05 00:00:00+00:00,0.0,1.6875,1.5,0.875579297542572,91200,0.0,
1973-12-06 00:00:00+00:00,0.0,1.625,1.5,0.9120617508888244,108200,0.0,
1973-12-07 00:00:00+00:00,0.0,1.75,1.5625,0.9850264191627502,58200,0.0,
1973-12-10 00:00:00+00:00,0.0,1.75,1.625,1.021509051322937,55800,0.0,
1973-12-11 00:00:00+00:00,0.0,1.75,1.5625,0.9120617508888244,56800,0.0,
1973-12-12 00:00:00+00:00,0.0,1.6875,1.5625,0.9120617508888244,45600,0.0,
1973-12-13 00:00:00+00:00,0.0,1.625,1.5,0.875579297542572,39600,0.0,
1973-12-14 00:00:00+00:00,0.0,1.625,1.5,0.9485440254211426,37000,0.0,
1973-12-17 00:00:00+00:00,0.0,1.625,1.5,0.875579297542572,32200,0.0,
1973-12-18 00:00:00+00:00,0.0,1.625,1.5,0.875579297542572,40800,0.0,
1973-12-19 00:00:00+00:00,0.0,1.625,1.5,0.875579297542572,67200,0.0,
1973-12-20 00:00:00+00:00,0.0,1.5625,1.5,0.9120617508888244,54600,0.0,
1973-12-21 00:00:00+00:00,0.0,1.5625,1.5,0.875579297542572,82200,0.0,
1973-12-24 00:00:00+00:00,0.0,1.5625,1.4375,0.875579297542572,67200,0.0,
1973-12-26 00:00:00+00:00,0.0,1.625,1.5,0.875579297542572,69800,0.0,
1973-12-27 00:00:00+00:00,0.0,1.75,1.5625,0.9850264191627502,81000,0.0,
1973-12-28 00:00:00+00:00,0.0,1.75,1.5625,0.9485440254211426,94000,0.0,
1973-12-31 00:00:00+00:00,0.0,1.6875,1.5625,0.9120617508888244,118800,0.0,
1974-01-02 00:00:00+00:00,0.0,1.75,1.5625,0.9850264191627502,40400,0.0,
1974-01-03 00:00:00+00:00,0.0,1.8125,1.75,1.021509051322937,46000,0.0,
1974-01-04 00:00:00+00:00,0.0,1.8125,1.75,1.0579913854599,57200,0.0,
1974-01-07 00:00:00+00:00,0.0,1.875,1.6875,1.0944738388061523,59000,0.0,
1974-01-08 00:00:00+00:00,0.0,1.9375,1.8125,1.1309561729431152,30000,0.0,
1974-01-09 00:00:00+00:00,0.0,1.875,1.8125,1.0944738388061523,54800,0.0,
1974-01-10 00:00:00+00:00,0.0,1.9375,1.875,1.1309561729431152,45200,0.0,
1974-01-11 00:00:00+00:00,0.0,2.1875,1.875,1.276886224746704,97800,0.0,
1974-01-14 00:00:00+00:00,0.0,2.4375,2.25,1.4228157997131348,204600,0.0,
1974-01-15 00:00:00+00:00,0.0,2.9375,2.5625,1.6417109966278076,432800,0.0,
1974-01-16 00:00:00+00:00,0.0,3.25,2.8125,1.8606048822402956,513400,0.0,
1974-01-17 00:00:00+00:00,0.0,3.4375,3.3125,1.933571457862854,559000,0.0,
1974-01-18 00:00:00+00:00,0.0,3.375,2.875,1.751158595085144,471200,0.0,
1974-01-21 00:00:00+00:00,0.0,3.75,2.9375,2.1889476776123047,476000,0.0,
1974-01-22 00:00:00+00:00,0.0,3.75,3.25,2.043018102645874,538200,0.0,
1974-01-23 00:00:00+00:00,0.0,3.5625,3.5,2.043018102645874,193200,0.0,
1974-01-24 00:00:00+00:00,0.0,3.5,3.25,1.8970880508422847,197800,0.0,
1974-01-25 00:00:00+00:00,0.0,3.25,3.0625,1.8970880508422847,150400,0.0,
1974-01-28 00:00:00+00:00,0.0,3.25,3.0625,1.8606048822402956,81800,0.0,
1974-01-29 00:00:00+00:00,0.0,3.1875,3.125,1.824123501777649,51200,0.0,
1974-01-30 00:00:00+00:00,0.0,3.375,3.125,1.933571457862854,92000,0.0,
1974-01-31 00:00:00+00:00,0.0,3.3125,3.125,1.8606048822402956,83200,0.0,
1974-02-01 00:00:00+00:00,0.0,3.1875,3.0625,1.824123501777649,62800,0.0,
1974-02-04 00:00:00+00:00,0.0,3.125,3.0,1.751158595085144,124400,0.0,
1974-02-05 00:00:00+00:00,0.0,3.0,2.9375,1.7146750688552856,81000,0.0,
1974-02-06 00:00:00+00:00,0.0,2.9375,2.875,1.678193211555481,59200,0.0,
1974-02-07 00:00:00+00:00,0.0,2.9375,2.875,1.678193211555481,40400,0.0,
1974-02-08 00:00:00+00:00,0.0,2.9375,2.875,1.7146750688552856,32400,0.0,
1974-02-11 00:00:00+00:00,0.0,2.9375,2.875,1.678193211555481,36800,0.0,
1974-02-12 00:00:00+00:00,0.0,3.0625,2.875,1.7876408100128174,80200,0.0,
1974-02-13 00:00:00+00:00,0.0,3.0625,3.0,1.751158595085144,50200,0.0,
1974-02-14 00:00:00+00:00,0.0,3.1875,3.0,1.7876408100128174,66000,0.0,
1974-02-15 00:00:00+00:00,0.0,3.0625,2.9375,1.751158595085144,37800,0.0,
1974-02-19 00:00:00+00:00,0.0,3.125,3.0,1.7876408100128174,78000,0.0,
1974-02-20 00:00:00+00:00,0.0,3.1875,3.0625,1.8606048822402956,30800,0.0,
1974-02-21 00:00:00+00:00,0.0,3.25,3.125,1.824123501777649,43000,0.0,
1974-02-22 00:00:00+00:00,0.0,3.1875,3.125,1.824123501777649,46600,0.0,
1974-02-25 00:00:00+00:00,0.0,3.1875,2.9375,1.7146750688552856,60800,0.0,
1974-02-26 00:00:00+00:00,0.0,3.125,2.9375,1.824123501777649,65600,0.0,
1974-02-27 00:00:00+00:00,0.0,3.1875,3.125,1.8606048822402956,51000,0.0,
1974-02-28 00:00:00+00:00,0.0,3.1875,3.0625,1.8606048822402956,28200,0.0,
1974-03-01 00:00:00+00:00,0.0,3.1875,3.0625,1.824123501777649,34800,0.0,
1974-03-04 00:00:00+00:00,0.0,3.1875,3.0,1.8606048822402956,27200,0.0,
1974-03-05 00:00:00+00:00,0.0,3.5,3.375,2.006534576416016,201400,0.0,
1974-03-06 00:00:00+00:00,0.0,3.5,3.375,2.006534576416016,190000,0.0,
1974-03-07 00:00:00+00:00,0.0,3.5,3.4375,2.043018102645874,81000,0.0,
1974-03-08 00:00:00+00:00,0.0,3.75,3.375,2.1889476776123047,196000,0.0,
1974-03-11 00:00:00+00:00,0.0,3.6875,3.4375,2.1159827709198,265400,0.0,
1974-03-12 00:00:00+00:00,0.0,3.6875,3.5,2.1159827709198,100000,0.0,
1974-03-13 00:00:00+00:00,0.0,3.625,3.5625,2.1159827709198,62600,0.0,
1974-03-14 00:00:00+00:00,0.0,3.75,3.5625,2.0795016288757324,211600,0.0,
1974-03-15 00:00:00+00:00,0.0,3.625,3.5,2.043018102645874,60600,0.0,
1974-03-18 00:00:00+00:00,0.0,3.6875,3.5,2.043018102645874,112400,0.0,
1974-03-19 00:00:00+00:00,0.0,3.5,3.4375,2.043018102645874,37200,0.0,
1974-03-20 00:00:00+00:00,0.0,3.5625,3.5,2.043018102645874,33400,0.0,
1974-03-21 00:00:00+00:00,0.0,3.5,3.25,1.933571457862854,59600,0.0,
1974-03-22 00:00:00+00:00,0.0,3.25,3.125,1.8970880508422847,61000,0.0,
1974-03-25 00:00:00+00:00,0.0,3.3125,3.125,1.933571457862854,47000,0.0,
1974-03-26 00:00:00+00:00,0.0,3.3125,3.1875,1.933571457862854,22600,0.0,
1974-03-27 00:00:00+00:00,0.0,3.3125,3.25,1.8970880508422847,18000,0.0,
1974-03-28 00:00:00+00:00,0.0,3.25,3.125,1.824123501777649,27400,0.0,
1974-03-29 00:00:00+00:00,0.0,3.1875,3.125,1.8606048822402956,28000,0.0,
1974-04-01 00:00:00+00:00,0.0,3.1875,3.125,1.824123501777649,22600,0.0,
1974-04-02 00:00:00+00:00,0.0,3.1875,3.125,1.824123501777649,19200,0.0,
1974-04-03 00:00:00+00:00,0.0,3.25,3.125,1.8970880508422847,22600,0.0,
1974-04-04 00:00:00+00:00,0.0,3.25,3.125,1.824123501777649,29800,0.0,
1974-04-05 00:00:00+00:00,0.0,3.1875,3.125,1.824123501777649,32000,0.0,
1974-04-08 00:00:00+00:00,0.0,3.1875,3.0625,1.7876408100128174,18000,0.0,
1974-04-09 00:00:00+00:00,0.0,3.125,3.0625,1.824123501777649,25800,0.0,
1974-04-10 00:00:00+00:00,0.0,3.25,3.125,1.824123501777649,123400,0.0,
1974-04-11 00:00:00+00:00,0.0,3.1875,3.0625,1.8606048822402956,25400,0.0,
1974-04-15 00:00:00+00:00,0.0,3.375,3.125,1.9700528383255005,46200,0.0,
1974-04-16 00:00:00+00:00,0.0,3.75,3.4375,2.1524646282196045,130400,0.0,
1974-04-17 00:00:00+00:00,0.0,3.8125,3.625,2.1159827709198,156600,0.0,
1974-04-18 00:00:00+00:00,0.0,3.625,3.5,2.1159827709198,52400,0.0,
1974-04-19 00:00:00+00:00,0.0,3.5625,3.375,2.043018102645874,31600,0.0,
1974-04-22 00:00:00+00:00,0.0,3.5,3.4375,2.006534576416016,17800,0.0,
1974-04-23 00:00:00+00:00,0.0,3.4375,3.25,1.933571457862854,40400,0.0,
1974-04-24 00:00:00+00:00,0.0,3.375,3.25,1.9700528383255005,36400,0.0,
1974-04-25 00:00:00+00:00,0.0,3.4375,3.3125,1.9700528383255005,35000,0.0,
