date,CMTL_Open,CMTL_High,CMTL_Low,CMTL_Close,CMTL_Volume,CMTL_Dividends,CMTL_Stock Splits
1980-03-17 00:00:00+00:00,0.0,7.407406806945801,6.851851940155029,4.5262603759765625,5535,0.0,
1980-03-18 00:00:00+00:00,0.0,7.037036895751953,6.481481075286865,4.281596183776856,8505,0.0,
1980-03-19 00:00:00+00:00,0.0,7.037036895751953,6.481481075286865,4.281596183776856,7560,0.0,
1980-03-20 00:00:00+00:00,0.0,6.481481075286865,5.925926208496094,3.914602518081665,20115,0.0,
1980-03-21 00:00:00+00:00,0.0,6.296296119689941,5.740740776062012,3.7922708988189697,4455,0.0,
1980-03-24 00:00:00+00:00,0.0,6.296296119689941,5.740740776062012,3.7922708988189697,3105,0.0,
1980-03-25 00:00:00+00:00,0.0,6.111111164093018,5.555555820465088,3.6699397563934326,36585,0.0,
1980-03-26 00:00:00+00:00,0.0,5.740740776062012,5.185184955596924,3.425276279449463,15795,0.0,
1980-03-27 00:00:00+00:00,0.0,5.0,4.444444179534912,2.9359519481658936,35100,0.0,
1980-03-28 00:00:00+00:00,0.0,5.370369911193848,4.814815044403076,3.180614471435547,25245,0.0,
1980-03-31 00:00:00+00:00,0.0,5.0,4.444444179534912,2.9359519481658936,33480,0.0,
1980-04-01 00:00:00+00:00,0.0,4.814815044403076,4.259259223937988,2.813620090484619,19305,0.0,
1980-04-02 00:00:00+00:00,0.0,5.0,4.444444179534912,2.9359519481658936,42390,0.0,
1980-04-03 00:00:00+00:00,0.0,5.185184955596924,4.629630088806152,3.058283567428589,4455,0.0,
1980-04-07 00:00:00+00:00,0.0,5.0,4.444444179534912,2.9359519481658936,15795,0.0,
1980-04-08 00:00:00+00:00,0.0,5.0,4.444444179534912,2.9359519481658936,16470,0.0,
1980-04-09 00:00:00+00:00,0.0,5.0,4.444444179534912,2.9359519481658936,11610,0.0,
1980-04-10 00:00:00+00:00,0.0,5.555555820465088,5.0,3.302946090698242,22950,0.0,
1980-04-11 00:00:00+00:00,0.0,6.296296119689941,5.740740776062012,3.7922708988189697,36720,0.0,
1980-04-14 00:00:00+00:00,0.0,6.481481075286865,5.925926208496094,3.914602518081665,18360,0.0,
1980-04-15 00:00:00+00:00,0.0,6.481481075286865,5.925926208496094,3.914602518081665,9855,0.0,
1980-04-16 00:00:00+00:00,0.0,6.296296119689941,5.555555820465088,3.6699397563934326,11475,0.0,
1980-04-17 00:00:00+00:00,0.0,6.296296119689941,5.555555820465088,3.6699397563934326,5805,0.0,
1980-04-18 00:00:00+00:00,0.0,6.481481075286865,5.740740776062012,3.7922708988189697,7763,0.0,
1980-04-21 00:00:00+00:00,0.0,6.111111164093018,5.370369911193848,3.547607660293579,15660,0.0,
1980-04-22 00:00:00+00:00,0.0,6.296296119689941,5.555555820465088,3.6699397563934326,10868,0.0,
1980-04-23 00:00:00+00:00,0.0,6.111111164093018,5.370369911193848,3.547607660293579,3375,0.0,
1980-04-24 00:00:00+00:00,0.0,6.111111164093018,5.370369911193848,3.547607660293579,2633,0.0,
1980-04-25 00:00:00+00:00,0.0,5.555555820465088,4.814815044403076,3.180614471435547,25043,0.0,
1980-04-28 00:00:00+00:00,0.0,5.555555820465088,4.814815044403076,3.180614471435547,1958,0.0,
1980-04-29 00:00:00+00:00,0.0,5.555555820465088,4.814815044403076,3.180614471435547,4658,0.0,
1980-04-30 00:00:00+00:00,0.0,5.555555820465088,4.814815044403076,3.180614471435547,5873,0.0,
1980-05-01 00:00:00+00:00,0.0,5.370369911193848,4.629630088806152,3.058283567428589,4995,0.0,
1980-05-02 00:00:00+00:00,0.0,5.185184955596924,4.444444179534912,2.9359519481658936,28958,0.0,
1980-05-05 00:00:00+00:00,0.0,5.740740776062012,5.0,3.302946090698242,33278,0.0,
1980-05-06 00:00:00+00:00,0.0,6.111111164093018,5.370369911193848,3.547607660293579,27135,0.0,
1980-05-07 00:00:00+00:00,0.0,6.296296119689941,5.555555820465088,3.6699397563934326,8910,0.0,
1980-05-08 00:00:00+00:00,0.0,6.296296119689941,5.555555820465088,3.6699397563934326,9045,0.0,
1980-05-09 00:00:00+00:00,0.0,6.296296119689941,5.555555820465088,3.6699397563934326,1958,0.0,
1980-05-12 00:00:00+00:00,0.0,6.296296119689941,5.555555820465088,3.6699397563934326,810,0.0,
1980-05-13 00:00:00+00:00,0.0,6.296296119689941,5.555555820465088,3.6699397563934326,2160,0.0,
1980-05-14 00:00:00+00:00,0.0,6.296296119689941,5.555555820465088,3.6699397563934326,2363,0.0,
1980-05-15 00:00:00+00:00,0.0,6.296296119689941,5.555555820465088,3.6699397563934326,1013,0.0,
1980-05-16 00:00:00+00:00,0.0,6.296296119689941,5.555555820465088,3.6699397563934326,10058,0.0,
1980-05-19 00:00:00+00:00,0.0,6.296296119689941,5.555555820465088,3.6699397563934326,1080,0.0,
1980-05-20 00:00:00+00:00,0.0,6.296296119689941,5.555555820465088,3.6699397563934326,1958,0.0,
1980-05-21 00:00:00+00:00,0.0,5.925926208496094,5.185184955596924,3.425276279449463,3308,0.0,
1980-05-22 00:00:00+00:00,0.0,5.925926208496094,5.185184955596924,3.425276279449463,5468,0.0,
1980-05-23 00:00:00+00:00,0.0,5.925926208496094,5.185184955596924,3.425276279449463,945,0.0,
1980-05-27 00:00:00+00:00,0.0,5.740740776062012,5.0,3.302946090698242,2295,0.0,
1980-05-28 00:00:00+00:00,0.0,5.740740776062012,5.0,3.302946090698242,5805,0.0,
1980-05-29 00:00:00+00:00,0.0,5.555555820465088,4.814815044403076,3.180614471435547,8708,0.0,
1980-05-30 00:00:00+00:00,0.0,6.6666669845581055,5.925926208496094,3.914602518081665,29363,0.0,
1980-06-02 00:00:00+00:00,0.0,6.6666669845581055,5.925926208496094,3.914602518081665,7020,0.0,
1980-06-03 00:00:00+00:00,0.0,6.6666669845581055,5.925926208496094,3.914602518081665,8708,0.0,
1980-06-04 00:00:00+00:00,0.0,6.481481075286865,5.740740776062012,3.7922708988189697,2430,0.0,
1980-06-05 00:00:00+00:00,0.0,6.481481075286865,5.740740776062012,3.7922708988189697,4995,0.0,
1980-06-06 00:00:00+00:00,0.0,6.296296119689941,5.555555820465088,3.6699397563934326,4793,0.0,
1980-06-09 00:00:00+00:00,0.0,6.111111164093018,5.370369911193848,3.547607660293579,2160,0.0,
1980-06-10 00:00:00+00:00,0.0,5.925926208496094,5.185184955596924,3.425276279449463,4658,0.0,
1980-06-11 00:00:00+00:00,0.0,5.925926208496094,5.185184955596924,3.425276279449463,3105,0.0,
1980-06-12 00:00:00+00:00,0.0,5.555555820465088,4.814815044403076,3.180614471435547,7493,0.0,
1980-06-13 00:00:00+00:00,0.0,5.555555820465088,4.814815044403076,3.180614471435547,5198,0.0,
1980-06-16 00:00:00+00:00,0.0,5.555555820465088,4.814815044403076,3.180614471435547,1080,0.0,
1980-06-17 00:00:00+00:00,0.0,5.555555820465088,4.814815044403076,3.180614471435547,7830,0.0,
1980-06-18 00:00:00+00:00,0.0,5.0,4.259259223937988,2.813620090484619,17213,0.0,
1980-06-19 00:00:00+00:00,0.0,5.0,4.259259223937988,2.813620090484619,14108,0.0,
1980-06-20 00:00:00+00:00,0.0,5.0,4.259259223937988,2.813620090484619,16943,0.0,
1980-06-23 00:00:00+00:00,0.0,5.0,4.259259223937988,2.813620090484619,11880,0.0,
1980-06-24 00:00:00+00:00,0.0,5.0,4.259259223937988,2.813620090484619,6750,0.0,
1980-06-25 00:00:00+00:00,0.0,5.0,4.259259223937988,2.813620090484619,2498,0.0,
1980-06-26 00:00:00+00:00,0.0,5.185184955596924,4.444444179534912,2.9359519481658936,10463,0.0,
1980-06-27 00:00:00+00:00,0.0,5.185184955596924,4.444444179534912,2.9359519481658936,4388,0.0,
1980-06-30 00:00:00+00:00,0.0,5.185184955596924,4.444444179534912,2.9359519481658936,9585,0.0,
1980-07-01 00:00:00+00:00,0.0,5.185184955596924,4.444444179534912,2.9359519481658936,4388,0.0,
1980-07-02 00:00:00+00:00,0.0,5.185184955596924,4.444444179534912,2.9359519481658936,8303,0.0,
1980-07-03 00:00:00+00:00,0.0,5.185184955596924,4.444444179534912,2.9359519481658936,1755,0.0,
