date,CLB_Open,CLB_High,CLB_Low,CLB_Close,CLB_Volume,CLB_Dividends,CLB_Stock Splits
1995-09-21 00:00:00+00:00,3.25,3.4375,2.96875,2.4369282722473145,5764000,0.0,
1995-09-22 00:00:00+00:00,2.96875,3.0,2.84375,2.386159896850586,3339200,0.0,
1995-09-25 00:00:00+00:00,2.96875,3.0,2.9375,2.386159896850586,152400,0.0,
1995-09-26 00:00:00+00:00,3.0,3.0,2.9375,2.386159896850586,788400,0.0,
1995-09-27 00:00:00+00:00,2.9375,3.0,2.9375,2.386159896850586,263600,0.0,
1995-09-28 00:00:00+00:00,2.9375,3.0,2.9375,2.386159896850586,755200,0.0,
1995-09-29 00:00:00+00:00,2.9375,3.0625,2.9375,2.4369282722473145,177200,0.0,
1995-10-02 00:00:00+00:00,3.0,3.0,2.984375,2.4369282722473145,206800,0.0,
1995-10-03 00:00:00+00:00,3.0,3.0625,3.0,2.4369282722473145,272800,0.0,
1995-10-04 00:00:00+00:00,3.03125,3.0625,3.0,2.4369282722473145,84800,0.0,
1995-10-05 00:00:00+00:00,3.0,3.0625,3.0,2.4369282722473145,2372400,0.0,
1995-10-06 00:00:00+00:00,3.015625,3.03125,3.0,2.4369282722473145,138400,0.0,
1995-10-09 00:00:00+00:00,3.0,3.0625,3.0,2.4369282722473145,1060400,0.0,
1995-10-10 00:00:00+00:00,3.0,3.015625,3.0,2.4369282722473145,110800,0.0,
1995-10-11 00:00:00+00:00,3.03125,3.0625,3.03125,2.462313175201416,169600,0.0,
1995-10-12 00:00:00+00:00,3.03125,3.03125,3.015625,2.4496212005615234,62400,0.0,
1995-10-13 00:00:00+00:00,3.03125,3.03125,2.984375,2.4369282722473145,500400,0.0,
1995-10-16 00:00:00+00:00,3.0,3.0,3.0,2.4369282722473145,12400,0.0,
1995-10-17 00:00:00+00:00,3.03125,3.09375,3.0,2.4369282722473145,51600,0.0,
1995-10-18 00:00:00+00:00,3.0,3.0,3.0,2.4369282722473145,48400,0.0,
1995-10-19 00:00:00+00:00,3.0,3.15625,2.75,2.233851432800293,116400,0.0,
1995-10-20 00:00:00+00:00,2.75,2.78125,2.75,2.233851432800293,79600,0.0,
1995-10-23 00:00:00+00:00,2.75,2.75,2.75,2.233851432800293,27600,0.0,
1995-10-24 00:00:00+00:00,2.75,2.75,2.75,2.233851432800293,7200,0.0,
1995-10-25 00:00:00+00:00,2.75,2.875,2.75,2.335389375686645,113600,0.0,
1995-10-26 00:00:00+00:00,2.75,2.875,2.75,2.233851432800293,82800,0.0,
1995-10-27 00:00:00+00:00,2.75,2.75,2.625,2.132312774658203,40800,0.0,
1995-10-30 00:00:00+00:00,2.625,2.625,2.5625,2.081543207168579,40000,0.0,
